t_ms	type	attacker	attacker_team	victim	victim_team	weapon	cause	amount	victim_health	ax	az	vx	vz	dist
207011	damage	bot-45	bravo	bot-32	alpha	cz_805_bren	bullet	24.00	0.04	-5.47	-39.70	-11.37	-16.28	24.16
207132	kill	bot-45	bravo	bot-32	alpha	cz_805_bren	bullet	24.00	0.00	-5.47	-39.70	-11.76	-15.89	24.63
208633	damage	bot-47	bravo	bot-30	alpha	five_seven	bullet	20.00	52.24	0.50	-37.12	1.78	-25.19	12.00
208790	damage	bot-47	bravo	bot-30	alpha	five_seven	bullet	20.00	32.24	0.50	-37.12	2.18	-24.73	12.51
208936	damage	bot-47	bravo	bot-30	alpha	five_seven	bullet	20.00	12.24	0.50	-37.12	2.55	-24.32	12.97
209089	kill	bot-47	bravo	bot-30	alpha	five_seven	bullet	20.00	0.00	0.50	-37.12	2.96	-23.86	13.50
232538	kill	bot-50	alpha	bot-47	bravo	m24	bullet	95.00	0.00	73.45	-17.68	5.94	-25.95	68.02
279089	damage	bot-53	bravo	bot-42	alpha	cz_805_bren	bullet	24.00	76.00	-6.51	-44.52	4.27	-18.89	27.80
283796	damage	bot-45	bravo	bot-28	alpha	cz_805_bren	bullet	24.00	71.39	-10.85	-42.87	-17.85	-10.05	33.55
285868	kill	bot-34	alpha	bot-45	bravo	m24	bullet	95.00	0.00	12.16	-13.07	-15.78	-47.33	44.21
290494	damage	bot-61	bravo	bot-28	alpha	five_seven	bullet	20.00	43.13	0.24	-44.91	-18.80	-11.18	38.73
290910	damage	bot-61	bravo	bot-28	alpha	five_seven	bullet	20.00	23.13	0.22	-44.90	-21.08	-10.94	40.09
291052	damage	bot-61	bravo	bot-28	alpha	five_seven	bullet	20.00	3.13	0.22	-44.92	-21.80	-10.87	40.56
291215	kill	bot-61	bravo	bot-28	alpha	five_seven	bullet	20.00	0.00	0.22	-44.92	-22.62	-10.78	41.08
292039	damage	bot-55	bravo	bot-42	alpha	five_seven	bullet	20.00	52.40	-15.80	-40.72	5.29	-16.50	32.11
292526	damage	bot-61	bravo	bot-44	alpha	five_seven	bullet	20.00	30.97	-0.27	-44.27	1.36	-22.86	21.48
294849	damage	bot-61	bravo	bot-42	alpha	five_seven	bullet	20.00	32.40	-1.08	-41.93	14.30	-7.81	37.43
294991	damage	bot-61	bravo	bot-42	alpha	five_seven	bullet	20.00	12.40	-1.08	-41.93	14.29	-7.81	37.42
295132	kill	bot-61	bravo	bot-42	alpha	five_seven	bullet	20.00	0.00	-1.08	-41.94	14.29	-7.81	37.43
295804	damage	bot-61	bravo	bot-34	alpha	five_seven	bullet	20.00	38.39	-1.12	-41.34	14.76	-13.34	32.19
296009	damage	bot-53	bravo	bot-34	alpha	cz_805_bren	bullet	24.00	14.82	-0.30	-39.92	14.76	-13.34	30.55
296111	kill	bot-61	bravo	bot-34	alpha	five_seven	bullet	20.00	0.00	-1.12	-41.34	14.76	-13.34	32.19
297296	damage	bot-53	bravo	bot-26	alpha	cz_805_bren	bullet	24.00	75.82	-0.42	-38.36	-2.10	-12.90	25.52
297423	damage	bot-53	bravo	bot-26	alpha	cz_805_bren	bullet	24.00	51.82	-0.42	-38.36	-1.68	-13.23	25.17
297560	damage	bot-53	bravo	bot-26	alpha	cz_805_bren	bullet	24.00	27.82	-0.42	-38.36	-1.35	-12.59	25.79
313303	damage	bot-55	bravo	bot-26	alpha	five_seven	bullet	20.00	52.13	-6.35	-30.74	4.05	-5.69	27.12
314568	damage	bot-61	bravo	bot-26	alpha	five_seven	bullet	20.00	32.13	4.17	-29.95	9.71	-6.49	24.11
314716	damage	bot-61	bravo	bot-26	alpha	five_seven	bullet	20.00	12.13	4.17	-29.95	10.17	-6.03	24.67
314865	kill	bot-61	bravo	bot-26	alpha	five_seven	bullet	20.00	0.00	4.17	-29.95	10.52	-5.69	25.08
317805	kill	bot-57	bravo	bot-20	alpha	m24	bullet	95.00	0.00	-85.28	-17.43	-31.72	32.07	72.93
322098	damage	bot-48	alpha	bot-55	bravo	five_seven	bullet	20.00	43.73	-16.59	34.34	-7.20	-14.61	49.84
325204	damage	bot-48	alpha	bot-55	bravo	five_seven	bullet	20.00	47.75	-15.13	29.90	-6.58	-19.34	49.98
325358	damage	bot-48	alpha	bot-55	bravo	five_seven	bullet	20.00	30.50	-15.13	29.90	-6.58	-19.34	49.98
325500	damage	bot-48	alpha	bot-55	bravo	five_seven	bullet	20.00	13.29	-15.13	29.90	-6.58	-19.34	49.98
325681	kill	bot-48	alpha	bot-55	bravo	five_seven	bullet	20.00	0.00	-15.13	29.90	-6.58	-19.34	49.98
326619	damage	bot-48	alpha	bot-49	bravo	five_seven	bullet	20.00	68.87	-14.90	28.86	-13.91	-19.75	48.63
326791	damage	bot-48	alpha	bot-49	bravo	five_seven	bullet	20.00	48.87	-14.90	28.86	-13.92	-19.12	47.99
327124	damage	bot-48	alpha	bot-49	bravo	five_seven	bullet	20.00	28.87	-14.90	28.86	-15.13	-20.23	49.09
328116	damage	bot-48	alpha	bot-62	bravo	five_seven	bullet	20.00	80.00	-14.90	28.86	-7.49	-17.80	47.25
328286	damage	bot-48	alpha	bot-62	bravo	five_seven	bullet	20.00	60.00	-14.90	28.86	-7.49	-17.32	46.77
328458	damage	bot-48	alpha	bot-62	bravo	five_seven	bullet	20.00	40.00	-14.90	28.86	-7.49	-17.75	47.20
328627	damage	bot-48	alpha	bot-62	bravo	five_seven	bullet	20.00	20.00	-14.90	28.86	-7.48	-18.43	47.88
328712	damage	bot-46	alpha	bot-66	bravo	cz_805_bren	bullet	24.00	76.00	63.94	47.94	52.77	46.87	11.22
328777	kill	bot-48	alpha	bot-62	bravo	five_seven	bullet	20.00	0.00	-14.90	28.86	-7.48	-19.12	48.55
328830	damage	bot-46	alpha	bot-66	bravo	cz_805_bren	bullet	24.00	52.00	63.93	47.95	53.00	46.90	10.99
328830	damage	bot-54	alpha	bot-66	bravo	cz_805_bren	bullet	24.00	28.00	71.79	48.62	53.00	46.90	18.87
329069	damage	bot-46	alpha	bot-66	bravo	cz_805_bren	bullet	24.00	4.00	63.93	47.97	52.51	46.39	11.53
329069	kill	bot-54	alpha	bot-66	bravo	cz_805_bren	bullet	24.00	0.00	71.79	48.62	52.51	46.39	19.41
330462	damage	bot-48	alpha	bot-53	bravo	five_seven	bullet	20.00	52.04	-15.03	29.16	5.22	1.06	34.64
330619	damage	bot-48	alpha	bot-53	bravo	five_seven	bullet	20.00	32.04	-15.03	29.16	5.47	0.12	35.55
332423	damage	bot-67	alpha	bot-64	bravo	five_seven	bullet	20.00	80.00	-20.60	27.67	6.87	0.96	38.31
332600	damage	bot-67	alpha	bot-64	bravo	five_seven	bullet	20.00	60.00	-20.60	27.69	6.87	0.96	38.32
332806	damage	bot-67	alpha	bot-64	bravo	five_seven	bullet	20.00	40.00	-20.60	27.69	7.00	1.08	38.33
333104	damage	bot-67	alpha	bot-64	bravo	five_seven	bullet	20.00	20.00	-20.60	27.69	7.65	1.58	38.47
333235	damage	bot-16	alpha	bot-61	bravo	five_seven	bullet	20.00	80.00	-17.33	33.14	6.71	-3.40	43.73
333517	kill	bot-67	alpha	bot-64	bravo	five_seven	bullet	20.00	0.00	-20.60	27.69	8.63	2.31	38.71
333573	damage	bot-16	alpha	bot-61	bravo	five_seven	bullet	20.00	60.00	-17.33	33.14	6.70	-3.13	43.51
333739	damage	bot-16	alpha	bot-61	bravo	five_seven	bullet	20.00	40.00	-17.33	33.14	7.25	-3.84	44.40
333932	damage	bot-16	alpha	bot-61	bravo	five_seven	bullet	20.00	20.00	-17.33	33.14	7.66	-4.65	45.30
334616	damage	bot-67	alpha	bot-53	bravo	five_seven	bullet	20.00	52.56	-20.31	27.77	5.92	-3.30	40.66
334889	damage	bot-67	alpha	bot-53	bravo	five_seven	bullet	20.00	32.56	-20.31	27.77	5.73	-3.51	40.70
335101	damage	bot-67	alpha	bot-53	bravo	five_seven	bullet	20.00	12.56	-20.31	27.76	5.34	-3.97	40.81
335267	kill	bot-67	alpha	bot-53	bravo	five_seven	bullet	20.00	0.00	-20.31	27.76	4.93	-4.44	40.92
335604	kill	bot-67	alpha	bot-61	bravo	five_seven	bullet	20.00	0.00	-20.29	27.76	10.83	-9.52	48.56
344524	damage	bot-67	alpha	bot-59	bravo	five_seven	bullet	20.00	80.00	-14.81	20.99	-59.65	7.19	46.92
344676	damage	bot-67	alpha	bot-59	bravo	five_seven	bullet	20.00	60.00	-14.81	20.99	-59.65	7.19	46.92
345601	damage	bot-67	alpha	bot-49	bravo	five_seven	bullet	20.00	52.63	-14.81	20.99	-16.18	-13.60	34.62
348464	damage	bot-48	alpha	bot-51	bravo	five_seven	bullet	20.00	80.00	-9.69	22.60	-56.37	12.09	47.85
348505	damage	bot-65	alpha	bot-51	bravo	cz_805_bren	bullet	24.00	56.00	-8.71	23.28	-56.37	12.09	48.96
350030	damage	bot-67	alpha	bot-51	bravo	five_seven	bullet	20.00	36.00	-19.74	20.40	-62.20	10.54	43.59
355043	damage	bot-65	alpha	bot-49	bravo	cz_805_bren	bullet	24.00	48.43	-16.17	21.16	-20.82	-14.80	36.25
355372	damage	bot-48	alpha	bot-49	bravo	five_seven	bullet	20.00	28.43	-14.95	20.22	-21.21	-15.18	35.95
355372	damage	bot-67	alpha	bot-49	bravo	five_seven	bullet	20.00	8.43	-21.40	18.63	-21.40	-15.36	33.99
355524	kill	bot-67	alpha	bot-49	bravo	five_seven	bullet	20.00	0.00	-21.40	18.63	-21.93	-15.88	34.51
355958	damage	bot-67	alpha	bot-60	bravo	five_seven	bullet	20.00	80.00	-21.64	18.59	-48.01	10.88	27.47
356113	damage	bot-67	alpha	bot-60	bravo	five_seven	bullet	20.00	60.00	-21.64	18.59	-47.60	11.10	27.02
356204	damage	bot-48	alpha	bot-60	bravo	five_seven	bullet	20.00	40.00	-14.82	20.28	-47.85	10.86	34.34
356348	damage	bot-48	alpha	bot-60	bravo	five_seven	bullet	20.00	20.00	-14.82	20.28	-48.47	10.26	35.10
358978	damage	bot-48	alpha	bot-59	bravo	five_seven	bullet	20.00	52.14	-15.73	20.26	-51.58	12.31	36.72
359386	damage	bot-48	alpha	bot-59	bravo	five_seven	bullet	20.00	32.14	-15.73	20.27	-51.91	11.26	37.28
360947	damage	bot-67	alpha	bot-57	bravo	five_seven	bullet	20.00	80.00	-23.89	18.37	-65.44	2.55	44.47
361111	damage	bot-67	alpha	bot-57	bravo	five_seven	bullet	20.00	60.00	-23.89	18.37	-64.96	2.93	43.88
361286	damage	bot-67	alpha	bot-57	bravo	five_seven	bullet	20.00	40.00	-23.89	18.37	-65.13	2.04	44.35
361369	damage	bot-3	alpha	bot-57	bravo	cz_805_bren	bullet	24.00	16.00	-31.20	34.53	-65.19	1.74	47.23
361430	kill	bot-67	alpha	bot-57	bravo	five_seven	bullet	20.00	0.00	-23.89	18.37	-65.27	1.32	44.76
361589	damage	bot-16	alpha	bot-51	bravo	five_seven	bullet	20.00	52.65	-29.17	33.47	-56.41	13.32	33.89
361797	damage	bot-70	bravo	bot-46	alpha	m24	bullet	95.00	5.00	96.27	-44.86	69.56	10.37	61.34
362958	damage	bot-48	alpha	bot-51	bravo	five_seven	bullet	20.00	32.65	-18.96	19.74	-60.31	9.61	42.57
363032	damage	bot-67	alpha	bot-51	bravo	five_seven	bullet	20.00	12.65	-26.31	18.21	-60.52	9.41	35.32
363268	damage	bot-69	alpha	bot-72	bravo	m24	bullet	95.00	5.00	60.49	28.53	91.23	-38.00	73.30
363354	kill	bot-48	alpha	bot-51	bravo	five_seven	bullet	20.00	0.00	-18.96	19.74	-60.82	9.10	43.19
365363	damage	bot-50	alpha	bot-70	bravo	m24	bullet	95.00	5.00	64.32	18.80	96.27	-44.86	71.23
370781	damage	bot-48	alpha	bot-60	bravo	five_seven	bullet	20.00	52.18	-28.82	17.98	-51.01	-0.65	28.97
370885	kill	bot-69	alpha	bot-68	bravo	m24	bullet	95.00	0.00	64.35	18.96	93.79	-48.65	73.74
375692	damage	bot-3	alpha	bot-59	bravo	cz_805_bren	bullet	24.00	48.34	-40.06	24.29	-64.30	-0.54	34.70
375810	damage	bot-3	alpha	bot-59	bravo	cz_805_bren	bullet	24.00	24.34	-40.06	24.29	-64.22	-0.92	34.92
379373	damage	bot-48	alpha	bot-59	bravo	five_seven	bullet	20.00	7.81	-38.01	11.24	-59.18	-4.05	26.12
380174	damage	bot-65	alpha	bot-60	bravo	cz_805_bren	bullet	24.00	48.00	-37.70	14.89	-57.23	-8.80	30.70
381343	kill	bot-67	alpha	bot-59	bravo	five_seven	bullet	20.00	0.00	-31.01	18.53	-64.45	0.91	37.80
383046	damage	bot-74	bravo	bot-56	alpha	cz_805_bren	bullet	24.00	65.76	89.46	-37.92	65.57	4.41	48.61
383344	damage	bot-60	bravo	bot-63	alpha	cz_805_bren	bullet	24.00	76.00	-59.36	-13.33	-48.00	18.43	33.74
383493	damage	bot-60	bravo	bot-63	alpha	cz_805_bren	bullet	24.00	52.00	-59.36	-13.33	-48.00	18.43	33.74
383726	damage	bot-56	alpha	bot-74	bravo	five_seven	bullet	20.00	45.15	65.66	4.21	89.38	-37.80	48.24
383936	damage	bot-56	alpha	bot-74	bravo	five_seven	bullet	20.00	25.15	65.66	4.21	89.49	-37.68	48.19
383936	damage	bot-74	bravo	bot-56	alpha	cz_805_bren	bullet	24.00	41.76	89.49	-37.68	65.66	4.21	48.19
384145	damage	bot-56	alpha	bot-74	bravo	five_seven	bullet	20.00	5.15	65.60	4.27	89.73	-37.44	48.18
388021	damage	bot-54	alpha	bot-70	bravo	cz_805_bren	bullet	24.00	48.02	69.96	-12.80	95.96	-46.41	42.49
388136	damage	bot-54	alpha	bot-70	bravo	cz_805_bren	bullet	24.00	24.02	69.96	-12.80	95.96	-46.59	42.63
388428	damage	bot-54	alpha	bot-70	bravo	cz_805_bren	bullet	24.00	0.02	69.96	-12.80	95.97	-47.00	42.97
388577	kill	bot-54	alpha	bot-70	bravo	cz_805_bren	bullet	24.00	0.00	69.96	-12.80	95.97	-47.49	43.36
389281	damage	bot-74	bravo	bot-54	alpha	cz_805_bren	bullet	24.00	48.24	95.92	-33.63	69.97	-12.91	33.21
389402	damage	bot-74	bravo	bot-54	alpha	cz_805_bren	bullet	24.00	24.24	95.92	-33.63	69.85	-12.79	33.38
389546	damage	bot-74	bravo	bot-54	alpha	cz_805_bren	bullet	24.00	0.24	95.92	-33.62	69.79	-12.73	33.46
389733	kill	bot-77	bravo	bot-54	alpha	m24	bullet	95.00	0.00	89.98	-32.61	69.23	-12.19	29.12
