t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate	nav_region	mag	reserve	self_threat	sidearm_mag	sidearm_reserve
4419279	bot-1710	alpha	P00r-4420	tick	-120.44	-33.97	165	0.00	0.00		0		squad-170	5	bot-1668			-	0	1	0	0	30	120
4419354	bot-1440	bravo	P00r-4420	tier+score	85.76	-10.15	86	0.00	0.00		0		squad-83	4	bot-808			-	0	27	120	0	7	35
4419402	bot-1440	bravo	P34r-4420	tier+score	85.83	-10.13	76	1.35	0.07	60.88	8	squad	squad-83	4	bot-808			-	0	27	120	0	7	35
4419425	bot-1800	bravo	P00r-4410	tick	31.04	-42.97	66	2.29	2.33		15	patrol	squad-189	0	bot-1800			-	0	1	30	0	7	35
4419472	bot-1799	alpha	P00r-4410	tick	-82.85	1.84	209	0.26	0.19		13	patrol	squad-187	0	bot-1799			-	0	30	120	0	20	101
4419493	bot-1440	bravo	P00r-4420	tier+score	85.83	-10.13	95	0.00	0.00		0		squad-83	4	bot-808			-	0	27	120	0	7	35
4419585	bot-1764	alpha	P00r-4310	tick	-37.53	41.93	271	2.45	2.48	34.12	5	squad	squad-1	5	bot-744			-	0	1	3	0	28	120
4419585	bot-1773	alpha	P00r-3420	tick	128.26	-11.84	289	2.38	2.10	62.01	8	squad	squad-148	3	bot-1718			-	0	17	59	0	20	101
4419612	bot-1794	bravo	M34m-43A0	tick	83.04	1.59	96	0.18	0.16		0		squad-184	4	bot-1786			-	0	19	101	0	7	35
4419612	bot-1798	bravo	S44mm4420	tick	90.54	-6.29	96	2.44	2.41	38.91	6	seek	squad-184	5	bot-1786			-	0	20	101	0	7	35
4419683	bot-1782	alpha	S00m-4420	tick	125.41	4.76	267	2.39	2.44	39.72	6	seek	squad-148	5	bot-1718			-	0	18	101	0	7	35
4419683	bot-1796	bravo	S44rm4410	state+tier+score+element	96.51	-7.41	264	2.41	1.33	24.24	3	squad	squad-184	2	bot-1786			-	0	30	120	0	7	35
4419731	bot-1716	bravo	P00r-4420	tick	144.90	-30.53	195	2.42	2.20	15.67	3	patrolReentry	squad-169	0	bot-1716			-	0	1	30	0	7	35
4419755	bot-781	bravo	P00r-4420	tick	39.65	38.43	281	2.45	2.53	11.77	2	squad	squad-132	4	bot-1412			-	0	27	120	0	20	101
4419755	bot-808	bravo	P00r-2420	tick	143.25	11.11	8	2.39	2.45		6	patrol	squad-83	0	bot-808			-	0	14	120	0	7	35
4419755	bot-1309	bravo	P00r-0420	tick	38.90	31.27	286	2.52	2.57	13.70	2	squad	squad-132	1	bot-1412			-	0	0	0	0	0	0
4419755	bot-1670	alpha	P00m-33D0	tick	-117.37	-26.82	100	0.00	0.00		0		squad-170	9	bot-1668			-	0	14	101	0	7	35
4419755	bot-1684	alpha	P00r-4420	tick	-128.95	-24.47	179	0.13	0.04	14.17	4	squad	squad-170	3	bot-1668			-	0	30	120	0	7	35
4419755	bot-1745	alpha	S00r-4420	tick	132.97	4.66	265	2.40	2.45	47.38	7	seek	squad-148	1	bot-1718			-	0	30	45	0	20	87
4419755	bot-1750	bravo	P00r-4420	tick	145.53	-24.05	136	2.44	2.49	3.24	1	squad	squad-169	1	bot-1716			-	0	1	30	0	7	35
4419755	bot-1792	bravo	P00r-4410	tick	35.63	34.03	264	2.29	1.85	8.62	2	squad	squad-132	3	bot-1412			-	0	30	120	0	7	35
4419802	bot-1440	bravo	P34r-4420	tier+score	86.04	-10.08	67	2.45	0.21	60.93	8	squad	squad-83	4	bot-808			-	0	27	120	0	7	35
4419802	bot-1778	alpha	S00r-3420	tick	127.29	4.75	260	2.40	2.42	41.14	7	seek	squad-148	4	bot-1718			-	0	17	120	0	7	35
4419802	bot-1786	bravo	S00r-3410	tick	76.39	-20.76	136	2.37	2.44	17.11	3	seek	squad-184	0	bot-1786			-	0	18	120	0	7	35
4419802	bot-1788	bravo	S00m-2420	tick	78.07	-22.51	154	2.30	2.42	11.92	2	seek	squad-184	3	bot-1786			-	0	9	101	0	7	35
4419866	bot-1440	bravo	P00r-4420	tier+score	86.04	-10.08	77	0.00	0.00		0		squad-83	4	bot-808			-	0	27	120	0	7	35
4419929	bot-1069	bravo	P00r-4420	tick	110.72	-12.15	39	2.16	2.28	39.99	6	squad	squad-83	5	bot-808			-	0	1	17	0	20	101
4419929	bot-1079	bravo	P00r-4320	tick	113.48	-26.90	52	2.34	2.30	47.96	8	squad	squad-83	1	bot-808			-	0	20	66	0	20	66
4419929	bot-1123	bravo	P00r-4320	tick	109.34	-13.52	41	2.44	2.46	41.68	7	squad	squad-83	6	bot-808			-	0	1	28	0	18	101
4419929	bot-1753	alpha	S00r-2310	tick	135.59	4.58	268	2.40	2.09	54.37	8	seek	squad-148	2	bot-1718			-	0	14	120	0	20	101
4419988	bot-1718	alpha	P00r-3320	state	86.17	34.72	266	2.33	1.87	36.51	6	seek	squad-148	0	bot-1718	bot-1792	50.97	r	0	22	100	0	7	35
4419988	bot-1796	bravo	S00r-4410	tier+score+element	97.24	-7.56	172	2.18	0.75	30.65	4	seek	squad-184	2	bot-1786			-	0	30	120	0	7	35
4419988	bot-1798	bravo	S00m-4420	tier+score+element	91.26	-6.87	132	2.41	0.92	38.14	6	seek	squad-184	5	bot-1786			-	0	20	101	0	7	35
4420061	bot-1206	bravo	P00r-3320	tick	111.38	-30.63	37	2.15	2.15	52.33	7	squad	squad-83	2	bot-808			-	0	18	75	0	7	35
4420061	bot-1669	alpha	P00r-4320	tick	-127.62	-23.81	175	0.03	0.06	18.35	6	squad	squad-170	1	bot-1668			-	0	25	120	0	20	101
4420061	bot-1675	alpha	P00r-2320	tick	-128.40	-40.81	142	2.47	0.48	3.50	6	squad	squad-170	2	bot-1668			-	0	14	100	0	20	101
4420061	bot-1711	alpha	P00r-4320	tick	-133.30	-37.33	182	2.52	0.49	6.56	3	squad	squad-170	6	bot-1668			-	0	25	64	0	20	68
4420061	bot-1731	alpha	P00r-4420	tick	-118.21	-29.50	112	2.27	0.44	9.55	2	squad	squad-170	7	bot-1668			-	0	30	120	0	20	101
4420061	bot-1737	alpha	P00r-3420	tick	-136.77	-35.44	98	0.96	0.19	8.83	2	squad	squad-170	8	bot-1668			-	0	16	78	0	20	101
4420061	bot-1790	bravo	P00r-4410	tick	31.56	37.97	312	1.55	1.83	6.52	2	squad	squad-132	2	bot-1412			-	0	27	120	0	7	35
4420143	bot-1218	bravo	P00r-3420	tick	103.35	-4.39	58	2.11	2.50	42.88	6	squad	squad-83	3	bot-808			-	0	20	120	0	7	35
4420159	bot-1789	bravo	S00r-4410	tick	67.89	-8.39	152	1.94	2.05	30.51	4	seek	squad-184	1	bot-1786			-	0	1	3	0	30	120
4420189	bot-744	alpha	P00r-4420	tick	-72.94	37.25	248	2.44	2.49		12	patrol	squad-1	0	bot-744			-	0	30	120	0	7	35
4420189	bot-1066	alpha	P00r-2420	tick	-59.58	36.96	251	2.27	2.32	10.94	2	squad	squad-1	1	bot-744			-	0	12	120	0	7	35
4420189	bot-1109	alpha	P00r-4320	tick	-56.10	40.22	254	2.20	1.92	14.18	2	squad	squad-1	2	bot-744			-	0	30	99	0	20	101
4420189	bot-1238	alpha	P00r-4320	tick	-54.61	36.66	254	1.94	2.05	13.38	2	squad	squad-1	3	bot-744			-	0	30	5	0	7	35
4420189	bot-1453	alpha	P00r-4420	tick	-51.62	42.06	257	1.77	1.94	15.51	3	squad	squad-1	4	bot-744			-	0	30	120	0	20	101
4420189	bot-1517	bravo	P00r-4420	tick	114.67	-27.83	42	2.32	2.34	48.30	7	squad	squad-83	7	bot-808			-	0	1	22	0	17	101
4420189	bot-1668	alpha	P00r-4420	tick	-124.15	-42.44	190	0.98	0.43		16	patrol	squad-170	0	bot-1668			-	0	25	13	0	7	35
4420189	bot-1690	alpha	P00r-4320	tick	-129.52	-39.01	269	2.02	0.69	0.46	1	squad	squad-170	4	bot-1668			-	0	28	120	0	7	35
4420283	bot-1412	bravo	P00r-4320	tick	21.13	36.75	247	2.41	2.43	166.60	24	patrolReentry	squad-132	0	bot-1412			-	0	24	80	0	7	35
4420283	bot-1708	alpha	P00r-4320	tick	-140.03	-34.74	357	1.42	0.53	11.65	3	squad	squad-170	10	bot-1668			-	0	1	22	0	7	35
4420283	bot-1710	alpha	P00r-4420	tick	-120.44	-33.97	165	0.00	0.00		0		squad-170	5	bot-1668			-	0	1	0	0	30	120
4420435	bot-1800	bravo	P00r-4410	tick	33.70	-43.04	96	3.03	2.66		15	patrol	squad-189	0	bot-1800			-	0	1	30	0	7	35
4420485	bot-1799	alpha	P00r-4410	tick	-82.76	1.82	193	0.12	0.09		13	patrol	squad-187	0	bot-1799			-	0	30	120	0	20	101
4420600	bot-1764	alpha	P00r-4310	tick	-40.09	41.95	240	2.41	2.56	33.75	5	squad	squad-1	5	bot-744			-	0	1	3	0	28	120
4420600	bot-1773	alpha	P00r-3420	tick	126.34	-10.72	318	2.31	2.23	61.43	7	squad	squad-148	3	bot-1718			-	0	17	59	0	20	101
4420624	bot-1794	bravo	M34m-43A0	tick	83.04	1.58	133	0.00	0.01		0		squad-184	4	bot-1786			-	0	19	101	0	7	35
4420677	bot-1786	bravo	P00r-3410	state	77.71	-22.24	146	2.31	1.98	15.15	3	seek	squad-184	0	bot-1786			-	0	18	120	0	7	35
4420677	bot-1788	bravo	P00m-2420	state	79.40	-24.02	139	2.37	2.01	10.00	2	seek	squad-184	3	bot-1786			-	0	9	101	0	7	35
4420785	bot-781	bravo	P00r-4420	tick	37.42	39.29	275	2.49	2.39	12.60	2	squad	squad-132	4	bot-1412			-	0	27	120	0	20	101
4420785	bot-808	bravo	P00r-2420	tick	143.25	13.43	339	2.38	2.32		5	patrol	squad-83	0	bot-808			-	0	14	120	0	7	35
4420785	bot-1309	bravo	P00r-0420	tick	36.53	31.68	297	2.44	2.40	13.39	2	squad	squad-132	1	bot-1412			-	0	0	0	0	0	0
4420785	bot-1670	alpha	P00m-33D0	tick	-115.79	-28.05	148	2.41	1.99	4.24	1	squad	squad-170	9	bot-1668			-	0	14	101	0	7	35
4420785	bot-1684	alpha	P00r-4420	tick	-128.73	-24.67	151	0.26	0.29	16.15	6	squad	squad-170	3	bot-1668			-	0	30	120	0	7	35
4420785	bot-1716	bravo	P00r-4420	tick	145.20	-32.82	175	2.08	2.31	13.38	2	patrolReentry	squad-169	0	bot-1716			-	0	1	30	0	7	35
4420785	bot-1745	alpha	S00r-4420	tick	130.64	4.70	265	2.40	2.33	45.06	7	seek	squad-148	1	bot-1718			-	0	30	45	0	20	87
4420785	bot-1750	bravo	P00r-4420	tick	145.40	-26.39	189	2.43	2.34	3.47	1	squad	squad-169	1	bot-1716			-	0	1	30	0	7	35
4420785	bot-1782	alpha	S00m-4420	tick	123.30	4.69	267	1.56	2.12	37.60	6	seek	squad-148	5	bot-1718			-	0	18	101	0	7	35
4420785	bot-1792	bravo	P00r-4410	tick	33.80	32.67	257	2.06	2.28	8.64	3	squad	squad-132	3	bot-1412			-	0	30	120	0	7	35
4420807	bot-1778	alpha	S00r-3420	tick	125.04	4.79	260	2.35	2.25	38.93	7	seek	squad-148	4	bot-1718			-	0	17	120	0	7	35
4420870	bot-1440	bravo	P00r-4420	tick	87.94	-9.67	73	2.43	1.94	59.66	8	squad	squad-83	4	bot-808			-	0	27	120	0	7	35
4420941	bot-1069	bravo	P00r-4420	tick	112.27	-10.99	72	1.92	1.94	39.30	6	squad	squad-83	5	bot-808			-	0	1	17	0	20	101
4420941	bot-1079	bravo	P00r-4320	tick	114.92	-25.10	49	2.42	2.30	47.53	8	squad	squad-83	1	bot-808			-	0	20	66	0	20	66
4420941	bot-1123	bravo	P00r-4320	tick	111.06	-12.18	71	2.18	2.19	40.78	6	squad	squad-83	6	bot-808			-	0	1	28	0	18	101
4420941	bot-1753	alpha	S00r-2310	tick	133.30	4.63	268	2.40	2.29	52.09	8	seek	squad-148	2	bot-1718			-	0	14	120	0	20	101
4421007	bot-1718	alpha	P00r-3320	tick	83.76	34.75	240	2.43	2.41	34.10	30	patrol	squad-148	0	bot-1718			-	0	22	100	0	7	35
4421007	bot-1796	bravo	S00r-4410	tick	99.33	-7.96	103	2.38	2.13	28.52	4	seek	squad-184	2	bot-1786			-	0	30	120	0	7	35
4421007	bot-1798	bravo	S00m-4420	tick	93.30	-7.60	94	2.34	2.17	36.05	5	seek	squad-184	5	bot-1786			-	0	20	101	0	7	35
4421072	bot-1206	bravo	P00r-3320	tick	112.92	-29.09	65	2.42	2.17	51.99	9	squad	squad-83	2	bot-808			-	0	18	75	0	7	35
4421072	bot-1669	alpha	P00r-4320	tick	-127.52	-23.98	151	0.34	0.20	17.06	6	squad	squad-170	1	bot-1668			-	0	25	120	0	20	101
4421072	bot-1675	alpha	P00r-2320	tick	-128.18	-40.93	114	0.00	0.25		0		squad-170	2	bot-1668			-	0	14	100	0	20	101
4421072	bot-1711	alpha	P00r-4320	tick	-132.86	-37.64	110	0.00	0.54		0		squad-170	6	bot-1668			-	0	25	64	0	20	68
4421072	bot-1731	alpha	P00r-4420	tick	-117.12	-30.62	134	0.00	1.57		0		squad-170	7	bot-1668			-	0	30	120	0	20	101
4421072	bot-1737	alpha	P00r-3420	tick	-136.35	-35.03	68	0.00	0.59		0		squad-170	8	bot-1668			-	0	16	78	0	20	101
4421072	bot-1790	bravo	P00r-4410	tick	30.06	38.53	284	1.55	1.60	7.19	2	squad	squad-132	2	bot-1412			-	0	27	120	0	7	35
4421170	bot-1218	bravo	P00r-3420	tick	105.16	-3.87	67	2.07	1.88	41.84	6	squad	squad-83	3	bot-808			-	0	20	120	0	7	35
4421170	bot-1789	bravo	S00r-4410	tick	68.91	-10.26	142	2.06	2.13	28.40	3	seek	squad-184	1	bot-1786			-	0	1	3	0	30	120
4421203	bot-744	alpha	P00r-4420	tick	-75.21	37.34	273	2.44	2.28		11	patrol	squad-1	0	bot-744			-	0	30	120	0	7	35
4421203	bot-1066	alpha	P00r-2420	tick	-61.85	36.86	288	2.41	2.28	10.25	2	squad	squad-1	1	bot-744			-	0	12	120	0	7	35
4421203	bot-1109	alpha	P00r-4320	tick	-58.35	39.93	233	2.43	2.26	12.13	2	squad	squad-1	2	bot-744			-	0	30	99	0	20	101
4421203	bot-1238	alpha	P00r-4320	tick	-56.35	35.76	255	2.16	1.95	13.53	2	squad	squad-1	3	bot-744			-	0	30	5	0	7	35
4421203	bot-1453	alpha	P00r-4420	tick	-53.27	41.60	266	1.87	1.72	22.27	3	squad	squad-1	4	bot-744			-	0	30	120	0	20	101
4421203	bot-1517	bravo	P00r-4420	tick	116.21	-26.11	14	2.44	2.30	48.60	8	squad	squad-83	7	bot-808			-	0	1	22	0	17	101
4421203	bot-1668	alpha	P00r-4420	tick	-124.57	-42.58	185	0.16	0.44		16	patrol	squad-170	0	bot-1668			-	0	25	13	0	7	35
4421203	bot-1690	alpha	P00r-4320	tick	-129.35	-38.65	284	1.66	0.40	1.18	1	squad	squad-170	4	bot-1668			-	0	28	120	0	7	35
4421302	bot-1412	bravo	P00r-4320	tick	19.06	36.75	267	2.04	2.07	164.53	24	patrolReentry	squad-132	0	bot-1412			-	0	24	80	0	7	35
4421302	bot-1708	alpha	P00r-4320	tick	-139.76	-34.35	48	0.52	0.48		0		squad-170	10	bot-1668			-	0	1	22	0	7	35
4421302	bot-1710	alpha	P00r-4420	tick	-121.49	-32.38	320	2.07	1.91	2.42	2	squad	squad-170	5	bot-1668			-	0	1	0	0	30	120
4421335	bot-1794	bravo	M33m-43A0	score	82.79	1.72	150	0.09	0.28		0		squad-184	4	bot-1786			-	0	19	101	0	7	35
4421479	bot-1794	bravo	M32m-43A0	score	82.79	1.70	150	0.19	0.02		0		squad-184	4	bot-1786			-	0	19	101	0	7	35
4421479	bot-1800	bravo	P00r-4410	tick	36.37	-43.18	122	2.44	2.67		15	patrol	squad-189	0	bot-1800			-	0	1	30	0	7	35
4421508	bot-1799	alpha	P00r-4410	tick	-82.47	1.69	184	2.32	0.32		31	patrol	squad-187	0	bot-1799			-	0	30	120	0	20	101
4421606	bot-1764	alpha	P00r-4310	tick	-42.34	41.89	272	2.40	2.25	33.65	5	squad	squad-1	5	bot-744			-	0	1	3	0	28	120
4421606	bot-1773	alpha	P00r-3420	tick	124.44	-9.55	302	2.43	2.22	60.66	8	squad	squad-148	3	bot-1718			-	0	17	59	0	20	101
4421690	bot-1786	bravo	P00r-3410	tick	79.55	-23.56	127	1.92	2.27	69.44	10	patrolReentry	squad-184	0	bot-1786			-	0	18	120	0	7	35
4421690	bot-1788	bravo	P00m-2420	tick	80.62	-22.34	28	2.33	2.08	3.21	1	squad	squad-184	3	bot-1786			-	0	9	101	0	7	35
4421789	bot-781	bravo	P00r-4420	tick	34.97	39.85	299	2.47	2.52	12.16	2	squad	squad-132	4	bot-1412			-	0	27	120	0	20	101
4421789	bot-808	bravo	P00r-2420	tick	143.25	15.79	359	2.26	2.36		5	patrol	squad-83	0	bot-808			-	0	14	120	0	7	35
4421789	bot-1309	bravo	P00r-0420	tick	34.26	31.96	264	2.04	2.29	13.22	2	squad	squad-132	1	bot-1412			-	0	0	0	0	0	0
4421789	bot-1670	alpha	P00m-33D0	tick	-115.81	-28.07	163	0.00	0.03		0		squad-170	9	bot-1668			-	0	14	101	0	7	35
4421789	bot-1684	alpha	P00r-4420	tick	-128.93	-24.49	185	0.24	0.26	14.24	6	squad	squad-170	3	bot-1668			-	0	30	120	0	7	35
4421789	bot-1716	bravo	P00r-4420	tick	145.21	-34.50	163	1.55	1.68	11.70	2	patrolReentry	squad-169	0	bot-1716			-	0	1	30	0	7	35
4421789	bot-1745	alpha	S00r-4420	tick	128.23	4.74	265	2.40	2.41	42.66	6	seek	squad-148	1	bot-1718			-	0	30	45	0	20	87
4421789	bot-1750	bravo	P00r-4420	tick	145.33	-28.53	197	1.89	2.15	3.46	1	squad	squad-169	1	bot-1716			-	0	1	30	0	7	35
4421789	bot-1782	alpha	S00m-4420	tick	122.34	4.61	267	0.47	0.96	36.64	6	seek	squad-148	5	bot-1718			-	0	18	101	0	7	35
4421789	bot-1792	bravo	P00r-4410	tick	31.81	32.70	252	1.91	1.99	8.74	2	squad	squad-132	3	bot-1412			-	0	30	120	0	7	35
4421813	bot-1778	alpha	S00r-3420	tick	123.17	4.04	260	2.25	2.01	36.96	6	seek	squad-148	4	bot-1718			-	0	17	120	0	7	35
4421890	bot-1440	bravo	P00r-4420	tick	90.34	-9.29	110	2.38	2.43	58.57	8	squad	squad-83	4	bot-808			-	0	27	120	0	7	35
4421963	bot-1069	bravo	P00r-4420	tick	113.79	-9.85	59	1.92	1.90	38.74	6	squad	squad-83	5	bot-808			-	0	1	17	0	20	101
4421963	bot-1079	bravo	P00r-4320	tick	116.22	-23.00	10	2.41	2.46	46.88	8	squad	squad-83	1	bot-808			-	0	20	66	0	20	66
4421963	bot-1123	bravo	P00r-4320	tick	112.67	-10.89	57	1.91	2.06	40.80	6	squad	squad-83	6	bot-808			-	0	1	28	0	18	101
4421963	bot-1753	alpha	S00r-2310	tick	130.85	4.69	268	2.40	2.45	49.64	8	seek	squad-148	2	bot-1718			-	0	14	120	0	20	101
4422009	bot-1718	alpha	P00r-3320	tick	81.49	34.66	269	2.21	2.28	31.83	30	patrol	squad-148	0	bot-1718			-	0	22	100	0	7	35
4422009	bot-1796	bravo	S00r-4410	tick	101.62	-8.42	102	2.25	2.34	26.18	4	seek	squad-184	2	bot-1786			-	0	30	120	0	7	35
4422009	bot-1798	bravo	S00m-4420	tick	95.59	-7.77	96	2.28	2.29	33.75	5	seek	squad-184	5	bot-1786			-	0	20	101	0	7	35
4422058	bot-1773	alpha	A00r-3420	state	123.57	-8.99	305	2.46	1.03	60.42	8	squad	squad-148	3	bot-1718			-	0	17	59	0	20	101
4422091	bot-1206	bravo	P00r-3320	tick	114.59	-27.42	46	2.36	2.36	52.35	8	squad	squad-83	2	bot-808			-	0	18	75	0	7	35
4422091	bot-1669	alpha	P00r-4320	tick	-127.65	-23.90	124	0.08	0.15	16.50	6	squad	squad-170	1	bot-1668			-	0	25	120	0	20	101
4422091	bot-1675	alpha	P00r-2320	tick	-128.18	-40.93	114	0.00	0.00		0		squad-170	2	bot-1668			-	0	14	100	0	20	101
4422091	bot-1711	alpha	P00r-4320	tick	-132.86	-37.64	110	0.00	0.00		0		squad-170	6	bot-1668			-	0	25	64	0	20	68
4422091	bot-1731	alpha	P00r-4420	tick	-117.37	-30.65	161	2.26	0.25	1.18	1	squad	squad-170	7	bot-1668			-	0	30	120	0	20	101
4422091	bot-1737	alpha	P00r-3420	tick	-136.47	-35.40	104	0.00	0.39		0		squad-170	8	bot-1668			-	0	16	78	0	20	101
4422091	bot-1790	bravo	P00r-4410	tick	28.48	38.92	248	2.03	1.63	8.67	2	squad	squad-132	2	bot-1412			-	0	27	120	0	7	35
4422186	bot-1218	bravo	P00r-3420	tick	107.03	-3.05	80	1.82	2.05	40.75	6	squad	squad-83	3	bot-808			-	0	20	120	0	7	35
4422186	bot-1789	bravo	S00r-4410	tick	70.40	-12.23	144	2.45	2.47	25.93	3	seek	squad-184	1	bot-1786			-	0	1	3	0	30	120
4422210	bot-744	alpha	P00r-4420	tick	-77.68	37.63	305	2.46	2.48		11	patrol	squad-1	0	bot-744			-	0	30	120	0	7	35
4422210	bot-1066	alpha	P00r-2420	tick	-64.26	36.76	276	2.35	2.41	11.31	5	squad	squad-1	1	bot-744			-	0	12	120	0	7	35
4422210	bot-1109	alpha	P00r-4320	tick	-60.75	39.68	289	2.45	2.42	13.66	2	squad	squad-1	2	bot-744			-	0	30	99	0	20	101
4422210	bot-1238	alpha	P00r-4320	tick	-58.59	35.67	249	2.31	2.25	15.24	3	squad	squad-1	3	bot-744			-	0	30	5	0	7	35
4422210	bot-1453	alpha	P00r-4420	tick	-55.10	40.89	256	2.06	1.96	22.44	3	squad	squad-1	4	bot-744			-	0	30	120	0	20	101
4422210	bot-1517	bravo	P00r-4420	tick	117.53	-24.06	34	2.37	2.44	47.88	8	squad	squad-83	7	bot-808			-	0	1	22	0	17	101
4422210	bot-1668	alpha	P00r-4420	tick	-124.63	-42.60	149	0.02	0.07		16	patrol	squad-170	0	bot-1668			-	0	25	13	0	7	35
4422210	bot-1690	alpha	P00r-4320	tick	-129.63	-39.06	217	0.13	0.50		0		squad-170	4	bot-1668			-	0	28	120	0	7	35
4422317	bot-1412	bravo	P00r-4320	tick	16.81	36.75	297	2.39	2.26	162.28	23	patrolReentry	squad-132	0	bot-1412			-	0	24	80	0	7	35
4422317	bot-1708	alpha	P00r-4320	tick	-140.20	-34.68	48	0.63	0.55		0		squad-170	10	bot-1668			-	0	1	22	0	7	35
4422317	bot-1710	alpha	P00r-4420	tick	-120.98	-33.15	69	0.00	0.93		0		squad-170	5	bot-1668			-	0	1	0	0	30	120
4422494	bot-1794	bravo	M32m-43A0	tick	82.80	1.66	150	0.00	0.04	0.21	0	medic	squad-184	4	bot-1786			-	0	19	101	0	7	35
4422494	bot-1800	bravo	P00r-4410	tick	38.85	-43.16	80	2.46	2.48		14	patrol	squad-189	0	bot-1800			-	0	1	30	0	7	35
4422526	bot-1799	alpha	P00r-4410	tick	-80.23	0.57	150	2.36	2.50		31	patrol	squad-187	0	bot-1799			-	0	30	120	0	20	101
4422643	bot-1764	alpha	P00r-4310	tick	-44.83	41.84	289	2.40	2.49	33.24	5	squad	squad-1	5	bot-744			-	0	1	3	0	28	120
4422700	bot-1786	bravo	P00r-3410	tick	81.78	-24.49	129	2.46	2.41	67.04	10	patrolReentry	squad-184	0	bot-1786			-	0	18	120	0	7	35
4422700	bot-1788	bravo	P00m-2420	tick	81.85	-20.69	41	2.10	2.06	1.74	1	squad	squad-184	3	bot-1786			-	0	9	101	0	7	35
4422812	bot-781	bravo	P00r-4420	tick	33.27	39.98	275	1.63	1.71	12.55	2	squad	squad-132	4	bot-1412			-	0	27	120	0	20	101
4422812	bot-808	bravo	P00r-2420	tick	143.25	17.96	26	2.21	2.17		5	patrol	squad-83	0	bot-808			-	0	14	120	0	7	35
4422812	bot-1309	bravo	P00r-0420	tick	32.21	32.22	266	2.15	2.07	13.34	1	squad	squad-132	1	bot-1412			-	0	0	0	0	0	0
4422812	bot-1670	alpha	P00m-33D0	tick	-116.18	-27.86	215	0.00	0.43		0		squad-170	9	bot-1668			-	0	14	101	0	7	35
