t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode
1243150	bot-398	bravo	A45rm431G	latches	-16.39	-7.95	28	0.00	0.00		0	
1243167	bot-404	bravo	E10r-4219	tier	-0.09	11.23	35	5.09	0.25	6.85	1	flee
1243183	bot-394	alpha	M49mb24C0	state+latches	-3.04	16.88	165	0.00	0.40	4.20	0	muzzleRecovery
1243200	bot-399	bravo	S45rm3410	latches	-18.23	-6.78	46	1.33	0.02	13.18	2	seek
1243283	bot-381	alpha	E49rb2029	ammo	0.31	18.07	186	5.16	2.64	2.64	1	flee
1243283	bot-404	bravo	E10r-4119	health	-0.51	11.64	38	5.05	0.59	6.26	1	flee
1243317	bot-395	bravo	A45rm3410	element	-16.87	-2.15	35	0.00	0.00		0	
1243333	bot-404	bravo	E10r-4110	latches	-0.68	11.82	39	4.96	0.25	6.72	1	flee
1243350	bot-404	bravo	E10r-4119	latches	-0.74	11.88	40	4.95	0.08	6.63	1	flee
1243383	bot-394	alpha	M49mb14C0	ammo	-4.03	16.80	147	4.51	0.99	3.22	1	muzzleRecovery
1243383	bot-398	bravo	S45rm4310	state+latches	-16.39	-7.95	28	0.00	0.00		0	
1243400	bot-394	alpha	P49mb14C4	state+latches	-4.03	16.80	147	4.10	0.00	3.22	1	muzzleRecovery
1243400	bot-404	bravo	E10r-4019	health	-0.91	12.05	40	4.66	0.24	6.39	1	flee
1243450	bot-394	alpha	M49mb14C0	state+latches	-4.20	16.90	160	0.00	0.20	3.04	0	muzzleRecovery
1243467	bot-370	alpha	E49rm4220	latches	0.42	13.96	223	5.09	2.90	5.63	1	flee
1243484	bot-370	alpha	E49rm4229	latches	0.36	14.03	223	5.08	0.09	5.54	1	flee
1243484	bot-399	bravo	A45rb3410	state+element	-17.97	-6.47	42	2.41	0.41	12.77	2	seek
1243517	bot-381	alpha	P49rb2024	state+latches	1.05	18.92	199	5.18	1.12		0	
1243517	bot-404	bravo	D00r--000	state+tier+ammo+packs+latches	-1.26	12.39	41	0.00	0.48	5.91	1	flee
1243517	bot-394	alpha	M49mmR4C0	element+ammo	-4.20	16.90	147	0.00	0.00		0	
1243517	bot-399	bravo	A45rm341G	element+latches	-17.97	-6.47	35	0.00	0.00		0	
1243533	bot-380	bravo	D00m--000	tick	0.46	10.99	111	0.00	0.00	4.69	0	
1243533	bot-370	alpha	E49rm4220	latches	0.19	14.21	226	5.07	0.25	5.65	1	flee
1243533	bot-381	alpha	E49rm2020	state+element+latches	1.11	18.98	199	5.18	0.09		0	
1243533	bot-394	alpha	M49mbR4C0	element	-4.20	16.90	151	0.00	0.00		0	
1243550	bot-370	alpha	E49rm4229	latches	0.13	14.26	226	5.06	0.09	5.56	1	flee
1243667	bot-399	bravo	A45rb3410	element+latches	-17.97	-6.47	32	0.00	0.00		0	
1243683	bot-398	bravo	A45rb4310	state+element	-16.34	-7.48	7	2.40	0.47	30.19	4	seek
1243700	bot-398	bravo	A45rm431G	element+latches	-16.34	-7.48	10	0.05	0.00		0	
1243717	bot-365	alpha	H00m-23D0	health	23.98	23.76	233	0.00	0.01		0	
1243750	bot-330	bravo	D00r--000	tick	-23.78	-24.07	355	0.00	0.00	0.68	0	
1243783	bot-400	bravo	A00r-4420	tick	-19.95	-14.81	25	0.00	0.00		0	
1243933	bot-398	bravo	S45rm4314	state+latches	-16.34	-7.48	10	0.00	0.00		0	
1244017	bot-395	bravo	A45rb3410	element	-16.87	-2.15	29	0.00	0.00		0	
1244017	bot-399	bravo	A45rm3410	element	-17.97	-6.46	29	0.00	0.00		0	
1244017	bot-401	bravo	U00m-4430	tick	17.20	-8.31	12	3.67	3.86	26.93	5	pursue
1244033	bot-395	bravo	A44rb3410	score	-16.87	-2.15	29	0.00	0.00		0	
1244033	bot-398	bravo	S44rm4314	score	-16.34	-7.48	28	0.00	0.00		0	
1244033	bot-399	bravo	A44rm3410	score	-17.97	-6.46	29	0.00	0.00		0	
1244050	bot-381	alpha	H49rm2020	state	1.11	18.99	199	0.00	0.01		0	
1244167	bot-370	alpha	E49rm4220	latches	-1.99	16.41	210	3.93	3.01	5.78	1	grenade
1244183	bot-398	bravo	A44rm4310	state+latches	-16.02	-7.81	59	3.93	0.46	5.10	1	grenade
1244200	bot-395	bravo	A33r-3410	tier+score+element	-17.33	-2.58	351	4.19	0.63	4.94	1	grenade
1244200	bot-398	bravo	A33r-4310	tier+score+element	-15.93	-7.90	67	3.93	0.13	4.97	1	grenade
1244200	bot-399	bravo	A33r-3410	tier+score+element	-18.39	-6.89	352	3.99	0.60	5.03	1	grenade
1244233	bot-381	alpha	H49rb2020	element	1.43	19.25	195	4.14	0.42	4.57	1	grenade
1244350	bot-395	bravo	A32r-3410	score	-17.79	-3.01	313	4.19	0.63	4.31	1	grenade
1244350	bot-398	bravo	A32r-4310	score	-15.57	-8.27	97	0.00	0.52		0	
1244350	bot-399	bravo	A32r-3410	score	-18.77	-7.26	321	0.00	0.53		0	
1244367	bot-395	bravo	A32r-341G	latches	-17.84	-3.06	309	4.31	0.07	4.24	1	grenade
1244400	bot-365	alpha	A00m-23D0	state	23.98	23.75	208	0.00	0.01		0	
1244484	bot-370	alpha	E49rm422G	latches	-1.12	17.30	129	4.05	1.25	4.54	1	grenade
1244500	bot-394	alpha	M49mmR4CG	element+latches	-3.87	17.89	118	3.82	1.04	4.30	1	grenade
1244533	bot-381	alpha	H49rm202G	element+latches	2.09	19.76	169	4.15	0.83	4.84	1	grenade
1244550	bot-381	alpha	H49rb2020	element+latches	2.15	19.80	165	4.15	0.07	4.77	1	grenade
1244617	bot-395	bravo	S32r-3414	state+latches	-18.52	-3.75	248	4.20	0.97	5.04	1	grenade
1244667	bot-398	bravo	A32r-431G	latches	-16.08	-8.82	110	4.04	0.75	4.95	1	grenade
1244683	bot-381	alpha	H47rm202G	score+element+latches	2.60	20.12	131	4.19	0.56	4.22	1	grenade
1244700	bot-395	bravo	S32r-3410	latches	-18.80	-4.05	223	4.14	0.41	4.63	1	grenade
1244717	bot-370	alpha	E49rm4220	latches	-0.45	17.99	69	4.15	0.96	4.99	1	grenade
1244717	bot-399	bravo	A32r-341G	latches	-19.35	-7.84	304	3.78	0.83	5.09	1	grenade
1244750	bot-330	bravo	D00r--000	tick	-23.78	-24.07	355	0.00	0.00	0.68	0	
1244750	bot-365	alpha	F00m-23D0	state	23.99	23.75	192	0.00	0.00		0	
1244750	bot-394	alpha	M49mmR4C0	latches	-3.22	18.59	53	3.83	0.95	4.76	1	grenade
1244750	bot-401	bravo	U00m-4330	health	17.81	-5.55	12	4.08	2.82	24.11	5	pursue
1244767	bot-365	alpha	A00m-23D0	state	23.99	23.75	192	0.00	0.00		0	
1244800	bot-400	bravo	A00r-4420	tick	-20.32	-15.20	6	4.08	0.54	5.22	1	grenade
1244900	bot-365	alpha	F00m-23D0	state	23.99	23.75	192	0.00	0.00		0	
1244900	bot-398	bravo	S32r-4310	state+latches	-16.66	-9.44	166	3.80	0.85	4.11	1	grenade
1244900	bot-401	bravo	E00m-4230	state+health	17.93	-5.02	12	4.09	0.55		0	
1244900	bot-401	bravo	E00m-3230	ammo	17.88	-5.08	12	4.21	0.07	6.86	1	muzzleRecovery
1244917	bot-365	alpha	A00m-23D0	state	23.99	23.75	192	0.00	0.00		0	
1244917	bot-381	alpha	H47rm2020	latches	3.40	20.48	96	3.81	0.87	4.38	1	grenade
1244934	bot-401	bravo	E00m-3239	latches	17.77	-5.19	12	4.58	0.15	6.71	1	flee
1244950	bot-399	bravo	S32r-3410	state+latches	-19.92	-8.41	248	3.59	0.80	5.70	1	grenade
1244968	bot-394	alpha	M49mm44C0	ammo	-2.64	19.12	48	3.63	0.79	5.49	1	grenade
1245034	bot-400	bravo	A00r-442G	latches	-20.98	-15.89	306	4.08	0.95	4.27	1	grenade
1245051	bot-365	alpha	F00m-23D0	state	23.99	23.75	193	0.08	0.00		0	
1245051	bot-401	bravo	E00m-3139	health	17.39	-5.57	13	4.70	0.54	6.17	1	flee
1245068	bot-365	alpha	A00m-23D0	state	23.99	23.75	193	0.00	0.00		0	
1245201	bot-365	alpha	F00m-23D0	state	23.99	23.75	193	0.00	0.00		0	
1245201	bot-401	bravo	E00m-3039	health	16.87	-6.10	13	5.10	0.74	5.42	1	muzzleRecovery
1245218	bot-365	alpha	A10m-23D0	state+tier	23.99	23.75	193	0.00	0.00		0	
1245218	bot-401	bravo	E00m-3030	latches	16.81	-6.16	13	5.04	0.09	6.75	1	flee
1245218	bot-405	alpha	P00m-0420	initial	-8.45	19.05	0	0.00			0	
1245218	bot-406	bravo	P00r-0410	initial	-11.95	-8.45	0	0.00			0	
1245235	bot-401	bravo	E00m-3039	latches	16.75	-6.23	13	5.13	0.09	6.66	1	flee
1245235	bot-405	alpha	M49mm4420	state+tier+score+element+ammo	-8.45	19.05	0	0.00	0.00		0	
1245235	bot-406	bravo	S32r-4410	state+tier+score+ammo	-11.95	-8.45	0	0.00	0.00		0	
1245252	bot-395	bravo	A32r-3410	state	-20.36	-3.49	315	4.19	1.65	4.34	1	grenade
1245268	bot-394	alpha	M49mb44C0	element	-1.85	18.26	125	3.87	1.17	4.32	1	grenade
1245268	bot-400	bravo	S00r-4420	state+latches	-21.57	-16.54	250	4.02	0.88	4.46	1	grenade
1245268	bot-406	bravo	A32r-4410	state	-11.88	-8.37	9	3.30	0.11	5.55	1	grenade
1245352	bot-365	alpha	F10m-23D0	state	23.99	23.75	194	0.00	0.00		0	
1245352	bot-365	alpha	P10m-13D0	state+ammo	23.99	23.75	194	0.00	0.00		0	
1245352	bot-401	bravo	D00m--000	state+ammo+packs+latches	16.38	-6.59	14	0.00	0.52	6.14	1	flee
1245369	bot-333	bravo	D00r--000	tick	7.05	-24.44	90	0.00	0.00	3.00	0	
1245369	bot-365	alpha	P10m-R3D0	ammo	23.97	23.73	198	1.33	0.02		1	patrol
1245385	bot-370	alpha	E49rb4220	element	0.53	17.18	157	3.72	1.28	3.66	1	grenade
1245536	bot-405	alpha	M49mb4420	element	-9.26	18.23	282	4.03	1.15	3.27	1	grenade
1245553	bot-405	alpha	M39m-4420	tier+element	-9.32	18.22	278	3.95	0.07	3.20	1	grenade
1245603	bot-370	alpha	E48rb4220	score	0.65	16.38	172	3.70	0.81	2.86	1	grenade
1245603	bot-381	alpha	H46rm2020	score	5.70	19.26	113	4.01	2.60	3.09	1	grenade
1245603	bot-394	alpha	M48mb44C0	score	-2.35	17.27	203	4.18	1.11	4.47	1	grenade
1245603	bot-405	alpha	M38m-4420	score	-9.51	18.18	265	3.75	0.19	3.01	1	grenade
1245753	bot-330	bravo	D00r--000	tick	-23.78	-24.07	355	0.00	0.00	0.68	0	
1245871	bot-381	alpha	H36r-2020	tier+element	6.75	18.94	105	4.14	1.09	3.42	1	grenade
1245904	bot-398	bravo	S32r-4310	tick	-13.53	-12.04	122	4.09	4.07	3.62	1	grenade
1245954	bot-399	bravo	S32r-3410	tick	-19.06	-11.12	132	4.13	2.84	4.21	1	grenade
1245971	bot-370	alpha	E46rb4220	score	0.80	14.97	175	4.08	1.42	2.93	1	grenade
1245971	bot-381	alpha	H34r-2020	score	7.14	18.84	105	4.11	0.41	3.01	1	grenade
1245971	bot-394	alpha	M46mb44C0	score	-3.45	16.23	228	4.03	1.52	4.73	1	grenade
1245971	bot-405	alpha	M36m-4420	score	-10.73	17.78	247	3.26	1.28	1.87	1	grenade
1246038	bot-405	alpha	A36m-4420	state	-10.89	17.72	247	3.49	0.17	1.70	1	grenade
1246255	bot-370	alpha	E46rm422G	element+latches	0.88	13.83	177	3.92	1.14	3.78	1	grenade
1246255	bot-395	bravo	A32r-3410	tick	-17.88	-0.83	45	3.31	3.64	4.82	1	grenade
1246272	bot-370	alpha	E46rb4220	element+latches	0.89	13.77	177	3.88	0.06	3.72	1	grenade
1246272	bot-400	bravo	S00r-4420	tick	-23.42	-19.86	202	4.05	3.80	2.78	1	grenade
1246272	bot-406	bravo	A32r-4410	tick	-9.20	-5.69	45	3.93	3.79	4.59	1	grenade
1246355	bot-394	alpha	M46mb44D0	packs	-4.55	15.16	223	4.01	1.53	4.96	1	grenade
1246372	bot-365	alpha	P10m-R3D0	tick	22.32	22.64	281	2.22	1.97	11.77	2	cohesion
1246506	bot-365	alpha	M10m-R3D0	state	22.07	22.57	280	2.29	0.26	11.51	2	cohesion
1246523	bot-370	alpha	E36r-4220	tier+element	0.93	12.76	177	4.12	1.01	2.71	1	grenade
1246707	bot-365	alpha	M00m-R3D0	tier	21.16	22.24	233	4.54	0.97	12.40	2	medic
1246757	bot-330	bravo	D00r--000	tick	-23.78	-24.07	355	0.00	0.00	0.68	0	
1246790	bot-406	bravo	A44rb4410	tier+score+element	-7.81	-4.31	45	3.62	1.96	4.05	1	grenade
1246824	bot-365	alpha	M00m-43D0	ammo	20.66	22.05	249	4.55	0.53	11.87	2	medic
1246907	bot-398	bravo	S32r-4310	tick	-9.84	-13.78	116	3.98	4.08	2.66	1	grenade
1246924	bot-406	bravo	A34r-4410	tier+element	-7.47	-3.98	45	3.62	0.48	4.98	1	grenade
1246958	bot-399	bravo	S32r-3410	tick	-15.43	-13.02	103	4.08	4.09	4.09	1	grenade
1246974	bot-381	alpha	H34r-2020	tick	11.18	18.07	90	4.16	4.11	3.87	1	grenade
1246991	bot-405	alpha	F36m-4420	state	-13.35	15.59	191	0.00	3.26		0	
1246991	bot-406	bravo	A35r-4410	score	-7.30	-3.81	45	3.53	0.24	4.74	1	grenade
1247008	bot-395	bravo	A33r-3310	score+health	-16.03	1.01	45	3.78	2.61	5.03	1	grenade
1247008	bot-398	bravo	S33r-4310	score	-9.48	-13.93	113	3.88	0.39	3.84	1	grenade
1247008	bot-399	bravo	S33r-3410	score	-15.23	-13.06	103	4.08	0.20	3.89	1	grenade
1247008	bot-405	alpha	A36m-4420	state	-13.35	15.59	191	0.00	0.00		0	
1247142	bot-405	alpha	F36m-4420	state	-13.35	15.59	189	0.00	0.00		0	
1247142	bot-406	bravo	A36r-4410	score	-7.17	-3.68	30	0.01	0.18		0	
1247158	bot-395	bravo	E34r-3210	state+score+health	-15.66	1.38	45	3.90	0.52		0	
1247158	bot-398	bravo	S34r-4310	score	-8.96	-14.16	113	3.69	0.57	3.27	1	grenade
1247158	bot-399	bravo	S34r-3410	score	-14.64	-13.20	103	4.08	0.61	3.27	1	grenade
1247158	bot-405	alpha	A36m-4420	state	-13.35	15.59	189	0.00	0.00		0	
1247175	bot-370	alpha	E36r-4229	latches	1.14	10.17	187	5.41	2.59	5.82	3	flee
1247208	bot-395	bravo	E36r-3210	score	-15.48	1.56	45	3.96	0.26	5.67	1	grenade
1247242	bot-381	alpha	H34r-2120	health	11.67	18.07	129	0.05	0.48	3.38	1	grenade
1247275	bot-400	bravo	S00r-4420	tick	-24.28	-23.75	191	4.16	3.98	0.72	1	grenade
1247292	bot-405	alpha	F36m-4420	state	-13.35	15.59	188	0.00	0.00		0	
1247292	bot-406	bravo	A37r-4410	score	-7.17	-3.68	33	0.00	0.00		0	
1247309	bot-395	bravo	E37r-3110	score+health	-15.19	1.84	45	4.04	0.40	5.27	1	grenade
1247309	bot-398	bravo	S35r-4310	score	-8.48	-14.38	113	3.40	0.53	2.75	1	grenade
1247309	bot-399	bravo	S35r-3410	score	-14.04	-13.34	103	4.08	0.61	2.66	1	grenade
1247309	bot-405	alpha	A36m-4420	state	-13.35	15.59	188	0.00	0.00		0	
1247359	bot-394	alpha	M46mb44D0	tick	-7.50	12.25	228	4.28	4.14	4.00	1	grenade
1247393	bot-394	alpha	M36m-44D0	tier+element	-7.60	12.15	223	4.34	0.14	5.63	1	grenade
1247409	bot-370	alpha	E36r-422P	latches	2.26	9.51	215	5.80	1.30	4.52	3	flee
1247443	bot-405	alpha	F36m-4420	state	-13.35	15.59	186	0.00	0.00		0	
1247443	bot-406	bravo	A38r-4410	score	-7.17	-3.68	358	0.00	0.00		0	
1247459	bot-395	bravo	E38r-3010	score+health	-14.76	2.28	45	4.08	0.61	4.66	1	grenade
1247459	bot-399	bravo	S36r-3410	score	-13.43	-13.44	98	4.08	0.61	3.52	1	grenade
1247459	bot-405	alpha	A36m-4420	state	-13.35	15.59	186	0.00	0.00		0	
1247543	bot-398	bravo	S34r-4310	score	-7.83	-14.65	111	2.82	0.70	3.62	1	grenade
1247593	bot-405	alpha	F36m-4420	state	-13.35	15.59	185	0.00	0.00		0	
1247593	bot-405	alpha	P36m-3420	state+ammo	-13.35	15.59	185	0.00	0.00		0	
1247593	bot-395	bravo	D00r--000	state+tier+score+ammo+packs	-14.38	2.66	45	0.00	0.54	5.53	1	grenade
1247593	bot-406	bravo	A39r-4410	score	-7.17	-3.68	356	0.00	0.00		0	
1247610	bot-399	bravo	S38r-3410	score	-12.82	-13.53	98	4.03	0.61	2.90	1	grenade
1247610	bot-405	alpha	C36m-3420	state	-13.35	15.59	185	0.00	0.00		0	
1247627	bot-405	alpha	A36m-3420	state	-13.37	15.60	188	1.27	0.02	5.02	4	cover
1247643	bot-370	alpha	E36r-4229	latches	3.17	8.54	215	5.89	1.33	3.25	2	flee
1247643	bot-398	bravo	S33r-4310	score	-7.58	-14.75	111	2.71	0.27	3.35	1	grenade
1247727	bot-398	bravo	S32r-4310	score	-7.37	-14.83	107	2.63	0.22	4.08	1	grenade
1247744	bot-398	bravo	S33r-4310	score	-7.37	-14.76	102	3.96	0.07	35.93	5	seek
1247744	bot-399	bravo	S39r-3310	score+health	-12.35	-13.52	94	4.69	0.47	30.00	4	seek
1247766	bot-398	bravo	S34r-4310	score	-7.37	-14.67	97	3.98	0.09	35.84	5	seek
1247811	bot-398	bravo	S35r-4310	score	-7.38	-14.49	85	3.98	0.18	35.66	5	seek
1247829	bot-365	alpha	M00m-43D0	tick	17.51	20.74	246	0.00	3.42		0	
1247829	bot-399	bravo	A39r-3310	state	-12.36	-13.20	77	4.69	0.31	29.69	4	seek
1247861	bot-398	bravo	S36r-4310	score	-7.38	-14.28	72	4.26	0.21	35.46	5	seek
1247911	bot-398	bravo	A37r-4310	state+score	-7.38	-14.14	64	4.36	0.14	35.31	5	seek
1247961	bot-365	alpha	M32m-43D0	tier+score	17.02	20.52	246	4.05	0.53	5.89	1	medic
1248095	bot-400	bravo	A00r-4420	state	-23.38	-22.38	96	4.52	1.64	45.30	6	seek
1248245	bot-381	alpha	H34r-2120	tick	11.67	18.07	214	0.00	0.01	3.38	1	grenade
1248312	bot-370	alpha	E36r-4220	latches	5.75	7.09	215	0.00	2.96		0	
1248362	bot-381	alpha	H34r-2220	health	11.67	18.07	223	0.00	0.00	3.38	1	grenade
1248396	bot-394	alpha	M36m-44D0	tick	-7.81	11.54	205	3.76	0.65	4.63	1	medic
1248396	bot-405	alpha	F36m-3420	state	-13.37	15.59	162	0.00	0.00		0	
1248413	bot-405	alpha	A36m-3420	state	-13.37	15.59	162	0.00	0.00		0	
1248530	bot-398	bravo	A36r-431G	score+latches	-7.43	-14.27	341	4.23	0.14	3.34	1	grenade
1248547	bot-398	bravo	A36r-4310	latches	-7.45	-14.34	336	4.25	0.07	3.26	1	grenade
1248547	bot-405	alpha	F36m-3420	state	-13.37	15.59	162	0.00	0.00		0	
1248547	bot-406	bravo	A39r-4310	health	-7.02	-3.82	354	4.16	0.21	5.45	1	grenade
1248563	bot-398	bravo	A37r-4310	score	-7.48	-14.41	332	4.27	0.07	3.19	1	grenade
1248563	bot-405	alpha	A36m-3420	state	-13.37	15.59	162	0.00	0.00		0	
1248597	bot-398	bravo	A36r-4310	score	-7.52	-14.55	324	4.30	0.14	3.05	1	grenade
1248714	bot-381	alpha	H34r-2210	packs	11.67	18.07	250	0.00	0.00	3.38	1	grenade
1248730	bot-394	alpha	M36m-44DG	latches	-7.40	12.67	265	3.82	1.20	2.92	1	grenade
1248747	bot-394	alpha	M36m-44D0	latches	-7.39	12.73	270	3.83	0.06	2.85	1	grenade
1248814	bot-370	alpha	H36r-4220	state	5.75	7.09	215	0.00	0.00		0	
1248814	bot-399	bravo	F39r-3310	state	-12.89	-13.30	358	0.00	0.55		0	
1248814	bot-405	alpha	A37m-3320	score+health	-13.88	15.89	204	3.62	0.59	4.17	1	grenade
1248831	bot-394	alpha	M37m-44DG	score+latches	-7.34	13.05	291	3.73	0.32	2.53	1	grenade
1248831	bot-399	bravo	A39r-3310	state	-12.89	-13.30	358	0.09	0.00		0	
1248883	bot-406	bravo	A39r-431G	latches	-6.01	-4.72	81	3.95	1.35	4.10	1	grenade
1248916	bot-365	alpha	M34m-43D0	score	13.23	18.81	246	3.58	4.16	1.73	1	medic
1248933	bot-399	bravo	F39r-3310	state	-12.89	-13.30	358	0.09	0.00		0	
1248933	bot-405	alpha	E38m-3220	state+score+health	-14.21	16.09	230	3.81	0.38		0	
1248950	bot-394	alpha	M38m-44DG	score	-7.18	13.41	322	3.52	0.40	5.21	1	grenade
1248950	bot-399	bravo	A39r-3310	state	-12.89	-13.30	357	0.00	0.00		0	
1248983	bot-405	alpha	E36m-3220	score	-14.42	16.23	247	3.86	0.25	4.92	1	grenade
