t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id
0	bot-293	alpha	C00m-4322	initial	0.05	2.14	323	0.00			0		squad-26	6	bot-196
0	bot-294	bravo	D00r--000	initial	14.50	22.83	150	0.00			0		squad-104	-1	
0	bot-295	bravo	G00r-4422	initial	-5.45	3.55	195	0.00			0		squad-109	0	bot-295
0	bot-296	alpha	S00r-4410	initial	0.06	3.65	292	0.15		3.78	2	seek	squad-26	4	bot-196
0	bot-297	bravo	G00m-33C2	initial	-4.95	4.05	159	0.00			0		squad-109	1	bot-295
0	bot-298	alpha	G32r-4412	initial	-3.60	-7.96	344	1.08			0		squad-26	5	bot-196
0	bot-299	alpha	P00r-4410	initial	-22.50	3.72	116	2.29			7	patrol	squad-112	0	bot-299
41	bot-298	alpha	C32r-4410	state+latches	-3.58	-7.96	351	0.28	0.02		0		squad-26	5	bot-196
58	bot-298	alpha	S32r-4410	state	-3.59	-7.96	351	0.36	0.01		0		squad-26	5	bot-196
577	bot-297	bravo	S00m-33C0	state+latches	-4.95	4.05	70	0.00	0.00		0		squad-27	7	bot-234
744	bot-290	alpha	P00r-4410	state	-4.27	6.59	231	1.41	1.03	0.87	1	seek	squad-26	3	bot-196
761	bot-283	alpha	P00r-4320	state	-2.01	11.93	78	0.53	0.39	0.57	1	seek	squad-26	2	bot-196
844	bot-298	alpha	C32r-4410	state	-3.65	-7.61	359	0.14	0.36	13.66	4	seek	squad-26	5	bot-196
861	bot-298	alpha	S32r-4410	state	-3.65	-7.61	3	0.01	0.00	0.69	1	cover	squad-26	5	bot-196
928	bot-293	alpha	S00m-4320	state+latches	0.05	2.14	323	0.00	0.00		0		squad-26	6	bot-196
1011	bot-196	alpha	P00m-3320	tick	7.38	5.69	295	0.23	0.02		0		squad-26	0	bot-196
1011	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
1011	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
1011	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
1011	bot-240	bravo	K00m-03C0	tick	-0.45	0.23	14	0.00	0.00		0		squad-27	4	bot-234
1011	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
1011	bot-247	bravo	P00m-4320	tick	-15.24	-15.50	244	0.12	0.00	6.81	2	squad	squad-27	5	bot-234
1011	bot-252	alpha	P00r-4110	tick	5.45	11.77	286	0.02	0.02	3.88	5	squad	squad-26	1	bot-196
1011	bot-295	bravo	G00r-4422	tick	-5.45	3.55	59	0.00	0.00		0		squad-27	6	bot-234
1011	bot-296	alpha	S00r-4410	tick	0.06	3.67	284	0.17	0.01	3.78	2	seek	squad-26	4	bot-196
1011	bot-299	alpha	P00r-4410	tick	-20.80	1.93	131	2.40	2.46		7	patrol	squad-112	0	bot-299
1179	bot-299	alpha	A00r-4410	state	-20.54	1.67	136	2.45	0.36		7	patrol	squad-112	0	bot-299
1262	bot-299	alpha	A00r-441G	latches	-20.54	1.66	118	0.00	0.01		0		squad-112	0	bot-299
1497	bot-299	alpha	S00r-4410	state+latches	-20.54	1.66	118	0.00	0.00		0		squad-112	0	bot-299
1580	bot-297	bravo	S00m-33C0	tick	-3.46	3.70	105	1.08	1.53	2.59	2	seek	squad-27	7	bot-234
1647	bot-298	alpha	C32r-4410	state	-3.64	-7.61	18	0.11	0.01	13.19	4	seek	squad-26	5	bot-196
1664	bot-298	alpha	S32r-4410	state	-3.64	-7.61	16	0.21	0.00	0.68	1	cover	squad-26	5	bot-196
1747	bot-290	alpha	P00r-4410	tick	-3.38	8.04	38	2.13	1.70	9.66	3	squad	squad-26	3	bot-196
1764	bot-283	alpha	P00r-4320	tick	-2.20	9.73	214	2.42	2.21	12.13	5	squad	squad-26	2	bot-196
1782	bot-299	alpha	A00r-4410	state	-20.12	1.64	82	2.40	0.43	16.35	3	seek	squad-112	0	bot-299
1798	bot-299	alpha	A00r-441G	latches	-20.12	1.64	83	0.21	0.00		0		squad-112	0	bot-299
1932	bot-293	alpha	S00m-4320	tick	0.01	2.32	322	0.10	0.18	1.56	1	seek	squad-26	6	bot-196
2015	bot-196	alpha	P00m-3320	tick	6.95	5.69	262	0.46	0.43		0		squad-26	0	bot-196
2015	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
2015	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
2015	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
2015	bot-240	bravo	K00m-03C0	tick	-0.45	0.70	16	0.00	0.47		0		squad-27	4	bot-234
2015	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
2015	bot-247	bravo	P00m-4320	tick	-15.23	-15.50	212	0.05	0.00	6.81	2	squad	squad-27	5	bot-234
2015	bot-252	alpha	P00r-4110	tick	5.43	11.78	300	0.02	0.02	3.89	5	squad	squad-26	1	bot-196
2015	bot-295	bravo	G00r-4422	tick	-5.45	3.55	119	0.00	0.00		0		squad-27	6	bot-234
2015	bot-296	alpha	S00r-4410	tick	0.06	3.67	291	0.03	0.01	3.77	2	seek	squad-26	4	bot-196
2032	bot-299	alpha	S00r-4410	state+latches	-20.12	1.64	83	0.00	0.00		0		squad-112	0	bot-299
2182	bot-297	bravo	C00m-33C0	state	-2.82	3.41	113	1.33	0.70	1.90	2	seek	squad-27	7	bot-234
2199	bot-297	bravo	C00m-33CI	latches	-2.87	3.42	114	1.48	0.05	2.17	1	cover	squad-27	7	bot-234
2249	bot-196	alpha	S00m-3320	state	6.82	5.69	256	0.53	0.13		0		squad-26	0	bot-196
2283	bot-299	alpha	A00r-4410	state	-19.77	1.62	83	2.34	0.34	16.43	3	seek	squad-112	0	bot-299
2400	bot-299	alpha	A00r-441G	latches	-19.77	1.62	84	0.00	0.00		0		squad-112	0	bot-299
2433	bot-297	bravo	C00m-33C2	latches	-3.25	3.64	164	4.39	0.44	1.75	1	cover	squad-27	7	bot-234
2450	bot-298	alpha	C32r-4410	state	-3.63	-7.61	357	0.03	0.01	13.68	4	seek	squad-26	5	bot-196
2466	bot-298	alpha	S32r-4410	state	-3.63	-7.61	1	0.16	0.00	0.68	1	cover	squad-26	5	bot-196
2483	bot-293	alpha	A00m-4320	state	0.01	2.35	302	0.07	0.04	1.53	1	seek	squad-26	6	bot-196
2550	bot-298	alpha	S00r-4410	tier+score	-3.63	-7.61	359	0.06	0.00	13.16	4	seek	squad-26	5	bot-196
2634	bot-293	alpha	A00m-432G	latches	0.03	2.34	299	0.02	0.02		0		squad-26	6	bot-196
2634	bot-297	bravo	C00m-33CI	latches	-3.62	4.36	123	4.83	0.81	1.37	1	cover	squad-27	7	bot-234
2634	bot-299	alpha	S00r-4410	state+latches	-19.77	1.62	84	0.00	0.00		0		squad-112	0	bot-299
2717	bot-299	alpha	A00r-4410	state	-19.67	1.62	87	1.27	0.11	16.83	3	seek	squad-112	0	bot-299
2751	bot-290	alpha	P00r-4410	tick	-2.38	9.24	93	2.36	1.56	11.54	3	squad	squad-26	3	bot-196
2768	bot-283	alpha	P00r-4320	tick	-2.34	7.66	190	0.00	2.08		0		squad-26	2	bot-196
2868	bot-293	alpha	S00m-4320	state+latches	0.03	2.34	299	0.00	0.00		0		squad-26	6	bot-196
2868	bot-297	bravo	G00m-33C2	state+latches	-4.68	4.31	180	4.85	1.06	0.38	1	cover	squad-27	7	bot-234
3018	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
3018	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
3018	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
3018	bot-240	bravo	K00m-03C0	tick	-0.45	0.70	15	0.00	0.00		0		squad-27	4	bot-234
3018	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
3018	bot-247	bravo	P00m-4320	tick	-15.24	-15.50	238	0.15	0.00	6.81	2	squad	squad-27	5	bot-234
3018	bot-252	alpha	P00r-4110	tick	5.42	11.79	332	0.02	0.02	8.48	10	squad	squad-26	1	bot-196
3018	bot-295	bravo	G00r-4422	tick	-3.45	3.55	128	0.00	2.00		0		squad-27	6	bot-234
3018	bot-296	alpha	S00r-4410	tick	0.06	3.67	284	0.01	0.00	3.77	2	seek	squad-26	4	bot-196
3253	bot-196	alpha	S00m-3320	tick	5.59	5.94	283	1.94	1.26	2.61	1	seek	squad-26	0	bot-196
3554	bot-298	alpha	S00r-4410	tick	-3.61	-7.61	18	0.07	0.01	13.16	4	seek	squad-26	5	bot-196
3571	bot-299	alpha	C00r-4410	state	-19.67	1.61	83	0.00	0.01		0		squad-112	0	bot-299
3587	bot-299	alpha	C00r-4412	latches	-19.70	1.63	83	1.26	0.04	9.01	4	cover	squad-112	0	bot-299
3604	bot-299	alpha	C00r-441I	latches	-19.72	1.64	80	1.27	0.02	9.00	4	cover	squad-112	0	bot-299
3755	bot-290	alpha	P00r-4410	tick	-2.80	7.17	160	2.41	2.10	8.68	2	squad	squad-26	3	bot-196
3771	bot-283	alpha	P00r-4320	tick	-2.26	9.23	336	2.22	1.57	7.86	2	squad	squad-26	2	bot-196
3838	bot-299	alpha	C00r-4412	latches	-20.04	1.87	29	3.42	0.39	8.83	4	cover	squad-112	0	bot-299
3872	bot-293	alpha	S00m-4320	tick	-0.05	2.15	294	0.21	0.21	0.98	1	seek	squad-26	6	bot-196
3872	bot-297	bravo	G00m-33C2	tick	-4.95	4.05	90	0.00	0.38		0		squad-27	7	bot-234
4022	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
4022	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
4022	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
4022	bot-240	bravo	K00m-03C0	tick	-0.45	0.70	15	0.00	0.00		0		squad-27	4	bot-234
4022	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
4022	bot-247	bravo	P00m-4320	tick	-15.23	-15.50	263	0.08	0.00	6.81	2	squad	squad-27	5	bot-234
4022	bot-252	alpha	P00r-4110	tick	5.40	11.80	305	0.02	0.02	8.11	10	squad	squad-26	1	bot-196
4022	bot-295	bravo	G00r-4422	tick	-5.45	3.55	57	0.00	2.00		0		squad-27	6	bot-234
4022	bot-296	alpha	S00r-4410	tick	0.06	3.67	291	0.15	0.00	3.77	2	seek	squad-26	4	bot-196
4039	bot-299	alpha	S00r-4410	state+latches	-20.62	2.29	341	4.33	0.71	8.54	4	cover	squad-112	0	bot-299
4123	bot-296	alpha	P00r-4410	state	0.06	3.67	291	0.07	0.00	3.77	2	seek	squad-26	4	bot-196
4264	bot-196	alpha	S00m-3320	tick	3.79	6.35	285	1.87	1.84	0.77	1	seek	squad-26	0	bot-196
4575	bot-298	alpha	S00r-4410	tick	-3.60	-7.61	358	0.12	0.01	13.16	4	seek	squad-26	5	bot-196
4607	bot-299	alpha	C00r-4410	state	-19.54	2.11	85	1.99	1.09	15.66	3	seek	squad-112	0	bot-299
4624	bot-299	alpha	C00r-441I	latches	-19.66	2.15	80	3.77	0.13	8.48	4	cover	squad-112	0	bot-299
4708	bot-295	bravo	S00r-4420	state+latches	-5.45	3.55	109	0.00	0.00		0		squad-27	6	bot-234
4758	bot-290	alpha	P00r-4410	tick	-1.94	4.87	184	2.48	2.46	3.97	2	squad	squad-26	3	bot-196
4775	bot-283	alpha	P00r-4320	tick	0.03	9.49	94	2.07	2.30	2.16	2	squad	squad-26	2	bot-196
4858	bot-299	alpha	C00r-4412	latches	-20.58	2.54	19	4.35	0.99	8.28	4	cover	squad-112	0	bot-299
4875	bot-293	alpha	S00m-4320	tick	-0.07	2.15	299	0.19	0.01	0.97	1	seek	squad-26	6	bot-196
4875	bot-297	bravo	G00m-33C2	tick	-4.95	4.05	158	0.00	0.00		0		squad-27	7	bot-234
5026	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
5026	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
5026	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
5026	bot-240	bravo	K00m-03C0	tick	-0.45	0.70	14	0.00	0.00		0		squad-27	4	bot-234
5026	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
5026	bot-247	bravo	P00m-4320	tick	-15.24	-15.50	231	0.10	0.00	6.81	2	squad	squad-27	5	bot-234
5026	bot-252	alpha	P00r-4110	tick	5.40	11.79	282	0.02	0.00	3.86	4	squad	squad-26	1	bot-196
5126	bot-296	alpha	P00r-4410	tick	0.36	3.60	220	0.10	0.31		0		squad-26	4	bot-196
5276	bot-196	alpha	S00m-3320	tick	4.28	6.37	59	1.60	0.49	0.33	1	seek	squad-26	0	bot-196
5276	bot-297	bravo	C00m-33C2	state	-4.08	3.99	132	0.00	0.88		0		squad-27	7	bot-234
5294	bot-299	alpha	S00r-4410	state+latches	-22.27	3.44	312	3.72	1.92	8.07	3	cover	squad-112	0	bot-299
5532	bot-297	bravo	G00m-33C2	state	-4.57	4.11	186	4.79	0.51	0.38	1	cover	squad-27	7	bot-234
5582	bot-298	alpha	S00r-4410	tick	-3.60	-7.61	18	0.02	0.00	13.16	4	seek	squad-26	5	bot-196
5715	bot-295	bravo	S00r-4420	tick	-3.87	2.63	142	0.92	1.83	3.92	4	seek	squad-27	6	bot-234
5751	bot-290	alpha	S00r-4410	state	-0.57	5.77	49	2.31	1.64	6.39	4	squad	squad-26	3	bot-196
5766	bot-283	alpha	S00r-4320	state	0.47	7.41	191	2.41	2.13	5.78	6	squad	squad-26	2	bot-196
5882	bot-293	alpha	S00m-4320	tick	-0.06	2.17	293	0.27	0.02	0.96	1	seek	squad-26	6	bot-196
6034	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
6034	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
6034	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
6034	bot-240	bravo	K00m-03C0	tick	-0.09	1.46	40	0.00	0.84		0		squad-27	4	bot-234
6034	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
6034	bot-247	bravo	P00m-4320	tick	-15.23	-15.50	220	0.17	0.00	6.81	2	squad	squad-27	5	bot-234
6034	bot-252	alpha	P00r-4110	tick	5.46	11.76	310	0.83	0.07		0		squad-26	1	bot-196
6132	bot-296	alpha	P00r-4410	tick	1.35	3.04	131	2.48	1.13	6.50	2	squad	squad-26	4	bot-196
6248	bot-299	alpha	A00r-4410	state	-20.51	2.20	85	2.43	2.16	15.12	4	seek	squad-112	0	bot-299
6265	bot-299	alpha	A00r-441G	latches	-20.51	2.19	88	0.14	0.01		0		squad-112	0	bot-299
6282	bot-196	alpha	S00m-3320	tick	5.87	6.30	61	2.08	1.60	0.72	1	seek	squad-26	0	bot-196
6505	bot-299	alpha	S00r-4410	state+latches	-20.51	2.19	88	0.00	0.00		0		squad-112	0	bot-299
6517	bot-297	bravo	C00m-33C2	state	-4.08	3.99	92	0.00	0.51		0		squad-27	7	bot-234
6582	bot-298	alpha	S00r-4410	tick	-3.60	-7.61	358	0.09	0.00	13.17	4	seek	squad-26	5	bot-196
6632	bot-295	bravo	E00r-4420	state	-2.94	2.59	92	1.17	0.94	3.38	4	seek	squad-27	6	bot-234
6649	bot-295	bravo	E00r-4421	latches	-2.97	2.55	87	1.52	0.05	3.52	1	flee	squad-27	6	bot-234
6700	bot-295	bravo	E00r-442H	latches	-3.03	2.50	86	1.51	0.08	3.45	1	flee	squad-27	6	bot-234
6765	bot-290	alpha	S00r-4410	tick	-1.62	4.84	202	1.36	1.41	3.55	2	seek	squad-26	3	bot-196
6765	bot-297	bravo	G00m-33C2	state	-4.53	4.02	40	4.78	0.45	0.42	1	cover	squad-27	7	bot-234
6782	bot-283	alpha	S00r-4320	tick	-0.85	6.31	247	1.33	1.72	0.66	1	seek	squad-26	2	bot-196
6782	bot-299	alpha	A00r-4410	state	-20.16	2.17	89	2.05	0.36	16.71	3	seek	squad-112	0	bot-299
6848	bot-299	alpha	A00r-441G	latches	-20.16	2.16	89	0.13	0.01		0		squad-112	0	bot-299
6865	bot-299	alpha	A00r-4410	latches	-20.16	2.16	90	0.08	0.00		0		squad-112	0	bot-299
6882	bot-293	alpha	S00m-4320	tick	0.01	2.21	297	0.06	0.08	1.02	1	seek	squad-26	6	bot-196
6899	bot-295	bravo	E00r-4421	latches	-3.36	2.17	85	4.70	0.47	2.98	1	flee	squad-27	6	bot-234
7049	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
7049	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
7049	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
7049	bot-240	bravo	K00m-03C0	tick	0.73	1.76	65	4.14	0.88	0.39	1	knife	squad-27	4	bot-234
7049	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
7049	bot-247	bravo	P00m-4320	tick	-15.24	-15.50	252	0.09	0.01	6.81	2	squad	squad-27	5	bot-234
7049	bot-252	alpha	P00r-4110	tick	5.49	11.73	323	0.02	0.04	3.62	5	squad	squad-26	1	bot-196
7098	bot-196	alpha	P00m-3320	state	7.23	5.94	69	0.00	1.40		0		squad-26	0	bot-196
7098	bot-299	alpha	C00r-4410	state	-20.16	2.15	92	0.00	0.00		0		squad-112	0	bot-299
7115	bot-299	alpha	C00r-4412	latches	-20.21	2.16	92	1.51	0.05	1.79	1	cover	squad-112	0	bot-299
7148	bot-296	alpha	P00r-4410	tick	2.68	2.50	122	2.40	1.43	5.79	1	squad	squad-26	4	bot-196
7466	bot-234	bravo	S00r-4410	state	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
7466	bot-234	bravo	P00r-4410	state	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
7500	bot-295	bravo	A00r-4420	state+latches	-5.22	0.29	77	0.00	2.64		0		squad-27	6	bot-234
7571	bot-299	alpha	G00r-4412	state	-21.60	2.46	97	4.72	1.42	0.36	1	cover	squad-112	0	bot-299
7584	bot-298	alpha	S00r-4410	tick	-3.60	-7.61	18	0.03	0.00	13.16	4	seek	squad-26	5	bot-196
7584	bot-299	alpha	G00r-441I	latches	-21.86	2.53	91	0.00	0.27		0		squad-112	0	bot-299
7615	bot-299	alpha	A00r-441G	state+latches	-21.95	2.55	88	1.57	0.09		0		squad-112	0	bot-299
7765	bot-290	alpha	S00r-4410	tick	-2.17	3.56	201	1.40	1.39	2.16	1	seek	squad-26	3	bot-196
7765	bot-297	bravo	G00m-33C2	tick	-4.95	4.05	90	0.00	0.42		0		squad-27	7	bot-234
7782	bot-283	alpha	S00r-4320	tick	-1.77	5.94	259	1.13	0.99	0.64	1	seek	squad-26	2	bot-196
7798	bot-295	bravo	F00r-4420	state	-5.22	0.30	79	0.00	0.00		0		squad-27	6	bot-234
7815	bot-295	bravo	A00r-4420	state	-5.22	0.30	79	0.00	0.00		0		squad-27	6	bot-234
7832	bot-299	alpha	S00r-4410	state+latches	-21.95	2.56	88	0.00	0.00		0		squad-112	0	bot-299
7888	bot-293	alpha	S00m-4320	tick	-0.02	2.14	294	0.22	0.08	1.01	1	seek	squad-26	6	bot-196
7948	bot-295	bravo	F00r-4420	state	-5.22	0.30	80	0.00	0.00		0		squad-27	6	bot-234
7965	bot-295	bravo	A00r-4420	state	-5.22	0.30	80	0.00	0.00		0		squad-27	6	bot-234
8015	bot-297	bravo	C00m-33C2	state	-4.08	3.99	112	0.00	0.87		0		squad-27	7	bot-234
8065	bot-236	bravo	P00r-4410	tick	-12.12	-18.28	51	0.00	0.00		0		squad-27	1	bot-234
8065	bot-238	bravo	P00r-4420	tick	-14.54	-15.84	342	0.00	0.00		0		squad-27	2	bot-234
8065	bot-240	bravo	K00m-03C0	tick	2.72	2.03	91	4.08	2.00	0.39	1	knife	squad-27	4	bot-234
8065	bot-244	bravo	P00r-4410	tick	-13.42	-20.30	55	0.00	0.00		0		squad-27	3	bot-234
8065	bot-247	bravo	P00m-4320	tick	-15.24	-15.50	249	0.09	0.00	6.81	2	squad	squad-27	5	bot-234
8065	bot-252	alpha	P00r-4110	tick	5.48	11.74	290	0.03	0.02	3.83	5	squad	squad-26	1	bot-196
8098	bot-295	bravo	F00r-4420	state	-5.22	0.30	81	0.00	0.00		0		squad-27	6	bot-234
8115	bot-196	alpha	P00m-3320	tick	6.42	5.72	309	0.77	0.84		0		squad-26	0	bot-196
8115	bot-295	bravo	P00r-4420	state	-5.22	0.30	81	1.33	0.00		1	muzzleRecovery	squad-27	6	bot-234
8132	bot-295	bravo	A00r-4420	state	-5.20	0.32	77	0.00	0.02		0	muzzleRecovery	squad-27	6	bot-234
8132	bot-297	bravo	S00m-33C0	state+latches	-4.28	4.00	136	2.53	0.20	0.67	1	cover	squad-27	7	bot-234
8148	bot-296	alpha	P00r-4410	tick	5.02	1.92	90	2.42	2.41	3.38	1	squad	squad-26	4	bot-196
8206	bot-299	alpha	A00r-4410	state	-21.44	2.44	99	1.91	0.52	16.16	3	seek	squad-112	0	bot-299
8216	bot-299	alpha	A00r-441G	latches	-21.44	2.44	97	0.00	0.00		0		squad-112	0	bot-299
8251	bot-295	bravo	F00r-4420	state	-5.20	0.32	81	0.00	0.00		0		squad-27	6	bot-234
8271	bot-295	bravo	A00r-4420	state	-5.20	0.32	82	0.00	0.00		0		squad-27	6	bot-234
8398	bot-295	bravo	F00r-4420	state	-5.20	0.32	82	0.15	0.00		0		squad-27	6	bot-234
8398	bot-295	bravo	F00r-3420	ammo	-5.20	0.32	82	0.02	0.00		0		squad-27	6	bot-234
8398	bot-297	bravo	A00m-33C0	state	-3.96	3.94	97	1.67	0.33	3.03	2	seek	squad-27	7	bot-234
8415	bot-295	bravo	U00r-3420	state	-5.20	0.32	82	0.02	0.00		0		squad-27	6	bot-234
8448	bot-297	bravo	A00m-33CG	latches	-3.96	3.94	103	0.00	0.00		0		squad-27	7	bot-234
8465	bot-299	alpha	S00r-4410	state+latches	-21.44	2.43	97	0.00	0.00		0		squad-112	0	bot-299
8490	bot-234	bravo	P00r-4410	tick	-9.99	-15.50	348	0.00	0.00		0		squad-27	0	bot-234
8598	bot-298	alpha	S00r-4410	tick	-3.59	-7.60	358	0.04	0.01	13.16	4	seek	squad-26	5	bot-196
8683	bot-297	bravo	S00m-33C0	state+latches	-3.97	3.93	103	0.00	0.01		0		squad-27	7	bot-234
8748	bot-299	alpha	A00r-4410	state	-21.12	2.36	97	1.81	0.32	15.78	3	seek	squad-112	0	bot-299
8765	bot-299	alpha	A00r-441G	latches	-21.12	2.36	96	0.00	0.00		0		squad-112	0	bot-299
8781	bot-290	alpha	S00r-4410	tick	-2.65	2.31	201	1.31	1.34	0.82	1	seek	squad-26	3	bot-196
8798	bot-283	alpha	S00r-4320	tick	-1.26	5.91	42	1.13	0.51	0.67	1	seek	squad-26	2	bot-196
8902	bot-293	alpha	S00m-4320	tick	-0.08	2.14	295	0.22	0.06	0.96	1	seek	squad-26	6	bot-196
8945	bot-293	alpha	A00m-4320	state	-0.08	2.14	295	0.23	0.00	0.96	1	seek	squad-26	6	bot-196
