t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode
0	bot-200	alpha	D00r--000	initial	-16.04	21.74	293	0.00		3.71	0	
0	bot-201	bravo	A00r-4420	initial	10.00	-4.05	80	0.01			0	
0	bot-202	alpha	D00m--000	initial	22.62	-13.06	259	0.00		5.31	0	
0	bot-203	alpha	D00r--000	initial	-24.45	-1.71	55	0.00		2.74	0	
0	bot-204	bravo	D00r--000	initial	-14.18	9.56	228	0.00			0	
0	bot-205	alpha	D00r--000	initial	21.88	23.85	160	0.00			0	
0	bot-206	bravo	P00m-4420	initial	6.00	-12.53	126	2.42		2.57	1	squad
0	bot-207	alpha	D00r--000	initial	21.05	19.74	187	0.00		3.40	0	
0	bot-208	bravo	D00r--000	initial	23.93	8.76	327	0.00		3.21	0	
0	bot-209	alpha	M33m-34E0	initial	23.75	23.91	66	0.00		0.33	0	grenade
0	bot-210	bravo	D00r--000	initial	22.52	23.52	187	0.00		0.75	0	
0	bot-211	alpha	E33r-3120	initial	21.93	21.62	41	3.90		3.23	1	grenade
0	bot-212	bravo	D00r--000	initial	20.60	22.53	337	0.00		1.79	0	
0	bot-213	bravo	S00m-4420	initial	-2.89	-6.98	78	2.21		20.94	3	seek
0	bot-214	bravo	A00r-3410	initial	14.63	-7.36	14	0.00			0	
238	bot-209	alpha	T33m-34E0	state	23.75	23.91	66	0.00	0.00	0.33	0	grenade
291	bot-214	bravo	A00r-341G	latches	14.63	-7.36	15	0.00	0.00		0	
344	bot-193	bravo	A00r-4320	state	9.83	-6.05	25	2.23	0.53	33.08	4	seek
361	bot-193	bravo	A00r-432G	latches	9.84	-6.05	25	0.11	0.00		0	
377	bot-186	bravo	A00r-4420	state	10.48	-7.50	71	2.34	0.88	7.99	2	seek
394	bot-186	bravo	A00r-442G	latches	10.48	-7.50	68	0.02	0.00		0	
523	bot-214	bravo	S00r-3410	state+latches	14.63	-7.36	15	0.00	0.00		0	
558	bot-214	bravo	A00r-3410	state	14.64	-7.31	10	1.02	0.04	32.60	4	seek
608	bot-193	bravo	S00r-4320	state+latches	9.84	-6.05	25	0.16	0.00		0	
627	bot-186	bravo	S00r-4420	state+latches	10.48	-7.50	68	0.00	0.00		0	
627	bot-214	bravo	A00r-341G	latches	14.64	-7.32	17	0.10	0.01		0	
673	bot-214	bravo	A00r-3410	latches	14.64	-7.32	16	0.00	0.00		0	
927	bot-193	bravo	A00r-4320	state	10.16	-5.69	41	2.27	0.48	32.62	4	seek
944	bot-193	bravo	A00r-432G	latches	10.16	-5.69	37	0.00	0.00		0	
994	bot-181	bravo	A00r-4320	state	8.75	-5.85	67	2.26	2.38	12.04	3	seek
994	bot-186	bravo	A00r-4420	state	10.80	-7.05	35	2.15	0.56	30.20	4	seek
1012	bot-115	alpha	P00r-4320	tick	-11.28	-16.85	116	0.29	0.04		0	
1012	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
1012	bot-137	alpha	P00r-4310	tick	-11.09	-18.05	14	0.00	0.01		0	
1012	bot-140	alpha	P00r-4310	tick	-13.62	-16.02	302	0.00	0.00		0	
1012	bot-146	alpha	P00r-4310	tick	-11.10	-17.45	150	0.00	0.01		0	
1012	bot-149	alpha	P00r-4310	tick	-11.26	-19.61	167	0.00	0.01		0	
1012	bot-181	bravo	A00r-432G	latches	8.75	-5.86	64	0.09	0.00		0	
1012	bot-186	bravo	A00r-442G	latches	10.80	-7.05	31	0.00	0.00		0	
1012	bot-196	bravo	P00m-34B0	tick	3.31	-3.95	25	2.25	2.16	5.39	1	squad
1012	bot-201	bravo	A00r-4420	tick	10.00	-4.05	27	0.00	0.00		0	
1012	bot-206	bravo	P00m-4420	tick	8.42	-12.89	100	2.42	2.45	2.11	1	squad
1012	bot-211	alpha	E33r-3120	tick	23.79	23.33	74	0.00	2.52	0.77	0	grenade
1012	bot-213	bravo	S00m-4420	tick	-0.47	-6.98	76	2.41	2.42	18.58	3	seek
1097	bot-196	bravo	S00m-34B0	state	3.39	-3.81	27	2.22	0.16	5.23	1	squad
1097	bot-206	bravo	S00m-4420	state	8.59	-12.89	98	2.42	0.17	1.94	1	squad
1177	bot-193	bravo	S00r-4320	state+latches	10.16	-5.69	37	0.00	0.00		0	
1244	bot-209	alpha	T33m-34E0	tick	23.76	23.92	66	0.00	0.01	0.32	0	grenade
1261	bot-181	bravo	S00r-4320	state+latches	8.75	-5.86	64	0.00	0.00		0	
1261	bot-186	bravo	S00r-4420	state+latches	10.80	-7.05	31	0.14	0.00		0	
1461	bot-193	bravo	A00r-4320	state	10.45	-5.42	29	2.32	0.40	31.49	4	seek
1480	bot-193	bravo	F00r-4320	state	10.45	-5.42	25	0.06	0.00		0	
1509	bot-193	bravo	A00r-432G	state+latches	10.45	-5.42	24	0.00	0.00		0	
1578	bot-186	bravo	A00r-4420	state	11.10	-6.71	25	2.25	0.45	30.64	4	seek
1597	bot-186	bravo	A00r-442G	latches	11.10	-6.71	23	0.00	0.00		0	
1644	bot-181	bravo	A00r-4320	state	9.14	-5.40	27	2.17	0.60	33.01	5	seek
1660	bot-181	bravo	A00r-432G	latches	9.14	-5.40	27	0.00	0.00		0	
1677	bot-214	bravo	A00r-3410	tick	14.63	-7.33	16	0.00	0.00		0	
1744	bot-193	bravo	S00r-4320	state+latches	10.46	-5.42	24	0.00	0.00		0	
1844	bot-186	bravo	S00r-4420	state+latches	11.10	-6.72	23	0.00	0.00		0	
1867	bot-211	alpha	D00r--000	state+tier+score+ammo+health+packs	23.80	23.32	74	0.00	0.01	0.77	0	grenade
1878	bot-189	alpha	D00m--000	tick	22.19	-3.27	256	0.00	0.00	3.38	0	
1878	bot-181	bravo	S00r-4320	state+latches	9.14	-5.40	27	0.00	0.00		0	
1878	bot-201	bravo	S00r-4420	state	10.00	-4.05	27	0.00	0.00		0	
1878	bot-209	alpha	E36m-32E0	state+score+health	23.76	23.92	66	0.00	0.00		0	
1896	bot-186	bravo	P00r-4420	state	11.15	-6.68	25	1.22	0.06	30.58	4	seek
1896	bot-209	alpha	E36m-32E9	latches	23.56	23.93	66	5.64	0.20	2.51	1	flee
1911	bot-181	bravo	P00r-4320	state	9.16	-5.37	27	1.20	0.04	32.97	4	seek
1911	bot-201	bravo	A00r-4420	state	10.02	-4.01	25	1.02	0.03	30.94	4	seek
1944	bot-201	bravo	A00r-442G	latches	10.02	-4.02	26	0.23	0.00		0	
1944	bot-215	alpha	P00r-0410	initial	18.05	20.55	0	0.00			0	
1963	bot-215	alpha	P36r-4410	tier+score+ammo	18.05	20.55	0	0.00	0.00		0	
2028	bot-115	alpha	P00r-4320	tick	-11.16	-16.82	177	0.32	0.12		0	
2028	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
2028	bot-137	alpha	P00r-4310	tick	-11.09	-18.05	14	0.00	0.00		0	
2028	bot-140	alpha	P00r-4310	tick	-13.62	-16.02	302	0.00	0.00		0	
2028	bot-146	alpha	P00r-4310	tick	-11.10	-17.45	150	0.00	0.00		0	
2028	bot-149	alpha	P00r-4310	tick	-11.25	-19.61	167	0.00	0.00		0	
2028	bot-193	bravo	A00r-4320	state	10.75	-5.15	20	2.20	0.39	31.14	4	seek
2028	bot-213	bravo	S00m-4420	tick	1.93	-6.98	74	2.36	2.40	16.27	3	seek
2044	bot-193	bravo	F00r-4320	state	10.75	-5.15	23	0.04	0.00		0	
2044	bot-193	bravo	F00r-3320	ammo	10.75	-5.15	23	0.00	0.00		1	muzzleRecovery
2061	bot-193	bravo	P00r-3320	state	10.75	-5.15	23	1.26	0.00		1	muzzleRecovery
2081	bot-193	bravo	A00r-3320	state	10.77	-5.14	26	0.00	0.02		0	muzzleRecovery
2100	bot-196	bravo	S00m-34B0	tick	5.22	-2.20	31	2.35	2.44	28.43	5	seek
2100	bot-206	bravo	S00m-4420	tick	9.81	-10.74	22	2.44	2.47	37.41	5	seek
2119	bot-193	bravo	A00r-332G	latches	10.77	-5.15	22	0.01	0.00		0	
2185	bot-201	bravo	S00r-4420	state+latches	10.02	-4.02	26	0.00	0.00		0	
2207	bot-186	bravo	A00r-4420	state	10.77	-6.48	315	1.93	0.42	4.33	1	squad
2219	bot-186	bravo	A00r-442G	latches	10.77	-6.48	320	0.00	0.00		0	
2327	bot-209	alpha	E36m-32E0	latches	21.30	24.04	66	0.11	2.26		0	
2360	bot-193	bravo	S00r-3320	state+latches	10.77	-5.15	22	0.00	0.00		0	
2360	bot-209	alpha	E35m-32E0	score	21.30	24.04	66	0.00	0.00		0	
2360	bot-215	alpha	P35r-4410	score	19.04	20.75	77	2.38	1.00	4.22	1	squad
2460	bot-186	bravo	S00r-4420	state+latches	10.77	-6.48	320	0.00	0.00		0	
2477	bot-209	alpha	E34m-32E0	score	21.30	24.04	66	0.05	0.00		0	
2477	bot-215	alpha	P34r-4410	score	19.30	20.82	70	2.32	0.27	2.07	1	squad
2611	bot-193	bravo	A00r-3320	state	10.91	-4.88	18	2.01	0.30	30.50	4	seek
2611	bot-209	alpha	E33m-32E0	score	21.30	24.04	66	0.00	0.00		0	
2611	bot-215	alpha	P33r-4410	score	19.58	20.94	74	2.32	0.31	1.76	1	squad
2627	bot-193	bravo	F00r-3320	state	10.91	-4.88	20	0.00	0.00		0	
2644	bot-193	bravo	U00r-3320	state	10.91	-4.88	20	0.00	0.00		0	
2661	bot-193	bravo	U00r-332G	latches	10.92	-4.85	20	1.13	0.04	19.90	3	pursue
2677	bot-214	bravo	F00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2677	bot-215	alpha	P34r-4410	score	19.73	21.00	76	2.33	0.15	1.60	1	squad
2694	bot-209	alpha	E34m-31E0	score+health	21.30	24.04	66	0.00	0.00		0	
2694	bot-214	bravo	A00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2788	bot-186	bravo	A00r-4420	state	11.17	-6.21	31	2.18	0.49	30.28	4	seek
2788	bot-193	bravo	U00r-3320	latches	10.98	-4.72	20	1.14	0.15	19.76	3	pursue
2788	bot-214	bravo	F00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2788	bot-215	alpha	P35r-4410	score	19.96	21.09	79	2.34	0.26	1.35	1	squad
2805	bot-186	bravo	A00r-442G	latches	11.17	-6.21	26	0.00	0.00		0	
2805	bot-209	alpha	E35m-30E0	score+health	21.30	24.04	66	0.00	0.00		0	
2805	bot-214	bravo	A00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2839	bot-209	alpha	H35m-30E0	state	21.30	24.04	66	0.00	0.00		0	
2890	bot-193	bravo	A00r-3320	state	11.07	-4.61	20	3.52	0.14	19.62	3	pursue
2901	bot-214	bravo	F00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2901	bot-214	bravo	P00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2901	bot-209	alpha	D00m--0A0	state+tier+score+ammo+packs	21.30	24.04	87	0.00	0.00		0	
2901	bot-215	alpha	P37r-4410	score	20.21	21.20	83	2.31	0.26	1.08	1	squad
2914	bot-190	alpha	D00r--000	tick	9.73	21.88	214	0.00	0.00	4.27	0	
2914	bot-181	bravo	P00r-4320	tick	10.22	-7.40	114	2.50	2.29	18.83	3	patrolReentry
2914	bot-186	bravo	P00r-4420	state+latches	11.17	-6.21	26	0.00	0.00		0	
2914	bot-214	bravo	S00r-3410	state	14.63	-7.33	12	0.00	0.00		0	
2931	bot-214	bravo	P00r-3410	state	14.64	-7.32	9	0.85	0.01	31.75	4	seek
2948	bot-201	bravo	P00r-4420	state	10.65	-2.90	19	2.11	1.29	26.32	4	seek
3034	bot-115	alpha	P00r-4320	tick	-11.21	-16.82	26	0.32	0.05		0	
3034	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
3034	bot-137	alpha	P00r-4310	tick	-11.09	-18.05	14	0.00	0.00		0	
3034	bot-140	alpha	P00r-4310	tick	-13.62	-16.03	302	0.00	0.00		0	
3034	bot-146	alpha	P00r-4310	tick	-11.09	-17.45	150	0.00	0.00		0	
3034	bot-149	alpha	P00r-4310	tick	-11.25	-19.61	167	0.00	0.00		0	
3034	bot-213	bravo	S00m-4420	tick	4.32	-6.71	72	2.41	2.41	13.90	2	seek
3115	bot-196	bravo	S00m-34B0	tick	6.94	-0.68	34	2.33	2.30	26.24	5	seek
3115	bot-206	bravo	S00m-4420	tick	11.06	-8.75	25	2.38	2.36	35.10	5	seek
3199	bot-214	bravo	A00r-3410	state	14.95	-7.53	67	2.40	0.38	0.73	1	packseek
3266	bot-186	bravo	A00r-4420	state	11.18	-6.21	26	0.00	0.00		0	
3299	bot-186	bravo	A00r-442G	latches	11.18	-6.21	19	0.00	0.00		0	
3535	bot-186	bravo	S00r-4420	state+latches	11.18	-6.21	19	0.00	0.00		0	
3554	bot-214	bravo	A00r-341G	latches	14.95	-7.54	11	0.00	0.01		0	
3802	bot-214	bravo	S00r-3410	state+latches	14.95	-7.54	11	0.00	0.00		0	
3828	bot-186	bravo	A00r-4420	state	11.43	-5.95	19	2.11	0.37	27.55	4	seek
3844	bot-206	bravo	A00m-4420	state	12.29	-7.82	20	1.99	1.54	33.80	5	seek
3844	bot-214	bravo	A00r-3410	state	14.95	-7.49	12	1.08	0.05	32.22	4	seek
3861	bot-186	bravo	A00r-442G	latches	11.43	-5.95	18	0.00	0.00		0	
3861	bot-206	bravo	A00m-442G	latches	12.29	-7.82	17	0.00	0.00		0	
3897	bot-193	bravo	A00r-3320	tick	11.07	-4.61	19	0.00	0.01		0	
3897	bot-214	bravo	A00r-341G	latches	14.95	-7.50	11	0.03	0.01		0	
3897	bot-215	alpha	P37r-4420	packs	20.84	23.39	24	1.33	2.29	0.69	8	patrol
3918	bot-181	bravo	P00r-4320	tick	11.62	-9.19	143	2.44	2.27	16.56	3	patrolReentry
3934	bot-193	bravo	A00r-332G	latches	11.07	-4.61	19	0.00	0.00		0	
3953	bot-201	bravo	P00r-4420	tick	12.85	-4.00	111	2.46	2.47	4.08	1	squad
3992	bot-213	bravo	P00m-4420	state	6.53	-6.19	71	2.42	2.27	11.64	2	seek
4035	bot-115	alpha	P00r-4320	tick	-11.27	-16.82	265	0.27	0.06		0	
4035	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
4035	bot-137	alpha	P00r-4310	tick	-11.09	-18.06	14	0.00	0.01		0	
4035	bot-140	alpha	P00r-4310	tick	-13.62	-16.03	302	0.00	0.00		0	
4035	bot-146	alpha	P00r-4310	tick	-11.09	-17.46	150	0.00	0.01		0	
4035	bot-149	alpha	P00r-4310	tick	-11.25	-19.61	167	0.00	0.00		0	
4102	bot-186	bravo	S00r-4420	state+latches	11.43	-5.95	18	0.00	0.00		0	
4102	bot-206	bravo	S00m-4420	state+latches	12.29	-7.82	17	0.00	0.00		0	
4118	bot-196	bravo	S00m-34B0	tick	8.76	0.93	28	2.45	2.43	23.95	5	seek
4135	bot-214	bravo	S00r-3410	state+latches	14.95	-7.50	11	0.00	0.00		0	
4169	bot-193	bravo	S00r-3320	state+latches	11.07	-4.62	19	0.00	0.00		0	
4319	bot-214	bravo	A00r-3410	state	14.95	-7.31	4	1.06	0.19	32.05	4	seek
4403	bot-186	bravo	A00r-4420	state	11.72	-5.67	19	2.07	0.40	28.31	4	seek
4436	bot-214	bravo	A00r-341G	latches	14.95	-7.31	10	0.00	0.00		0	
4453	bot-186	bravo	A00r-442G	latches	11.72	-5.67	16	0.01	0.00		0	
4453	bot-215	alpha	A37r-4420	state	20.20	23.08	272	1.33	0.72	1.29	8	patrol
4570	bot-206	bravo	A00m-4420	state	12.52	-7.19	17	1.82	0.67	32.67	4	seek
4587	bot-206	bravo	A00m-442G	latches	12.52	-7.19	14	0.00	0.00		0	
4670	bot-214	bravo	S00r-3410	state+latches	14.95	-7.31	10	0.00	0.00		0	
4687	bot-186	bravo	S00r-4420	state+latches	11.72	-5.68	16	0.01	0.00		0	
4687	bot-214	bravo	A00r-3410	state	14.95	-7.30	6	0.93	0.02	31.45	4	seek
4838	bot-206	bravo	S00m-4420	state+latches	12.52	-7.20	14	0.00	0.00		0	
4871	bot-215	alpha	A36r-4420	score	20.19	23.09	191	0.00	0.00		0	
4921	bot-181	bravo	P00r-4320	tick	13.32	-10.66	158	2.14	2.24	14.35	3	patrolReentry
4955	bot-186	bravo	A00r-4420	state	11.86	-5.38	25	2.04	0.33	27.82	4	seek
4955	bot-201	bravo	P00r-4420	tick	14.72	-5.53	130	2.44	2.41	1.51	1	squad
5005	bot-213	bravo	P00m-4420	tick	8.87	-5.47	62	2.35	2.45	10.92	2	squad
5022	bot-193	bravo	A00r-3320	state	11.69	-3.23	15	2.14	1.52	28.25	4	seek
5038	bot-115	alpha	P00r-4320	tick	-11.14	-16.87	49	0.20	0.14		0	
5038	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
5038	bot-137	alpha	P00r-4310	tick	-11.09	-18.07	14	0.00	0.01		0	
5038	bot-140	alpha	P00r-4310	tick	-13.62	-16.03	302	0.00	0.00		0	
5038	bot-146	alpha	P00r-4310	tick	-11.09	-17.47	150	0.00	0.01		0	
5038	bot-149	alpha	P00r-4310	tick	-11.25	-19.61	167	0.00	0.00		0	
5038	bot-186	bravo	A00r-442G	latches	11.86	-5.38	16	0.00	0.00		0	
5122	bot-196	bravo	S00m-34B0	tick	10.69	2.48	30	2.48	2.47	21.70	4	seek
5155	bot-206	bravo	A00m-4420	state	12.63	-6.85	16	1.74	0.36	32.16	4	seek
5172	bot-206	bravo	A00m-442G	latches	12.63	-6.85	14	0.00	0.00		0	
5206	bot-214	bravo	F00r-3410	state	14.95	-7.30	10	0.00	0.01		0	
5206	bot-214	bravo	F00r-2410	ammo	14.95	-7.30	10	0.00	0.00		0	
5206	bot-215	alpha	A37r-4320	score+health	20.19	23.09	198	0.00	0.00		0	
5222	bot-214	bravo	A00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5273	bot-186	bravo	S00r-4420	state+latches	11.86	-5.38	16	0.00	0.00		0	
5323	bot-214	bravo	F00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5323	bot-215	alpha	E38r-4220	state+score+health	20.19	23.09	198	0.07	0.00		0	
5342	bot-214	bravo	A00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5342	bot-215	alpha	E38r-4229	latches	20.21	23.14	198	1.68	0.06	0.97	1	flee
5419	bot-206	bravo	S00m-4420	state+latches	12.63	-6.86	14	0.00	0.00		0	
5440	bot-214	bravo	F00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5440	bot-215	alpha	E39r-4129	score+health	20.27	23.30	198	1.65	0.16	0.80	1	flee
5462	bot-214	bravo	A00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5478	bot-186	bravo	A00r-4420	state	11.95	-5.18	25	1.14	0.23	27.60	4	seek
5527	bot-186	bravo	F00r-4420	state	11.95	-5.18	16	0.09	0.00		0	
5544	bot-186	bravo	A00r-442G	state+latches	11.95	-5.18	16	0.00	0.00		0	
5560	bot-186	bravo	A00r-4420	latches	11.95	-5.18	16	0.00	0.00		0	
5560	bot-214	bravo	F00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5560	bot-215	alpha	E39r-4029	health	20.38	23.59	198	5.10	0.32	0.49	1	flee
5577	bot-214	bravo	A00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5627	bot-215	alpha	E39r-4020	latches	20.44	23.75	198	0.00	0.17		0	
5644	bot-186	bravo	F00r-4420	state	11.95	-5.18	16	0.00	0.00		0	
5644	bot-186	bravo	P00r-4420	state	11.95	-5.18	16	0.00	0.00		0	
5644	bot-215	alpha	D00r--000	state+tier+score+ammo+packs	20.44	23.75	198	0.00	0.00		0	
5644	bot-193	bravo	S00r-3320	state	11.69	-3.23	18	0.00	0.00		0	
5644	bot-214	bravo	P00r-2410	state	14.95	-7.30	10	0.00	0.00		0	
5678	bot-170	bravo	D00m--0A0	tick	-5.86	-10.78	144	0.00	0.00		0	
5678	bot-193	bravo	P00r-3320	state	11.70	-3.21	16	1.18	0.02	28.37	4	seek
5927	bot-181	bravo	P00r-4320	tick	15.07	-12.16	129	2.39	2.31	12.10	3	patrolReentry
5960	bot-201	bravo	P00r-4420	tick	16.67	-6.96	157	2.44	2.42	2.17	1	squad
6010	bot-213	bravo	P00m-4420	tick	11.26	-5.13	73	2.44	2.41	9.90	2	squad
6044	bot-115	alpha	P00r-4320	tick	-11.23	-16.79	356	0.16	0.12		0	
6044	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
6044	bot-137	alpha	P00r-4310	tick	-11.09	-18.06	5	0.00	0.00		0	
6044	bot-140	alpha	P00r-4310	tick	-13.62	-16.03	302	0.00	0.00		0	
6044	bot-146	alpha	P00r-4310	tick	-11.09	-17.46	150	0.00	0.00		0	
6044	bot-149	alpha	P00r-4310	tick	-11.24	-19.61	167	0.00	0.00		0	
6127	bot-196	bravo	S00m-34B0	tick	13.06	3.34	21	2.49	2.53	19.97	4	seek
6259	bot-214	bravo	P00r-2420	packs	14.89	-8.09	220	1.09	0.79	0.67	1	packseek
6434	bot-206	bravo	S00m-4420	tick	13.65	-5.49	15	2.19	1.70	30.58	4	seek
6644	bot-186	bravo	P00r-4420	tick	13.23	-6.92	147	2.51	2.16	6.16	1	squad
6711	bot-193	bravo	P00r-3320	tick	12.40	-5.32	197	2.11	2.22	9.86	2	squad
6911	bot-181	bravo	S00r-4320	state	16.72	-13.72	115	2.22	2.27	9.89	2	patrolReentry
6911	bot-186	bravo	S00r-4420	state	13.63	-7.42	147	2.49	0.64	6.67	1	squad
6962	bot-201	bravo	P00r-4420	tick	18.47	-8.58	119	2.40	2.42	2.21	1	squad
6962	bot-216	alpha	P00r-0410	initial	1.05	-14.95	0	0.00			0	
6988	bot-214	bravo	A00r-2420	state	15.02	-8.62	209	2.47	0.55	8.36	2	squad
6988	bot-216	alpha	P00r-4410	ammo	1.05	-14.95	0	0.00	0.00		0	
7000	bot-193	bravo	A00r-3320	state	12.26	-5.97	173	2.49	0.66	10.62	1	squad
7012	bot-213	bravo	P00m-4420	tick	13.44	-5.91	103	2.22	2.32	10.27	2	squad
7012	bot-216	alpha	C00r-4410	state	1.14	-14.95	10	2.42	0.09		5	patrol
7029	bot-115	alpha	S00r-4320	state	-11.15	-16.80	357	0.33	0.08		0	
7029	bot-115	alpha	P00r-4320	state	-11.15	-16.80	357	0.33	0.00		0	
7029	bot-137	alpha	S00r-4310	state	-11.09	-18.07	5	0.00	0.00		0	
7029	bot-137	alpha	P00r-4310	state	-11.09	-18.07	5	0.00	0.00		0	
7029	bot-140	alpha	S00r-4310	state	-13.62	-16.03	302	0.00	0.00		0	
7029	bot-140	alpha	P00r-4310	state	-13.62	-16.03	302	0.00	0.00		0	
7029	bot-146	alpha	S00r-4310	state	-11.08	-17.47	150	0.00	0.00		0	
7029	bot-146	alpha	P00r-4310	state	-11.08	-17.47	150	0.00	0.00		0	
7029	bot-149	alpha	S00r-4310	state	-11.24	-19.61	167	0.00	0.01		0	
7029	bot-149	alpha	P00r-4310	state	-11.24	-19.61	167	0.00	0.00		0	
7029	bot-216	alpha	C00r-4412	latches	1.28	-14.95	17	4.64	0.13		5	patrol
7053	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
7146	bot-196	bravo	S00m-34B0	tick	14.92	4.65	11	2.47	2.27	18.14	2	seek
7298	bot-201	bravo	A00r-4420	state	17.94	-8.99	190	2.46	0.67	6.96	1	squad
7363	bot-213	bravo	A00m-4420	state	13.17	-6.16	165	2.61	0.37	7.95	1	squad
7447	bot-206	bravo	S00m-4420	tick	14.28	-3.22	9	2.41	2.36	28.22	4	seek
7752	bot-201	bravo	A00r-442G	latches	17.94	-9.00	242	0.00	0.00		0	
7798	bot-214	bravo	A00r-242G	latches	15.01	-8.63	234	0.00	0.02		0	
7832	bot-216	alpha	G00r-4412	state	4.27	-16.68	37	4.68	3.46	0.38	1	cover
7866	bot-213	bravo	A00m-442G	latches	13.16	-6.17	220	0.00	0.01		0	
7882	bot-193	bravo	A00r-332G	latches	12.25	-5.97	215	0.00	0.00		0	
7882	bot-216	alpha	G00r-441I	latches	4.55	-16.95	32	0.06	0.38		0	
7917	bot-181	bravo	S00r-4320	tick	17.13	-11.28	10	2.41	2.48	33.36	5	seek
7917	bot-186	bravo	S00r-4420	tick	14.61	-5.86	12	1.96	1.84	27.56	4	seek
7985	bot-201	bravo	S00r-4420	state+latches	17.94	-9.00	242	0.00	0.00		0	
8032	bot-115	alpha	P00r-4320	tick	-11.17	-16.83	152	0.37	0.04		0	
8032	bot-137	alpha	P00r-4310	tick	-11.09	-18.06	2	0.00	0.01		0	
8032	bot-140	alpha	P00r-4310	tick	-13.62	-16.02	302	0.00	0.00		0	
8032	bot-146	alpha	P00r-4310	tick	-11.08	-17.46	150	0.00	0.01		0	
8032	bot-149	alpha	P00r-4310	tick	-11.24	-19.61	167	0.00	0.00		0	
8032	bot-214	bravo	S00r-2420	state+latches	15.00	-8.63	234	0.00	0.00		0	
8066	bot-116	alpha	P00m-2200	tick	-15.90	-16.26	355	0.00	0.00		0	
8117	bot-193	bravo	S00r-3320	state+latches	12.25	-5.97	215	0.00	0.00		0	
8117	bot-213	bravo	S00m-4420	state+latches	13.16	-6.17	220	0.00	0.00		0	
8117	bot-216	alpha	G00r-4412	latches	4.55	-16.95	14	0.07	0.00		0	
