t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode
1011	bot-4	bravo	S00r-4410	tick	-7.43	5.40	19	2.18	2.35	14.22	3	seek
1011	bot-6	bravo	S00r-4310	tick	-9.40	-2.68	3	2.22	2.18	26.59	4	seek
1011	bot-8	bravo	P00m-4420	tick	-17.13	1.54	18	1.95	1.67	11.15	2	squad
1011	bot-10	bravo	P00r-4410	tick	-8.79	5.24	39	2.40	2.43	2.56	1	squad
1127	bot-3	alpha	S46rm4410	score	16.66	14.09	220	4.16	0.05	5.61	1	grenade
1144	bot-3	alpha	S44rm4410	score	16.69	14.03	216	4.14	0.07	5.55	1	grenade
1194	bot-3	alpha	S46rm4410	score	16.65	14.09	220	4.15	0.07	5.62	1	grenade
1211	bot-3	alpha	S44rm4410	score	16.68	14.03	216	4.14	0.07	5.55	1	grenade
1427	bot-10	bravo	S00r-4410	state	-8.40	6.12	47	2.41	0.96	2.64	1	squad
1461	bot-8	bravo	S00m-4420	state	-16.61	2.29	35	2.20	0.91	11.28	2	squad
1511	bot-3	alpha	S46rm4410	score	16.66	14.04	215	4.16	0.02	5.57	1	grenade
1527	bot-3	alpha	S44rm4410	score	16.61	14.09	220	4.33	0.07	34.07	6	seek
1527	bot-11	alpha	P32r-4410	tick	20.55	13.05	282	0.00	0.00		0	
1527	bot-12	bravo	S00r-4410	tick	-9.44	8.48	41	2.30	2.45	12.08	2	seek
1544	bot-3	alpha	S46rm4410	score	16.64	14.03	215	4.14	0.07	5.58	1	grenade
1561	bot-3	alpha	S44rm4410	score	16.60	14.08	220	3.61	0.07	34.07	6	seek
1577	bot-3	alpha	S46rm4410	score	16.65	14.04	215	4.16	0.07	5.58	1	grenade
1594	bot-3	alpha	S44rm4410	score	16.60	14.09	220	4.33	0.07	32.37	5	seek
1611	bot-3	alpha	S46rm4410	score	16.65	14.04	216	4.16	0.07	5.58	1	grenade
1627	bot-3	alpha	S44rm4410	score	16.60	14.10	220	4.33	0.07	34.08	6	seek
1644	bot-3	alpha	S46rm4410	score	16.63	14.04	216	4.14	0.07	5.59	1	grenade
1661	bot-3	alpha	S44rm4410	score	16.59	14.09	220	3.61	0.07	33.57	6	seek
1677	bot-3	alpha	S46rm4410	score	16.64	14.04	216	4.16	0.07	5.58	1	grenade
1694	bot-3	alpha	S44rm4410	score	16.59	14.09	220	4.33	0.07	31.87	5	seek
1711	bot-1	alpha	S44rm4310	tick	17.46	15.28	164	4.22	0.11	5.54	1	grenade
1711	bot-3	alpha	S46rm4410	score	16.64	14.04	215	4.16	0.07	5.58	1	grenade
1711	bot-5	alpha	S44rm4310	tick	18.10	16.65	253	4.18	0.10	5.69	1	grenade
1727	bot-3	alpha	S44rm4410	score	16.60	14.09	220	4.33	0.07	33.08	6	seek
1744	bot-3	alpha	S46rm4410	score	16.63	14.03	215	4.14	0.07	5.59	1	grenade
1761	bot-3	alpha	S44rm4410	score	16.59	14.08	220	3.64	0.07	31.37	5	seek
1777	bot-3	alpha	S46rm4410	score	16.64	14.04	215	4.16	0.07	5.59	1	grenade
1794	bot-3	alpha	S44rm4410	score	16.61	14.10	220	4.44	0.07	32.59	6	seek
1811	bot-3	alpha	S46rm4410	score	16.64	14.04	215	4.14	0.07	5.59	1	grenade
1827	bot-3	alpha	S44rm4410	score	16.59	14.10	219	4.33	0.07	30.88	5	seek
1844	bot-1	alpha	S00r-4310	tier+score+element	17.44	15.32	168	4.23	0.04	5.58	1	grenade
1844	bot-3	alpha	S00r-4410	tier+score+element	16.63	14.03	215	4.14	0.07	5.59	1	grenade
1844	bot-5	alpha	S00r-4310	tier+score+element	18.11	16.64	252	4.18	0.01	5.68	1	grenade
1844	bot-11	alpha	P00r-4410	tier+score	20.55	13.05	297	0.00	0.00		0	
2027	bot-2	bravo	S00r-4410	tick	-3.40	8.44	40	2.29	2.43	9.97	4	seek
2027	bot-4	bravo	S00r-4410	tick	-6.36	7.44	27	2.42	2.31	11.91	2	seek
2027	bot-6	bravo	S00r-4310	tick	-9.45	-0.30	27	2.72	2.39	24.46	4	seek
2311	bot-3	alpha	P00r-4410	state	15.54	15.57	270	4.21	1.88	30.99	6	seek
2427	bot-10	bravo	S00r-4410	tick	-6.40	7.12	48	2.01	2.23	12.66	3	seek
2461	bot-8	bravo	S00m-4420	tick	-14.83	3.88	49	2.41	2.39	21.65	3	seek
2527	bot-12	bravo	S00r-4410	tick	-8.00	10.27	42	2.27	2.30	9.79	2	seek
2861	bot-1	alpha	S00r-4310	tick	15.05	17.65	308	2.33	3.34	35.18	6	seek
2861	bot-5	alpha	S00r-4310	tick	15.16	18.42	294	2.33	3.45	29.06	4	seek
2861	bot-11	alpha	P00r-4410	tick	18.62	13.78	329	2.35	2.06	6.00	3	squad
3027	bot-2	bravo	S00r-4410	tick	-1.40	9.48	52	2.40	2.25	7.94	2	seek
3027	bot-4	bravo	S00r-4410	tick	-5.41	9.63	22	2.37	2.39	9.53	2	seek
3027	bot-6	bravo	S00r-4310	tick	-8.62	2.03	24	2.40	2.47	22.01	3	seek
3311	bot-3	alpha	P00r-4410	tick	16.24	17.60	357	2.23	2.15	2.77	1	squad
3444	bot-10	bravo	S00r-4410	tick	-4.34	8.19	50	2.26	2.32	10.43	3	seek
3477	bot-8	bravo	S00m-4420	tick	-13.00	5.52	48	2.43	2.45	19.20	3	seek
3544	bot-12	bravo	S00r-4410	tick	-6.63	11.96	43	2.06	2.18	7.62	2	seek
3861	bot-1	alpha	S00r-4310	tick	12.89	17.62	264	2.23	2.16	33.03	6	seek
3861	bot-1	alpha	S44rm4310	tier+score+element	12.85	17.62	264	2.23	0.04	32.99	6	seek
3861	bot-3	alpha	S44rm4410	state+tier+score+element	15.43	18.53	335	2.33	1.23	2.12	1	squad
3861	bot-5	alpha	S44rm4310	tier+score+element	12.98	19.11	253	2.21	2.28	27.16	4	seek
3861	bot-11	alpha	P32r-4410	tier+score	17.00	15.05	343	1.92	2.06	4.58	3	squad
4028	bot-2	bravo	S00r-4410	tick	0.98	9.79	19	2.30	2.40	6.60	2	seek
4028	bot-4	bravo	S00r-4410	tick	-4.56	11.80	30	2.34	2.33	7.22	2	seek
4028	bot-6	bravo	S00r-4310	tick	-7.80	4.29	28	2.38	2.40	19.63	3	seek
4244	bot-11	alpha	S44rm4410	state+tier+score+element	16.59	15.68	331	2.14	0.75	4.18	3	squad
4394	bot-1	alpha	S32r-4310	tier+score+element	11.70	17.75	263	2.29	1.16	31.86	5	seek
4394	bot-3	alpha	S32r-4410	tier+score+element	14.15	18.53	270	2.33	1.28	29.66	4	seek
4394	bot-5	alpha	S32r-4310	tier+score+element	11.83	19.22	252	2.19	1.16	26.09	4	seek
4394	bot-11	alpha	S32r-4410	tier+score+element	16.39	15.99	288	2.20	0.36	31.16	5	seek
4444	bot-10	bravo	S00r-4410	tick	-2.38	9.31	41	2.36	2.26	8.27	3	seek
4478	bot-8	bravo	S00m-4420	tick	-11.20	7.14	49	2.37	2.42	16.78	3	seek
4560	bot-12	bravo	S00r-4410	tick	-5.27	13.75	33	2.50	2.25	5.39	2	seek
5044	bot-2	bravo	S00r-4410	tick	2.77	10.60	3	2.41	1.97	5.45	1	seek
5044	bot-4	bravo	S00r-4410	tick	-3.46	13.92	22	2.44	2.39	4.83	2	seek
5044	bot-6	bravo	S00r-4310	tick	-7.03	6.45	20	2.41	2.30	17.37	3	seek
5394	bot-1	alpha	S32r-4310	tick	9.45	17.84	272	2.29	2.25	29.65	5	seek
5394	bot-3	alpha	S32r-4410	tick	11.93	18.54	237	2.21	2.22	27.77	4	seek
5394	bot-5	alpha	S32r-4310	tick	9.53	19.29	268	2.40	2.30	23.94	4	seek
5394	bot-11	alpha	S32r-4410	tick	15.13	17.76	242	2.24	2.18	30.82	4	seek
5461	bot-10	bravo	S00r-4410	tick	0.02	9.67	32	2.41	2.43	6.61	2	seek
5478	bot-8	bravo	S00m-4420	tick	-9.51	8.64	49	2.13	2.26	14.52	3	seek
5511	bot-13	alpha	P00r-0410	initial	10.05	20.55	0	0.00			0	
5511	bot-14	bravo	P00r-0410	initial	-3.95	10.55	0	0.00			0	
5527	bot-13	alpha	P32r-4410	tier+score+ammo	10.05	20.55	0	0.00	0.00		0	
5527	bot-14	bravo	P00r-4410	ammo	-3.95	10.55	0	0.00	0.00		0	
5561	bot-12	bravo	S00r-4410	tick	-3.90	15.70	53	2.40	2.39	3.06	1	seek
5577	bot-12	bravo	A00r-4410	state	-3.90	15.70	53	2.40	0.00	3.06	1	seek
5577	bot-14	bravo	S00r-4410	state	-3.87	10.62	13	2.22	0.11	2.34	1	squad
5728	bot-1	alpha	S00r-4310	tier+score	8.66	17.88	262	2.27	0.79	28.87	5	seek
5728	bot-3	alpha	S00r-4410	tier+score	11.19	18.54	237	2.25	0.74	27.15	4	seek
5728	bot-5	alpha	S00r-4310	tier+score	8.74	19.22	249	2.35	0.79	23.18	4	seek
5728	bot-11	alpha	S00r-4410	tier+score	14.39	17.79	272	2.26	0.74	30.19	4	seek
5728	bot-13	alpha	P00r-4410	tier+score	9.95	20.50	347	2.37	0.12	1.11	1	squad
5828	bot-13	alpha	A00r-4410	state	9.77	20.41	326	2.40	0.20	0.91	1	squad
5895	bot-5	alpha	A00r-4310	state	8.39	19.18	249	2.35	0.35	22.84	4	seek
6046	bot-2	bravo	S00r-4410	tick	2.89	13.03	3	2.42	2.43	3.03	1	seek
6046	bot-4	bravo	A00r-4410	state	-2.12	15.84	28	2.43	2.34	2.51	1	seek
6046	bot-6	bravo	S00r-4310	tick	-6.11	8.68	31	2.40	2.41	14.98	2	seek
6247	bot-11	alpha	A00r-4410	state	13.25	17.84	272	2.23	1.14	29.22	4	seek
6280	bot-2	bravo	A00r-4410	state	2.92	13.56	3	2.42	0.53	2.50	1	seek
6464	bot-10	bravo	S00r-4410	tick	2.35	9.97	27	2.34	2.35	5.63	2	seek
6481	bot-8	bravo	S00m-4420	tick	-7.90	10.17	50	2.23	2.22	12.30	2	seek
6581	bot-1	alpha	P00r-4310	state	6.80	17.93	262	2.24	1.86	27.03	5	seek
6581	bot-12	bravo	A00r-4410	tick	-3.90	15.71	74	0.00	0.00		0	
6581	bot-14	bravo	S00r-4410	tick	-2.52	12.61	47	2.43	2.41	15.92	2	seek
6732	bot-3	alpha	S00r-4410	tick	8.89	18.30	234	2.26	2.31	25.12	4	seek
6832	bot-13	alpha	A00r-4410	tick	9.77	20.41	249	0.00	0.00		0	
6898	bot-5	alpha	A00r-4310	tick	8.39	19.18	254	0.00	0.01		0	
7049	bot-4	bravo	F00r-4410	state	-2.13	15.85	69	0.00	0.02		0	
7049	bot-5	alpha	A21r-4310	tier+score	8.39	19.18	254	0.00	0.00		0	
7049	bot-6	bravo	S00r-4310	tick	-5.08	10.80	27	2.27	2.36	12.63	2	seek
7049	bot-11	alpha	A21r-4410	tier+score	13.25	17.84	247	0.02	0.00		0	
7049	bot-13	alpha	A21r-4310	tier+score+health	9.77	20.41	249	0.00	0.00		0	
7066	bot-1	alpha	P21r-4310	tier+score	5.64	18.16	293	2.40	1.18	27.96	6	patrolReentry
7066	bot-3	alpha	S21r-4410	tier+score	8.15	18.18	233	2.28	0.74	24.46	4	seek
7066	bot-4	bravo	A00r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7166	bot-4	bravo	F00r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7166	bot-5	alpha	A32r-4310	tier+score	8.39	19.18	254	0.00	0.00		0	
7166	bot-11	alpha	A32r-4410	tier+score	13.25	17.84	247	0.00	0.00		0	
7166	bot-13	alpha	E32r-4210	state+tier+score+health	9.77	20.41	249	0.00	0.00		0	
7183	bot-1	alpha	P32r-4310	tier+score	5.37	18.22	289	2.41	0.28	27.68	6	patrolReentry
7183	bot-3	alpha	S32r-4410	tier+score	7.89	18.22	233	2.33	0.27	24.27	4	seek
7183	bot-4	bravo	A00r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7183	bot-5	alpha	F32r-4310	state	8.39	19.18	254	0.00	0.00		0	
7183	bot-6	bravo	S21r-4310	tier+score	-4.95	11.08	32	2.28	0.30	12.32	2	seek
7183	bot-8	bravo	S21m-4420	tier+score	-6.83	11.25	51	2.12	1.51	10.80	2	seek
7183	bot-10	bravo	S21r-4410	tier+score	2.81	11.33	3	2.42	1.44	4.22	1	seek
7183	bot-12	bravo	A21r-4310	tier+score+health	-3.90	15.71	74	0.00	0.00		0	
7183	bot-13	alpha	E32r-4219	latches	9.81	20.44	249	1.61	0.05	5.96	1	flee
7183	bot-14	bravo	S21r-4410	tier+score	-1.69	13.81	34	2.44	1.46	14.50	2	seek
7200	bot-2	bravo	A21r-4410	tier+score	2.92	13.56	67	0.00	0.00		0	
7200	bot-4	bravo	A21r-4410	tier+score	-2.13	15.85	69	0.00	0.00		0	
7200	bot-5	alpha	A32r-4310	state	8.39	19.18	254	0.00	0.00		0	
7283	bot-4	bravo	F21r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7283	bot-5	alpha	A33r-4310	score	8.39	19.18	254	0.00	0.00		0	
7283	bot-11	alpha	A33r-4410	score	13.25	17.84	247	0.00	0.00		0	
7283	bot-13	alpha	E33r-4119	score+health	9.94	20.54	249	1.62	0.16	5.80	1	flee
7300	bot-1	alpha	A33r-4310	state+score	5.13	18.27	286	2.41	0.24	27.44	6	patrolReentry
7300	bot-3	alpha	S33r-4410	score	7.64	18.25	237	2.16	0.25	24.09	3	seek
7300	bot-4	bravo	A21r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7300	bot-5	alpha	F33r-4310	state	8.39	19.18	254	0.00	0.00		0	
7300	bot-6	bravo	S32r-4310	tier+score	-4.83	11.32	32	2.29	0.27	12.06	2	seek
7300	bot-8	bravo	M32m-4420	state+tier+score	-6.69	11.40	51	1.98	0.21	10.59	2	seek
7300	bot-10	bravo	S32r-4410	tier+score	2.83	11.62	3	2.46	0.28	3.94	1	seek
7300	bot-12	bravo	E32r-4210	state+tier+score+health	-3.90	15.71	74	0.00	0.00		0	
7300	bot-14	bravo	S32r-4410	tier+score	-1.53	14.05	34	2.41	0.28	14.22	2	seek
7317	bot-2	bravo	A32r-4410	tier+score	2.92	13.56	67	0.00	0.00		0	
7317	bot-4	bravo	A32r-4410	tier+score	-2.13	15.85	69	0.00	0.00		0	
7317	bot-5	alpha	A33r-4310	state	8.39	19.18	254	0.00	0.00		0	
7317	bot-12	bravo	E32r-4219	latches	-3.93	15.67	74	1.59	0.05	7.17	1	flee
7333	bot-5	alpha	A33r-431G	latches	8.39	19.18	254	0.00	0.00		0	
7350	bot-14	bravo	S32r-4420	packs	-1.48	14.13	34	1.32	0.10	14.13	2	seek
7367	bot-1	alpha	A33r-431G	latches	5.13	18.27	272	0.00	0.00		0	
7367	bot-12	bravo	E32r-421P	latches	-3.99	15.61	74	1.60	0.08	7.09	1	flee
7383	bot-12	bravo	E32r-4219	latches	-4.01	15.59	70	1.60	0.03	7.06	1	flee
7401	bot-4	bravo	F32r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7401	bot-5	alpha	A44rm431G	tier+score+element	8.39	19.18	254	0.00	0.00		0	
7401	bot-11	alpha	A44rm4410	tier+score+element	13.25	17.84	247	0.00	0.00		0	
7401	bot-13	alpha	E44rb4019	tier+score+element+health	10.14	20.69	249	5.06	0.25	5.55	1	flee
7417	bot-1	alpha	A44rm431G	tier+score+element	5.13	18.27	272	0.00	0.00		0	
7417	bot-3	alpha	S44rm4410	tier+score+element	7.40	18.20	256	2.09	0.25	23.87	3	seek
7417	bot-4	bravo	A32r-4410	state	-2.13	15.85	69	0.00	0.00		0	
7467	bot-13	alpha	E44rb4010	latches	10.41	20.89	248	5.08	0.34	6.03	1	flee
7484	bot-13	alpha	E44rb4019	latches	10.49	20.93	248	5.13	0.09	5.95	1	flee
7518	bot-4	bravo	F32r-4410	state	-2.13	15.85	68	0.00	0.00		0	
7518	bot-4	bravo	P32r-3410	state+ammo	-2.13	15.85	68	0.00	0.00		0	
7518	bot-13	alpha	D00r--000	state+tier+score+element+ammo+packs+latches	10.56	20.97	248	0.00	0.08	5.86	1	flee
7518	bot-5	alpha	A46rm431G	score	8.39	19.18	254	0.00	0.00		0	
7518	bot-11	alpha	A46rm4410	score	13.25	17.84	247	0.00	0.00		0	
7518	bot-12	bravo	E32r-4210	latches	-4.16	15.44	70	1.62	0.22	6.84	1	flee
7534	bot-1	alpha	A46rm431G	score	5.13	18.27	272	0.00	0.00		0	
7534	bot-3	alpha	S46rm4410	score	7.15	18.17	256	2.22	0.25	23.65	3	seek
7534	bot-4	bravo	S32r-3410	state	-2.13	15.85	68	0.00	0.00		0	
7534	bot-11	alpha	F46rm4410	state	13.25	17.84	247	0.00	0.00		0	
7534	bot-12	bravo	E33r-4219	score+latches	-4.22	15.38	70	5.00	0.08	6.76	1	flee
7534	bot-14	bravo	S33r-4420	score	-1.34	14.33	34	1.33	0.25	13.89	2	seek
7551	bot-2	bravo	A33r-4310	score+health	2.92	13.56	67	0.00	0.00		0	
7551	bot-4	bravo	P33r-3410	state+score	-2.11	15.86	65	1.27	0.02	12.85	3	seek
7551	bot-6	bravo	S33r-4310	score	-4.57	11.84	32	2.32	0.58	11.48	2	seek
7551	bot-8	bravo	M33m-4420	score	-5.93	12.57	34	5.51	1.40	3.74	1	medic
7551	bot-10	bravo	S33r-4410	score	2.86	12.22	4	2.43	0.61	3.33	1	seek
7551	bot-11	alpha	A46rm4410	state	13.25	17.84	247	0.00	0.00		0	
7568	bot-5	alpha	S46rm4310	state+latches	8.39	19.18	254	0.00	0.00		0	
7601	bot-1	alpha	S46rm4310	state+latches	5.13	18.27	272	0.00	0.00		0	
7651	bot-11	alpha	F46rm4410	state	13.25	17.84	247	0.00	0.00		0	
7668	bot-11	alpha	A46rm4410	state	13.25	17.84	247	0.02	0.00		0	
7701	bot-2	bravo	F33r-4310	state	2.92	13.56	67	0.00	0.00		0	
7701	bot-8	bravo	T33m-4420	state	-5.54	13.22	31	5.79	0.76	2.29	1	medic
7718	bot-2	bravo	A33r-4310	state	2.92	13.56	67	0.00	0.00		0	
7768	bot-11	alpha	F46rm4410	state	13.25	17.84	247	0.00	0.00		0	
7785	bot-11	alpha	P46rm4410	state	13.25	17.84	247	1.34	0.00		1	muzzleRecovery
7802	bot-11	alpha	A46rm4410	state	13.27	17.85	251	0.00	0.02		0	muzzleRecovery
7818	bot-2	bravo	F33r-4310	state	2.92	13.56	67	0.00	0.00		0	
7835	bot-2	bravo	A33r-4310	state	2.92	13.56	67	0.00	0.00		0	
7885	bot-11	alpha	F46rm4410	state	13.27	17.85	247	0.00	0.00		0	
7902	bot-11	alpha	A46rm4410	state	13.27	17.85	248	0.00	0.00		0	
7935	bot-2	bravo	F33r-4310	state	2.92	13.62	68	0.00	0.07		0	
7952	bot-2	bravo	A33r-4310	state	2.91	13.63	68	0.03	0.01		0	
8002	bot-11	alpha	F46rm4410	state	13.27	17.85	248	0.00	0.00		0	
8002	bot-12	bravo	E44rm4219	tier+score+element	-6.14	14.07	70	5.12	2.32	4.51	1	flee
8002	bot-14	bravo	S44rm4420	tier+score+element	-0.87	14.73	48	1.36	0.61	13.27	2	seek
8019	bot-2	bravo	E44rb4210	state+tier+score+element+health	2.90	13.67	68	0.03	0.03		0	
8019	bot-4	bravo	S44rm3410	state+tier+score+element	-1.86	15.19	167	2.02	0.72	9.76	4	squad
8019	bot-6	bravo	S44rm4310	tier+score+element	-4.06	12.79	33	2.37	1.09	10.40	2	seek
8019	bot-8	bravo	T44mm4420	tier+score+element	-5.54	13.22	83	0.00	0.00	2.29	1	medic
8019	bot-10	bravo	S44rm4410	tier+score+element	3.20	13.15	55	2.42	0.98	2.41	1	seek
8019	bot-11	alpha	A46rm4410	state	13.27	17.85	248	0.00	0.00		0	
8036	bot-2	bravo	E44rb4219	latches	2.90	13.62	68	1.57	0.04	6.33	2	flee
8053	bot-12	bravo	E44rm4319	health	-6.37	13.96	70	5.13	0.26	4.28	1	flee
8103	bot-12	bravo	E44rb4319	element	-6.60	13.83	68	5.15	0.26	4.04	1	flee
8119	bot-1	alpha	A46rb4310	state+element	4.15	18.25	268	2.34	0.97	9.26	2	seek
8119	bot-11	alpha	F46rm4410	state	13.27	17.85	247	0.00	0.00		0	
8137	bot-11	alpha	A46rm4410	state	13.27	17.85	247	0.00	0.00		0	
8153	bot-1	alpha	A46rm431G	element+latches	4.15	18.25	261	0.00	0.00		0	
8153	bot-12	bravo	E44rm431P	element+latches	-6.81	13.68	68	5.17	0.26	3.80	1	flee
8170	bot-2	bravo	E44rb3219	ammo	2.88	13.44	67	1.58	0.18	6.20	1	muzzleRecovery
8170	bot-11	alpha	A46rm441G	latches	13.27	17.85	247	0.00	0.00		0	
8186	bot-2	bravo	E44rm321G	element+latches	2.89	13.41	67	1.58	0.03	6.19	2	flee
8203	bot-2	bravo	E44rm321P	latches	2.89	13.39	67	1.58	0.03	6.17	2	flee
8303	bot-8	bravo	M44mm4420	state	-5.54	13.22	89	0.00	0.00	2.29	1	medic
8370	bot-1	alpha	A46rb4310	element+latches	4.16	18.25	258	0.00	0.00		0	
8370	bot-4	bravo	A44rb3410	state+element	-1.45	15.93	77	2.41	0.85	12.68	3	seek
8370	bot-11	alpha	A46rm4410	latches	13.27	17.85	247	0.00	0.00		0	
8387	bot-10	bravo	A44rm4410	state	3.61	13.82	49	2.43	0.79	1.82	1	seek
8387	bot-12	bravo	E44rm4319	latches	-7.55	12.72	68	5.21	1.22	2.58	1	flee
8421	bot-2	bravo	E44rm3219	latches	2.86	12.44	67	4.90	0.95	5.61	2	flee
8538	bot-3	alpha	S46rm4410	tick	4.86	18.01	244	2.29	2.29	21.80	3	seek
8571	bot-5	alpha	S46rm4310	tick	6.37	18.89	250	2.20	2.05	9.19	2	seek
8855	bot-4	bravo	F44rb3410	state	-1.45	15.94	66	0.00	0.00		0	
8855	bot-5	alpha	S47rm4310	score	5.74	18.80	250	2.24	0.63	8.62	2	seek
8855	bot-11	alpha	A47rm4410	score	13.28	17.85	247	0.00	0.00		0	
8855	bot-12	bravo	E00r-4310	tier+score+element+latches	-8.78	10.82	68	0.00	2.26		0	
8872	bot-1	alpha	A46rb4110	health	3.97	18.41	246	0.00	0.24		0	
8872	bot-1	alpha	E47rb4110	state+score	3.97	18.41	246	0.00	0.00		0	
8872	bot-3	alpha	S47rm4410	score	4.25	17.90	251	2.38	0.62	21.27	3	seek
8872	bot-4	bravo	A44rb3410	state	-1.45	15.94	66	0.00	0.00		0	
8872	bot-6	bravo	A44rm4310	state	-3.15	14.60	26	2.44	2.03	8.39	2	seek
8889	bot-1	alpha	E47rb4119	latches	4.02	18.57	245	5.17	0.17	6.74	1	flee
8906	bot-14	bravo	E44rm4420	state	0.43	16.35	27	2.45	2.08	11.23	2	seek
8931	bot-14	bravo	E44rm4421	latches	0.31	16.23	38	4.18	0.17	3.14	1	flee
8960	bot-11	alpha	F47rm4410	state	13.28	17.85	247	0.00	0.00		0	
8978	bot-4	bravo	F44rb3410	state	-1.45	15.94	62	0.00	0.00		0	
8978	bot-5	alpha	S48rm4310	score	5.47	18.74	249	2.25	0.28	8.36	2	seek
8978	bot-11	alpha	A48rm4410	state+score	13.28	17.85	247	0.00	0.00		0	
8994	bot-1	alpha	E47rb4019	health	4.19	19.00	235	5.18	0.46	6.32	1	flee
8994	bot-1	alpha	E48rb4019	score	4.22	19.08	234	5.18	0.08	6.25	1	flee
8994	bot-3	alpha	S48rm4410	score	3.96	17.91	250	2.36	0.29	21.06	3	seek
8994	bot-4	bravo	A44rb3410	state	-1.45	15.94	62	0.00	0.00		0	
9077	bot-10	bravo	F44rm4410	state	3.61	13.82	67	0.00	0.00		0	
9077	bot-11	alpha	F48rm4410	state	13.28	17.85	247	0.00	0.00		0	
9077	bot-11	alpha	F48rm3410	ammo	13.28	17.85	247	0.00	0.00		0	
9077	bot-14	bravo	E45rm4421	score	-0.09	15.76	51	4.35	0.62	2.53	1	flee
9094	bot-2	bravo	E45rm3219	score	1.83	10.13	67	5.12	2.53	3.82	1	flee
9094	bot-4	bravo	F45rb3410	state+score	-1.45	15.94	59	0.00	0.00		0	
9094	bot-4	bravo	P45rb3414	state+latches	-1.45	15.94	59	0.00	0.00		0	
9094	bot-1	alpha	D00r--000	state+tier+score+element+ammo+packs+latches	4.45	19.55	230	0.00	0.52	5.78	1	flee
9094	bot-5	alpha	S49rm4310	score	5.24	18.63	240	2.32	0.26	8.11	2	seek
9094	bot-6	bravo	S45rm4310	state+score	-3.15	14.60	57	0.00	0.00		0	
9094	bot-8	bravo	M45mm4420	score	-1.65	11.47	114	0.11	4.27		0	
9094	bot-10	bravo	A45rm4310	state+score+health	3.61	13.82	67	0.00	0.00		0	
9094	bot-11	alpha	A49rm3410	state+score	13.28	17.85	247	0.00	0.00		0	
9094	bot-14	bravo	S45rm4420	state+latches	-0.09	15.76	51	4.35	0.00		0	
9111	bot-3	alpha	S49rm4410	score	3.69	17.92	249	2.34	0.27	20.87	3	seek
9111	bot-4	bravo	S45rm3414	state+element	-1.45	15.94	59	0.00	0.00		0	
9111	bot-11	alpha	A49rb3410	element	13.28	17.85	247	0.00	0.00		0	
