t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate	nav_region	mag	reserve	self_threat	sidearm_mag	sidearm_reserve	role_id
1562969	bot-1827	alpha	A00m-4420	state	20.33	-3.49	268	0.00	0.00		0		squad-374	4	bot-1825	bot-1831	25.53	y	0	17	101	0	7	35	medic
1563061	bot-1683	alpha	C33r-4422	latches	-4.58	22.50	355	3.20	0.32	5.25	1	grenade	squad-1	0	bot-1683			-	0	30	97	0	30	97	technical
1563061	bot-1685	alpha	S21r-2320	tier+score	2.71	24.04	313	5.79	2.38	4.01	1	grenade	squad-1	1	bot-1683	bot-1810	29.26	w	0	15	78	0	20	101	rifleman
1563061	bot-1751	alpha	C33m-23B2	latches	-2.58	22.98	316	5.21	0.51	4.55	1	grenade	squad-1	5	bot-1683			-	0	8	81	0	4	28	medic
1563061	bot-1767	alpha	E35m-12D9	latches	-6.64	12.54	176	7.05	0.68	5.28	1	flee	squad-372	3	bot-1765	bot-1831	17.13	y	0	5	101	0	7	35	medic
1563061	bot-1827	alpha	F00m-4420	state	20.33	-3.49	268	0.00	0.00		0		squad-374	4	bot-1825	bot-1831	25.77	y	0	17	101	0	7	35	medic
1563159	bot-1683	alpha	C45rb4422	tier+score+element	-4.70	22.62	342	3.30	0.17	5.08	1	grenade	squad-1	0	bot-1683			-	0	30	97	0	30	97	technical
1563159	bot-1747	alpha	P00r-440G	state+latches	-10.12	-15.73	21	5.75	2.23	0.13	1	muzzleRecovery	squad-1	3	bot-1683	bot-1831	11.61	y	0	26	120	0	26	120	technical
1563159	bot-1810	bravo	E49rb2120	latches	26.75	6.27	189	7.14	1.79	4.52	1	flee	squad-371	0	bot-1810	bot-1832	9.96	y	0	8	120	0	7	35	rifleman
1563159	bot-1822	bravo	E49rm4019	tick	22.82	6.41	189	7.14	3.73	0.99	1	flee	squad-371	3	bot-1810			-	2	29	120	0	7	35	rifleman
1563159	bot-1827	alpha	P00m-442G	state+latches	20.33	-3.49	267	1.35	0.00		1	muzzleRecovery	squad-374	4	bot-1825	bot-1831	26.01	y	0	16	101	0	7	35	medic
1563271	bot-1747	alpha	P00r-4400	latches	-9.55	-15.74	47	5.76	0.58	0.70	1	muzzleRecovery	squad-1	3	bot-1683	bot-1831	10.99	y	0	26	120	0	26	120	technical
1563271	bot-1807	alpha	M00m-33E0	tick	5.11	-21.42	48	0.00	0.00	0.41	0	medic	squad-378	0	bot-1807			-	0	15	101	0	7	35	medic
1563271	bot-1810	bravo	E49rm1129	element+ammo+latches	26.75	5.91	189	7.14	0.36	4.16	1	flee	squad-371	0	bot-1810	bot-1832	9.36	y	0	7	120	0	7	35	rifleman
1563271	bot-1811	alpha	S00r-4410	tick	9.99	-20.76	90	1.17	0.59	12.52	3	seek	squad-378	1	bot-1807			-	0	1	4	0	30	120	technical
1563271	bot-1813	alpha	S00r-4320	tick	3.58	-6.56	44	2.42	1.22	14.51	2	seek	squad-378	2	bot-1807			-	0	23	120	0	20	101	rifleman
1563271	bot-1816	bravo	H49rm4110	state	23.99	11.54	168	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1563271	bot-1821	alpha	S00r-4420	tick	11.58	-20.83	74	1.29	0.64	12.28	3	seek	squad-378	5	bot-1807			-	0	1	29	0	20	101	sniper
1563271	bot-1825	alpha	F00r-4410	state	21.07	-2.66	265	0.00	0.00		0		squad-374	0	bot-1825	bot-1831	27.04	y	0	27	120	0	20	101	rifleman
1563271	bot-1831	bravo	E10m-4129	health	-6.30	-5.71	359	7.19	1.79	3.91	1	muzzleRecovery	squad-2	0		bot-1767	18.60	y	0	16	101	0	7	35	medic
1563395	bot-1747	alpha	C00r-4400	state	-9.55	-15.74	47	0.00	0.00	0.70	0	muzzleRecovery	squad-1	3	bot-1683	bot-1831	10.99	y	0	26	120	0	26	120	technical
1563395	bot-1765	alpha	P00r-2320	state+latches	-14.01	-8.10	71	1.32	0.27	6.32	1	muzzleRecovery	squad-372	0	bot-1765	bot-1831	8.31	y	0	10	120	0	20	101	rifleman
1563395	bot-1811	alpha	P00r-4410	state	9.99	-20.76	90	1.17	0.00	12.52	3	seek	squad-378	1	bot-1807			-	0	1	4	0	30	120	technical
1563395	bot-1827	alpha	P00m-4420	latches	20.12	-3.48	279	1.40	0.21		1	muzzleRecovery	squad-374	4	bot-1825	bot-1831	26.58	w	0	16	101	0	7	35	medic
1563395	bot-1831	bravo	E10m-4120	latches	-6.46	-6.03	359	7.21	0.36	5.25	1	flee	squad-2	0		bot-1767	18.67	y	0	16	101	0	7	35	medic
1563524	bot-1685	alpha	S00r-2320	tier+score	1.76	24.68	301	5.76	1.14	4.07	1	grenade	squad-1	1	bot-1683	bot-1810	31.24	w	0	15	78	0	20	101	rifleman
1563524	bot-1747	alpha	G00r-4402	state+latches	-9.87	-15.75	34	6.45	0.32	0.38	1	cover	squad-1	3	bot-1683	bot-1831	10.56	y	0	26	120	0	26	120	technical
1563524	bot-1767	alpha	E35m-12D0	latches	-6.46	13.36	180	8.15	0.85	4.44	1	flee	squad-372	3	bot-1765	bot-1831	19.00	y	0	4	101	0	7	35	medic
1563524	bot-1779	alpha	A00r-0320	ammo	16.30	-5.74	269	0.00	0.00		0		squad-372	1	bot-1765	bot-1831	22.76	y	0	0	3	0	17	120	technical
1563524	bot-1787	alpha	H00r-R320	ammo	-16.73	-4.93	49	0.00	0.00		0		squad-1	4	bot-1683			-	0	0	3	0	30	120	technical
1563524	bot-1801	alpha	S00r-4320	tick	6.22	-20.37	75	1.32	0.65	14.01	4	seek	squad-374	3	bot-1825			-	0	1	29	0	9	101	sniper
1563524	bot-1803	alpha	A00r-0410	ammo	8.20	-25.18	323	0.00	0.01		0		squad-372	2	bot-1765	bot-1831	24.11	y	0	0	3	0	29	120	technical
1563524	bot-1810	bravo	E49rm1120	latches	26.75	5.20	191	7.14	0.71	4.45	1	flee	squad-371	0	bot-1810	bot-1832	8.18	y	0	5	120	0	7	35	rifleman
1563524	bot-1823	alpha	S00r-4410	tick	6.98	-20.78	100	1.23	0.64	11.93	2	seek	squad-378	3	bot-1807			-	0	1	4	0	27	120	technical
1563524	bot-1831	bravo	E10m-3129	ammo+latches	-6.62	-6.35	360	6.81	0.36	4.89	1	flee	squad-2	0		bot-1767	19.40	y	0	15	101	0	7	35	medic
1563667	bot-1747	alpha	G00r-440I	latches	-10.25	-15.75	13	0.00	0.38		0		squad-1	3	bot-1683	bot-1831	10.03	w	0	26	120	0	26	120	technical
1563667	bot-1767	alpha	E35m-12D9	latches	-6.60	13.11	193	5.76	0.29	4.42	1	grenade	squad-372	3	bot-1765	bot-1831	19.72	y	0	4	101	0	7	35	medic
1563667	bot-1769	alpha	S00r-4320	tick	18.10	-6.92	141	1.32	0.58	7.46	1	seek	squad-372	4	bot-1765			-	0	1	22	0	20	101	sniper
1563667	bot-1775	alpha	T00m-33D0	packs	-10.88	-4.65	112	0.00	0.17	1.66	1	medic	squad-372	5	bot-1765	bot-1831	4.60	y	0	12	87	0	7	35	medic
1563667	bot-1791	alpha	S00m-4310	tick	10.98	-22.09	78	1.32	0.60	8.96	3	seek	squad-374	2	bot-1825			-	0	20	81	0	3	23	medic
1563667	bot-1810	bravo	E48rm1129	score+latches	26.75	4.84	193	7.14	0.36	4.09	1	flee	squad-371	0	bot-1810	bot-1832	7.59	y	0	4	120	0	7	35	rifleman
1563667	bot-1816	bravo	H48rm4110	score	23.99	11.54	209	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1563667	bot-1820	bravo	H48rm4320	score+health	24.21	6.58	187	0.00	0.00		0		squad-371	2	bot-1810			-	2	1	3	0	30	120	technical
1563667	bot-1822	bravo	E48rm4010	score+latches	23.45	6.74	189	0.00	0.71		0		squad-371	3	bot-1810			-	2	29	120	0	7	35	rifleman
1563667	bot-1825	alpha	P00r-4410	state	21.07	-2.66	263	1.34	0.00		1	muzzleRecovery	squad-374	0	bot-1825	bot-1831	27.74	y	0	24	120	0	20	101	rifleman
1563667	bot-1830	alpha	G00r-R412	state	19.54	0.64	256	6.85	1.24	0.31	1	cover	squad-374	5	bot-1825	bot-1831	27.16	y	0	0	30	0	7	35	sniper
1563667	bot-1831	bravo	E10m-3029	health	-6.78	-6.68	0	7.25	0.36	4.52	1	muzzleRecovery	squad-2	0		bot-1767	19.47	y	0	14	101	0	7	35	medic
1563667	bot-1832	alpha	P10r-4410	state+latches	25.10	-2.08	12	5.96	2.15	4.41	1	muzzleRecovery	squad-374	1	bot-1825	bot-1810	7.84	y	0	28	120	0	28	120	technical
1563797	bot-1725	alpha	C00r-4320	state+latches	-12.54	-3.14	118	1.49	1.71		0		squad-1	2	bot-1683	bot-1831	6.91	y	0	24	78	0	20	101	rifleman
1563797	bot-1747	alpha	G00r-4402	latches	-10.25	-15.75	3	0.00	0.00		0		squad-1	3	bot-1683	bot-1831	9.72	w	0	26	120	0	26	120	technical
1563797	bot-1767	alpha	E35m-12D0	latches	-6.53	13.52	181	8.17	0.41	4.80	1	flee	squad-372	3	bot-1765	bot-1831	19.80	y	0	4	101	0	7	35	medic
1563797	bot-1775	alpha	C00m-33D0	state	-10.88	-4.65	112	0.00	0.00	1.66	1	medic	squad-372	5	bot-1765	bot-1831	4.60	y	0	12	87	0	7	35	medic
1563797	bot-1810	bravo	E46rm1129	score	26.75	4.48	191	7.14	0.36	3.73	1	flee	squad-371	0	bot-1810	bot-1832	7.26	y	0	4	120	0	7	35	rifleman
1563797	bot-1815	alpha	S00m-3330	tick	-19.79	-26.16	34	2.73	1.26	26.98	5	seek	squad-378	4	bot-1807			-	0	5	35	0	5	35	medic
1563797	bot-1816	bravo	H46rm4110	score	23.99	11.54	219	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1563797	bot-1820	bravo	H46rm4320	score	24.21	6.58	186	0.00	0.00		0		squad-371	2	bot-1810			-	2	1	3	0	30	120	technical
1563797	bot-1822	bravo	E46rm4010	score	23.45	6.74	189	0.00	0.00		0		squad-371	3	bot-1810			-	2	29	120	0	7	35	rifleman
1563797	bot-1827	alpha	S00m-4420	state	19.99	-3.44	287	0.00	0.14		0	muzzleRecovery	squad-374	4	bot-1825	bot-1831	26.83	w	0	16	101	0	7	35	medic
1563797	bot-1831	bravo	E10m-3020	latches	-7.06	-6.91	347	7.27	0.36	2.86	1	flee	squad-2	0		bot-1775	4.83	y	0	14	101	0	7	35	medic
1563936	bot-1725	alpha	C00r-4322	latches	-13.14	-3.22	123	5.73	0.61	7.50	3	cover	squad-1	2	bot-1683	bot-1831	7.14	y	0	23	78	0	20	101	rifleman
1563936	bot-1767	alpha	E35m-12D9	latches	-6.67	13.25	193	5.76	0.29	3.84	1	grenade	squad-372	3	bot-1765	bot-1831	20.44	y	0	4	101	0	7	35	medic
1563936	bot-1775	alpha	C00m-33D2	latches	-11.43	-4.71	119	5.67	0.55	8.39	2	cover	squad-372	5	bot-1765	bot-1831	4.68	y	0	12	87	0	7	35	medic
1563936	bot-1810	bravo	E45rm1129	score	26.75	4.13	189	7.14	0.36	3.38	1	flee	squad-371	0	bot-1810	bot-1832	6.95	y	0	4	120	0	7	35	rifleman
1563936	bot-1816	bravo	H45rm4110	score	23.99	11.54	211	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1563936	bot-1820	bravo	H45rm4320	score	24.21	6.58	196	0.00	0.00		0		squad-371	2	bot-1810			-	2	1	3	0	30	120	technical
1563936	bot-1822	bravo	E45rm4010	score	23.45	6.74	189	0.00	0.00		0		squad-371	3	bot-1810			-	2	29	120	0	7	35	rifleman
1563936	bot-1831	bravo	E10m-3029	latches	-7.33	-7.13	334	5.07	0.35	2.51	1	flee	squad-2	0		bot-1775	4.91	y	0	14	101	0	7	35	medic
1563936	bot-1832	alpha	C10r-4410	state	25.67	-2.23	38	0.00	0.60	4.70	0	muzzleRecovery	squad-374	1	bot-1825	bot-1810	6.91	y	0	28	120	0	28	120	technical
1564052	bot-1725	alpha	C00r-3322	ammo	-13.39	-3.28	124	3.85	0.26	7.24	1	muzzleRecovery	squad-1	2	bot-1683	bot-1831	7.23	y	0	22	78	0	20	101	rifleman
1564052	bot-1767	alpha	E35m-12D0	latches	-6.69	12.97	185	5.76	0.29	3.57	2	grenade	squad-372	3	bot-1765	bot-1831	20.41	y	0	4	101	0	7	35	medic
1564052	bot-1807	alpha	S00m-33E0	state	5.11	-21.42	48	0.00	0.00	0.41	0	medic	squad-378	0	bot-1807			-	0	15	101	0	7	35	medic
1564052	bot-1807	alpha	P00m-33E0	state	5.11	-21.42	48	0.00	0.00	0.41	0	medic	squad-378	0	bot-1807			-	0	15	101	0	7	35	medic
1564052	bot-1832	alpha	C10r-4412	latches	25.54	-1.78	12	4.73	0.47	4.23	1	cover	squad-374	1	bot-1825	bot-1810	6.07	y	0	28	120	0	28	120	technical
1564196	bot-1683	alpha	C45rb4422	tick	-5.79	23.64	312	5.23	1.49	4.65	1	grenade	squad-1	0	bot-1683			-	0	30	97	0	30	97	technical
1564196	bot-1725	alpha	P00r-3320	state+latches	-13.39	-3.28	124	5.90	0.00	7.24	1	muzzleRecovery	squad-1	2	bot-1683	bot-1831	7.23	y	0	22	78	0	20	101	rifleman
1564196	bot-1751	alpha	C33m-23B2	tick	-3.90	24.13	308	3.21	1.76	4.25	1	grenade	squad-1	5	bot-1683			-	0	8	81	0	4	28	medic
1564196	bot-1779	alpha	A00r-3320	ammo	16.30	-5.74	266	0.00	0.00		0		squad-372	1	bot-1765	bot-1831	23.92	y	0	17	120	0	17	120	technical
1564196	bot-1787	alpha	C00r-R320	state	-16.73	-4.93	90	0.00	0.00		0		squad-1	4	bot-1683			-	0	0	3	0	30	120	technical
1564196	bot-1803	alpha	A00r-4410	ammo	8.21	-25.18	319	0.78	0.01		0		squad-372	2	bot-1765	bot-1831	23.82	y	0	29	120	0	29	120	technical
1564196	bot-1813	alpha	A00r-4320	state	4.10	-6.02	44	2.41	0.75	13.76	2	seek	squad-378	2	bot-1807			-	0	23	120	0	20	101	rifleman
1564196	bot-1816	bravo	H45rm4210	health	23.99	11.54	191	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1564196	bot-1822	bravo	H45rm4010	state	23.45	6.74	189	0.00	0.00		0		squad-371	3	bot-1810			-	2	29	120	0	7	35	rifleman
1564196	bot-1825	alpha	A00r-441G	state+latches	21.21	-2.91	222	0.00	0.28		0	muzzleRecovery	squad-374	0	bot-1825	bot-1831	28.82	y	0	24	120	0	20	101	rifleman
1564196	bot-1833	bravo	P00r-0410	initial	-9.75	23.75	0	0.00			0			-1				-	0			0			sniper
1564313	bot-1725	alpha	A00r-3320	state	-13.69	-3.25	137	0.00	0.29	7.00	0	muzzleRecovery	squad-1	2	bot-1683	bot-1831	7.35	y	0	22	78	0	20	101	rifleman
1564313	bot-1765	alpha	C00r-2320	state	-13.53	-8.18	104	0.00	0.49	6.73	0	muzzleRecovery	squad-372	0	bot-1765	bot-1831	6.09	y	0	10	120	0	20	101	rifleman
1564313	bot-1767	alpha	E35m-12D9	latches	-6.66	13.06	195	5.76	0.10	4.35	1	grenade	squad-372	3	bot-1765	bot-1831	20.86	y	0	4	101	0	7	35	medic
1564313	bot-1779	alpha	A00r-332G	latches	16.30	-5.74	266	0.00	0.00		0		squad-372	1	bot-1765	bot-1831	24.15	w	0	17	120	0	17	120	technical
1564313	bot-1787	alpha	C00r-R322	latches	-16.86	-4.97	111	1.47	0.14	3.39	2	cover	squad-1	4	bot-1683			-	0	0	3	0	30	120	technical
1564313	bot-1821	alpha	S00r-4420	tick	12.11	-20.74	83	1.33	0.54	11.73	3	seek	squad-378	5	bot-1807			-	0	1	29	0	20	101	sniper
1564313	bot-1825	alpha	S00r-4410	state+latches	21.21	-2.91	222	0.06	0.00		0		squad-374	0	bot-1825	bot-1831	29.10	w	0	24	120	0	20	101	rifleman
1564313	bot-1833	bravo	P00r-4410	ammo	-9.75	23.75	0	0.00	0.00		0		squad-375	0				-	0	1	30	0	20	101	sniper
1564455	bot-1765	alpha	C00r-2322	latches	-14.17	-8.19	85	6.45	0.65	6.14	3	cover	squad-372	0	bot-1765	bot-1831	5.86	y	0	10	120	0	20	101	rifleman
1564455	bot-1767	alpha	E35m-12D0	latches	-6.49	13.43	184	8.17	0.41	5.31	1	flee	squad-372	3	bot-1765	bot-1831	20.80	y	0	4	101	0	7	35	medic
1564455	bot-1775	alpha	P00m-33D0	state+latches	-12.27	-4.79	123	5.78	0.85	7.54	1	muzzleRecovery	squad-372	5	bot-1765	bot-1831	5.04	y	0	11	87	0	7	35	medic
1564455	bot-1779	alpha	S00r-3320	state+latches	16.30	-5.74	266	0.00	0.00		0		squad-372	1	bot-1765	bot-1831	24.15	w	0	17	120	0	17	120	technical
1564455	bot-1810	bravo	E00r-1129	tier+score+element	26.75	2.72	197	7.05	1.40	1.97	1	flee	squad-371	0	bot-1810	bot-1832	4.74	y	0	4	120	0	7	35	rifleman
1564455	bot-1811	alpha	P00r-4410	tick	9.51	-20.81	183	1.34	0.49	5.21	2	squad	squad-378	1	bot-1807			-	0	1	4	0	30	120	technical
1564455	bot-1816	bravo	H00r-4210	tier+score+element	23.99	11.54	191	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1564455	bot-1820	bravo	H32r-4320	tier+score+element	24.21	6.58	236	0.00	0.00		0		squad-371	2	bot-1810			-	2	1	3	0	30	120	technical
1564455	bot-1822	bravo	H32r-4010	tier+score+element	23.45	6.74	220	0.00	0.00		0		squad-371	3	bot-1810			-	2	29	120	0	7	35	rifleman
1564455	bot-1832	alpha	E10r-4410	state+latches	25.40	-1.32	15	4.72	0.48	3.75	1	cover	squad-374	1	bot-1825	bot-1810	4.96	y	0	27	120	0	27	120	technical
1564455	bot-1833	bravo	A00r-4410	state	-9.62	23.76	13	2.51	0.13		5	patrol	squad-375	0				-	0	20	101	0	20	101	sniper
1564574	bot-1683	alpha	C10r-4422	tier+score+element	-6.68	24.34	308	5.79	1.14	3.90	1	grenade	squad-1	0	bot-1683	bot-1833	3.26	y	0	30	97	0	30	97	technical
1564574	bot-1685	alpha	C00r-2320	state	0.18	25.44	291	5.21	1.76	3.67	1	grenade	squad-1	1	bot-1683	bot-1810	34.52	w	0	15	78	0	20	101	rifleman
1564574	bot-1751	alpha	C00m-23B2	tier+score	-4.34	24.43	304	3.61	0.53	4.12	1	grenade	squad-1	5	bot-1683	bot-1833	5.50	y	0	8	81	0	4	28	medic
1564574	bot-1767	alpha	E35m-12D9	latches	-6.63	13.18	197	5.76	0.29	4.47	1	grenade	squad-372	3	bot-1765	bot-1831	21.40	y	0	4	101	0	7	35	medic
1564574	bot-1801	alpha	S00r-4320	tick	6.65	-20.60	91	1.32	0.49	13.66	3	seek	squad-374	3	bot-1825			-	0	1	29	0	9	101	sniper
1564574	bot-1810	bravo	E32r-1129	tier+score	26.75	2.37	200	7.10	0.36	1.62	1	flee	squad-371	0	bot-1810	bot-1832	4.71	y	0	4	120	0	7	35	rifleman
1564574	bot-1813	alpha	F00r-4320	state	4.11	-6.01	69	0.00	0.02		0		squad-378	2	bot-1807	bot-1810	24.41	y	0	23	120	0	20	101	rifleman
1564574	bot-1813	alpha	F00r-3320	ammo	4.13	-5.99	70	0.59	0.02		0		squad-378	2	bot-1807	bot-1810	24.29	y	0	22	120	0	20	101	rifleman
1564574	bot-1816	bravo	H32r-4210	tier+score	23.99	11.54	188	0.00	0.00		0		squad-371	1	bot-1810			-	2	1	3	0	30	120	technical
1564574	bot-1823	alpha	S00r-4410	tick	7.49	-20.87	104	1.32	0.52	11.42	2	seek	squad-378	3	bot-1807			-	0	1	4	0	27	120	technical
1564574	bot-1832	alpha	E10r-4411	latches	24.91	-1.77	22	6.58	0.66	2.94	1	flee	squad-374	1	bot-1825	bot-1810	4.39	y	0	27	120	0	27	120	technical
1564683	bot-1685	alpha	C00r-2322	latches	-0.34	25.67	291	4.52	0.56	3.10	1	grenade	squad-1	1	bot-1683	bot-1833	9.70	y	0	15	78	0	20	101	rifleman
1564683	bot-1725	alpha	C00r-3320	state	-13.69	-3.24	130	1.74	0.01		0		squad-1	2	bot-1683	bot-1831	7.46	y	0	22	78	0	20	101	rifleman
1564683	bot-1751	alpha	A00m-23B0	state+latches	-4.34	24.43	304	3.61	0.00	4.12	1	grenade	squad-1	5	bot-1683	bot-1833	5.50	y	0	8	81	0	4	28	medic
1564683	bot-1767	alpha	E35m-12D0	latches	-6.76	12.93	208	5.77	0.29	4.18	1	grenade	squad-372	3	bot-1765	bot-1831	21.37	y	0	4	101	0	7	35	medic
1564683	bot-1769	alpha	S00r-4320	tick	18.47	-7.29	142	1.37	0.52	6.94	1	seek	squad-372	4	bot-1765			-	0	1	22	0	20	101	sniper
1564683	bot-1791	alpha	S00m-4310	tick	11.50	-21.99	78	1.32	0.53	8.43	3	seek	squad-374	2	bot-1825			-	0	20	81	0	3	23	medic
1564683	bot-1813	alpha	A00r-3320	state	4.13	-5.99	70	0.59	0.00		0		squad-378	2	bot-1807	bot-1810	24.29	y	0	22	120	0	20	101	rifleman
1564683	bot-1830	alpha	C00r-R410	state+latches	19.25	0.75	290	0.00	0.31		0		squad-374	5	bot-1825	bot-1831	28.82	y	0	0	30	0	7	35	sniper
1564683	bot-1833	bravo	E00r-4410	state	-9.61	23.76	39	0.43	0.01		0		squad-375	0		bot-1683	3.06	y	0	20	101	0	20	101	sniper
1564778	bot-1725	alpha	C00r-3322	latches	-14.15	-3.41	134	4.95	0.49	6.07	2	cover	squad-1	2	bot-1683	bot-1831	7.58	y	0	21	78	0	20	101	rifleman
1564778	bot-1775	alpha	C00m-33D0	state	-11.40	-4.76	88	0.00	0.88	8.41	0	muzzleRecovery	squad-372	5	bot-1765	bot-1831	4.64	y	0	11	87	0	7	35	medic
1564778	bot-1779	alpha	S00r-0320	ammo	16.05	-5.75	271	1.07	0.25	21.80	3	seek	squad-372	1	bot-1765	bot-1831	24.98	w	0	0	3	0	17	120	technical
1564778	bot-1803	alpha	A00r-0410	ammo	8.21	-25.18	315	0.00	0.00		0		squad-372	2	bot-1765	bot-1831	23.91	y	0	0	3	0	29	120	technical
1564778	bot-1813	alpha	F00r-3320	state	4.13	-5.99	71	0.00	0.00		0		squad-378	2	bot-1807	bot-1810	24.15	y	0	22	120	0	20	101	rifleman
1564778	bot-1830	alpha	G00r-R412	state+latches	19.25	0.75	280	0.00	0.00		0		squad-374	5	bot-1825	bot-1831	29.13	y	0	0	30	0	7	35	sniper
1564778	bot-1833	bravo	E00r-4411	latches	-10.22	23.53	64	6.41	0.65	2.18	1	flee	squad-375	0		bot-1683	3.01	y	0	20	101	0	20	101	sniper
1564873	bot-1747	alpha	G00r-4402	tick	-10.25	-15.75	62	0.00	0.00		0		squad-1	3	bot-1683	bot-1831	7.37	w	0	26	120	0	26	120	technical
1564873	bot-1767	alpha	E35m-12D9	latches	-6.69	13.02	202	5.76	0.12	4.08	1	grenade	squad-372	3	bot-1765	bot-1831	21.93	y	0	4	101	0	7	35	medic
1564873	bot-1775	alpha	C00m-33D2	latches	-11.92	-4.77	113	4.99	0.52	8.57	2	cover	squad-372	5	bot-1765	bot-1831	4.67	y	0	11	87	0	7	35	medic
1564873	bot-1813	alpha	P00r-3320	state	4.14	-5.98	71	1.34	0.02		1	muzzleRecovery	squad-378	2	bot-1807	bot-1810	24.02	y	0	21	120	0	20	101	rifleman
1564873	bot-1815	alpha	S00m-3330	tick	-18.71	-25.75	59	2.43	1.15	26.05	5	seek	squad-378	4	bot-1807			-	0	5	35	0	5	35	medic
1564873	bot-1827	alpha	S00m-4420	tick	19.25	-3.46	272	2.44	0.74	23.51	3	seek	squad-374	4	bot-1825	bot-1831	28.80	w	0	16	101	0	7	35	medic
1564873	bot-1830	alpha	G00r-4412	ammo	19.25	0.75	266	0.00	0.00		0		squad-374	5	bot-1825	bot-1831	29.71	y	0	1	29	0	7	35	sniper
1564958	bot-1725	alpha	C46rb3322	tier+score+element	-14.67	-3.70	135	6.20	0.59	5.48	2	cover	squad-1	2	bot-1683	bot-1831	7.66	y	0	20	78	0	20	101	rifleman
1564958	bot-1747	alpha	G21r-4402	tier+score	-10.25	-15.75	69	0.00	0.00		0		squad-1	3	bot-1683	bot-1831	7.13	w	0	26	120	0	26	120	technical
1564958	bot-1765	alpha	C21r-2322	tier+score	-15.78	-8.21	95	6.45	1.61	4.72	3	cover	squad-372	0	bot-1765	bot-1831	6.26	y	0	10	120	0	20	101	rifleman
1564958	bot-1767	alpha	E35m-12D0	latches	-6.52	13.39	190	8.15	0.41	5.36	1	flee	squad-372	3	bot-1765	bot-1831	21.89	y	0	4	101	0	7	35	medic
1564958	bot-1775	alpha	E44mb32D0	state+tier+score+element+health+latches	-11.92	-4.77	113	4.99	0.00		0		squad-372	5	bot-1765	bot-1831	4.67	y	0	11	87	0	7	35	medic
1564958	bot-1787	alpha	C33r-R322	tier+score	-17.26	-5.17	173	1.48	0.45	2.95	2	cover	squad-1	4	bot-1683			-	0	0	3	0	30	120	technical
1564958	bot-1831	bravo	E10m-3029	tick	-9.21	-8.72	325	0.00	2.46		0		squad-2	0	bot-1831	bot-1775	5.18	y	0	13	101	0	7	35	medic
1565046	bot-1683	alpha	C00r-4422	tier	-7.92	25.09	300	5.78	1.44	3.29	1	grenade	squad-1	0	bot-1683	bot-1833	3.63	y	0	30	97	0	30	97	technical
1565046	bot-1767	alpha	E35m-12D9	latches	-6.65	13.14	202	5.76	0.29	4.42	1	grenade	squad-372	3	bot-1765	bot-1831	22.27	y	0	4	101	0	7	35	medic
1565046	bot-1775	alpha	E44mb32D9	latches	-12.44	-4.23	139	7.62	0.75	6.22	1	flee	squad-372	5	bot-1765	bot-1831	5.19	y	0	11	87	0	7	35	medic
1565046	bot-1810	bravo	E10r-1129	tier+score	26.81	0.86	218	1.39	1.51		0		squad-371	0	bot-1810	bot-1832	4.60	y	0	4	120	0	7	35	rifleman
1565046	bot-1813	alpha	A00r-3320	state	4.03	-5.90	51	0.00	0.14		0	muzzleRecovery	squad-378	2	bot-1807	bot-1810	23.78	y	0	21	120	0	20	101	rifleman
1565046	bot-1831	bravo	E10m-3020	latches	-8.86	-8.74	324	7.20	0.36	5.01	2	flee	squad-2	0	bot-1831	bot-1775	5.56	y	0	12	101	0	7	35	medic
1565046	bot-1832	alpha	E00r-4411	tier	23.71	-2.91	39	6.83	1.66	1.28	1	muzzleRecovery	squad-374	1	bot-1825	bot-1810	4.62	y	0	26	120	0	26	120	technical
1565149	bot-1683	alpha	E00r-4420	state+latches	-7.92	25.09	300	5.78	0.00	3.29	1	grenade	squad-1	0	bot-1683	bot-1833	3.63	y	0	30	97	0	30	97	technical
1565149	bot-1725	alpha	A47rb3320	state+score+latches	-14.95	-3.86	133	6.46	0.32	5.16	2	cover	squad-1	2	bot-1683	bot-1831	7.73	y	0	20	78	0	20	101	rifleman
1565149	bot-1747	alpha	G32r-4402	tier+score	-10.25	-15.75	68	0.00	0.00		0		squad-1	3	bot-1683	bot-1831	7.17	w	0	26	120	0	26	120	technical
1565149	bot-1765	alpha	C32r-2322	tier+score	-16.39	-8.22	94	4.34	0.61	4.21	3	cover	squad-372	0	bot-1765	bot-1831	7.26	y	0	9	120	0	20	101	rifleman
1565149	bot-1767	alpha	E35m-12D0	latches	-6.48	13.51	190	8.20	0.41	5.24	1	flee	squad-372	3	bot-1765	bot-1831	21.99	y	0	4	101	0	7	35	medic
