t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate
118495	bot-27	bravo	S48rm4410	score	3.50	-1.57	5	2.46	0.34	7.66	6	seek	squad-7	0		bot-37	18.72	w
118495	bot-31	bravo	S48rm4414	score	6.62	-0.47	20	0.00	0.00		0		squad-7	1		bot-30	16.23	w
118495	bot-33	bravo	H48mm3320	score	3.37	-2.30	121	0.00	0.50	0.38	1	grenade	squad-7	5		bot-37	19.49	w
118495	bot-43	bravo	E38r-3120	score	3.97	15.89	21	5.84	0.29	5.29	3	flee	squad-7	2		bot-30	11.88	w
118495	bot-45	alpha	S00r-4310	tick	-22.99	24.41	124	2.18	1.04	31.42	13	seek	squad-8	0	bot-45			-
118495	bot-47	alpha	S00r-4410	tick	-21.39	22.43	135	2.48	1.14	26.12	13	seek	squad-8	1	bot-45			-
118495	bot-49	bravo	S00r-4410	tick	-15.38	-5.59	205	4.86	0.02	34.04	9	seek	squad-7	3		bot-30	36.22	w
118495	bot-51	alpha	S00r-4410	tick	-20.19	24.07	138	2.89	1.14	30.36	6	seek	squad-8	3	bot-45	bot-31	36.46	w
118637	bot-43	bravo	E38r-3129	latches	3.93	15.60	21	5.82	0.29	5.36	3	flee	squad-7	2		bot-30	11.85	w
118637	bot-47	alpha	P00r-4410	state	-21.39	22.43	135	2.48	0.00	26.12	13	seek	squad-8	1	bot-45			-
118637	bot-50	alpha	S00r-2410	tick	-31.36	17.30	95	2.53	1.18	35.62	18	seek	squad-8	2	bot-45	bot-43	35.46	w
118780	bot-27	bravo	C48rm4410	state	3.50	-1.48	352	1.73	0.09	7.57	5	seek	squad-7	0		bot-37	18.68	w
118780	bot-31	bravo	S48rm4410	latches	6.68	-0.44	20	1.32	0.07	11.14	2	seek	squad-7	1		bot-30	16.24	w
118780	bot-48	alpha	P00m-4430	packs	-18.41	23.40	134	0.48	0.66	6.07	1	squad	squad-8	5	bot-45	bot-27	33.21	w
118780	bot-52	alpha	S00r-4410	tick	-18.98	24.79	117	2.42	0.98	23.26	14	seek	squad-8	4	bot-45	bot-27	34.77	w
118780	bot-54	bravo	P00r-4410	tick	24.00	33.86	114	2.20	0.96		2	patrol	squad-15	0	bot-54	bot-30	22.36	w
118951	bot-27	bravo	S48rm4410	state	3.50	-1.48	339	0.57	0.00		0		squad-7	0		bot-37	18.58	w
118951	bot-30	alpha	P00m-3100	tick	15.31	13.13	203	2.36	0.23	6.05	1	packseek	squad-6	1	bot-37	bot-27	18.97	w
118951	bot-45	alpha	P00r-4310	state	-22.82	24.24	109	2.33	0.23	31.21	13	seek	squad-8	0	bot-45			-
119110	bot-22	alpha	D00m--000	tick	9.50	9.09	237	0.00	0.00	31.38	0		squad-6	-1	bot-37	bot-40	30.65	w
119110	bot-27	bravo	S47rm4410	score	3.47	-1.35	314	1.44	0.13	7.32	6	seek	squad-7	0		bot-37	18.53	w
119110	bot-31	bravo	S47rm4410	score	6.85	-0.37	44	2.40	0.19	10.95	2	seek	squad-7	1		bot-30	15.95	w
119110	bot-33	bravo	H47mm3320	score	3.34	-2.31	70	0.00	0.03	0.41	1	grenade	squad-7	5		bot-37	19.46	w
119110	bot-43	bravo	E37r-3129	score	3.82	14.77	47	5.06	0.83	5.63	3	flee	squad-7	2		bot-30	11.56	y
119110	bot-53	bravo	P00r-4410	tick	-20.09	16.08	0	2.45	0.15	2.75	11	patrol	squad-7	4		bot-30	35.55	w
119217	bot-27	bravo	S46rm4410	score	3.47	-1.27	314	1.60	0.08	7.24	6	seek	squad-7	0		bot-37	18.45	w
119217	bot-31	bravo	S46rm4410	score	6.96	-0.33	57	2.40	0.12	10.83	2	seek	squad-7	1		bot-30	15.75	w
119217	bot-33	bravo	H46mm3320	score	3.34	-2.31	57	0.00	0.00	0.41	1	grenade	squad-7	5		bot-37	19.46	w
119217	bot-43	bravo	E36r-3129	score	3.79	14.52	60	5.06	0.25	5.73	3	flee	squad-7	2		bot-30	11.45	y
119319	bot-30	alpha	A00m-3100	state	15.10	13.04	228	2.40	0.22	5.82	1	packseek	squad-6	1	bot-37	bot-27	18.68	w
119450	bot-27	bravo	S45rm4410	score	3.46	-1.11	314	1.62	0.16	7.09	6	seek	squad-7	0		bot-37	18.28	w
119450	bot-31	bravo	S45rm4410	score	7.18	-0.23	59	2.40	0.24	10.60	2	seek	squad-7	1		bot-30	15.56	w
119450	bot-33	bravo	H45mm3320	score	3.34	-2.31	31	0.00	0.00	0.41	1	grenade	squad-7	5		bot-37	19.46	w
119450	bot-37	alpha	A00r-4310	tick	9.29	15.96	40	0.00	0.00		0		squad-6	0	bot-37	bot-54	23.42	y
119450	bot-43	bravo	E35r-3129	score	4.29	14.49	86	5.06	0.51	5.26	2	flee	squad-7	2		bot-30	11.22	y
119582	bot-27	bravo	C45rm4410	state	3.46	-1.11	314	1.62	0.00	7.09	6	seek	squad-7	0		bot-37	18.28	w
119582	bot-49	bravo	S00r-4410	tick	-15.34	-4.19	308	2.43	1.40	32.83	9	seek	squad-7	3		bot-30	35.05	w
119582	bot-51	alpha	S00r-4410	tick	-19.75	23.20	124	2.42	0.97	29.51	6	seek	squad-8	3	bot-45	bot-31	35.87	w
119694	bot-27	bravo	C45rm4412	latches	3.46	-1.12	288	0.07	0.01		0		squad-7	0		bot-37	18.21	w
119694	bot-31	bravo	C45rm4410	state	7.30	-0.19	59	2.40	0.12	10.48	2	seek	squad-7	1		bot-30	15.46	w
119694	bot-33	bravo	S45mm3320	state	3.34	-2.31	18	0.00	0.00	0.41	1	grenade	squad-7	5		bot-37	19.46	w
119694	bot-37	alpha	F00r-4310	state	9.29	15.96	40	0.00	0.00		0		squad-6	0	bot-37	bot-54	23.48	y
119694	bot-43	bravo	P35r-3120	state+latches	4.54	14.48	98	5.06	0.25		0		squad-7	2			10.98	y
119694	bot-30	alpha	D00m--000	state+ammo+health	15.10	13.04	270	0.00	0.01		0		squad-6	1	bot-37	bot-43	10.73	y
119694	bot-47	alpha	P00r-4410	tick	-21.12	23.20	32	2.25	0.81	2.03	1	squad	squad-8	1	bot-45	bot-27	34.63	w
119694	bot-49	bravo	P00r-4410	state	-15.34	-4.19	308	2.43	0.00		0		squad-7	3			35.05	w
119694	bot-50	alpha	S00r-2410	tick	-30.55	17.84	92	2.50	0.97	34.84	17	seek	squad-8	2	bot-45	bot-43	35.58	w
119694	bot-54	bravo	S00r-4310	state+health	24.55	33.89	89	1.70	0.56		0		squad-15	0	bot-54		22.85	w
119833	bot-31	bravo	C45rb4412	element+latches	7.07	-0.21	46	0.00	0.23		0		squad-7	1				-
119833	bot-37	alpha	F32r-4310	tier+score	9.29	15.96	40	0.00	0.00		0		squad-6	0	bot-37	bot-54	23.42	y
119833	bot-43	bravo	E35r-3120	state	4.80	14.47	98	5.06	0.25		0		squad-7	2			10.73	y
119833	bot-48	alpha	S00m-4430	state	-18.09	23.85	57	2.30	0.55	4.94	2	squad	squad-8	5	bot-45	bot-27	33.04	w
119833	bot-52	alpha	S00r-4410	tick	-18.84	23.89	168	2.50	0.92	22.73	14	seek	squad-8	4	bot-45	bot-27	33.66	w
119833	bot-54	bravo	E00r-4210	state+health	24.44	33.82	102	2.57	0.13		0		squad-15	0	bot-54			-
119971	bot-31	bravo	S45rb4414	state+latches	7.07	-0.21	46	0.00	0.00		0		squad-7	1				-
119971	bot-43	bravo	E35r-3129	latches	5.30	14.42	98	5.06	0.51	1.96	1	flee	squad-7	2		bot-37	4.55	w
119971	bot-45	alpha	P00r-4310	tick	-22.16	23.36	175	2.64	1.11	56.28	12	patrolReentry	squad-8	0	bot-45	bot-27	35.65	w
119971	bot-54	bravo	E00r-4119	health+latches	24.75	33.70	102	3.52	0.33	4.97	2	flee	squad-15	0	bot-54	bot-37	23.48	f
120125	bot-22	alpha	D00m--000	tick	9.50	9.09	237	0.00	0.00	31.38	0		squad-6	-1	bot-37	bot-40	30.65	w
120125	bot-27	bravo	S33r-4410	state+tier+score+element+latches	3.46	-1.12	276	0.01	0.00		0		squad-7	0		bot-37	18.21	w
120125	bot-31	bravo	S33r-4414	tier+score+element	7.07	-0.21	25	0.00	0.00		0		squad-7	1		bot-37	16.33	w
120125	bot-33	bravo	S33m-3320	tier+score+element	3.34	-2.31	352	0.00	0.00		0		squad-7	5		bot-37	19.45	w
120125	bot-43	bravo	E33r-3129	score	5.55	14.40	98	5.06	0.25	1.70	1	flee	squad-7	2		bot-37	4.32	w
120125	bot-49	bravo	S00r-4410	state	-15.06	-3.96	347	2.42	0.36		9	patrol	squad-7	3		bot-37	31.58	w
120125	bot-53	bravo	P00r-4410	tick	-19.14	15.86	103	2.38	0.96		11	patrol	squad-7	4		bot-37	28.55	w
120125	bot-54	bravo	E10r-4119	tier	24.92	33.63	102	3.55	0.18	4.79	2	flee	squad-15	0	bot-54	bot-37	23.53	f
120232	bot-37	alpha	A32r-4310	state	9.29	15.96	41	0.00	0.00		0		squad-6	0	bot-37	bot-54	23.53	y
120373	bot-37	alpha	F32r-4310	state	9.29	15.96	41	0.00	0.00		0		squad-6	0	bot-37	bot-54	23.59	y
120373	bot-54	bravo	E10r-4019	health	25.23	33.51	102	3.07	0.33	4.47	2	flee	squad-15	0	bot-54	bot-37	23.66	f
120485	bot-27	bravo	C33r-4410	state	3.43	-0.92	313	1.44	0.20	14.68	5	seek	squad-7	1	bot-49	bot-37	18.10	w
120485	bot-31	bravo	P33r-4410	state+latches	7.07	-0.21	5	0.00	0.00		0		squad-7	2	bot-49	bot-37	16.34	w
120614	bot-27	bravo	C33r-4412	latches	3.43	-0.92	288	0.00	0.00		0		squad-7	1	bot-49	bot-37	18.01	w
120614	bot-31	bravo	C33r-4410	state	7.07	-0.21	354	0.00	0.00		0		squad-7	2	bot-49		16.34	w
120614	bot-51	alpha	S00r-4410	tick	-19.44	22.34	136	2.46	0.92	28.77	6	seek	squad-8	3	bot-45	bot-31	34.91	w
120614	bot-55	alpha	P00m-0420	initial	-24.25	-7.75	0	0.00			0			-1				-
120614	bot-56	bravo	P00m-0420	initial	22.75	28.25	0	0.00			0			-1				-
120718	bot-31	bravo	C33r-4412	latches	7.07	-0.21	354	0.00	0.00		0		squad-7	2	bot-49	bot-37	16.35	w
120718	bot-37	alpha	P32r-4310	state	9.29	15.96	43	1.27	0.00		1	muzzleRecovery	squad-6	0	bot-37	bot-54	23.77	y
120718	bot-47	alpha	P00r-4410	tick	-20.83	23.52	42	0.00	0.44		0		squad-8	1	bot-45	bot-27	34.53	w
120718	bot-50	alpha	S00r-2410	tick	-29.61	18.05	88	2.54	0.96	33.91	16	seek	squad-8	2	bot-45	bot-43	36.74	w
120718	bot-55	alpha	P00m-4420	ammo	-24.25	-7.75	0	0.00	0.00		0		squad-16	0	bot-55			-
120718	bot-56	bravo	M34m-4420	state+tier+score+ammo	22.75	28.25	0	0.00	0.00		0		squad-15	1	bot-54			-
120860	bot-48	alpha	S00m-4430	tick	-17.71	23.04	121	2.17	0.90	23.46	16	seek	squad-8	5	bot-45	bot-27	32.14	w
120860	bot-52	alpha	S00r-4410	tick	-18.62	22.99	113	2.40	0.92	22.17	14	seek	squad-8	4	bot-45	bot-27	32.72	w
120860	bot-54	bravo	E34r-4019	tier+score	25.94	33.21	102	3.84	0.77	3.74	2	flee	squad-15	0	bot-54	bot-37	24.03	f
120978	bot-45	alpha	P00r-4310	tick	-21.72	22.44	158	2.47	1.02	56.03	12	patrolReentry	squad-8	0	bot-45	bot-27	34.54	w
121100	bot-43	bravo	E33r-3120	latches	7.24	14.30	52	4.03	1.69	6.14	4	flee	squad-7	3	bot-49	bot-37	2.70	y
121100	bot-48	alpha	A00m-4430	state	-17.70	22.93	108	2.22	0.11	23.43	16	seek	squad-8	5	bot-45	bot-27	32.06	w
121222	bot-22	alpha	D00m--000	tick	9.50	9.09	237	0.00	0.00	31.38	0		squad-6	-1	bot-37	bot-40	30.65	w
121222	bot-33	bravo	S33m-3320	tick	3.31	-2.32	347	0.06	0.03		0		squad-7	5	bot-49	bot-37	19.31	w
121222	bot-37	alpha	A32r-4310	state	9.05	15.86	1	0.00	0.26		0	muzzleRecovery	squad-6	0	bot-37	bot-54	24.24	y
121222	bot-43	bravo	E33r-3129	latches	7.46	14.31	49	4.32	0.22	5.97	4	flee	squad-7	3	bot-49	bot-37	2.52	y
121222	bot-49	bravo	S00r-4410	tick	-14.04	-3.13	61	2.45	1.32	33.56	6	seek	squad-7	0	bot-49	bot-37	30.03	w
121222	bot-53	bravo	P00r-4410	tick	-18.89	14.89	153	2.38	1.01	23.51	6	squad	squad-7	4	bot-49	bot-37	27.98	w
121405	bot-27	bravo	C32r-4412	score	3.40	-0.98	303	0.01	0.07		0		squad-7	1	bot-49	bot-37	17.93	w
121405	bot-31	bravo	C32r-4412	score	7.07	-0.21	354	0.00	0.00		0		squad-7	2	bot-49	bot-37	16.20	w
121405	bot-33	bravo	S32m-3320	score	3.31	-2.32	334	0.01	0.00		0		squad-7	5	bot-49	bot-37	19.31	w
121405	bot-43	bravo	E32r-3129	score	7.65	14.31	46	3.85	0.20	5.82	4	flee	squad-7	3	bot-49	bot-37	2.39	y
121554	bot-49	bravo	A00r-4410	state	-13.93	-3.05	61	2.75	0.14	33.42	6	seek	squad-7	0	bot-49	bot-37	29.91	w
121707	bot-51	alpha	S00r-4410	tick	-19.24	21.41	141	2.41	0.95	28.12	6	seek	squad-8	3	bot-45	bot-31	34.15	w
121838	bot-47	alpha	P00r-4410	tick	-20.70	23.57	55	0.00	0.14		0		squad-8	1	bot-45	bot-27	34.48	w
121838	bot-50	alpha	S00r-2410	tick	-28.60	18.12	93	2.33	1.02	32.90	16	seek	squad-8	2	bot-45	bot-43	36.81	w
121838	bot-55	alpha	P00m-4420	tick	-23.91	-8.73	116	2.18	1.03		12	patrol	squad-16	0	bot-55	bot-27	28.59	w
121838	bot-56	bravo	M34m-4420	tick	24.10	30.65	24	5.70	2.75	3.51	3	medic	squad-15	1	bot-54	bot-37	20.84	f
121956	bot-43	bravo	E32r-3120	latches	7.66	14.23	12	4.19	0.08	3.44	1	grenade	squad-7	3	bot-49	bot-37	2.20	y
121956	bot-52	alpha	S00r-4410	tick	-18.38	22.10	156	2.38	0.92	21.61	13	seek	squad-8	4	bot-45	bot-27	31.92	w
121956	bot-54	bravo	E34r-4019	tick	27.18	32.58	102	3.92	1.39	2.41	1	flee	squad-15	0	bot-54	bot-37	24.67	f
122091	bot-45	alpha	P00r-4310	tick	-21.00	21.76	101	2.43	0.99	55.46	12	patrolReentry	squad-8	0	bot-45	bot-27	33.54	w
122173	bot-48	alpha	A00m-4430	tick	-17.72	22.94	172	0.00	0.02		0		squad-8	5	bot-45	bot-49	26.26	y
122173	bot-53	bravo	S00r-4410	state	-18.77	14.21	160	2.33	0.68	22.47	6	squad	squad-7	4	bot-49	bot-37	28.32	w
122291	bot-22	alpha	D00m--000	tick	9.50	9.09	237	0.00	0.00	31.38	0		squad-6	-1	bot-37	bot-40	30.65	w
122291	bot-37	alpha	A32r-4310	tick	9.57	15.19	105	2.19	0.85	1.62	1	grenade	squad-6	0	bot-37	bot-56	21.82	y
122291	bot-43	bravo	E32r-312G	latches	7.03	14.16	333	4.21	0.63	3.80	1	grenade	squad-7	3	bot-49	bot-37	2.60	f
122440	bot-27	bravo	C32r-4412	tick	3.40	-0.98	303	0.00	0.00		0		squad-7	1	bot-49	bot-37	17.51	w
122440	bot-31	bravo	C32r-4412	tick	7.07	-0.21	354	0.00	0.00		0		squad-7	2	bot-49	bot-37	15.61	w
122440	bot-33	bravo	S32m-3320	tick	3.30	-2.21	276	2.18	0.11	9.43	5	seek	squad-7	5	bot-49	bot-37	18.90	w
122440	bot-43	bravo	E32r-3120	latches	6.82	14.14	320	4.19	0.21	3.59	1	grenade	squad-7	3	bot-49	bot-37	2.61	f
122639	bot-49	bravo	A00r-4410	tick	-13.93	-3.05	352	0.00	0.00		0		squad-7	0	bot-49	bot-48	26.26	y
122639	bot-54	bravo	E34r-4010	latches	28.01	32.27	76	4.68	0.88	4.49	1	grenade	squad-15	0	bot-54	bot-37	25.26	w
122841	bot-37	alpha	A32r-431G	latches	9.16	14.89	143	3.36	0.50	1.12	1	grenade	squad-6	0	bot-37	bot-56	22.76	f
122841	bot-47	alpha	P00r-4410	tick	-20.44	23.54	80	2.50	0.26	1.36	1	squad	squad-8	1	bot-45	bot-27	34.39	w
122841	bot-50	alpha	S00r-2410	tick	-27.81	18.15	89	2.19	0.79	32.12	16	seek	squad-8	2	bot-45	bot-43	34.99	w
122841	bot-51	alpha	S00r-4410	tick	-18.99	20.50	133	2.40	0.95	27.43	6	seek	squad-8	3	bot-45	bot-31	33.38	w
122841	bot-54	bravo	E32r-4010	score	28.19	32.38	63	4.23	0.21	4.70	1	grenade	squad-15	0	bot-54	bot-37	25.64	w
122841	bot-55	alpha	P00m-4420	tick	-23.64	-9.52	153	2.40	0.84		12	patrol	squad-16	0	bot-55	bot-27	28.55	w
122841	bot-56	bravo	M32m-4420	score	24.71	31.92	29	3.34	1.42	3.22	1	grenade	squad-15	1	bot-54	bot-37	22.93	f
123030	bot-37	alpha	S32r-4310	state+latches	9.16	14.89	143	3.36	0.00	1.12	1	grenade	squad-6	0	bot-37	bot-56	22.76	f
123030	bot-43	bravo	E32r-3129	latches	7.09	14.21	307	5.16	0.28	6.81	5	flee	squad-7	3	bot-49	bot-37	2.65	f
123030	bot-52	alpha	S00r-4410	tick	-18.01	21.38	110	2.25	0.81	21.01	13	seek	squad-8	4	bot-45	bot-27	31.15	w
123030	bot-54	bravo	E00r-4010	tier+score	28.41	32.49	60	4.62	0.24	4.46	1	grenade	squad-15	0	bot-54	bot-37	25.60	w
123030	bot-56	bravo	M00m-4420	tier+score	24.79	32.08	29	3.42	0.17	3.05	1	grenade	squad-15	1	bot-54	bot-37	22.85	f
123153	bot-45	alpha	P00r-4310	tick	-20.35	21.22	134	2.41	0.85	54.93	12	patrolReentry	squad-8	0	bot-45	bot-27	32.70	w
123153	bot-48	alpha	F00m-4430	state	-17.72	22.94	172	0.00	0.00		0		squad-8	5	bot-45	bot-49	26.26	y
123153	bot-49	bravo	A00r-4310	health	-13.93	-3.05	352	0.00	0.00		0		squad-7	0	bot-49	bot-48	26.26	y
123276	bot-27	bravo	C33r-4412	score	3.40	-0.98	303	0.00	0.00		0		squad-7	1	bot-49	bot-37	17.58	w
123276	bot-33	bravo	S33m-3320	score	3.22	-1.72	341	1.95	0.49	9.00	5	seek	squad-7	5	bot-49	bot-37	18.50	w
123276	bot-37	alpha	A32r-4310	state	9.47	15.26	117	4.80	0.49	22.48	3	seek	squad-6	0	bot-37	bot-56	23.01	f
123276	bot-48	alpha	A00m-4430	state	-17.72	22.94	172	0.00	0.00		0		squad-8	5	bot-45	bot-49	26.26	y
123276	bot-49	bravo	F00r-4310	state	-13.93	-3.05	352	0.00	0.00		0		squad-7	0	bot-49	bot-48	26.26	y
123276	bot-50	alpha	S21r-2410	tier+score	-27.49	18.16	89	2.19	0.33	31.79	16	seek	squad-8	2	bot-45	bot-43	35.38	w
123276	bot-51	alpha	S21r-4410	tier+score	-18.86	20.18	159	2.18	0.34	27.16	6	seek	squad-8	3	bot-45	bot-31	33.09	w
123276	bot-52	alpha	P21r-4410	state+tier+score	-17.94	21.30	110	2.22	0.11	20.92	13	seek	squad-8	4	bot-45	bot-27	31.04	w
123276	bot-53	bravo	S00r-4410	tick	-18.21	15.01	57	2.55	0.98	7.75	4	seek	squad-7	4	bot-49	bot-37	27.82	w
123404	bot-22	alpha	D00m--000	tick	9.50	9.09	237	0.00	0.00	31.38	0		squad-6	-1	bot-37	bot-40	30.65	w
123404	bot-45	alpha	P21r-4310	tier+score	-20.26	21.14	138	2.40	0.12	54.86	12	patrolReentry	squad-8	0	bot-45	bot-27	32.58	w
123404	bot-47	alpha	P21r-4410	tier+score	-20.03	23.44	94	2.51	0.42	0.94	1	squad	squad-8	1	bot-45	bot-27	34.02	w
123404	bot-48	alpha	E21m-4230	state+tier+score+health	-17.72	22.94	172	0.00	0.00		0		squad-8	5	bot-45	bot-49	26.26	y
123404	bot-49	bravo	E00r-4210	state+health	-13.93	-3.05	352	0.00	0.00		0		squad-7	0	bot-49	bot-48	26.26	y
