t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate	nav_region	mag	reserve
23392	bot-1	alpha	P00r-4410	initial	-8.29	-28.75	356	2.40		25.36	4	patrol		-1				-	0	7	35
28394	bot-1	alpha	P00r-4410	tick	-8.53	-28.75	330	2.40	0.24		0			-1				-	0	7	35
28394	bot-2	bravo	P00r-4410	initial	22.59	31.57	334	2.40		85.56	10	patrol		-1				-	0	7	35
30095	bot-1	alpha	P00r-4410	tick	-7.31	-28.75	92	2.40	1.22	40.81	6	patrol		-1				-	0	7	35
30095	bot-2	bravo	P00r-4410	tick	21.79	30.65	203	2.40	1.22	84.33	10	patrol		-1				-	0	7	35
31108	bot-1	alpha	P00r-4410	tick	-4.88	-28.75	63	2.40	2.43	38.39	6	patrol		-1				-	0	7	35
31108	bot-2	bravo	P00r-4410	tick	20.19	28.82	220	2.40	2.43	81.90	10	patrol		-1				-	0	7	35
32127	bot-1	alpha	P00r-4410	tick	-2.43	-28.75	95	2.40	2.44	35.96	6	patrol		-1				-	0	7	35
32127	bot-2	bravo	P00r-4410	tick	18.58	26.98	247	2.40	2.44	79.46	10	patrol		-1				-	0	7	35
33128	bot-1	alpha	P00r-4410	tick	-0.03	-28.75	110	2.40	2.40	33.58	5	patrol		-1				-	0	7	35
33128	bot-2	bravo	P00r-4410	tick	16.99	25.17	215	2.40	2.40	77.06	10	patrol		-1				-	0	7	35
34141	bot-1	alpha	P00r-4410	tick	2.40	-28.75	78	2.40	2.43	31.17	5	patrol		-1				-	0	7	35
34141	bot-2	bravo	P00r-4410	tick	15.70	23.17	179	2.40	2.39	74.69	9	patrol		-1				-	0	7	35
35141	bot-1	alpha	P00r-4410	tick	4.81	-28.75	76	2.40	2.40	28.80	5	patrol		-1				-	0	7	35
35141	bot-2	bravo	P00r-4410	tick	14.94	20.89	211	2.40	2.40	72.48	9	patrol		-1				-	0	7	35
36142	bot-1	alpha	P00r-4410	tick	7.21	-28.75	108	2.40	2.40	26.43	4	patrol		-1				-	0	7	35
36142	bot-2	bravo	P00r-4410	tick	14.19	18.61	211	2.40	2.40	70.28	9	patrol		-1				-	0	7	35
37142	bot-1	alpha	P00r-4410	tick	9.61	-28.75	97	2.40	2.40	24.07	4	patrol		-1				-	0	7	35
37142	bot-2	bravo	P00r-4410	tick	13.44	16.33	179	2.40	2.40	68.10	9	patrol		-1				-	0	7	35
38145	bot-1	alpha	P00r-4410	tick	12.01	-28.75	65	2.40	2.41	21.71	4	patrol		-1				-	0	7	35
38145	bot-2	bravo	P00r-4410	tick	11.86	14.54	218	2.40	2.38	65.72	8	patrol		-1				-	0	7	35
39158	bot-1	alpha	P00r-4410	tick	14.44	-28.75	90	2.40	2.43	19.34	4	patrol		-1				-	0	7	35
39158	bot-2	bravo	P00r-4410	tick	10.17	12.80	250	2.40	2.43	63.29	8	patrol		-1				-	0	7	35
40174	bot-1	alpha	P00r-4410	tick	16.88	-28.75	115	2.40	2.44	16.97	3	patrol		-1				-	0	7	35
40174	bot-2	bravo	P00r-4410	tick	8.46	11.05	223	2.40	2.44	60.85	8	patrol		-1				-	0	7	35
41178	bot-1	alpha	P00r-4410	tick	19.29	-28.75	83	2.40	2.41	14.66	3	patrol		-1				-	0	7	35
41178	bot-2	bravo	P00r-4410	tick	6.78	9.33	200	2.40	2.41	58.44	8	patrol		-1				-	0	7	35
42192	bot-1	alpha	P00r-4410	tick	21.72	-28.75	72	2.40	2.43	12.37	3	patrol		-1				-	0	7	35
42192	bot-2	bravo	P00r-4410	tick	5.08	7.59	233	2.40	2.43	56.01	7	patrol		-1				-	0	7	35
43192	bot-1	alpha	P00r-4410	tick	24.03	-29.21	126	2.40	2.35	10.07	2	patrol		-1				-	0	7	35
43192	bot-2	bravo	P00r-4410	tick	3.39	5.89	243	2.40	2.40	53.61	7	patrol		-1				-	0	7	35
44209	bot-1	alpha	P00r-4410	tick	26.28	-30.16	124	2.40	2.44	7.62	2	patrol		-1				-	0	7	35
44209	bot-2	bravo	P00r-4410	tick	1.66	4.16	210	2.40	2.44	51.17	7	patrol		-1				-	0	7	35
44524	bot-2	bravo	A00r-4410	state	1.18	3.68	195	0.00	0.68		0			-1		bot-1	42.72	y	0	7	35
44543	bot-2	bravo	A00r-441G	latches	1.18	3.68	195	0.00	0.00		0			-1		bot-1	42.79	w	0	7	35
44777	bot-2	bravo	S00r-4410	state+latches	1.19	3.66	191	1.32	0.02	42.46	5	seek		-1		bot-1	43.28	w	0	7	35
44924	bot-2	bravo	A00r-4410	state	1.28	3.52	161	0.00	0.17		0			-1		bot-1	43.39	y	0	7	35
45224	bot-1	alpha	P00r-4410	tick	28.53	-31.10	92	2.40	2.44	5.19	2	patrol		-1				-	0	7	35
45308	bot-2	bravo	A00r-441G	latches	1.28	3.52	142	0.00	0.00		0			-1		bot-1	44.20	w	0	7	35
45557	bot-2	bravo	S00r-4410	state+latches	1.30	3.50	142	1.32	0.02	44.29	5	seek		-1		bot-1	44.72	w	0	7	35
46241	bot-1	alpha	P00r-4410	tick	30.78	-32.05	109	2.40	2.44	2.75	2	patrol		-1				-	0	7	35
46558	bot-2	bravo	S00r-4410	tick	2.46	1.67	147	2.40	2.17	42.13	5	seek		-1		bot-1	44.73	w	0	7	35
47244	bot-1	alpha	P00r-4410	tick	32.94	-33.10	144	2.40	2.41	0.34	1	patrol		-1				-	0	7	35
47575	bot-2	bravo	S00r-4410	tick	3.78	-0.38	141	2.40	2.44	39.70	5	seek		-1		bot-1	43.37	w	0	7	35
48258	bot-1	alpha	P00r-4410	tick	32.89	-30.74	356	2.40	2.36	63.99	9	patrol		-1				-	0	7	35
48592	bot-2	bravo	S00r-4410	tick	5.09	-2.44	147	2.40	2.44	37.28	5	seek		-1		bot-1	39.30	w	0	7	35
49269	bot-1	alpha	P00r-4410	tick	32.83	-28.31	336	2.40	2.43	61.56	9	patrol		-1				-	0	7	35
49607	bot-2	bravo	S00r-4410	tick	6.23	-4.57	140	2.40	2.42	34.91	4	seek		-1		bot-1	35.16	w	0	7	35
50291	bot-1	alpha	P00r-4410	tick	32.77	-25.86	9	2.40	2.45	59.11	9	patrol		-1				-	0	7	35
50607	bot-2	bravo	S00r-4410	tick	6.84	-6.89	165	2.40	2.40	32.76	4	seek		-1		bot-1	31.73	w	0	7	35
51297	bot-1	alpha	P00r-4410	tick	32.76	-23.45	15	2.40	2.41	56.70	8	patrol		-1				-	0	7	35
51297	bot-2	bravo	P00r-4410	state	7.22	-8.48	141	2.40	1.64	31.34	7	patrol		-1		bot-1	29.61	w	0	7	35
52298	bot-1	alpha	P00r-4410	tick	32.75	-21.04	343	2.40	2.40	54.29	8	patrol		-1				-	0	7	35
52298	bot-2	bravo	P00r-4410	tick	5.53	-10.19	212	2.40	2.40	31.35	7	patrol		-1				-	0	7	35
53308	bot-1	alpha	P00r-4410	tick	32.75	-18.62	352	2.40	2.42	51.87	8	patrol		-1				-	0	7	35
53308	bot-2	bravo	P00r-4410	tick	3.78	-11.86	244	2.40	2.42	31.62	7	patrol		-1				-	0	7	35
54319	bot-1	alpha	P00r-4410	tick	32.75	-16.19	24	2.40	2.43	49.45	7	patrol		-1				-	0	7	35
54319	bot-2	bravo	P00r-4410	tick	2.02	-13.54	234	2.40	2.43	32.07	7	patrol		-1				-	0	7	35
55324	bot-1	alpha	P00r-4410	tick	32.75	-13.78	1	2.40	2.41	47.03	7	patrol		-1				-	0	7	35
55324	bot-2	bravo	P00r-4410	tick	0.89	-15.50	162	2.40	2.27	32.00	6	patrol		-1				-	0	7	35
56147	bot-1	alpha	A00r-4410	state	32.75	-11.86	331	0.00	1.92		0			-1		bot-2	33.24	y	0	7	35
56329	bot-2	bravo	P00r-4410	tick	-0.59	-16.94	250	2.40	2.06	32.64	5	patrol		-1				-	0	7	35
56774	bot-1	alpha	F00r-4410	state	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.74	y	0	6	35
56795	bot-1	alpha	A00r-4410	state	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.78	y	0	6	35
57124	bot-1	alpha	F00r-3410	state+ammo	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	35.53	y	0	5	35
57124	bot-2	bravo	S00r-4310	state+health	-2.25	-17.54	282	2.40	1.77	35.48	6	seek		-1				-	0	7	35
57167	bot-1	alpha	A00r-3410	state	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	35.46	y	0	5	35
57469	bot-1	alpha	F00r-3410	state	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.74	y	0	4	35
57510	bot-1	alpha	A00r-3410	state	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.65	y	0	4	35
57510	bot-2	bravo	A00r-4310	state	-1.42	-17.56	20	0.00	0.83		0			-1		bot-1	34.66	y	0	7	35
57842	bot-1	alpha	F00r-2410	state+ammo	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.65	y	0	3	35
57883	bot-1	alpha	A00r-2410	state	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.65	y	0	3	35
57950	bot-2	bravo	F00r-4310	state	-1.42	-17.56	81	0.00	0.00		0			-1		bot-1	34.65	y	0	6	35
57973	bot-1	alpha	A10r-2410	tier	32.75	-11.86	261	0.00	0.00		0			-1		bot-2	34.65	y	0	3	35
57973	bot-2	bravo	A00r-4310	state	-1.42	-17.56	81	0.00	0.00		0			-1		bot-1	34.65	y	0	6	35
58203	bot-1	alpha	F10r-2410	state	32.75	-11.86	261	0.00	0.00	0.51	1	muzzleRecovery		-1		bot-2	34.65	y	0	2	35
58236	bot-1	alpha	P10r-2410	state	32.71	-11.85	267	1.32	0.04	0.47	1	muzzleRecovery		-1		bot-2	34.65	y	0	2	35
58304	bot-2	bravo	F00r-3310	state+ammo	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.55	y	0	5	35
58331	bot-2	bravo	A00r-3310	state	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.52	y	0	5	35
58363	bot-1	alpha	A10r-2410	state	32.59	-11.82	276	0.00	0.13		0			-1		bot-2	34.49	y	0	2	35
58558	bot-1	alpha	F10r-1410	state+ammo	32.59	-11.82	260	0.00	0.00		0			-1		bot-2	34.49	y	0	1	35
58558	bot-2	bravo	A00r-3110	health	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.49	y	0	5	35
58590	bot-1	alpha	A10r-1410	state	32.59	-11.82	260	0.00	0.00		0			-1		bot-2	34.49	y	0	1	35
58647	bot-2	bravo	F00r-3110	state	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.49	y	0	4	35
58678	bot-2	bravo	A00r-3110	state	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.49	y	0	4	35
58919	bot-1	alpha	A10r-4410	ammo	32.59	-11.82	260	0.00	0.00		0			-1		bot-2	34.49	y	0	20	101
58919	bot-2	bravo	A10r-3110	tier	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.49	y	0	4	35
59033	bot-2	bravo	F10r-2110	state+ammo	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.49	y	0	3	35
59065	bot-2	bravo	A10r-2110	state	-1.42	-17.56	80	0.00	0.00		0			-1		bot-1	34.49	y	0	3	35
59392	bot-2	bravo	F10r-2110	state	-1.42	-17.56	80	0.00	0.00	0.38	1	muzzleRecovery		-1		bot-1	34.49	y	0	2	35
59425	bot-2	bravo	P10r-2110	state	-1.46	-17.58	87	1.32	0.04	0.33	1	muzzleRecovery		-1		bot-1	34.49	y	0	2	35
59474	bot-1	alpha	F10r-4410	state	32.59	-11.82	260	0.00	0.00		0			-1		bot-2	34.53	y	0	19	101
59474	bot-2	bravo	A10r-2110	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	34.53	y	0	2	35
59511	bot-1	alpha	A10r-4410	state	32.59	-11.82	260	0.00	0.00		0			-1		bot-2	34.53	y	0	19	101
59634	bot-1	alpha	F10r-4410	state	32.59	-11.82	260	0.00	0.00	0.67	1	muzzleRecovery		-1		bot-2	34.53	y	0	18	101
59658	bot-1	alpha	P10r-4410	state	32.62	-11.82	255	1.32	0.03	0.64	1	muzzleRecovery		-1		bot-2	34.53	y	0	18	101
59750	bot-2	bravo	F10r-1110	state+ammo	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	34.65	y	0	1	35
59772	bot-2	bravo	A10r-1110	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	34.69	y	0	1	35
59914	bot-1	alpha	A10r-4410	state	32.93	-11.79	210	0.00	0.31		0			-1		bot-2	34.88	y	0	18	101
60102	bot-2	bravo	A10r-4110	ammo	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	34.88	y	0	20	101
60176	bot-1	alpha	F10r-4410	state	32.93	-11.79	260	0.00	0.00		0			-1		bot-2	34.88	y	0	17	101
60208	bot-1	alpha	U10r-4410	state	32.89	-11.79	260	1.32	0.04	28.99	4	pursue		-1		bot-2	34.88	y	0	17	101
60429	bot-2	bravo	A10r-4210	health	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	34.57	y	0	20	101
60675	bot-2	bravo	F10r-4210	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	33.64	y	0	19	101
60705	bot-1	alpha	U10r-4310	health	31.41	-11.78	260	4.08	1.48	27.53	4	pursue		-1		bot-2	33.51	y	0	17	101
60705	bot-2	bravo	A10r-4210	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	33.50	y	0	19	101
60837	bot-2	bravo	F10r-4210	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	32.94	y	0	18	101
60863	bot-2	bravo	A10r-4210	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	32.85	y	0	18	101
60987	bot-2	bravo	F10r-4210	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	32.31	y	0	17	101
61020	bot-2	bravo	A10r-4210	state	-1.46	-17.58	80	0.00	0.00		0			-1		bot-1	32.25	y	0	17	101
61132	bot-2	bravo	F10r-4210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	31.77	y	0	16	101
61151	bot-2	bravo	A00r-4210	state+tier	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	31.67	y	0	16	101
61274	bot-2	bravo	F00r-3210	state+ammo	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	31.17	y	0	15	101
61292	bot-2	bravo	A00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	31.10	y	0	15	101
61423	bot-2	bravo	F00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	30.63	y	0	14	101
61441	bot-2	bravo	A00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	30.50	y	0	14	101
61574	bot-2	bravo	F00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	29.97	y	0	13	101
61593	bot-2	bravo	A00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	29.90	y	0	13	101
61707	bot-1	alpha	U10r-4310	tick	27.32	-11.76	259	4.08	4.09	23.52	4	pursue		-1		bot-2	29.46	y	0	17	101
61724	bot-2	bravo	F00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	29.37	y	0	12	101
61741	bot-2	bravo	A00r-3210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	29.30	y	0	12	101
61874	bot-2	bravo	F00r-3210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	28.80	y	0	11	101
61908	bot-1	alpha	F10r-4210	state+health	26.64	-11.76	258	0.00	0.68	0.50	1	muzzleRecovery		-1		bot-2	28.71	y	0	16	101
61908	bot-2	bravo	A10r-3210	state+tier	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	28.70	y	0	11	101
61925	bot-1	alpha	P10r-4210	state	26.65	-11.78	255	1.32	0.02	0.48	1	muzzleRecovery		-1		bot-2	28.71	y	0	16	101
62026	bot-2	bravo	F10r-2210	state+ammo	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.70	y	0	10	101
62103	bot-2	bravo	A10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.70	y	0	10	101
62169	bot-1	alpha	A10r-4210	state	26.70	-12.01	231	0.00	0.24		0			-1		bot-2	28.71	y	0	16	101
62169	bot-2	bravo	F10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.71	y	0	9	101
62197	bot-2	bravo	A10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.71	y	0	9	101
62357	bot-1	alpha	F10r-3210	state+ammo	26.70	-12.01	259	0.00	0.00		0			-1		bot-2	28.71	y	0	15	101
62357	bot-2	bravo	F10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.71	y	0	8	101
62373	bot-1	alpha	A10r-3210	state	26.70	-12.01	259	0.00	0.00		0			-1		bot-2	28.71	y	0	15	101
62373	bot-2	bravo	A10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.71	y	0	8	101
62440	bot-1	alpha	U10r-3310	state+health	26.67	-12.01	259	1.32	0.02	22.83	3	pursue		-1		bot-2	28.71	y	0	15	101
62507	bot-2	bravo	F10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.68	y	0	7	101
62565	bot-2	bravo	A10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.60	y	0	7	101
62665	bot-2	bravo	F10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.49	y	0	6	101
62694	bot-2	bravo	A10r-2210	state	-1.46	-17.58	79	0.00	0.00		0			-1		bot-1	28.18	y	0	6	101
62820	bot-2	bravo	F10r-1210	state+ammo	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.76	y	0	5	101
62863	bot-1	alpha	F10r-3210	state+health	25.53	-12.05	258	0.00	1.14		0			-1		bot-2	27.56	y	0	14	101
62863	bot-2	bravo	A10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	5	101
62897	bot-1	alpha	A10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	14	101
62966	bot-2	bravo	F10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	4	101
63003	bot-1	alpha	F10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	13	101
63003	bot-2	bravo	A10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	4	101
63047	bot-1	alpha	A10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	13	101
63129	bot-2	bravo	F10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	3	101
63166	bot-1	alpha	F10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	12	101
63166	bot-2	bravo	A10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	3	101
63198	bot-1	alpha	A10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	12	101
63271	bot-2	bravo	F10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	2	101
63329	bot-1	alpha	F10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	11	101
63329	bot-2	bravo	A10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	2	101
63369	bot-1	alpha	A10r-3210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	11	101
63446	bot-2	bravo	F10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	1	101
63525	bot-1	alpha	F10r-2210	state+ammo	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	10	101
63525	bot-2	bravo	A10r-1210	state	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	1	101
63572	bot-1	alpha	A10r-2210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	10	101
63627	bot-2	bravo	A10r-R210	ammo	-1.46	-17.58	78	0.00	0.00		0			-1		bot-1	27.56	y	0	0	101
63672	bot-1	alpha	F10r-2210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.56	y	0	9	101
63672	bot-2	bravo	E10r-R110	state+health	-1.51	-17.64	78	1.64	0.07	5.23	1	flee		-1		bot-1	27.56	y	0	0	101
63709	bot-1	alpha	A10r-2210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.61	y	0	9	101
63709	bot-2	bravo	E10r-R119	latches	-1.55	-17.69	78	1.64	0.06	5.17	1	flee		-1		bot-1	27.61	y	0	0	101
63864	bot-1	alpha	F10r-2210	state	25.53	-12.05	258	0.00	0.00		0			-1		bot-2	27.73	y	0	8	101
64069	bot-1	alpha	A10r-2210	state	25.53	-12.05	257	0.00	0.00		0			-1		bot-2	28.25	y	0	7	101
64181	bot-1	alpha	F10r-2210	state	25.53	-12.05	256	0.00	0.00		0			-1		bot-2	28.71	y	0	6	101
64181	bot-2	bravo	E10r-R019	health	-2.46	-18.84	76	5.06	1.47	3.70	1	flee		-1		bot-1	28.72	y	0	0	101
64232	bot-1	alpha	A10r-2210	state	25.53	-12.05	256	0.00	0.00		0			-1		bot-2	28.80	y	0	6	101
64326	bot-1	alpha	F10r-1210	state+ammo	25.53	-12.05	256	0.00	0.00		0			-1		bot-2	29.00	y	0	5	101
64370	bot-1	alpha	A10r-1210	state	25.53	-12.05	255	0.00	0.00		0			-1		bot-2	29.37	y	0	5	101
64473	bot-1	alpha	F10r-1210	state	25.53	-12.05	255	0.00	0.00		0			-1		bot-2	29.56	y	0	4	101
64515	bot-1	alpha	A10r-1210	state	25.53	-12.05	255	0.00	0.00		0			-1		bot-2	29.96	y	0	4	101
64553	bot-2	bravo	E10r-R119	health	-3.61	-20.30	74	5.06	1.86	1.85	1	flee		-1		bot-1	30.14	y	0	0	101
64631	bot-1	alpha	F10r-1210	state	25.53	-12.05	254	0.00	0.00	0.37	1	muzzleRecovery		-1		bot-2	30.29	y	0	3	101
64656	bot-1	alpha	P10r-1210	state	25.55	-12.02	260	1.32	0.04	0.33	1	muzzleRecovery		-1		bot-2	30.60	y	0	3	101
64690	bot-1	alpha	A10r-1210	state	25.55	-12.02	254	0.00	0.00		0			-1		bot-2	30.74	y	0	3	101
64841	bot-1	alpha	F10r-1210	state	25.55	-12.02	253	0.00	0.00		0			-1		bot-2	31.10	y	0	2	101
64871	bot-1	alpha	A10r-1210	state	25.55	-12.02	253	0.00	0.00		0			-1		bot-2	31.51	y	0	2	101
64970	bot-2	bravo	E10r-R110	latches	-4.60	-21.56	72	0.00	1.61		0			-1		bot-1	31.64	y	0	0	101
65077	bot-1	alpha	F10r-1210	state	25.55	-12.02	252	0.00	0.00		0			-1		bot-2	31.63	y	0	1	101
65103	bot-1	alpha	A10r-1210	state	25.55	-12.02	252	0.00	0.00		0			-1		bot-2	31.63	y	0	1	101
65174	bot-1	alpha	A00r-1210	tier	25.55	-12.02	252	0.00	0.00		0			-1		bot-2	31.63	y	0	1	101
65226	bot-1	alpha	A00r-R210	ammo	25.55	-12.02	252	0.00	0.00		0			-1		bot-2	31.63	y	0	0	101
65226	bot-2	bravo	D00r--000	state+tier+ammo+health+packs	-4.60	-21.56	72	0.00	0.00		0			-1		bot-1	31.64	y	0	0	101
65330	bot-1	alpha	P00r-R210	state	25.56	-11.88	273	1.32	0.13	45.79	7	patrol		-1				-	0	0	101
66228	bot-2	bravo	D00r--000	tick	-4.60	-21.56	72	0.00	0.00		0			-1		bot-1	31.64	y	0	0	101
66338	bot-1	alpha	P00r-R210	tick	25.61	-9.70	356	2.40	2.19	43.62	7	patrol		-1				-	0	0	101
66539	bot-1	alpha	S00r-R310	state+health	25.56	-9.29	343	2.40	0.41	28.11	4	seek		-1				-	0	0	101
67031	bot-1	alpha	S00r-4310	ammo	24.39	-9.51	252	2.40	1.18	26.94	4	seek		-1				-	0	20	81
67232	bot-2	bravo	D00r--000	tick	-4.60	-21.56	72	0.00	0.00		0			-1		bot-1	31.64	y	0	0	101
68115	bot-1	alpha	S00r-4310	tick	21.84	-9.99	259	2.40	2.60	24.36	4	seek		-1				-	0	20	81
68279	bot-2	bravo	D00r--000	tick	-4.60	-21.56	72	0.00	0.00		0			-1		bot-1	31.64	y	0	0	101
68833	bot-1	alpha	P00r-4310	state	20.32	-10.13	267	2.40	1.53	22.87	6	patrol		-1				-	0	20	81
69260	bot-2	bravo	P00r-0410	state+ammo+health+packs	22.75	31.75	0	0.00	59.92		0			-1				-	0	0	35
69310	bot-2	bravo	S00r-R410	state+ammo	22.70	31.64	13	2.40	0.12	44.00	8	seek		-1				-	0	0	35
69846	bot-1	alpha	P00r-4310	tick	20.74	-7.77	8	2.40	2.40	24.15	6	patrol		-1				-	0	20	81
70315	bot-2	bravo	S00r-R410	tick	21.63	29.52	175	2.40	2.38	41.97	8	seek		-1				-	0	0	35
70556	bot-1	alpha	P00r-4410	health	21.05	-6.10	345	2.40	1.71	25.16	6	patrol		-1				-	0	20	81
70802	bot-1	alpha	P00r-R410	ammo	21.16	-5.52	346	2.40	0.59	25.53	6	patrol		-1				-	0	0	35
71115	bot-2	bravo	S00r-4410	ammo	20.78	27.80	207	2.40	1.92	40.36	8	seek		-1				-	0	7	28
71818	bot-1	alpha	P00r-R410	tick	21.59	-3.12	18	2.40	2.44	27.13	6	patrol		-1				-	0	0	35
72125	bot-2	bravo	S00r-4410	tick	19.69	25.63	171	2.40	2.42	38.36	7	seek		-1				-	0	7	28
72621	bot-1	alpha	P00r-4410	ammo	22.53	-1.49	62	2.40	1.88	28.81	5	patrol		-1				-	0	7	28
73149	bot-2	bravo	S00r-4410	tick	18.61	23.43	208	2.40	2.46	36.39	7	seek		-1				-	0	7	28
73275	bot-2	bravo	P00r-4410	state	18.37	23.25	240	2.40	0.30	36.26	10	patrol		-1				-	0	7	28
73640	bot-1	alpha	P00r-4410	tick	24.03	0.44	29	2.40	2.44	31.15	5	patrol		-1				-	0	7	28
74292	bot-2	bravo	P00r-4410	tick	16.63	21.54	223	2.40	2.44	35.00	10	patrol		-1				-	0	7	28
74403	bot-1	alpha	A00r-4410	state	25.11	1.84	6	0.00	1.76		0			-1		bot-2	21.38	y	0	7	28
74403	bot-2	bravo	A00r-4410	state	16.49	21.40	215	0.00	0.20		0			-1		bot-1	21.38	y	0	7	28
74733	bot-2	bravo	F00r-4410	state	16.49	21.40	156	0.00	0.00		0			-1		bot-1	21.37	y	0	6	28
74760	bot-2	bravo	A00r-4410	state	16.49	21.40	156	0.00	0.00		0			-1		bot-1	21.37	y	0	6	28
74846	bot-1	alpha	F00r-4410	state	25.11	1.84	336	0.00	0.00		0			-1		bot-2	21.37	y	0	6	28
74846	bot-2	bravo	A10r-4410	tier	16.49	21.40	156	0.00	0.00		0			-1		bot-1	21.37	y	0	6	28
74871	bot-1	alpha	A00r-4410	state	25.11	1.84	336	0.00	0.00		0			-1		bot-2	21.37	y	0	6	28
75092	bot-2	bravo	F10r-3410	state+ammo	16.49	21.40	156	0.00	0.00	0.69	1	muzzleRecovery		-1		bot-1	21.37	y	0	5	28
75118	bot-2	bravo	P10r-3410	state	16.48	21.37	161	1.32	0.03	0.66	1	muzzleRecovery		-1		bot-1	21.37	y	0	5	28
