t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id
37011	bot-28	alpha	A46mb4420	state+element	-4.43	16.51	4	2.55	0.05	4.63	4	seek	squad-3	6	bot-13	
37047	bot-22	alpha	G46rm4312	element	-1.45	9.55	53	0.00	0.00		0		squad-3	2	bot-13	bot-21
37047	bot-23	bravo	E32r-4411	latches	-1.44	16.02	217	0.94	0.07	0.99	1	flee	squad-4	2	bot-19	bot-13
37085	bot-13	alpha	C46rm3412	element	-3.38	11.56	149	2.67	1.51	7.59	2	cover	squad-3	0	bot-13	bot-19
37085	bot-15	alpha	C46rb4412	element	-2.14	10.27	64	0.60	0.09	6.79	3	cover	squad-3	1	bot-13	bot-23
37116	bot-13	alpha	C45rm3412	score	-3.34	11.48	148	2.77	0.09	7.53	2	cover	squad-3	0	bot-13	bot-19
37116	bot-15	alpha	C45rb4412	score	-2.12	10.27	64	0.58	0.02	6.77	3	cover	squad-3	1	bot-13	bot-23
37116	bot-20	alpha	S45mm2320	score	-5.68	5.10	44	2.30	0.25	8.27	2	seek	squad-3	4	bot-13	bot-19
37116	bot-22	alpha	G45rm4312	score	-1.45	9.55	48	0.00	0.00		0		squad-3	2	bot-13	bot-21
37116	bot-24	alpha	S45rm4410	score	-6.84	12.95	48	2.01	0.79	9.91	4	seek	squad-3	3	bot-13	bot-19
37116	bot-26	alpha	S45rm3410	score	-5.50	13.08	56	1.85	0.80	7.93	3	seek	squad-3	5	bot-13	bot-19
37116	bot-28	alpha	A45mb4420	score	-4.43	16.50	45	0.00	0.00		0		squad-3	6	bot-13	bot-21
37251	bot-21	bravo	A32r-4420	state+latches	0.45	19.75	237	4.75	1.77	1.90	1	cover	squad-4	1	bot-19	bot-28
37304	bot-13	alpha	C44rm3412	score	-3.17	11.02	154	2.40	0.49	7.29	2	cover	squad-3	0	bot-13	bot-19
37304	bot-15	alpha	C44rb4412	score	-2.08	10.23	82	0.42	0.06	6.75	3	cover	squad-3	1	bot-13	bot-23
37304	bot-20	alpha	S44mm2320	score	-5.43	5.45	44	2.35	0.44	7.83	2	seek	squad-3	4	bot-13	bot-19
37304	bot-22	alpha	G44rm4312	score	-1.45	9.55	33	0.00	0.00		0		squad-3	2	bot-13	bot-21
37304	bot-24	alpha	S44rm4410	score	-6.45	13.03	47	2.00	0.40	9.57	3	seek	squad-3	3	bot-13	bot-19
37304	bot-26	alpha	S44rm3410	score	-5.16	13.12	55	1.82	0.34	7.63	3	seek	squad-3	5	bot-13	bot-19
37304	bot-27	bravo	A32m-4420	state	-0.14	21.34	273	1.83	0.73	3.96	4	seek	squad-4	3	bot-19	bot-13
37304	bot-28	alpha	A44mb4420	score	-4.43	16.50	82	0.00	0.00		0		squad-3	6	bot-13	bot-23
37380	bot-23	bravo	E32r-4410	latches	-0.82	16.14	243	5.20	0.63	1.11	1	flee	squad-4	2	bot-19	bot-28
37425	bot-13	alpha	C33r-3412	tier+score+element	-3.06	10.71	151	2.91	0.34	7.14	2	cover	squad-3	0	bot-13	bot-19
37425	bot-15	alpha	C33r-4412	tier+score+element	-2.04	10.18	80	0.57	0.06	6.73	3	cover	squad-3	1	bot-13	bot-23
37425	bot-20	alpha	S33m-2320	tier+score+element	-5.26	5.68	45	2.36	0.28	7.55	2	seek	squad-3	4	bot-13	bot-19
37425	bot-22	alpha	G33r-4312	tier+score+element	-1.45	9.55	24	0.00	0.00		0		squad-3	2	bot-13	bot-21
37425	bot-23	bravo	E32r-4411	latches	-0.95	16.33	254	5.08	0.23	0.88	1	flee	squad-4	2	bot-19	bot-28
37425	bot-24	alpha	S33r-4410	tier+score+element	-6.22	13.05	47	1.78	0.23	9.39	3	seek	squad-3	3	bot-13	bot-19
37425	bot-26	alpha	S33r-3410	tier+score+element	-4.95	13.15	54	1.78	0.21	7.44	3	seek	squad-3	5	bot-13	bot-19
37425	bot-28	alpha	A33m-4420	tier+score+element	-4.43	16.50	93	0.00	0.00		0		squad-3	6	bot-13	bot-23
37468	bot-28	alpha	C33m-4420	state	-4.43	16.50	93	0.00	0.00		0		squad-3	6	bot-13	bot-23
37502	bot-28	alpha	C33m-442I	latches	-4.41	16.74	81	3.51	0.24	4.83	1	cover	squad-3	6	bot-13	bot-23
37533	bot-21	bravo	F32r-4420	state	0.45	19.76	237	0.00	0.01		0		squad-4	1	bot-19	bot-28
37533	bot-27	bravo	A32m-442G	latches	-0.14	21.34	227	0.00	0.00		0		squad-4	3	bot-19	bot-13
37533	bot-28	alpha	C33m-4422	latches	-4.40	16.85	73	3.51	0.11	4.72	1	cover	squad-3	6	bot-13	bot-21
37567	bot-13	alpha	C32r-3412	score	-3.00	10.37	139	1.54	0.34	7.05	2	cover	squad-3	0	bot-13	bot-19
37567	bot-15	alpha	C32r-4412	score	-1.92	10.15	71	1.44	0.13	6.64	3	cover	squad-3	1	bot-13	bot-23
37567	bot-20	alpha	S32m-2320	score	-5.08	5.96	45	2.36	0.33	7.22	2	seek	squad-3	4	bot-13	bot-19
37567	bot-21	bravo	A32r-4420	state	0.45	19.76	238	0.00	0.00		0		squad-4	1	bot-19	bot-28
37567	bot-22	alpha	G32r-4312	score	-1.45	9.55	13	0.00	0.00		0		squad-3	2	bot-13	bot-21
37567	bot-24	alpha	S32r-4410	score	-5.96	13.09	45	1.86	0.26	9.17	3	seek	squad-3	3	bot-13	bot-19
37567	bot-26	alpha	S32r-3410	score	-4.70	13.18	53	1.80	0.26	7.22	3	seek	squad-3	5	bot-13	bot-19
37567	bot-28	alpha	C32m-4422	score	-4.38	16.98	64	3.93	0.14	4.59	1	cover	squad-3	6	bot-13	bot-21
37606	bot-19	bravo	F32m-3320	state	3.24	18.03	261	0.00	0.02		0		squad-4	0	bot-19	bot-28
37606	bot-19	bravo	F32m-2320	ammo	3.24	18.03	262	0.00	0.00		0		squad-4	0	bot-19	bot-28
37606	bot-20	alpha	A33m-2320	state+score	-5.08	5.96	45	2.36	0.00	7.22	2	seek	squad-3	4	bot-13	bot-19
37606	bot-22	alpha	G33r-4312	score	-1.45	9.55	10	0.00	0.00		0		squad-3	2	bot-13	bot-21
37606	bot-24	alpha	S33r-4410	score	-5.89	13.10	45	1.85	0.07	9.11	3	seek	squad-3	3	bot-13	bot-19
37606	bot-26	alpha	S33r-3410	score	-4.63	13.20	53	1.81	0.07	7.16	3	seek	squad-3	5	bot-13	bot-19
37606	bot-28	alpha	C33m-4322	score+health	-4.37	17.14	60	4.13	0.16	4.43	1	cover	squad-3	6	bot-13	bot-21
37655	bot-13	alpha	C33r-3412	score	-2.93	10.26	131	1.02	0.13	6.98	2	cover	squad-3	0	bot-13	bot-19
37655	bot-15	alpha	C33r-4412	score	-1.79	10.19	65	1.24	0.14	6.50	3	cover	squad-3	1	bot-13	bot-23
37655	bot-19	bravo	A32m-2320	state	3.24	18.03	262	0.00	0.00		0		squad-4	0	bot-19	bot-28
37655	bot-20	alpha	A33m-232G	latches	-5.09	5.99	37	0.88	0.03		0		squad-3	4	bot-13	bot-23
37655	bot-21	bravo	F32r-4420	state	0.45	19.76	240	0.00	0.00		0		squad-4	1	bot-19	bot-28
37655	bot-21	bravo	F32r-3420	ammo	0.45	19.76	241	0.00	0.00		0		squad-4	1	bot-19	bot-28
37655	bot-23	bravo	C32r-4410	state+latches	-1.35	16.89	253	2.19	0.69		0		squad-4	2	bot-19	bot-13
37697	bot-21	bravo	A32r-3420	state	0.45	19.76	241	0.00	0.00		0		squad-4	1	bot-19	bot-28
37697	bot-23	bravo	C32r-4412	latches	-1.47	16.49	230	4.49	0.41	2.47	6	cover	squad-4	2	bot-19	bot-13
37737	bot-23	bravo	C32r-441I	latches	-1.51	16.33	219	4.33	0.17	2.36	6	cover	squad-4	2	bot-19	bot-13
37768	bot-19	bravo	F32m-2320	state	3.24	18.03	266	0.00	0.00		0		squad-4	0	bot-19	bot-28
37768	bot-20	alpha	A44mm232G	tier+score+element	-5.09	5.99	37	0.00	0.00		0		squad-3	4	bot-13	bot-23
37768	bot-22	alpha	C44rb4312	state+tier+score+element	-1.72	9.73	1	0.00	0.33		0		squad-3	2	bot-13	bot-21
37768	bot-24	alpha	S44rm4410	tier+score+element	-5.61	13.13	52	1.73	0.28	8.90	3	seek	squad-3	3	bot-13	bot-19
37768	bot-26	alpha	S44rm3410	tier+score+element	-4.35	13.22	60	1.73	0.28	6.93	3	seek	squad-3	5	bot-13	bot-19
37768	bot-27	bravo	S32m-4420	state+latches	-0.14	21.34	227	0.00	0.00		0		squad-4	3	bot-19	bot-13
37768	bot-28	alpha	E44mb4220	state+tier+score+element+health+latches	-4.32	17.74	65	4.61	0.60		0		squad-3	6	bot-13	bot-21
37823	bot-13	alpha	C44rb3412	tier+score+element	-2.76	10.12	125	0.95	0.22	6.81	1	cover	squad-3	0	bot-13	bot-19
37823	bot-15	alpha	C44rm4412	tier+score+element	-1.71	10.29	59	0.67	0.12	6.39	3	cover	squad-3	1	bot-13	bot-23
37823	bot-19	bravo	A32m-2320	state	3.24	18.03	268	0.00	0.00		0		squad-4	0	bot-19	bot-28
37823	bot-21	bravo	A32r-342G	latches	0.45	19.76	247	0.00	0.00		0		squad-4	1	bot-19	bot-28
37823	bot-22	alpha	G44rb4312	state	-1.72	9.71	1	0.00	0.02		0		squad-3	2	bot-13	bot-21
37823	bot-28	alpha	E44mm422P	element+latches	-4.63	18.02	67	5.28	0.42	6.61	1	flee	squad-3	6	bot-13	bot-21
37862	bot-20	alpha	S44mm2320	state+latches	-5.09	5.99	37	0.00	0.00		0		squad-3	4	bot-13	bot-23
37862	bot-28	alpha	E44mb4229	element+latches	-4.78	18.16	77	5.20	0.20	6.41	1	flee	squad-3	6	bot-13	bot-19
37915	bot-19	bravo	F32m-2320	state	3.24	18.03	271	0.00	0.00		0		squad-4	0	bot-19	bot-28
37915	bot-20	alpha	S45mm2320	score	-5.08	6.11	18	1.34	0.13	10.46	2	seek	squad-3	4	bot-13	bot-23
37915	bot-22	alpha	G45rb4312	score	-1.47	9.50	346	1.24	0.33		0		squad-3	2	bot-13	bot-21
37915	bot-23	bravo	C32r-4412	latches	-1.69	15.79	190	2.31	0.56	2.14	6	cover	squad-4	2	bot-19	bot-13
37915	bot-24	alpha	S45rm4410	score	-5.37	13.18	78	1.74	0.25	8.70	3	seek	squad-3	3	bot-13	bot-19
37915	bot-26	alpha	S45rm3410	score	-4.11	13.25	79	1.71	0.24	6.72	3	seek	squad-3	5	bot-13	bot-19
37915	bot-28	alpha	E45mb4129	score+health	-4.98	18.35	91	5.22	0.28	6.13	1	flee	squad-3	6	bot-13	bot-19
37955	bot-13	alpha	C45rb3412	score	-2.60	10.22	91	1.67	0.18	6.65	1	cover	squad-3	0	bot-13	bot-19
37955	bot-15	alpha	C45rm4412	score	-1.63	10.21	66	0.88	0.11	6.35	3	cover	squad-3	1	bot-13	bot-23
37955	bot-19	bravo	A32m-232G	state+latches	3.24	18.03	272	0.20	0.00		0		squad-4	0	bot-19	bot-28
37955	bot-28	alpha	E45mm412P	element+latches	-5.14	18.50	91	5.53	0.21	5.92	1	flee	squad-3	6	bot-13	bot-19
37987	bot-26	alpha	E45rb3410	state+element	-4.04	13.26	79	1.72	0.07	6.66	3	seek	squad-3	5	bot-13	bot-19
38026	bot-19	bravo	C32m-232G	state	3.25	18.03	272	0.00	0.00		0		squad-4	0	bot-19	bot-28
38026	bot-21	bravo	S32r-3420	state+latches	0.45	19.78	247	0.00	0.01		0		squad-4	1	bot-19	bot-28
38026	bot-26	alpha	E45rb3411	latches	-4.15	12.91	61	5.11	0.36	3.30	1	flee	squad-3	5	bot-13	bot-23
38065	bot-19	bravo	C32m-232I	latches	3.19	18.14	288	1.68	0.12	4.03	1	cover	squad-4	0	bot-19	bot-28
38065	bot-23	bravo	E32r-4410	state+latches	-1.77	15.51	199	1.53	0.30	2.05	6	cover	squad-4	2	bot-19	bot-26
38098	bot-23	bravo	E32r-4411	latches	-1.64	15.84	217	4.94	0.36	1.84	1	flee	squad-4	2	bot-19	bot-26
38131	bot-20	alpha	A45mb2320	state+element	-5.04	6.40	3	2.44	0.29	10.16	2	seek	squad-3	4	bot-13	bot-23
38131	bot-27	bravo	A32m-4420	state	-0.26	20.89	188	1.78	0.47	8.42	5	seek	squad-4	3	bot-19	bot-13
38184	bot-19	bravo	C32m-2322	latches	3.10	18.29	312	1.49	0.17	3.85	1	cover	squad-4	0	bot-19	bot-28
38184	bot-20	alpha	A45mm232G	element+latches	-5.05	6.41	10	0.02	0.01		0		squad-3	4	bot-13	bot-23
38184	bot-28	alpha	E45mm4129	latches	-5.94	19.32	91	3.92	1.15	4.77	1	flee	squad-3	6	bot-13	bot-19
38219	bot-26	alpha	E45rm341H	element+latches	-4.51	12.05	37	4.75	0.93	2.45	1	flee	squad-3	5	bot-13	bot-23
38255	bot-27	bravo	F32m-4420	state	-0.26	20.90	193	0.03	0.01		0		squad-4	3	bot-19	bot-13
38291	bot-27	bravo	A32m-4420	state	-0.26	20.90	193	0.00	0.00		0		squad-4	3	bot-19	bot-13
38377	bot-27	bravo	A32m-442G	latches	-0.26	20.90	193	0.00	0.00		0		squad-4	3	bot-19	bot-13
38418	bot-20	alpha	S45mm2324	state+latches	-5.05	6.41	10	0.00	0.00		0		squad-3	4	bot-13	bot-23
38453	bot-26	alpha	E45rm3411	latches	-5.23	11.44	37	4.31	0.95	1.51	1	flee	squad-3	5	bot-13	bot-23
38511	bot-23	bravo	C32r-4410	state+latches	-1.08	17.31	192	0.30	1.57		0		squad-4	2	bot-19	bot-13
38560	bot-23	bravo	C32r-4412	latches	-1.20	17.02	192	4.61	0.32	2.99	6	cover	squad-4	2	bot-19	bot-13
38560	bot-24	alpha	C45rm4410	state	-4.47	13.38	84	1.79	0.92	7.95	3	seek	squad-3	3	bot-13	bot-19
38603	bot-24	alpha	C45rm4412	latches	-4.23	13.00	107	4.93	0.45	8.79	2	cover	squad-3	3	bot-13	bot-19
38641	bot-20	alpha	S45mm2320	latches	-5.04	6.46	28	1.34	0.05	9.11	2	seek	squad-3	4	bot-13	bot-23
38641	bot-27	bravo	S32m-4420	state+latches	-0.26	20.90	193	0.00	0.00		0		squad-4	3	bot-19	bot-13
38729	bot-28	alpha	E35m-4129	tier+element	-7.46	20.78	91	3.93	2.10	2.67	1	flee	squad-3	6	bot-13	bot-19
38772	bot-13	alpha	P45rb3414	state+latches	-2.48	10.30	9	4.69	0.15	3.28	1	muzzleRecovery	squad-3	0	bot-13	bot-23
38772	bot-26	alpha	C45rm3410	state+latches	-6.18	10.75	37	0.00	1.17		0		squad-3	5	bot-13	bot-23
38772	bot-27	bravo	A32m-4420	state	-0.29	20.77	195	1.10	0.14	8.24	5	seek	squad-4	3	bot-19	bot-13
38814	bot-13	alpha	A45rb3410	state+latches	-2.65	10.40	358	0.00	0.20	3.48	0	muzzleRecovery	squad-3	0	bot-13	bot-23
38814	bot-24	alpha	C45rm441I	latches	-3.78	12.18	75	1.78	0.93	8.11	2	cover	squad-3	3	bot-13	bot-19
38814	bot-26	alpha	C45rb3412	element+latches	-6.21	10.35	59	4.61	0.39	8.34	2	cover	squad-3	5	bot-13	bot-23
38850	bot-13	alpha	F45rb3410	state	-2.65	10.40	9	0.00	0.00		0		squad-3	0	bot-13	bot-23
38850	bot-13	alpha	F45rb2410	ammo	-2.65	10.40	10	0.00	0.00		0		squad-3	0	bot-13	bot-23
38850	bot-27	bravo	A32m-442G	latches	-0.29	20.77	193	0.03	0.01		0		squad-4	3	bot-19	bot-13
38885	bot-13	alpha	A45rb2410	state	-2.65	10.40	10	0.00	0.00		0		squad-3	0	bot-13	bot-23
38885	bot-24	alpha	C45rm4412	latches	-3.65	11.95	75	3.57	0.26	7.93	2	cover	squad-3	3	bot-13	bot-19
38923	bot-22	alpha	G45rb4312	tick	-1.45	9.55	357	0.00	0.05		0		squad-3	2	bot-13	bot-21
38955	bot-15	alpha	C45rm4412	tick	-0.60	9.96	79	1.83	1.07	5.58	3	cover	squad-3	1	bot-13	bot-23
38955	bot-21	bravo	A32r-3420	state	-0.47	18.31	213	1.09	1.73	2.70	1	seek	squad-4	1	bot-19	bot-28
39003	bot-13	alpha	F45rb2410	state	-2.73	10.39	10	0.83	0.08		0		squad-3	0	bot-13	bot-23
39003	bot-19	bravo	G33m-2322	state+score	1.22	21.29	327	4.73	3.54	0.31	1	cover	squad-4	0	bot-19	bot-28
39003	bot-20	alpha	A45mb2320	state+element	-5.03	7.03	4	2.45	0.56	8.54	2	seek	squad-3	4	bot-13	bot-23
39003	bot-21	bravo	C33r-3420	state+score	-0.47	18.31	207	0.00	0.00		0		squad-4	1	bot-19	bot-24
39003	bot-23	bravo	C33r-4312	score+health	-1.83	15.55	204	2.87	1.60	2.92	6	cover	squad-4	2	bot-19	bot-24
39003	bot-27	bravo	A33m-442G	score	-0.29	20.77	193	0.00	0.00		0		squad-4	3	bot-19	bot-13
39044	bot-13	alpha	A45rb2410	state	-2.76	10.39	10	0.61	0.03		0		squad-3	0	bot-13	bot-23
39044	bot-21	bravo	C33r-3422	latches	-0.50	18.24	204	1.14	0.08	4.79	4	cover	squad-4	1	bot-19	bot-24
39044	bot-27	bravo	A33m-4420	latches	-0.29	20.77	199	0.00	0.00		0		squad-4	3	bot-19	bot-24
39086	bot-13	alpha	E45rb2410	state	-2.78	10.38	10	0.45	0.02		0		squad-3	0	bot-13	bot-23
39136	bot-13	alpha	E45rb2411	latches	-2.74	10.02	9	4.17	0.37	0.55	1	flee	squad-3	0	bot-13	bot-23
39136	bot-19	bravo	M44mb2320	state+tier+score+element+latches	1.05	21.55	300	0.00	0.31		0		squad-4	0	bot-19	bot-28
39136	bot-21	bravo	C44rm3422	tier+score+element	-0.53	18.14	203	1.02	0.10	4.83	4	cover	squad-4	1	bot-19	bot-24
39136	bot-23	bravo	E44rb4210	state+tier+score+element+health+latches	-1.92	15.36	201	1.50	0.20		0		squad-4	2	bot-19	bot-24
39136	bot-27	bravo	A44mb4420	tier+score+element	-0.29	20.77	197	0.00	0.00		0		squad-4	3	bot-19	bot-24
39175	bot-19	bravo	M44mm2320	element	1.01	21.45	282	1.79	0.11	6.75	1	medic	squad-4	0	bot-19	bot-28
39175	bot-22	alpha	C45rb4312	state	-1.97	10.15	15	0.00	0.79		0		squad-3	2	bot-13	bot-21
39175	bot-23	bravo	E44rb4219	latches	-1.59	15.71	200	5.38	0.48	6.70	1	flee	squad-4	2	bot-19	bot-24
39220	bot-13	alpha	E45rm241H	element+latches	-2.73	9.68	10	3.37	0.33	0.31	1	flee	squad-3	0	bot-13	bot-23
39220	bot-19	bravo	M44mb2320	element	0.99	21.37	272	1.69	0.08	6.68	1	medic	squad-4	0	bot-19	bot-24
39220	bot-20	alpha	A45mm232G	element+latches	-5.04	7.04	21	0.00	0.01		0		squad-3	4	bot-13	bot-23
39280	bot-13	alpha	A45rm241G	state+latches	-2.73	9.68	10	0.00	0.00		0		squad-3	0	bot-13	bot-23
39280	bot-19	bravo	M44mm232G	element+latches	0.97	21.27	260	1.68	0.10	6.58	1	medic	squad-4	0	bot-19	bot-24
39280	bot-24	alpha	A45rm4410	state+latches	-3.17	11.05	21	1.57	1.02	7.29	2	cover	squad-3	3	bot-13	bot-23
39322	bot-23	bravo	E44rb3219	ammo	-1.12	16.30	201	4.56	0.75	5.95	1	muzzleRecovery	squad-4	2	bot-19	bot-24
39322	bot-28	alpha	E35m-4120	latches	-9.30	22.42	91	0.00	2.47		0		squad-3	6	bot-13	bot-19
39391	bot-23	bravo	E44rb3210	latches	-0.97	16.41	201	3.68	0.18	6.14	1	flee	squad-4	2	bot-19	bot-24
39391	bot-24	alpha	C45rm4410	state	-3.18	11.05	20	0.36	0.01		0		squad-3	3	bot-13	bot-21
39434	bot-13	alpha	S45rm2414	state+latches	-2.76	9.68	10	0.15	0.03		0		squad-3	0	bot-13	bot-23
39434	bot-20	alpha	S45mm2324	state+latches	-5.04	7.04	21	0.00	0.00		0		squad-3	4	bot-13	bot-23
39434	bot-23	bravo	E44rb3219	latches	-0.80	16.45	202	4.04	0.17	6.00	1	flee	squad-4	2	bot-19	bot-24
39434	bot-24	alpha	C45rm4412	latches	-3.19	10.96	20	1.06	0.09	8.50	3	cover	squad-3	3	bot-13	bot-21
39474	bot-22	alpha	G45rb4312	state	-1.61	9.89	75	4.34	0.44	0.37	1	cover	squad-3	2	bot-13	bot-21
39520	bot-19	bravo	M44mm2320	latches	0.91	20.35	205	4.49	0.93	4.16	1	medic	squad-4	0	bot-19	bot-24
39591	bot-23	bravo	E44rm321P	element+latches	-0.13	16.76	213	5.21	0.74	5.34	1	flee	squad-4	2	bot-19	bot-26
39694	bot-13	alpha	S45rm2410	latches	-2.76	9.68	36	0.00	0.00		0		squad-3	0	bot-13	bot-23
39694	bot-20	alpha	S45mm2320	latches	-5.03	7.06	29	1.35	0.03	8.01	1	seek	squad-3	4	bot-13	bot-23
39694	bot-21	bravo	P44rm3420	state+latches	-1.62	16.45	193	4.19	2.01	5.60	1	muzzleRecovery	squad-4	1	bot-19	bot-24
39758	bot-27	bravo	F44mb4420	state	-0.29	20.77	194	0.00	0.00		0		squad-4	3	bot-19	bot-24
39809	bot-19	bravo	T44mm2320	state	0.67	19.26	202	4.95	1.12	3.07	1	medic	squad-4	0	bot-19	bot-24
39809	bot-21	bravo	C44rm3420	state	-1.53	16.80	172	0.00	0.36	5.33	0	muzzleRecovery	squad-4	1	bot-19	bot-24
39809	bot-23	bravo	E44rm3219	latches	0.57	17.66	213	5.31	1.14	4.20	1	flee	squad-4	2	bot-19	bot-26
39809	bot-24	alpha	A45rm4410	state+latches	-2.87	10.62	12	1.29	0.47	8.28	3	cover	squad-3	3	bot-13	bot-21
39809	bot-27	bravo	P44mb4424	state+latches	-0.29	20.77	194	1.25	0.00		1	muzzleRecovery	squad-4	3	bot-19	bot-24
39855	bot-21	bravo	C44rm3422	latches	-1.63	16.42	192	3.75	0.39	3.00	6	cover	squad-4	1	bot-19	bot-24
39855	bot-26	alpha	C45rb3412	tick	-6.71	5.88	184	4.13	4.50	3.84	2	cover	squad-3	5	bot-13	bot-23
39855	bot-28	alpha	H35m-4120	state	-9.30	22.43	91	0.00	0.00		0		squad-3	6	bot-13	bot-19
39855	bot-28	alpha	H35m-4220	health	-9.30	22.43	103	0.00	0.00		0		squad-3	6	bot-13	bot-19
39894	bot-24	alpha	F45rm4410	state	-2.87	10.62	12	0.00	0.00		0		squad-3	3	bot-13	bot-21
39934	bot-24	alpha	A45rm4410	state	-2.87	10.62	12	0.00	0.00		0		squad-3	3	bot-13	bot-21
39979	bot-15	alpha	C45rm4412	tick	0.82	9.66	77	1.83	1.45	4.68	3	cover	squad-3	1	bot-13	bot-23
39979	bot-20	alpha	C45mm2320	state	-5.01	7.44	4	2.46	0.38	7.63	1	seek	squad-3	4	bot-13	bot-23
40018	bot-20	alpha	C45mb2322	element+latches	-5.01	7.14	26	4.09	0.30	7.59	1	cover	squad-3	4	bot-13	bot-23
40018	bot-24	alpha	F45rm4410	state	-2.92	10.62	12	1.25	0.06		0		squad-3	3	bot-13	bot-21
40066	bot-19	bravo	T45mm2320	score	0.68	19.27	169	0.00	0.01	3.08	1	medic	squad-4	0	bot-19	bot-24
40066	bot-21	bravo	P44rm3320	state+health+latches	-1.73	15.87	193	4.24	0.56	2.90	1	muzzleRecovery	squad-4	1	bot-19	bot-24
40066	bot-23	bravo	E45rm3219	score	1.60	18.47	213	5.09	1.31	2.95	1	flee	squad-4	2	bot-19	bot-26
40066	bot-24	alpha	A45rm4410	state	-2.98	10.62	13	1.43	0.05		0		squad-3	3	bot-13	bot-21
40109	bot-20	alpha	A45mb2320	state+latches	-5.02	6.93	38	3.97	0.20	7.39	1	cover	squad-3	4	bot-13	bot-23
40109	bot-27	bravo	A45mb4420	state+score+latches	-0.66	20.66	249	0.00	0.39		0	muzzleRecovery	squad-4	3	bot-19	bot-24
40148	bot-13	alpha	A45rb2410	state+element	-2.49	9.75	40	0.96	0.28	5.57	2	seek	squad-3	0	bot-13	bot-23
40148	bot-21	bravo	A45rm3320	state+score	-1.83	16.23	216	0.00	0.37	3.11	0	muzzleRecovery	squad-4	1	bot-19	bot-24
40221	bot-24	alpha	F45rm4410	state	-3.31	10.59	14	2.57	0.33		0		squad-3	3	bot-13	bot-21
40221	bot-27	bravo	M46mb4420	state+score	-0.66	20.66	224	0.00	0.00		0		squad-4	3	bot-19	bot-24
40265	bot-19	bravo	T46mm2320	score	0.68	19.27	185	0.00	0.00	3.08	1	medic	squad-4	0	bot-19	bot-24
40265	bot-21	bravo	E46rm3220	state+score+health	-1.83	16.23	195	0.00	0.00		0		squad-4	1	bot-19	bot-24
40265	bot-23	bravo	E46rm3219	score	2.28	19.23	213	5.20	1.01	1.98	1	flee	squad-4	2	bot-19	bot-26
40265	bot-24	alpha	A45rm4410	state	-3.38	10.57	15	1.83	0.07		0		squad-3	3	bot-13	bot-21
40309	bot-13	alpha	A45rm241G	element+latches	-2.57	9.75	6	0.72	0.08		0		squad-3	0	bot-13	bot-21
40309	bot-21	bravo	E46rm3229	latches	-1.46	16.54	197	5.30	0.48	4.63	1	flee	squad-4	1	bot-19	bot-24
40309	bot-22	alpha	G45rm4312	element	-1.45	9.55	343	0.00	0.37		0		squad-3	2	bot-13	bot-21
40309	bot-24	alpha	A45rb4410	element	-3.46	10.56	18	0.78	0.09		0		squad-3	3	bot-13	bot-21
40309	bot-27	bravo	M46mm442G	element+latches	-0.70	20.49	198	1.60	0.18	4.41	2	medic	squad-4	3	bot-19	bot-24
40350	bot-15	alpha	C45rb4412	element	1.49	9.79	77	2.47	0.68	4.14	3	cover	squad-3	1	bot-13	bot-23
40350	bot-20	alpha	A45mm232G	element+latches	-5.03	6.93	20	0.00	0.01		0		squad-3	4	bot-13	bot-21
40350	bot-23	bravo	E46rm3319	health	2.45	19.64	213	5.23	0.45	1.53	1	flee	squad-4	2	bot-19	bot-26
40350	bot-24	alpha	F45rb4410	state	-3.46	10.56	18	0.78	0.00		0		squad-3	3	bot-13	bot-21
40397	bot-24	alpha	A45rb4410	state	-3.48	10.56	19	0.49	0.02		0		squad-3	3	bot-13	bot-21
40442	bot-21	bravo	E46rm3220	latches	-1.08	16.96	200	4.16	0.57	6.25	1	flee	squad-4	1	bot-19	bot-24
40490	bot-21	bravo	E46rm3229	latches	-0.95	17.14	201	4.51	0.22	6.03	1	flee	squad-4	1	bot-19	bot-24
40490	bot-24	alpha	C45rb4410	state	-3.51	10.56	21	0.20	0.02		0		squad-3	3	bot-13	bot-21
40490	bot-26	alpha	C45rb4412	ammo	-6.95	2.99	180	4.41	2.90	0.94	2	cover	squad-3	5	bot-13	bot-23
40490	bot-27	bravo	M47mb4420	score+element+latches	-0.87	19.93	195	4.77	0.58	3.83	2	medic	squad-4	3	bot-19	bot-24
40535	bot-13	alpha	S45rm2414	state+latches	-2.62	9.75	6	0.11	0.04		0		squad-3	0	bot-13	bot-21
40535	bot-19	bravo	M47mm2320	state+score	0.68	19.27	202	0.00	0.00	3.08	1	medic	squad-4	0	bot-19	bot-24
40535	bot-21	bravo	E47rm2129	score+ammo+health	-0.82	17.32	201	4.91	0.22	5.81	1	flee	squad-4	1	bot-19	bot-24
40535	bot-22	alpha	G46rm4312	score	-1.45	9.55	1	0.00	0.00		0		squad-3	2	bot-13	bot-21
40535	bot-23	bravo	E47rm3319	score	2.83	20.55	213	5.19	0.98	0.55	1	flee	squad-4	2	bot-19	bot-26
40535	bot-24	alpha	C46rb4312	score+health+latches	-3.43	10.59	21	0.60	0.07	8.84	2	cover	squad-3	3	bot-13	bot-21
