t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id
45960	bot-30	alpha	E00r-441H	latches	-5.32	13.33	62	4.06	0.95	1.34	1	flee	squad-3	4	bot-13	bot-19
46005	bot-19	bravo	E21m-222P	latches	-1.83	14.96	244	2.01	0.17	6.70	2	flee	squad-4	0	bot-19	bot-30
46005	bot-20	alpha	F00m-2320	state	-3.61	9.77	19	0.00	0.00		0		squad-3	5	bot-13	bot-19
46005	bot-21	bravo	C32r-2420	state+tier+score+latches	2.07	21.30	211	0.07	0.01		0		squad-4	1	bot-19	bot-24
46005	bot-23	bravo	C32r-3410	state+tier+score	-0.57	16.55	212	2.08	0.28	14.08	3	seek	squad-4	2	bot-19	bot-26
46005	bot-27	bravo	T32m-3420	tier+score	1.89	20.73	177	0.00	0.01	0.74	1	medic	squad-4	3	bot-19	bot-24
46050	bot-15	alpha	S00r-4410	tick	-4.26	4.93	209	2.14	2.09	17.66	4	seek	squad-3	1	bot-13	bot-29
46050	bot-19	bravo	E32m-2129	tier+score+health+latches	-1.83	15.05	235	2.08	0.09	6.64	2	flee	squad-4	0	bot-19	bot-22
46050	bot-20	alpha	A00m-232G	state+latches	-3.61	9.77	19	0.00	0.00		0		squad-3	5	bot-13	bot-19
46050	bot-21	bravo	C32r-2422	latches	1.93	21.29	230	1.61	0.14	5.89	4	cover	squad-4	1	bot-19	bot-24
46050	bot-23	bravo	C32r-3412	latches	-0.44	16.95	200	4.71	0.42	4.83	1	cover	squad-4	2	bot-19	bot-26
46050	bot-26	alpha	A00r-341G	latches	-6.98	2.08	22	0.00	0.00		0		squad-3	6	bot-13	bot-19
46100	bot-24	alpha	C00r-3312	ammo	-3.72	10.79	26	3.49	0.33	2.59	1	muzzleRecovery	squad-3	3	bot-13	bot-19
46144	bot-13	alpha	E00r-2411	latches	-2.72	8.09	1	4.78	1.12	0.58	1	flee	squad-3	0	bot-13	bot-19
46144	bot-22	alpha	E00r-3311	ammo	-2.70	10.44	11	1.11	0.23	0.93	1	flee	squad-3	2	bot-13	bot-19
46144	bot-23	bravo	C33r-3412	score	-0.25	17.43	200	5.75	0.52	4.32	1	cover	squad-4	2	bot-19	bot-26
46144	bot-24	alpha	P00r-3310	state+latches	-3.72	10.79	26	4.32	0.00	2.59	1	muzzleRecovery	squad-3	3	bot-13	bot-19
46144	bot-27	bravo	T33m-3420	score	1.88	20.70	185	0.00	0.03	0.75	1	medic	squad-4	3	bot-19	bot-24
46144	bot-28	alpha	S00m-3320	tick	-6.94	17.38	181	2.42	2.61	27.01	5	seek	squad-3	7	bot-13	bot-29
46197	bot-19	bravo	E33m-2029	score+health	-1.78	15.34	205	2.30	0.30	6.41	2	flee	squad-4	0	bot-19	bot-22
46197	bot-21	bravo	C33r-2422	score	1.67	21.28	260	1.56	0.26	5.63	4	cover	squad-4	1	bot-19	bot-24
46197	bot-30	alpha	E00r-4411	latches	-6.08	13.80	62	3.58	0.89	0.44	1	flee	squad-3	4	bot-13	bot-19
46239	bot-22	alpha	E00r-331H	latches	-2.60	10.33	11	1.67	0.15	0.79	1	flee	squad-3	2	bot-13	bot-19
46239	bot-27	bravo	S33m-3420	state	1.88	20.70	189	0.00	0.00	0.75	1	medic	squad-4	3	bot-19	bot-24
46281	bot-13	alpha	S00r-2410	state+latches	-2.84	7.87	1	1.38	0.25		0		squad-3	0	bot-13	bot-19
46281	bot-19	bravo	E33m-202P	latches	-1.71	15.52	196	2.42	0.20	6.24	2	flee	squad-4	0	bot-19	bot-22
46281	bot-20	alpha	S00m-2320	state+latches	-3.61	9.77	19	0.00	0.00		0		squad-3	5	bot-13	bot-19
46281	bot-26	alpha	S00r-3410	state+latches	-6.98	2.08	22	0.00	0.00		0		squad-3	6	bot-13	bot-19
46344	bot-24	alpha	A00r-3310	state	-4.15	10.31	1	0.00	0.64	2.80	0	muzzleRecovery	squad-3	3	bot-13	bot-19
46344	bot-30	alpha	S00r-4410	state+latches	-6.20	13.88	62	0.00	0.14		0		squad-3	4	bot-13	bot-19
46471	bot-22	alpha	E00r-3311	latches	-2.39	9.81	11	0.00	0.56		0		squad-3	2	bot-13	bot-19
46534	bot-19	bravo	E33m-2029	latches	-1.54	16.00	196	1.52	0.50	5.80	2	flee	squad-4	0	bot-19	bot-22
46534	bot-22	alpha	S00r-3310	state+latches	-2.39	9.81	11	0.00	0.00		0		squad-3	2	bot-13	bot-19
46534	bot-24	alpha	F00r-3310	state	-4.25	10.37	26	0.00	0.12		0		squad-3	3	bot-13	bot-19
46582	bot-24	alpha	A00r-3310	state	-4.25	10.37	26	0.00	0.00		0		squad-3	3	bot-13	bot-19
46654	bot-24	alpha	F00r-3310	state	-4.26	10.37	27	0.00	0.00		0		squad-3	3	bot-13	bot-19
46654	bot-29	bravo	S00r-4310	state	-16.11	-7.55	22	0.06	0.04		0		squad-5	0	bot-29	bot-22
46709	bot-24	alpha	C00r-3310	state	-4.26	10.37	27	0.00	0.00		0		squad-3	3	bot-13	bot-19
46764	bot-24	alpha	C00r-3312	latches	-4.19	10.26	28	1.31	0.13	2.83	1	cover	squad-3	3	bot-13	bot-19
46835	bot-20	alpha	A00m-2320	state	-3.73	11.00	349	2.45	1.23	3.76	1	seek	squad-3	5	bot-13	bot-19
46835	bot-21	bravo	C33r-242I	latches	-0.35	19.94	216	3.76	2.43	3.94	4	cover	squad-4	1	bot-19	bot-20
46835	bot-24	alpha	P00r-3310	state+latches	-4.15	10.21	28	1.36	0.06	2.78	1	muzzleRecovery	squad-3	3	bot-13	bot-19
46881	bot-20	alpha	A00m-232G	latches	-3.74	11.00	354	0.16	0.01		0		squad-3	5	bot-13	bot-21
46881	bot-21	bravo	C33r-2422	latches	-0.45	19.79	204	3.84	0.18	3.92	4	cover	squad-4	1	bot-19	bot-22
46954	bot-24	alpha	A00r-3310	state	-4.30	10.26	4	0.00	0.16	2.94	0	muzzleRecovery	squad-3	3	bot-13	bot-21
46954	bot-31	bravo	P00r-0410	initial	-20.95	-6.45	0	0.00			0			-1		
47002	bot-31	bravo	S00r-4410	state+ammo	-20.95	-6.45	0	0.00	0.00		0		squad-5	1	bot-29	
47046	bot-23	bravo	G33r-3412	state	0.93	21.17	339	4.77	3.92	0.40	1	cover	squad-4	2	bot-19	bot-26
47046	bot-31	bravo	A00r-4410	state	-20.85	-6.36	12	2.71	0.13	22.28	4	seek	squad-5	1	bot-29	
47096	bot-15	alpha	S00r-4410	tick	-4.56	2.92	199	2.12	2.02	15.79	3	seek	squad-3	1	bot-13	bot-29
47096	bot-20	alpha	S00m-2320	state+latches	-3.75	11.00	354	0.00	0.00		0		squad-3	5	bot-13	bot-21
47096	bot-22	alpha	C00r-3310	state	-2.99	11.04	360	2.99	1.37	7.51	2	seek	squad-3	2	bot-13	bot-19
47152	bot-22	alpha	C00r-3312	latches	-3.07	10.98	17	0.33	0.10	2.16	2	cover	squad-3	2	bot-13	bot-21
47152	bot-23	bravo	C33r-3410	state+latches	1.09	21.58	320	1.66	0.44		0		squad-4	2	bot-19	bot-26
47152	bot-28	alpha	S00m-3320	tick	-6.10	14.96	196	2.79	2.56	24.88	5	seek	squad-3	7	bot-13	bot-29
47152	bot-31	bravo	A00r-441G	latches	-20.85	-6.35	32	0.00	0.01		0		squad-5	1	bot-29	bot-22
47199	bot-23	bravo	G33r-3412	state+latches	1.09	21.58	309	0.00	0.00		0		squad-4	2	bot-19	bot-26
47245	bot-27	bravo	S33m-3420	tick	1.07	18.99	211	2.38	1.89	6.90	2	seek	squad-4	3	bot-19	bot-24
47306	bot-13	alpha	S00r-2410	tick	-2.28	9.52	39	1.57	1.74	4.52	2	seek	squad-3	0	bot-13	bot-19
47306	bot-26	alpha	S00r-3410	tick	-6.16	3.70	28	1.94	1.82	11.14	3	seek	squad-3	6	bot-13	bot-19
47365	bot-30	alpha	S00r-4410	tick	-4.92	13.77	36	1.05	1.29	5.90	3	seek	squad-3	4	bot-13	bot-19
47365	bot-31	bravo	S00r-4410	state+latches	-20.85	-6.35	32	0.00	0.00		0		squad-5	1	bot-29	bot-22
47424	bot-26	alpha	A00r-3410	state	-6.11	3.80	28	1.98	0.11	11.03	3	seek	squad-3	6	bot-13	bot-19
47468	bot-26	alpha	A00r-341G	latches	-6.12	3.81	20	0.52	0.02		0		squad-3	6	bot-13	bot-21
47512	bot-24	alpha	C00r-3310	state	-4.30	10.26	23	0.00	0.00		0		squad-3	3	bot-13	bot-21
47570	bot-19	bravo	E33m-2029	tick	2.35	19.05	196	5.27	4.94	0.86	2	flee	squad-4	0	bot-19	bot-22
47570	bot-23	bravo	S33r-3410	state+latches	1.05	21.55	237	0.00	0.05		0		squad-4	2	bot-19	bot-26
47570	bot-24	alpha	C00r-3312	latches	-4.19	10.24	23	1.25	0.12	9.66	2	cover	squad-3	3	bot-13	bot-21
47637	bot-27	bravo	C33m-3420	state	0.50	18.54	213	1.82	0.72	6.24	2	seek	squad-4	3	bot-19	bot-24
47685	bot-26	alpha	S00r-3410	state+latches	-6.14	3.82	20	0.01	0.02		0		squad-3	6	bot-13	bot-21
47685	bot-27	bravo	C33m-3422	latches	0.35	18.31	212	3.99	0.28	5.39	4	cover	squad-4	3	bot-19	bot-24
47685	bot-29	bravo	S00r-4310	tick	-16.59	-5.54	43	2.10	2.07	20.68	5	seek	squad-5	0	bot-29	bot-22
47787	bot-19	bravo	E33m-2020	latches	2.77	19.43	196	1.17	0.57		0		squad-4	0	bot-19	bot-22
47787	bot-31	bravo	A00r-4410	state	-20.33	-5.88	48	2.44	0.71	21.45	4	seek	squad-5	1	bot-29	bot-22
47835	bot-21	bravo	P33r-2420	state+latches	-1.54	16.44	191	4.15	3.53	2.94	1	muzzleRecovery	squad-4	1	bot-19	bot-22
47835	bot-31	bravo	A00r-441G	latches	-20.33	-5.87	47	0.00	0.00		0		squad-5	1	bot-29	bot-22
47880	bot-20	alpha	A00m-2320	state	-3.90	12.50	4	1.44	1.50	7.07	2	seek	squad-3	5	bot-13	bot-21
47950	bot-21	bravo	A33r-2420	state	-1.49	16.82	215	0.00	0.39	3.09	0	muzzleRecovery	squad-4	1	bot-19	bot-22
47950	bot-24	alpha	A00r-3310	state+latches	-3.42	10.12	17	2.81	0.78	8.96	2	cover	squad-3	3	bot-13	bot-21
48035	bot-23	bravo	C33r-3410	state	0.81	21.04	207	0.58	0.57	19.11	3	seek	squad-4	2	bot-19	bot-26
48091	bot-21	bravo	F33r-2420	state	-1.50	16.82	189	0.27	0.01		0		squad-4	1	bot-19	bot-22
48091	bot-23	bravo	G33r-3412	state+latches	0.91	21.25	220	4.71	0.24	0.33	1	cover	squad-4	2	bot-19	bot-26
48091	bot-31	bravo	S00r-4410	state+latches	-20.33	-5.87	47	0.00	0.00		0		squad-5	1	bot-29	bot-22
48143	bot-15	alpha	S00r-4410	tick	-5.20	0.91	214	2.45	2.11	13.75	3	seek	squad-3	1	bot-13	bot-29
48143	bot-20	alpha	C00m-2320	state	-3.92	12.47	37	0.17	0.03		0		squad-3	5	bot-13	bot-27
48143	bot-21	bravo	A33r-242G	state+latches	-1.50	16.82	188	0.01	0.00		0		squad-4	1	bot-19	bot-22
48143	bot-22	alpha	C00r-331I	latches	-2.30	9.97	21	2.96	1.27	0.94	2	cover	squad-3	2	bot-13	bot-21
48205	bot-20	alpha	C00m-2322	latches	-3.75	12.08	37	3.19	0.43	7.86	3	cover	squad-3	5	bot-13	bot-27
48205	bot-28	alpha	S00m-3320	tick	-6.23	12.18	185	2.10	2.79	22.17	4	seek	squad-3	7	bot-13	bot-29
48251	bot-19	bravo	E33m-202G	latches	2.78	19.44	223	0.00	0.01		0		squad-4	0	bot-19	bot-20
48301	bot-19	bravo	H33m-202G	state	2.78	19.44	223	0.00	0.00		0		squad-4	0	bot-19	bot-20
48301	bot-21	bravo	A33r-2420	latches	-1.50	16.82	201	0.00	0.00		0		squad-4	1	bot-19	bot-20
48347	bot-13	alpha	S00r-2410	tick	-1.43	9.99	45	0.71	0.97	3.64	1	seek	squad-3	0	bot-13	bot-19
48347	bot-22	alpha	C00r-3312	latches	-1.87	9.49	70	3.04	0.64	0.42	1	cover	squad-3	2	bot-13	bot-21
48347	bot-24	alpha	C00r-3310	state	-3.42	10.12	16	0.00	0.00		0		squad-3	3	bot-13	bot-21
48406	bot-22	alpha	G00r-3312	state	-1.87	9.49	70	3.04	0.00	0.42	1	cover	squad-3	2	bot-13	bot-21
48406	bot-24	alpha	C00r-3312	latches	-3.35	10.09	16	0.77	0.08	4.04	2	cover	squad-3	3	bot-13	bot-21
48406	bot-30	alpha	S00r-4410	tick	-4.18	13.79	41	0.75	0.74	5.49	3	seek	squad-3	4	bot-13	bot-19
48464	bot-19	bravo	H33m-2020	latches	2.78	19.44	172	0.00	0.00		0		squad-4	0	bot-19	bot-20
48464	bot-21	bravo	C33r-2420	state	-1.50	16.82	200	0.00	0.00		0		squad-4	1	bot-19	bot-20
48509	bot-19	bravo	H33m-2120	health	2.78	19.44	172	0.00	0.00		0		squad-4	0	bot-19	bot-20
48509	bot-21	bravo	C33r-2422	latches	-1.65	16.49	197	3.38	0.36	3.06	6	cover	squad-4	1	bot-19	bot-20
48560	bot-20	alpha	A00m-2320	state+latches	-3.29	11.28	18	2.55	0.92	7.55	3	cover	squad-3	5	bot-13	bot-21
48603	bot-23	bravo	A33r-3410	state+latches	1.05	21.55	228	0.00	0.33		0		squad-4	2	bot-19	bot-20
48603	bot-24	alpha	P00r-3310	state+latches	-3.26	10.04	15	1.43	0.10	3.94	1	muzzleRecovery	squad-3	3	bot-13	bot-21
48663	bot-30	alpha	E00r-4410	state	-4.02	13.82	78	0.89	0.16	5.38	3	seek	squad-3	4	bot-13	bot-19
48708	bot-23	bravo	A33r-341G	latches	1.05	21.55	209	0.00	0.00		0		squad-4	2	bot-19	bot-20
48708	bot-26	alpha	A00r-3410	state	-5.52	5.65	25	2.41	1.93	10.91	4	seek	squad-3	6	bot-13	bot-21
48708	bot-27	bravo	C33m-3422	tick	-0.86	15.79	238	1.59	2.80	6.54	4	cover	squad-4	3	bot-19	bot-30
48708	bot-29	bravo	S00r-4310	tick	-16.80	-3.58	23	2.07	1.97	19.45	5	seek	squad-5	0	bot-29	bot-22
48708	bot-30	alpha	E00r-4411	latches	-4.15	13.73	58	1.65	0.16	2.85	1	flee	squad-3	4	bot-13	bot-27
48792	bot-24	alpha	A00r-3310	state	-3.39	10.27	336	0.00	0.27	4.13	0	muzzleRecovery	squad-3	3	bot-13	bot-21
48841	bot-19	bravo	H32m-2120	score	2.78	19.44	198	0.00	0.00		0		squad-4	0	bot-19	bot-20
48841	bot-21	bravo	C32r-2422	score	-1.86	15.75	199	1.38	0.77	3.00	6	cover	squad-4	1	bot-19	bot-20
48841	bot-23	bravo	A32r-341G	score	1.07	21.57	209	0.00	0.03		0		squad-4	2	bot-19	bot-20
48841	bot-27	bravo	C32m-3422	score	-1.09	15.62	238	3.44	0.29	6.58	4	cover	squad-4	3	bot-19	bot-30
48887	bot-30	alpha	E00r-441H	latches	-4.51	13.46	58	5.07	0.45	2.40	1	flee	squad-3	4	bot-13	bot-27
48940	bot-23	bravo	S32r-3410	state+latches	1.07	21.57	209	0.00	0.00		0		squad-4	2	bot-19	bot-20
48940	bot-30	alpha	E00r-4411	latches	-4.71	13.31	57	5.04	0.25	2.14	1	flee	squad-3	4	bot-13	bot-27
48986	bot-26	alpha	C00r-3410	state	-5.53	5.65	20	0.00	0.00		0		squad-3	6	bot-13	bot-21
49035	bot-19	bravo	H00m-2120	tier+score	2.78	19.44	213	0.00	0.00		0		squad-4	0	bot-19	bot-20
49035	bot-21	bravo	C00r-2422	tier+score	-2.01	15.16	199	3.68	0.62	3.06	6	cover	squad-4	1	bot-19	bot-20
49035	bot-23	bravo	S00r-3410	tier+score	1.00	21.42	203	0.84	0.16	13.98	3	seek	squad-4	2	bot-19	bot-20
49035	bot-24	alpha	F00r-3310	state	-3.39	10.27	16	0.00	0.00		0		squad-3	3	bot-13	bot-21
49035	bot-26	alpha	C00r-3412	latches	-5.52	5.52	20	1.35	0.13	6.00	1	cover	squad-3	6	bot-13	bot-21
49035	bot-27	bravo	C00m-3422	tier+score	-1.44	15.37	205	0.94	0.43	6.67	4	cover	squad-4	3	bot-19	bot-20
49079	bot-24	alpha	A00r-3310	state	-3.39	10.27	16	0.00	0.00		0		squad-3	3	bot-13	bot-21
49079	bot-30	alpha	E00r-441H	latches	-5.27	12.85	58	4.52	0.72	1.43	1	flee	squad-3	4	bot-13	bot-27
49143	bot-31	bravo	S00r-4410	tick	-18.78	-4.62	51	0.98	1.99	19.18	4	seek	squad-5	1	bot-29	bot-22
49170	bot-15	alpha	S00r-4410	tick	-5.50	-0.59	210	0.93	1.54	12.36	3	seek	squad-3	1	bot-13	bot-29
49170	bot-24	alpha	F00r-3310	state	-3.39	10.27	16	0.00	0.00		0		squad-3	3	bot-13	bot-21
49170	bot-24	alpha	F00r-2310	ammo	-3.39	10.27	16	0.00	0.00		1	muzzleRecovery	squad-3	3	bot-13	bot-21
49170	bot-30	alpha	E00r-4411	latches	-5.58	12.64	58	4.80	0.38	1.05	1	flee	squad-3	4	bot-13	bot-27
49219	bot-20	alpha	F00m-2320	state	-3.38	11.27	19	0.01	0.10		0		squad-3	5	bot-13	bot-21
49219	bot-21	bravo	C00r-2322	health	-2.12	14.75	199	2.82	0.42	3.19	6	cover	squad-4	1	bot-19	bot-20
49219	bot-23	bravo	A21r-3410	state+tier+score	0.93	21.27	203	2.08	0.17	13.81	3	seek	squad-4	2	bot-19	bot-20
49219	bot-24	alpha	P00r-2310	state	-3.39	10.27	16	1.38	0.00		1	muzzleRecovery	squad-3	3	bot-13	bot-21
49219	bot-27	bravo	C21m-3422	tier+score	-1.59	15.12	206	3.16	0.29	6.85	4	cover	squad-4	3	bot-19	bot-20
49219	bot-28	alpha	S00m-3320	tick	-6.10	9.94	200	1.44	2.24	20.09	4	seek	squad-3	7	bot-13	bot-29
49271	bot-19	bravo	H21m-2120	tier+score	2.78	19.44	236	0.00	0.00		0		squad-4	0	bot-19	bot-20
49271	bot-20	alpha	A00m-2320	state	-3.38	11.27	19	0.01	0.00		0		squad-3	5	bot-13	bot-21
49271	bot-21	bravo	C21r-2322	tier+score	-2.18	14.63	200	2.55	0.13	3.26	5	cover	squad-4	1	bot-19	bot-20
49271	bot-23	bravo	A21r-341G	latches	0.93	21.27	203	0.25	0.01		0		squad-4	2	bot-19	bot-20
49381	bot-13	alpha	S00r-2410	tick	-1.30	10.08	32	0.08	0.16	3.50	1	seek	squad-3	0	bot-13	bot-19
49381	bot-20	alpha	F00m-2320	state	-3.38	11.27	20	0.00	0.00		0		squad-3	5	bot-13	bot-21
49381	bot-20	alpha	F00m-1320	ammo	-3.38	11.27	19	0.00	0.00		0		squad-3	5	bot-13	bot-21
49381	bot-21	bravo	E32r-2220	state+tier+score+health+latches	-2.24	14.52	200	0.00	0.13		0		squad-4	1	bot-19	bot-20
49381	bot-23	bravo	A32r-341G	tier+score	0.93	21.28	203	0.00	0.00		0		squad-4	2	bot-19	bot-20
49381	bot-27	bravo	P21m-3420	state+latches	-1.79	14.90	204	4.39	0.30	6.99	1	muzzleRecovery	squad-4	3	bot-19	bot-20
49434	bot-19	bravo	H32m-2120	tier+score	2.78	19.44	249	0.00	0.00		0		squad-4	0	bot-19	bot-20
49434	bot-20	alpha	A00m-1320	state	-3.38	11.27	19	0.00	0.00		0		squad-3	5	bot-13	bot-21
49434	bot-21	bravo	E32r-1229	ammo+latches	-2.19	14.97	199	5.47	0.46	6.59	1	flee	squad-4	1	bot-19	bot-20
49434	bot-22	alpha	G00r-3312	tick	-1.45	9.55	352	0.00	0.42		0		squad-3	2	bot-13	bot-21
49434	bot-26	alpha	A00r-3410	state+latches	-5.45	4.54	18	3.78	0.98	5.02	1	cover	squad-3	6	bot-13	bot-21
49434	bot-30	alpha	E00r-441G	latches	-6.37	12.12	58	2.80	0.95	2.79	1	flee	squad-3	4	bot-13	bot-21
49479	bot-23	bravo	C32r-3410	state+latches	0.93	21.28	203	0.00	0.00		0		squad-4	2	bot-19	bot-20
49479	bot-27	bravo	M32m-3420	state+tier+score	-1.60	15.23	182	0.00	0.38	6.74	0	muzzleRecovery	squad-4	3	bot-19	bot-20
49479	bot-30	alpha	E00r-441H	latches	-6.55	12.04	58	4.23	0.19	2.60	1	flee	squad-3	4	bot-13	bot-21
49551	bot-20	alpha	F00m-1320	state	-3.38	11.27	18	0.00	0.00		0		squad-3	5	bot-13	bot-21
49551	bot-21	bravo	E33r-1129	score+health	-1.95	15.40	197	5.72	0.49	6.12	1	muzzleRecovery	squad-4	1	bot-19	bot-20
49551	bot-23	bravo	C33r-3412	score+latches	0.88	21.17	203	1.29	0.12	4.85	4	cover	squad-4	2	bot-19	bot-20
49551	bot-27	bravo	M33m-3420	score	-1.63	15.41	204	2.17	0.19		0		squad-4	3	bot-19	bot-20
49611	bot-15	alpha	S10r-4410	tier	-5.35	-0.70	217	0.61	0.18	12.36	2	seek	squad-3	1	bot-13	bot-29
49611	bot-19	bravo	H33m-2120	score	2.78	19.44	263	0.00	0.00		0		squad-4	0	bot-19	bot-20
49611	bot-20	alpha	A10m-1320	state+tier	-3.38	11.27	17	0.00	0.00		0		squad-3	5	bot-13	bot-21
49611	bot-21	bravo	E33r-1120	latches	-1.89	15.60	197	5.70	0.21	7.00	1	flee	squad-4	1	bot-19	bot-20
49660	bot-21	bravo	E33r-1129	latches	-1.94	15.84	197	5.72	0.25	6.86	1	flee	squad-4	1	bot-19	bot-20
49660	bot-24	alpha	P00r-231G	latches	-3.72	9.75	282	1.35	0.62		1	muzzleRecovery	squad-3	3	bot-13	bot-21
49660	bot-29	bravo	C00r-4310	state	-16.42	-2.09	50	1.49	1.54	18.18	4	seek	squad-5	0	bot-29	bot-22
49660	bot-30	alpha	E00r-4411	latches	-7.03	11.90	58	3.31	0.50	2.10	1	flee	squad-3	4	bot-13	bot-21
49715	bot-19	bravo	H33m-2220	health	2.78	19.44	271	0.00	0.00		0		squad-4	0	bot-19	bot-20
49715	bot-24	alpha	A00r-2310	state+latches	-3.72	9.75	282	0.00	0.00		0	muzzleRecovery	squad-3	3	bot-13	bot-21
49715	bot-29	bravo	C00r-4312	latches	-16.26	-1.92	51	2.25	0.24	5.14	4	cover	squad-5	0	bot-29	bot-13
49761	bot-22	alpha	G21r-3312	tier+score	-1.45	9.55	17	0.00	0.00		0		squad-3	2	bot-13	bot-21
49761	bot-24	alpha	A21r-2310	tier+score	-3.72	9.75	263	0.00	0.00		0		squad-3	3	bot-13	bot-29
49761	bot-26	alpha	A21r-3410	tier+score	-5.46	4.56	17	0.00	0.02		0		squad-3	6	bot-13	bot-21
49761	bot-28	alpha	S21m-3320	tier+score	-6.04	8.84	201	2.18	1.10	19.09	4	seek	squad-3	7	bot-13	bot-29
49761	bot-30	alpha	E21r-4411	tier+score	-7.27	11.79	58	2.49	0.26	1.83	1	flee	squad-3	4	bot-13	bot-21
49815	bot-13	alpha	S21r-2410	tier+score	-1.30	10.04	32	0.29	0.04	3.53	1	seek	squad-3	0	bot-13	bot-19
49815	bot-15	alpha	S21r-4410	tier+score	-5.30	-0.70	243	0.29	0.05	12.39	3	seek	squad-3	1	bot-13	bot-29
49815	bot-20	alpha	E21m-1220	state+tier+score+health	-3.38	11.27	22	0.00	0.00		0		squad-3	5	bot-13	bot-27
49815	bot-26	alpha	C21r-3410	state	-5.46	4.56	17	0.00	0.00		0		squad-3	6	bot-13	bot-21
49815	bot-27	bravo	M33m-2420	ammo	-1.64	15.80	203	0.81	0.38		0		squad-4	3	bot-19	bot-20
49862	bot-20	alpha	E21m-1229	latches	-3.80	10.95	22	5.47	0.53	5.34	1	flee	squad-3	5	bot-13	bot-27
49862	bot-23	bravo	P33r-3410	state+latches	0.61	20.58	204	4.07	0.64	4.66	1	muzzleRecovery	squad-4	2	bot-19	bot-20
49862	bot-26	alpha	C21r-341I	latches	-5.53	4.43	8	1.47	0.14	2.77	1	cover	squad-3	6	bot-13	bot-21
49923	bot-28	alpha	A21m-3320	state	-6.04	8.62	201	2.18	0.22	18.88	4	seek	squad-3	7	bot-13	bot-29
49975	bot-21	bravo	E33r-R12P	ammo+latches	-1.11	17.86	203	0.84	2.18	4.96	1	flee	squad-4	1	bot-19	bot-20
49975	bot-22	alpha	C21r-3312	state	-1.82	9.88	32	0.00	0.49		0		squad-3	2	bot-13	bot-21
49975	bot-23	bravo	A33r-341G	state+latches	0.21	20.56	229	0.00	0.40	4.28	0	muzzleRecovery	squad-4	2	bot-19	bot-20
50025	bot-22	alpha	G21r-3312	state	-1.82	9.80	42	1.63	0.08	0.45	1	cover	squad-3	2	bot-13	bot-21
50081	bot-26	alpha	C21r-3412	latches	-5.79	4.06	324	4.59	0.45	2.32	1	cover	squad-3	6	bot-13	bot-21
50159	bot-21	bravo	E33r-R129	latches	-1.06	17.70	198	4.27	0.17	5.00	1	flee	squad-4	1	bot-19	bot-24
50159	bot-31	bravo	S00r-4410	tick	-17.46	-3.29	51	1.94	1.87	17.32	4	seek	squad-5	1	bot-29	bot-22
50205	bot-23	bravo	S33r-3410	state+latches	0.21	20.58	229	0.00	0.02		0		squad-4	2	bot-19	bot-20
50270	bot-29	bravo	A00r-4310	state+latches	-15.82	-1.43	44	0.32	0.65	5.25	4	cover	squad-5	0	bot-29	bot-28
50334	bot-23	bravo	C33r-3410	state	0.17	20.49	209	1.11	0.10	13.65	3	seek	squad-4	2	bot-19	bot-20
50385	bot-23	bravo	C33r-3412	latches	0.13	20.37	200	1.23	0.12	4.25	4	cover	squad-4	2	bot-19	bot-20
50385	bot-28	alpha	A21m-332G	latches	-6.04	8.63	224	0.00	0.01		0		squad-3	7	bot-13	bot-29
50385	bot-29	bravo	A00r-431G	latches	-15.83	-1.43	44	0.10	0.01		0		squad-5	0	bot-29	bot-28
50441	bot-26	alpha	S21r-3410	state+latches	-6.45	2.95	253	4.72	1.29	1.03	1	cover	squad-3	6	bot-13	bot-21
50554	bot-20	alpha	E21m-R22P	ammo+latches	-6.41	9.24	35	5.18	3.11	2.43	1	flee	squad-3	5	bot-13	bot-27
50554	bot-27	bravo	M33m-242G	latches	-0.58	17.04	203	0.12	1.63	1.02	0		squad-4	3	bot-19	bot-20
50554	bot-30	alpha	S21r-4410	state+latches	-8.73	11.18	58	0.00	1.58		0		squad-3	4	bot-13	bot-21
50602	bot-28	alpha	S21m-3320	state+latches	-6.04	8.63	224	0.00	0.00		0		squad-3	7	bot-13	bot-29
50602	bot-29	bravo	S00r-4310	state+latches	-15.84	-1.44	44	0.00	0.00		0		squad-5	0	bot-29	bot-28
50667	bot-26	alpha	S21r-4410	ammo	-6.47	3.57	317	2.33	0.62	12.53	4	seek	squad-3	6	bot-13	bot-21
50719	bot-19	bravo	H33m-2220	tick	2.78	19.44	194	0.00	0.00		0		squad-4	0	bot-19	bot-20
50746	bot-21	bravo	E33r-R12P	latches	1.19	18.99	214	5.15	2.60	2.43	1	flee	squad-4	1	bot-19	bot-28
50811	bot-20	alpha	E21m-R229	latches	-7.23	8.65	35	4.82	1.02	1.61	1	flee	squad-3	5	bot-13	bot-27
50811	bot-24	alpha	A21r-2310	tick	-3.72	9.75	227	0.00	0.00		0		squad-3	3	bot-13	bot-29
50811	bot-27	bravo	M33m-2420	latches	0.08	17.92	207	6.35	1.10	1.17	1	medic	squad-4	3	bot-19	bot-20
50868	bot-13	alpha	S21r-2410	tick	-1.12	10.06	31	0.69	0.18	3.43	1	seek	squad-3	0	bot-13	bot-19
50868	bot-15	alpha	S21r-4410	tick	-5.36	-0.69	11	0.59	0.06	12.37	3	seek	squad-3	1	bot-13	bot-29
