t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id
125025	bot-114	bravo	S33r-4310	score	5.54	19.43	35	0.37	0.30	0.80	1	seek	squad-34	1	bot-106
125025	bot-116	bravo	M33m-3320	state+score	2.92	21.09	15	0.20	0.00	0.47	1	seek	squad-34	3	bot-106
125025	bot-118	alpha	A00r-4410	state	-16.64	8.87	64	0.00	0.00		0		squad-26	4	bot-103
125042	bot-106	bravo	E33r-2219	latches	6.09	19.77	240	1.59	0.05	5.11	3	flee	squad-34	0	bot-106
125090	bot-103	alpha	C32r-3322	state	-21.06	-11.69	216	0.25	0.28		0		squad-26	0	bot-103
125090	bot-105	alpha	S32r-4320	ammo	-24.01	-9.60	326	1.30	0.67	0.79	1	seek	squad-26	5	bot-103
125090	bot-118	alpha	A00r-441G	latches	-16.64	8.87	64	0.00	0.00		0		squad-26	4	bot-103
125106	bot-103	alpha	G32r-3322	state	-21.06	-11.69	216	0.39	0.01		0		squad-26	0	bot-103
125156	bot-94	bravo	S00r-4310	tick	-21.09	-17.48	275	0.02	0.07	0.36	1	seek	squad-27	1	bot-88
125156	bot-105	alpha	C32r-4320	state	-24.04	-9.55	326	1.31	0.07	0.72	1	seek	squad-26	5	bot-103
125156	bot-107	alpha	S32m-44A0	tick	-22.65	-11.53	165	0.03	0.12	10.95	3	seek	squad-26	6	bot-103
125156	bot-108	bravo	S33m-43B0	state	10.25	17.94	209	0.00	0.00		0		squad-34	2	bot-106
125156	bot-113	alpha	C32r-4410	state	-24.75	-13.27	162	0.03	0.03	7.54	2	seek	squad-26	3	bot-103
125173	bot-105	alpha	S32r-4320	state	-24.04	-9.57	322	1.47	0.02	6.71	2	cover	squad-26	5	bot-103
125173	bot-113	alpha	S32r-4410	state	-24.75	-13.27	158	0.22	0.00	0.44	2	cover	squad-26	3	bot-103
125223	bot-106	bravo	E33r-221P	latches	6.40	19.72	241	1.76	0.31	4.80	3	flee	squad-34	0	bot-106
125240	bot-103	alpha	G00r-3322	tier+score	-20.96	-11.41	227	1.13	0.30		0		squad-26	0	bot-103
125240	bot-105	alpha	S00r-4320	tier+score	-23.99	-9.67	305	1.32	0.11	1.39	1	seek	squad-26	5	bot-103
125240	bot-107	alpha	S00m-44A0	tier+score	-22.66	-11.53	165	0.03	0.01	10.95	3	seek	squad-26	6	bot-103
125240	bot-111	alpha	S00r-4410	tier+score	-23.78	-12.52	160	0.18	0.14	0.99	1	seek	squad-26	2	bot-103
125240	bot-113	alpha	S00r-4410	tier+score	-24.75	-13.28	162	0.07	0.01	9.11	2	seek	squad-26	3	bot-103
125265	bot-119	alpha	P00r-4410	tick	-10.95	10.46	317	2.35	2.20	4.64	5	patrolReentry	squad-37	0	bot-119
125278	bot-118	alpha	F00r-4410	state+latches	-16.64	8.87	64	0.00	0.00		0		squad-26	4	bot-103
125310	bot-106	bravo	E33r-2219	latches	6.79	19.61	245	5.41	0.40	4.39	3	flee	squad-34	0	bot-106
125310	bot-118	alpha	A00r-4410	state	-16.64	8.87	65	0.00	0.00		0		squad-26	4	bot-103
125340	bot-118	alpha	A00r-441G	latches	-16.64	8.87	65	0.00	0.00		0		squad-26	4	bot-103
125357	bot-106	bravo	E33r-221P	latches	7.03	19.52	245	5.38	0.25	4.14	3	flee	squad-34	0	bot-106
125376	bot-120	bravo	C33r-4412	state	5.80	15.00	203	0.00	0.26		0		squad-34	4	bot-106
125393	bot-120	bravo	G33r-4412	state	5.80	15.00	203	0.00	0.00		0		squad-34	4	bot-106
125590	bot-118	alpha	S00r-4410	state+latches	-16.64	8.87	65	0.00	0.00		0		squad-26	4	bot-103
125606	bot-106	bravo	E33r-2219	latches	8.05	18.86	245	4.32	1.21	3.02	3	flee	squad-34	0	bot-106
125656	bot-92	bravo	S00m-4320	tick	-5.06	-13.60	209	0.06	0.08	13.89	10	seek	squad-27	2	bot-88
125656	bot-105	alpha	S00r-3320	ammo	-23.77	-10.19	219	1.35	0.56	0.83	1	seek	squad-26	5	bot-103
125690	bot-81	alpha	D00r--000	tick	-3.64	0.76	215	0.00	0.00	4.63	0		squad-26	-1	bot-103
125723	bot-106	bravo	E10r-2219	tier+score	8.51	18.64	245	4.71	0.51	2.54	3	flee	squad-34	0	bot-106
125723	bot-108	bravo	S00m-43B0	tier+score	9.22	17.91	248	1.97	1.03	31.03	7	seek	squad-34	2	bot-106
125723	bot-114	bravo	S10r-4310	tier+score	5.48	19.54	251	0.09	0.13	0.52	1	seek	squad-34	1	bot-106
125723	bot-116	bravo	M00m-3320	tier+score	4.92	19.24	140	5.95	2.72	2.43	2	medic	squad-34	3	bot-106
125723	bot-120	bravo	G00r-4412	tier+score	6.07	15.06	216	0.12	0.28		0		squad-34	4	bot-106
125773	bot-88	bravo	C00r-4312	tick	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
125840	bot-114	bravo	A10r-4310	state	5.47	19.54	244	0.15	0.01	0.51	1	seek	squad-34	1	bot-106
125840	bot-118	alpha	A00r-4410	state	-16.62	9.22	13	2.42	0.35	26.30	7	seek	squad-26	4	bot-103
125956	bot-109	alpha	S00r-4320	tick	-4.48	2.68	196	1.96	2.16	12.00	3	seek	squad-26	1	bot-103
125956	bot-114	bravo	A10r-431G	latches	5.45	19.51	245	0.14	0.04		0		squad-34	1	bot-106
125956	bot-118	alpha	A00r-441G	latches	-16.62	9.22	37	0.00	0.00		0		squad-26	4	bot-103
126156	bot-94	bravo	S00r-4310	tick	-21.09	-17.49	277	0.00	0.01	0.36	1	seek	squad-27	1	bot-88
126190	bot-114	bravo	S10r-4310	state+latches	5.44	19.50	245	0.03	0.02		0		squad-34	1	bot-106
126190	bot-118	alpha	S00r-4410	state+latches	-16.62	9.22	37	0.00	0.00		0		squad-26	4	bot-103
126207	bot-105	alpha	S00r-4320	ammo	-23.76	-10.71	184	1.21	0.52	0.73	1	seek	squad-26	5	bot-103
126240	bot-106	bravo	E10r-2210	latches	10.86	18.34	245	0.15	2.37		0		squad-34	0	bot-106
126256	bot-103	alpha	G00r-3322	tick	-20.96	-11.44	148	0.15	0.03		0		squad-26	0	bot-103
126256	bot-107	alpha	S00m-44A0	tick	-22.64	-11.52	176	0.17	0.02	10.95	3	seek	squad-26	6	bot-103
126256	bot-111	alpha	S00r-4410	tick	-23.77	-12.51	161	0.37	0.02	0.99	1	seek	squad-26	2	bot-103
126256	bot-113	alpha	S00r-4410	tick	-24.75	-13.30	165	0.03	0.01	9.10	2	seek	squad-26	3	bot-103
126273	bot-119	alpha	S00r-4410	state	-11.79	12.29	314	1.52	2.02	5.98	4	patrolReentry	squad-37	0	bot-119
126323	bot-114	bravo	A10r-4310	state	5.44	19.50	245	0.00	0.00		0		squad-34	1	bot-106
126323	bot-118	alpha	A00r-4410	state	-16.62	9.40	10	1.37	0.18	24.66	6	seek	squad-26	4	bot-103
126373	bot-114	bravo	A10r-431G	latches	5.44	19.50	245	0.00	0.00		0		squad-34	1	bot-106
126373	bot-118	alpha	A00r-441G	latches	-16.62	9.40	23	0.00	0.00		0		squad-26	4	bot-103
126607	bot-114	bravo	S10r-4310	state+latches	5.44	19.50	245	0.00	0.00		0		squad-34	1	bot-106
126607	bot-118	alpha	S00r-4410	state+latches	-16.62	9.40	65	0.00	0.00		0		squad-26	4	bot-103
126656	bot-118	alpha	A00r-4410	state	-16.62	9.40	65	0.00	0.00		0		squad-26	4	bot-103
126673	bot-92	bravo	S00m-4320	tick	-5.07	-13.54	234	0.05	0.07	13.89	10	seek	squad-27	2	bot-88
126673	bot-103	alpha	C00r-3322	state	-21.06	-11.71	121	0.24	0.29		0		squad-26	0	bot-103
126673	bot-114	bravo	A10r-4310	state	5.46	19.51	253	0.71	0.02	5.75	1	grenade	squad-34	1	bot-106
126689	bot-103	alpha	G00r-3322	state	-21.06	-11.71	121	0.38	0.01		0		squad-26	0	bot-103
126706	bot-81	alpha	D00r--000	tick	-3.64	0.76	215	0.00	0.00	4.63	0		squad-26	-1	bot-103
126739	bot-108	bravo	S00m-43B0	tick	7.72	17.88	302	4.05	1.51	3.34	1	grenade	squad-34	2	bot-106
126739	bot-116	bravo	M00m-3320	tick	9.24	18.31	130	4.69	4.42	0.40	1	grenade	squad-34	3	bot-106
126739	bot-120	bravo	G00r-4412	tick	6.55	15.05	315	4.46	0.48	3.50	1	grenade	squad-34	4	bot-106
126756	bot-106	bravo	H10r-2210	state	11.34	18.30	215	3.89	0.48	3.72	1	grenade	squad-34	0	bot-106
126773	bot-88	bravo	C00r-4312	tick	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
126773	bot-105	alpha	S00r-3320	ammo	-23.96	-10.55	292	1.46	0.25	1.89	1	seek	squad-26	5	bot-103
126789	bot-106	bravo	H00r-2210	tier	11.51	18.26	203	4.08	0.18	3.54	1	grenade	squad-34	0	bot-106
126789	bot-114	bravo	A00r-4310	tier	5.57	19.58	287	0.91	0.13	5.62	1	grenade	squad-34	1	bot-106
126806	bot-120	bravo	C00r-4412	state	6.77	15.05	328	4.35	0.22	3.28	1	grenade	squad-34	4	bot-106
126939	bot-88	bravo	A00r-4310	state+latches	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
126939	bot-114	bravo	A00r-431G	latches	5.72	19.72	326	1.55	0.21	5.41	1	grenade	squad-34	1	bot-106
126956	bot-109	alpha	S00r-4320	tick	-4.40	1.06	155	3.69	1.63	2.49	1	grenade	squad-26	1	bot-103
127006	bot-109	alpha	C00r-4320	state	-4.27	1.08	147	3.71	0.12	2.37	1	grenade	squad-26	1	bot-103
127023	bot-109	alpha	C00r-4322	latches	-4.15	1.11	138	3.73	0.12	2.25	1	grenade	squad-26	1	bot-103
127089	bot-118	alpha	A00r-441G	latches	-17.52	8.49	146	4.10	1.28	4.15	1	grenade	squad-26	4	bot-103
127106	bot-116	bravo	T00m-3320	state	10.83	18.11	99	5.68	1.60	1.19	1	medic	squad-34	3	bot-106
127106	bot-118	alpha	A00r-4410	latches	-17.57	8.44	150	4.09	0.07	4.09	1	grenade	squad-26	4	bot-103
127156	bot-109	alpha	C00r-432I	latches	-3.66	1.21	104	3.81	0.50	1.74	1	grenade	squad-26	1	bot-103
127173	bot-94	bravo	S00r-4310	tick	-21.09	-17.49	277	0.02	0.00	0.36	1	seek	squad-27	1	bot-88
127173	bot-114	bravo	S00r-4310	state+latches	5.98	19.95	22	1.67	0.34	5.78	1	grenade	squad-34	1	bot-106
127239	bot-116	bravo	M00m-3320	state	10.92	18.22	108	3.62	0.14	5.63	1	grenade	squad-34	3	bot-106
127256	bot-107	alpha	S00m-44A0	tick	-22.72	-11.52	165	0.03	0.07	10.95	3	seek	squad-26	6	bot-103
127256	bot-111	alpha	S00r-4410	tick	-23.78	-12.58	159	0.16	0.07	0.93	1	seek	squad-26	2	bot-103
127256	bot-113	alpha	S00r-4410	tick	-24.75	-13.32	162	0.03	0.03	9.07	2	seek	squad-26	3	bot-103
127273	bot-109	alpha	C00r-4322	latches	-3.77	0.98	117	4.15	0.25	5.39	1	grenade	squad-26	1	bot-103
127289	bot-116	bravo	T00m-3320	state	11.00	18.36	95	2.62	0.16	5.48	1	grenade	squad-34	3	bot-106
127289	bot-119	alpha	S00r-4410	tick	-12.33	13.22	297	2.34	1.08	4.06	1	grenade	squad-37	0	bot-119
127339	bot-105	alpha	S00r-4320	ammo	-23.55	-9.92	32	1.33	0.76	1.14	1	seek	squad-26	5	bot-103
127373	bot-105	alpha	P00r-4320	state	-23.54	-9.90	32	1.27	0.02	1.11	1	seek	squad-26	5	bot-103
127406	bot-88	bravo	A00r-431G	latches	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
127406	bot-111	alpha	P00r-4410	state	-23.78	-12.59	159	0.10	0.01	0.92	1	seek	squad-26	2	bot-103
127406	bot-118	alpha	A00r-441G	latches	-18.52	7.68	228	4.07	1.22	3.63	1	grenade	squad-26	4	bot-103
127439	bot-116	bravo	M00m-3320	state	11.32	18.73	56	3.88	0.48	5.00	1	grenade	squad-34	3	bot-106
127656	bot-88	bravo	S00r-4310	state+latches	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
127656	bot-88	bravo	P00r-4310	state	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
127656	bot-118	alpha	S00r-4410	state+latches	-18.95	7.15	221	4.07	0.68	4.51	1	grenade	squad-26	4	bot-103
127689	bot-92	bravo	S00m-4320	tick	-5.10	-13.50	208	0.05	0.05	13.86	10	seek	squad-27	2	bot-88
127689	bot-103	alpha	G00r-3322	tick	-20.96	-11.44	203	0.23	0.29		0		squad-26	0	bot-103
127706	bot-118	alpha	A00r-4410	state	-18.76	7.05	208	4.14	0.20	4.31	1	grenade	squad-26	4	bot-103
127723	bot-81	alpha	D00r--000	tick	-3.64	0.76	215	0.00	0.00	4.63	0		squad-26	-1	bot-103
127723	bot-109	alpha	C00r-432I	latches	-4.08	2.23	188	5.40	1.29	3.82	1	cover	squad-26	1	bot-103
127739	bot-88	bravo	A00r-4310	state	-20.04	-20.21	3	0.00	0.00		0		squad-27	0	bot-88
127739	bot-108	bravo	S00m-43B0	tick	11.19	18.02	89	4.09	3.48	2.86	1	grenade	squad-34	2	bot-106
127789	bot-106	bravo	H00r-2210	tick	13.91	18.88	124	3.00	2.48	5.29	1	grenade	squad-34	0	bot-106
127806	bot-120	bravo	C00r-4412	tick	10.92	15.31	97	4.14	4.16	2.14	1	grenade	squad-34	4	bot-106
127856	bot-103	alpha	C00r-3322	state	-21.06	-11.72	213	0.24	0.30		0		squad-26	0	bot-103
127873	bot-103	alpha	G00r-3322	state	-21.06	-11.71	213	0.38	0.01		0		squad-26	0	bot-103
127889	bot-105	alpha	P00r-3320	ammo	-23.52	-9.89	28	0.00	0.02		0		squad-26	5	bot-103
127889	bot-116	bravo	T00m-3320	state	13.01	18.81	101	4.22	1.69	3.29	1	grenade	squad-34	3	bot-106
127939	bot-116	bravo	M00m-3320	state	13.22	18.79	101	4.04	0.21	3.09	1	grenade	squad-34	3	bot-106
127956	bot-109	alpha	C00r-4322	latches	-4.04	3.49	248	5.37	1.26	2.56	1	cover	squad-26	1	bot-103
128023	bot-120	bravo	S00r-4410	state+latches	11.61	15.23	97	3.81	0.69	1.45	1	grenade	squad-34	4	bot-106
128089	bot-118	alpha	A00r-441G	latches	-17.30	6.47	105	3.99	1.58	3.85	1	grenade	squad-26	4	bot-103
128106	bot-118	alpha	A00r-4410	latches	-17.23	6.47	101	3.99	0.07	3.78	1	grenade	squad-26	4	bot-103
128190	bot-94	bravo	S00r-4310	tick	-21.09	-17.49	277	0.11	0.00	0.36	1	seek	squad-27	1	bot-88
128190	bot-114	bravo	S00r-4310	tick	7.76	21.08	52	1.06	2.10	4.82	1	grenade	squad-34	1	bot-106
128273	bot-88	bravo	A00r-431G	latches	-20.04	-20.21	7	0.00	0.00		0		squad-27	0	bot-88
128273	bot-107	alpha	S00m-44A0	tick	-22.68	-11.52	176	0.08	0.04	10.96	3	seek	squad-26	6	bot-103
128273	bot-113	alpha	S00r-4410	tick	-24.75	-13.35	165	0.02	0.02	9.05	2	seek	squad-26	3	bot-103
128289	bot-116	bravo	T00m-3320	state	14.44	18.50	102	4.02	1.25	3.96	1	grenade	squad-34	3	bot-106
128289	bot-119	alpha	S00r-4410	tick	-11.96	15.38	31	1.98	2.19	1.95	1	grenade	squad-37	0	bot-119
128406	bot-111	alpha	P00r-4410	tick	-22.98	-12.23	98	2.29	0.88	3.76	1	packseek	squad-26	2	bot-103
128423	bot-109	alpha	G00r-4322	state	-3.97	5.63	2	4.71	2.15	0.42	1	cover	squad-26	1	bot-103
128423	bot-116	bravo	M00m-3320	state	14.98	18.39	103	4.14	0.55	3.48	1	grenade	squad-34	3	bot-106
128456	bot-105	alpha	P00r-4320	ammo	-23.52	-9.89	28	0.00	0.01		0		squad-26	5	bot-103
128506	bot-88	bravo	S00r-4310	state+latches	-20.04	-20.21	7	0.00	0.00		0		squad-27	0	bot-88
128506	bot-88	bravo	P00r-4310	state	-20.04	-20.21	7	0.00	0.00		0		squad-27	0	bot-88
128689	bot-92	bravo	S00m-4320	tick	-5.12	-13.48	237	0.07	0.03	13.84	10	seek	squad-27	2	bot-88
128706	bot-118	alpha	A00r-4420	packs	-14.91	7.03	63	4.09	2.39	2.21	1	grenade	squad-26	4	bot-103
128740	bot-81	alpha	D00r--000	tick	-3.64	0.76	215	0.00	0.00	4.63	0		squad-26	-1	bot-103
128740	bot-108	bravo	S00m-43B0	tick	15.22	17.85	82	4.20	4.03	2.34	1	grenade	squad-34	2	bot-106
128756	bot-119	alpha	A00r-4410	state	-11.47	15.98	42	2.16	0.78	0.77	1	grenade	squad-37	0	bot-119
128789	bot-106	bravo	H00r-2210	tick	16.94	16.25	131	4.17	4.01	4.12	1	grenade	squad-34	0	bot-106
128873	bot-103	alpha	G00r-3322	tick	-21.06	-11.71	161	0.25	0.00		0		squad-26	0	bot-103
128889	bot-103	alpha	C00r-3322	state	-21.06	-11.71	161	0.25	0.00		0		squad-26	0	bot-103
128906	bot-103	alpha	G00r-3322	state	-21.06	-11.71	161	0.39	0.01		0		squad-26	0	bot-103
129023	bot-103	alpha	S00r-3320	state+latches	-20.95	-11.45	152	1.78	0.28		0		squad-26	0	bot-103
129023	bot-105	alpha	P00r-3320	ammo	-23.51	-9.90	28	0.00	0.01		0		squad-26	5	bot-103
129040	bot-120	bravo	S00r-4410	tick	12.78	15.13	98	0.00	1.17	0.28	0	grenade	squad-34	4	bot-106
129190	bot-94	bravo	S00r-4310	tick	-21.09	-17.49	277	0.09	0.00	0.37	1	seek	squad-27	1	bot-88
129190	bot-114	bravo	S00r-4310	tick	8.73	21.62	49	1.64	1.12	3.72	1	grenade	squad-34	1	bot-106
129273	bot-107	alpha	P00m-44A0	state	-22.52	-11.41	244	2.24	0.19	11.05	3	seek	squad-26	6	bot-103
129273	bot-113	alpha	S00r-4410	tick	-24.75	-13.37	162	0.04	0.02	9.03	2	seek	squad-26	3	bot-103
129423	bot-111	alpha	P00r-4410	tick	-22.38	-11.95	112	0.98	0.66	3.16	1	packseek	squad-26	2	bot-103
129439	bot-109	alpha	G00r-4322	tick	-3.95	6.05	149	0.00	0.42		0		squad-26	1	bot-103
129439	bot-116	bravo	M00m-3320	tick	18.52	16.03	135	4.27	4.26	4.95	1	grenade	squad-34	3	bot-106
129523	bot-88	bravo	P00r-4310	tick	-20.04	-20.21	7	0.00	0.00		0		squad-27	0	bot-88
129590	bot-105	alpha	P00r-4320	ammo	-23.51	-9.90	28	0.00	0.00		0		squad-26	5	bot-103
129689	bot-92	bravo	A00m-4320	state	-5.12	-13.48	212	0.13	0.00	13.83	10	seek	squad-27	2	bot-88
129706	bot-118	alpha	A00r-4420	tick	-13.21	7.90	63	0.00	1.91	0.30	0	grenade	squad-26	4	bot-103
129739	bot-92	bravo	A00m-432G	latches	-5.14	-13.47	223	0.54	0.02		0		squad-27	2	bot-88
129756	bot-81	alpha	D00r--000	tick	-3.64	0.76	215	0.00	0.00	4.63	0		squad-26	-1	bot-103
129756	bot-88	bravo	C00r-4310	state	-20.04	-20.21	7	0.00	0.00		0		squad-27	0	bot-88
129756	bot-103	alpha	C00r-3320	state	-20.98	-11.86	182	0.96	0.42	11.10	3	seek	squad-26	0	bot-103
129756	bot-108	bravo	S00m-43B0	tick	17.96	14.70	135	4.20	4.17	5.12	1	grenade	squad-34	2	bot-106
129756	bot-119	alpha	A00r-4410	tick	-9.43	18.39	62	2.98	3.16	4.53	1	grenade	squad-37	0	bot-119
129773	bot-88	bravo	C00r-4312	latches	-20.04	-20.21	359	0.00	0.00		0		squad-27	0	bot-88
129773	bot-103	alpha	G00r-3322	state+latches	-20.93	-11.79	178	4.95	0.08	0.34	1	cover	squad-26	0	bot-103
129789	bot-88	bravo	C00r-431I	latches	-20.04	-20.21	359	0.00	0.00		0		squad-27	0	bot-88
129789	bot-103	alpha	G00r-332I	latches	-20.95	-11.53	171	0.00	0.27		0		squad-26	0	bot-103
129789	bot-106	bravo	H00r-2210	tick	19.38	13.72	183	0.00	3.52	3.77	1	grenade	squad-34	0	bot-106
129989	bot-92	bravo	S00m-4320	state+latches	-5.19	-13.43	223	0.11	0.06		0		squad-27	2	bot-88
130023	bot-88	bravo	C00r-4312	latches	-20.04	-20.21	359	0.00	0.00		0		squad-27	0	bot-88
130023	bot-103	alpha	G00r-3322	latches	-20.96	-11.41	123	3.16	0.12		0		squad-26	0	bot-103
130056	bot-114	bravo	S00r-4320	packs	11.11	23.67	49	4.09	3.13	0.59	1	grenade	squad-34	1	bot-106
130056	bot-120	bravo	S00r-4410	tick	12.79	15.14	98	0.00	0.01	0.27	0	grenade	squad-34	4	bot-106
130073	bot-109	alpha	C00r-4322	state	-2.85	5.97	176	0.00	1.10		0		squad-26	1	bot-103
130089	bot-106	bravo	H00r-2310	health	19.38	13.72	231	0.00	0.00	3.77	1	grenade	squad-34	0	bot-106
130156	bot-105	alpha	P00r-3320	ammo	-23.51	-9.91	28	0.00	0.01		0		squad-26	5	bot-103
130206	bot-94	bravo	S00r-4310	tick	-21.09	-17.49	277	0.08	0.00	0.36	1	seek	squad-27	1	bot-88
130239	bot-109	alpha	C21r-4322	tier+score	-3.14	5.98	213	1.66	0.29	0.81	1	cover	squad-26	1	bot-103
130239	bot-118	alpha	E00r-4220	state+health	-13.21	7.90	63	0.00	0.00		0		squad-26	4	bot-103
130239	bot-119	alpha	A21r-4410	tier+score	-8.55	18.86	40	4.11	0.99	3.18	1	grenade	squad-37	0	bot-119
