t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id
248702	bot-136	bravo	F00r-4320	state+tier+score	0.29	18.44	211	0.02	0.00		0		squad-42	0	bot-136
248702	bot-138	bravo	S00r-2310	tier+score	8.51	17.90	247	2.17	0.80	14.68	4	seek	squad-42	3	bot-136
248702	bot-140	bravo	M00m-31A0	tier+score	0.44	16.75	221	3.23	1.92	1.23	1	medic	squad-42	4	bot-136
248702	bot-142	bravo	G00r-3322	tier+score	5.55	18.05	207	0.00	0.45		0		squad-42	1	bot-136
248702	bot-146	bravo	G00r-4412	tier+score	5.55	19.05	359	0.02	0.44		0		squad-42	2	bot-136
248718	bot-125	bravo	S46mm3320	state	-10.01	-20.46	180	0.23	0.01		0		squad-27	0	bot-125
248718	bot-125	bravo	P46mm3320	state	-10.01	-20.46	180	0.23	0.00		0		squad-27	0	bot-125
248718	bot-136	bravo	A00r-4320	state	0.29	18.44	211	0.00	0.00		0		squad-42	0	bot-136
248735	bot-125	bravo	S46mm3320	state	-10.01	-20.46	181	0.23	0.00		0		squad-27	0	bot-125
248735	bot-125	bravo	P46mm3320	state	-10.01	-20.46	181	0.23	0.00		0		squad-27	0	bot-125
248735	bot-133	bravo	S46mm4320	latches	-8.65	-14.12	359	0.00	0.00		0		squad-27	2	bot-125
248752	bot-125	bravo	S46mm3320	state	-10.01	-20.47	181	0.14	0.00		0		squad-27	0	bot-125
248752	bot-125	bravo	P46mm3320	state	-10.01	-20.47	181	0.14	0.00		0		squad-27	0	bot-125
248752	bot-144	alpha	A45rb3420	state+element	-6.30	9.05	38	2.35	0.20	10.54	3	seek	squad-26	4	bot-126
248768	bot-125	bravo	S46mm3320	state	-10.01	-20.47	181	0.14	0.00		0		squad-27	0	bot-125
248768	bot-125	bravo	P46mm3320	state	-10.01	-20.47	181	0.14	0.00		0		squad-27	0	bot-125
248785	bot-125	bravo	S46mm3320	state	-10.01	-20.47	181	0.05	0.00		0		squad-27	0	bot-125
248785	bot-125	bravo	P46mm3320	state	-10.01	-20.47	181	0.05	0.00		0		squad-27	0	bot-125
248802	bot-125	bravo	S45mm3320	state+score	-10.01	-20.47	181	0.05	0.00		0		squad-27	0	bot-125
248802	bot-125	bravo	P45mm3320	state	-10.01	-20.47	181	0.05	0.00		0		squad-27	0	bot-125
248802	bot-133	bravo	S45mm4320	score	-8.65	-14.12	353	0.00	0.00		0		squad-27	2	bot-125
248802	bot-135	bravo	S45rm4414	score	-8.66	-15.18	49	0.00	0.00		0		squad-27	1	bot-125
248818	bot-125	bravo	S45mm3320	state	-10.01	-20.47	181	0.04	0.00		0		squad-27	0	bot-125
248818	bot-125	bravo	P45mm3320	state	-10.01	-20.47	181	0.04	0.00		0		squad-27	0	bot-125
248818	bot-136	bravo	F00r-4320	state	0.29	18.44	211	0.00	0.00		0		squad-42	0	bot-136
248818	bot-137	alpha	A46rm4410	score	-4.29	13.39	54	0.03	0.04		0		squad-26	3	bot-126
248818	bot-139	alpha	S46mm2310	score	-4.25	12.22	146	0.00	0.00		0		squad-26	6	bot-126
248818	bot-142	bravo	S00r-3320	state+latches	5.55	18.05	215	0.00	0.00		0		squad-42	1	bot-136
248818	bot-144	alpha	A46rb3420	score	-6.30	9.05	41	0.00	0.00		0		squad-26	4	bot-126
248835	bot-125	bravo	S45mm3320	state	-10.01	-20.47	181	0.04	0.00		0		squad-27	0	bot-125
248835	bot-125	bravo	P45mm3320	state	-10.01	-20.47	181	0.04	0.00		0		squad-27	0	bot-125
248835	bot-126	alpha	C46rb3312	score	-2.87	10.94	54	4.44	0.61	9.82	6	cover	squad-26	0	bot-126
248835	bot-128	alpha	S46rm3324	score	-1.46	9.51	67	0.00	0.00		0		squad-26	2	bot-126
248835	bot-130	alpha	C46mb43D0	state+score+health	-3.24	12.50	40	0.00	0.00		0		squad-26	5	bot-126
248835	bot-136	bravo	A00r-4320	state	0.29	18.44	211	0.00	0.00		0		squad-42	0	bot-136
248852	bot-125	bravo	S45mm3320	state	-10.01	-20.47	181	0.13	0.00		0		squad-27	0	bot-125
248852	bot-125	bravo	P45mm3320	state	-10.01	-20.47	181	0.13	0.00		0		squad-27	0	bot-125
248852	bot-130	alpha	A46mb43D0	state	-3.33	12.47	40	5.19	0.09	1.63	1	cover	squad-26	5	bot-126
248852	bot-137	alpha	E46rm4410	state	-4.29	13.39	54	0.02	0.00		0		squad-26	3	bot-126
248868	bot-125	bravo	S45mm3320	state	-10.01	-20.47	185	0.13	0.00		0		squad-27	0	bot-125
248868	bot-125	bravo	P45mm3320	state	-10.01	-20.47	185	0.13	0.00		0		squad-27	0	bot-125
248868	bot-137	alpha	E46rm4411	latches	-4.44	13.42	55	4.66	0.15	2.86	1	flee	squad-26	3	bot-126
248886	bot-125	bravo	S45mm3320	state	-10.01	-20.47	190	0.22	0.00		0		squad-27	0	bot-125
248886	bot-125	bravo	P45mm3320	state	-10.01	-20.47	190	0.22	0.00		0		squad-27	0	bot-125
248886	bot-138	bravo	S00r-4310	ammo	8.09	17.91	246	2.33	0.41	14.30	4	seek	squad-42	3	bot-136
248902	bot-125	bravo	S45mm3320	state	-10.01	-20.46	194	0.22	0.00		0		squad-27	0	bot-125
248902	bot-125	bravo	P45mm3320	state	-10.01	-20.46	194	0.22	0.00		0		squad-27	0	bot-125
248902	bot-137	alpha	E46rm3411	ammo	-4.60	13.42	56	4.80	0.16	2.72	1	flee	squad-26	3	bot-126
248902	bot-138	bravo	S21r-4310	tier+score	8.06	17.91	246	2.35	0.04	14.26	4	seek	squad-42	3	bot-136
248902	bot-140	bravo	E00m-30A0	state+health	-0.05	16.40	220	3.45	0.61		0		squad-42	4	bot-136
248902	bot-142	bravo	S21r-3320	tier+score	5.42	17.99	235	1.41	0.14	8.99	4	seek	squad-42	1	bot-136
248902	bot-146	bravo	G21r-4412	tier+score	5.55	19.05	318	0.00	0.00		0		squad-42	2	bot-136
248918	bot-125	bravo	S45mm3320	state	-10.01	-20.46	198	0.22	0.00		0		squad-27	0	bot-125
248918	bot-125	bravo	P45mm3320	state	-10.01	-20.46	198	0.22	0.00		0		squad-27	0	bot-125
248918	bot-136	bravo	A21r-4320	tier+score	0.29	18.44	211	0.01	0.00		0		squad-42	0	bot-136
248918	bot-140	bravo	E21m-30A9	tier+score+latches	0.06	16.54	220	5.40	0.18	5.32	1	flee	squad-42	4	bot-136
248937	bot-125	bravo	S44mm3320	state+score	-10.01	-20.45	203	0.22	0.00		0		squad-27	0	bot-125
248937	bot-125	bravo	P44mm3320	state	-10.01	-20.45	203	0.22	0.00		0		squad-27	0	bot-125
248937	bot-128	alpha	C46rm3320	state+latches	-1.46	9.51	73	0.00	0.00		0		squad-26	2	bot-126
248937	bot-133	bravo	S44mm4320	score	-8.65	-14.12	343	0.00	0.00		0		squad-27	2	bot-125
248937	bot-135	bravo	S44rm4414	score	-8.66	-15.18	39	0.00	0.00		0		squad-27	1	bot-125
248937	bot-136	bravo	F21r-4320	state	0.29	18.44	211	0.01	0.00		0		squad-42	0	bot-136
248937	bot-137	alpha	E47rm3411	score	-4.76	13.40	57	4.82	0.17	2.57	1	flee	squad-26	3	bot-126
248937	bot-139	alpha	S47mm2310	score	-4.25	12.22	173	0.00	0.00		0		squad-26	6	bot-126
248937	bot-144	alpha	A47rb3420	score	-6.30	9.05	40	0.00	0.00		0		squad-26	4	bot-126
248952	bot-125	bravo	S44mm3320	state	-10.01	-20.45	207	0.35	0.00		0		squad-27	0	bot-125
248952	bot-125	bravo	P44mm3320	state	-10.01	-20.45	207	0.35	0.00		0		squad-27	0	bot-125
248952	bot-126	alpha	C47rb3312	score	-2.91	11.41	24	3.91	0.47	9.67	6	cover	squad-26	0	bot-126
248952	bot-128	alpha	G47rb3322	state+score+element+latches	-1.46	9.51	73	0.00	0.00		0		squad-26	2	bot-126
248952	bot-130	alpha	E47mb41D0	state+score+health	-3.36	12.47	40	0.70	0.03		0		squad-26	5	bot-126
248952	bot-136	bravo	A21r-4320	state	0.29	18.44	211	0.00	0.00		0		squad-42	0	bot-136
248952	bot-137	alpha	E47rm341H	latches	-4.83	13.39	57	4.96	0.07	2.50	1	flee	squad-26	3	bot-126
248969	bot-88	bravo	D00r--000	tick	-20.33	-20.65	318	0.00	0.00	2.34	0		squad-27	-1	bot-125
248969	bot-125	bravo	S44mm3320	state	-10.01	-20.44	211	0.35	0.01		0		squad-27	0	bot-125
248969	bot-125	bravo	P44mm3320	state	-10.01	-20.44	211	0.35	0.00		0		squad-27	0	bot-125
248969	bot-130	alpha	E47mb41D9	latches	-3.54	12.47	41	5.61	0.18	5.99	1	flee	squad-26	5	bot-126
248969	bot-144	alpha	A47rm342G	element+latches	-6.30	9.05	40	0.00	0.00		0		squad-26	4	bot-126
248985	bot-125	bravo	S44mm3320	state	-10.01	-20.44	216	0.35	0.01		0		squad-27	0	bot-125
248985	bot-125	bravo	P44mm3320	state	-10.01	-20.44	216	0.35	0.00		0		squad-27	0	bot-125
249002	bot-125	bravo	S44mm3320	state	-10.01	-20.43	220	0.35	0.01		0		squad-27	0	bot-125
249002	bot-125	bravo	P44mm3320	state	-10.01	-20.43	220	0.35	0.00		0		squad-27	0	bot-125
249020	bot-125	bravo	P33m-3320	tier+score+element	-10.01	-20.43	224	0.35	0.01		0		squad-27	0	bot-125
249020	bot-133	bravo	S33m-4320	tier+score+element	-8.65	-14.12	337	0.00	0.00		0		squad-27	2	bot-125
249020	bot-135	bravo	S33r-4414	tier+score+element	-8.66	-15.18	33	0.00	0.00		0		squad-27	1	bot-125
249069	bot-126	alpha	A47rb3310	state+latches	-2.96	11.85	26	4.71	0.43	9.56	6	cover	squad-26	0	bot-126
249088	bot-130	alpha	P47mb41D4	state+latches	-3.98	12.67	46	5.09	0.49		0		squad-26	5	bot-126
249088	bot-140	bravo	D00m--0A0	state+tier+score+ammo+latches	0.64	17.08	226	0.00	0.79	4.53	1	flee	squad-42	4	bot-136
249088	bot-136	bravo	A33r-4320	tier+score	0.29	18.44	206	0.00	0.00		0		squad-42	0	bot-136
249088	bot-137	alpha	S47rm3414	state+latches	-5.39	13.27	57	4.84	0.57		0		squad-26	3	bot-126
249088	bot-138	bravo	C33r-4310	state+tier+score	7.66	17.91	271	2.41	0.40	13.90	4	seek	squad-42	3	bot-136
249088	bot-142	bravo	C33r-3320	state+tier+score	5.17	17.94	261	2.44	0.26	8.73	4	seek	squad-42	1	bot-136
249088	bot-144	alpha	S47rm3424	state+latches	-6.31	9.05	40	0.00	0.00		0		squad-26	4	bot-126
249088	bot-146	bravo	G33r-4412	tier+score	5.55	19.05	279	0.00	0.00		0		squad-42	2	bot-136
249104	bot-121	bravo	D00r--000	tick	-15.97	8.63	199	0.00	0.00	3.74	0		squad-27	-1	bot-125
249104	bot-130	alpha	E47mm41D0	state+element+latches	-4.08	12.68	46	5.42	0.09		0		squad-26	5	bot-126
249104	bot-138	bravo	C33r-4312	latches	7.81	17.91	281	4.46	0.16	3.36	3	cover	squad-42	3	bot-136
249104	bot-142	bravo	G33r-3322	state+latches	5.25	17.93	256	4.15	0.08	0.33	1	cover	squad-42	1	bot-136
249118	bot-130	alpha	E47mm41D9	latches	-4.23	12.73	46	5.09	0.16	7.01	1	flee	squad-26	5	bot-126
249138	bot-125	bravo	P32m-3320	score	-10.01	-20.43	196	0.00	0.00		0		squad-27	0	bot-125
249138	bot-133	bravo	S32m-4320	score	-8.65	-14.12	331	0.00	0.00		0		squad-27	2	bot-125
249138	bot-135	bravo	S32r-4414	score	-8.66	-15.18	24	0.00	0.00		0		squad-27	1	bot-125
249169	bot-135	bravo	S32r-4410	latches	-8.66	-15.18	21	0.00	0.00		0		squad-27	1	bot-125
249169	bot-137	alpha	S47rm3410	latches	-5.39	13.23	36	0.51	0.04	7.73	3	seek	squad-26	3	bot-126
249219	bot-136	bravo	C33r-4320	state	0.29	18.44	207	0.00	0.00		0		squad-42	0	bot-136
249235	bot-136	bravo	C33r-4322	latches	0.22	18.33	207	3.99	0.13	5.27	4	cover	squad-42	0	bot-136
249452	bot-144	alpha	S47rm3420	latches	-6.30	9.07	58	1.34	0.02	11.41	2	seek	squad-26	4	bot-126
249485	bot-126	alpha	F47rb3310	state	-3.29	11.91	29	0.08	0.34		0		squad-26	0	bot-126
249485	bot-136	bravo	E44rb4220	state+tier+score+element+health+latches	-0.24	17.52	209	3.97	0.93		0		squad-42	0	bot-136
249485	bot-138	bravo	C44rb4312	tier+score+element	9.57	17.93	19	4.82	1.76	4.55	3	cover	squad-42	3	bot-136
249485	bot-142	bravo	G44rm3322	tier+score+element	5.55	18.05	219	0.00	0.33		0		squad-42	1	bot-136
249485	bot-146	bravo	G44rb4412	tier+score+element	5.55	19.05	198	0.00	0.00		0		squad-42	2	bot-136
249502	bot-126	alpha	C47rb3310	state	-3.30	11.91	29	0.06	0.00		0		squad-26	0	bot-126
249502	bot-136	bravo	E44rb4229	latches	-0.09	17.60	209	5.15	0.17	5.25	1	flee	squad-42	0	bot-136
249518	bot-126	alpha	C47rb3312	latches	-3.28	11.84	29	1.92	0.07	8.42	3	cover	squad-26	0	bot-126
249535	bot-113	alpha	P00r-4320	tick	-3.40	-1.31	352	0.00	0.00		0		squad-26	1	bot-126
249635	bot-136	bravo	E44rb3229	ammo	0.51	17.93	210	5.11	0.68	4.56	1	flee	squad-42	0	bot-136
249668	bot-126	alpha	C47rb331I	latches	-3.16	11.51	27	2.34	0.35	8.35	3	cover	squad-26	0	bot-126
249668	bot-136	bravo	E44rm322P	element+latches	0.66	18.01	210	5.12	0.17	4.39	1	flee	squad-42	0	bot-136
249918	bot-126	alpha	C47rb3312	latches	-3.06	10.83	24	1.02	0.69	8.41	2	cover	squad-26	0	bot-126
249918	bot-136	bravo	E44rm3229	latches	1.79	18.61	210	5.05	1.27	3.12	1	flee	squad-42	0	bot-136
249952	bot-126	alpha	S47rb3314	state+latches	-3.04	10.83	24	1.23	0.02	8.39	2	cover	squad-26	0	bot-126
249952	bot-128	alpha	G47rb3322	tick	-1.45	9.55	358	0.00	0.04		0		squad-26	2	bot-126
249952	bot-139	alpha	S47mm2310	tick	-4.70	11.16	197	2.13	1.15	21.54	3	seek	squad-26	6	bot-126
249968	bot-126	alpha	S47rm3314	element	-3.04	10.83	17	0.00	0.00		0		squad-26	0	bot-126
249985	bot-88	bravo	D00r--000	tick	-20.33	-20.65	318	0.00	0.00	2.34	0		squad-27	-1	bot-125
250035	bot-137	alpha	A47rm3410	state	-4.32	13.57	30	1.42	1.13	6.87	3	seek	squad-26	3	bot-126
250052	bot-137	alpha	A47rm341G	latches	-4.32	13.57	33	0.00	0.00		0		squad-26	3	bot-126
250135	bot-130	alpha	E47mm41D9	tick	-7.67	9.40	46	5.11	4.79	2.25	1	flee	squad-26	5	bot-126
250152	bot-125	bravo	P32m-3320	tick	-10.01	-20.43	347	0.00	0.00		0		squad-27	0	bot-125
250152	bot-133	bravo	S32m-4320	tick	-8.64	-14.12	50	0.00	0.01		0		squad-27	2	bot-125
250185	bot-135	bravo	S32r-4410	tick	-8.27	-15.69	27	2.46	0.64	22.05	6	seek	squad-27	1	bot-125
250202	bot-137	alpha	C47rm341G	state	-4.32	13.56	33	0.02	0.01		0		squad-26	3	bot-126
250219	bot-137	alpha	C47rm341I	latches	-4.30	13.51	40	1.62	0.05	9.03	2	cover	squad-26	3	bot-126
250285	bot-137	alpha	C47rm3412	latches	-4.25	13.41	54	1.61	0.11	8.95	2	cover	squad-26	3	bot-126
250452	bot-144	alpha	S47rm3420	tick	-5.31	10.79	35	2.20	1.99	9.43	2	seek	squad-26	4	bot-126
250468	bot-126	alpha	S47rm3310	latches	-3.26	10.82	34	1.02	0.22	10.61	3	seek	squad-26	0	bot-126
250485	bot-136	bravo	E44rb3229	element	4.21	19.88	214	2.04	2.74	0.38	1	flee	squad-42	0	bot-136
250485	bot-138	bravo	C44rb4312	tick	11.32	16.22	211	4.57	2.45	5.40	1	cover	squad-42	3	bot-136
250485	bot-142	bravo	G44rm3322	tick	5.55	18.05	295	0.00	0.00		0		squad-42	1	bot-136
250485	bot-146	bravo	G44rb4412	tick	5.55	19.05	240	0.00	0.00		0		squad-42	2	bot-136
250535	bot-113	alpha	P00r-4320	tick	-3.40	-1.31	352	0.00	0.00		0		squad-26	1	bot-126
250535	bot-136	bravo	E44rb3220	latches	4.24	19.90	227	0.00	0.03		0		squad-42	0	bot-136
250552	bot-130	alpha	E47mm41D0	latches	-8.77	7.77	46	0.88	1.97		0		squad-26	5	bot-126
250585	bot-136	bravo	E44rm322G	element+latches	4.24	19.90	228	0.00	0.00		0		squad-42	0	bot-136
250585	bot-137	alpha	C47rm341I	latches	-3.78	12.47	73	4.47	1.05	8.20	2	cover	squad-26	3	bot-126
250618	bot-146	bravo	C44rb4412	state	5.27	19.36	247	0.18	0.42		0		squad-42	2	bot-136
250635	bot-146	bravo	G44rb4412	state	5.29	19.35	243	1.19	0.02	0.40	1	cover	squad-42	2	bot-136
250818	bot-136	bravo	E44rm3220	latches	4.16	19.85	228	0.77	0.09		0		squad-42	0	bot-136
250818	bot-137	alpha	C47rm3412	latches	-3.36	11.85	125	2.08	0.75	7.63	2	cover	squad-26	3	bot-126
250902	bot-138	bravo	S44rb2314	state+ammo+latches	9.84	15.88	258	3.94	1.52	3.88	1	cover	squad-42	3	bot-136
250918	bot-138	bravo	S44rm2314	element	9.84	15.88	264	0.00	0.00		0		squad-42	3	bot-136
250952	bot-128	alpha	G47rb3322	tick	-1.45	9.55	14	0.00	0.00		0		squad-26	2	bot-126
250952	bot-139	alpha	S47mm2310	tick	-4.78	8.98	193	2.52	2.19	19.43	3	seek	squad-26	6	bot-126
250985	bot-88	bravo	D00r--000	tick	-20.33	-20.65	318	0.00	0.00	2.34	0		squad-27	-1	bot-125
251035	bot-136	bravo	H44rm3220	state	4.14	19.84	228	0.00	0.02		0		squad-42	0	bot-136
251052	bot-130	alpha	H47mm41D0	state	-8.76	7.75	46	0.00	0.02		0		squad-26	5	bot-126
251068	bot-130	alpha	H47mm42D0	health	-8.76	7.75	55	0.00	0.00		0		squad-26	5	bot-126
251168	bot-125	bravo	P32m-3320	tick	-10.01	-20.43	26	0.00	0.00		0		squad-27	0	bot-125
251168	bot-133	bravo	S32m-4320	tick	-8.55	-14.53	44	1.67	0.43	25.94	6	seek	squad-27	2	bot-125
251185	bot-125	bravo	P00m-3320	tier+score	-10.01	-20.43	26	0.00	0.00		0		squad-27	0	bot-125
251185	bot-135	bravo	S32r-4410	tick	-6.55	-15.51	40	0.60	1.72	21.17	5	seek	squad-27	1	bot-125
251185	bot-137	alpha	C47rb3412	element	-2.98	11.55	151	2.87	0.48	7.19	2	cover	squad-26	3	bot-126
251202	bot-128	alpha	G47rm3322	element	-1.45	9.55	33	0.00	0.00		0		squad-26	2	bot-126
251235	bot-125	bravo	P32m-3320	tier+score	-10.01	-20.43	26	0.00	0.00		0		squad-27	0	bot-125
251335	bot-126	alpha	S46rm3310	score	-3.59	11.45	18	2.59	0.71	10.10	3	seek	squad-26	0	bot-126
251335	bot-128	alpha	G46rm3322	score	-1.56	9.70	44	0.00	0.19		0		squad-26	2	bot-126
251335	bot-130	alpha	H46mm42D0	score	-8.76	7.75	52	0.00	0.00		0		squad-26	5	bot-126
251335	bot-135	bravo	A32r-4410	state	-6.53	-15.43	74	0.66	0.09	21.09	5	seek	squad-27	1	bot-125
251335	bot-137	alpha	C46rb3412	score	-2.89	11.19	159	2.79	0.37	7.04	2	cover	squad-26	3	bot-126
251335	bot-139	alpha	S46mm2310	score	-5.00	8.11	193	2.00	0.89	18.54	3	seek	squad-26	6	bot-126
251335	bot-144	alpha	S46rm3420	score	-4.29	12.43	27	1.63	1.93	7.50	2	seek	squad-26	4	bot-126
251385	bot-135	bravo	A32r-441G	latches	-6.56	-15.39	64	0.82	0.05		0		squad-27	1	bot-125
251402	bot-128	alpha	C46rm3322	state	-1.71	9.88	49	0.00	0.23		0		squad-26	2	bot-126
251418	bot-128	alpha	G46rm3322	state	-1.69	9.86	52	1.55	0.03	0.39	1	cover	squad-26	2	bot-126
251418	bot-138	bravo	S44rm2310	latches	9.87	15.89	266	1.36	0.03	14.48	6	seek	squad-42	3	bot-136
251435	bot-135	bravo	A32r-4410	latches	-6.59	-15.35	60	1.00	0.05		0		squad-27	1	bot-125
251435	bot-147	alpha	P00r-0410	initial	20.55	16.55	0	0.00			0			-1	
251435	bot-148	bravo	P00r-0410	initial	5.05	13.05	0	0.00			0			-1	
251452	bot-126	alpha	S45rm3310	score	-3.57	11.72	18	2.11	0.26	9.84	3	seek	squad-26	0	bot-126
251452	bot-128	alpha	G45rm3322	score	-1.45	9.55	47	0.00	0.39		0		squad-26	2	bot-126
251452	bot-130	alpha	H45mm42D0	score	-8.76	7.75	43	0.00	0.00		0		squad-26	5	bot-126
251452	bot-135	bravo	A32r-441G	latches	-6.60	-15.34	60	1.04	0.02		0		squad-27	1	bot-125
251452	bot-137	alpha	C45rb3412	score	-2.87	10.97	149	2.06	0.23	6.98	2	cover	squad-26	3	bot-126
251452	bot-139	alpha	S45mm2310	score	-5.05	7.91	193	1.70	0.21	18.33	3	seek	squad-26	6	bot-126
251452	bot-144	alpha	S45rm3420	score	-4.21	12.60	26	1.46	0.18	7.32	2	seek	squad-26	4	bot-126
251452	bot-147	alpha	P00r-4410	ammo	20.55	16.55	0	0.00	0.00		0		squad-44	0	bot-147
251452	bot-148	bravo	C44rm4410	state+tier+score+element+ammo	5.05	13.05	0	0.00	0.00		0		squad-42	3	bot-136
251468	bot-138	bravo	C44rm4310	state+ammo	9.91	15.89	259	1.51	0.05	14.53	6	seek	squad-42	4	bot-136
251468	bot-148	bravo	C44rm4412	latches	5.06	13.05	351	1.79	0.01	6.03	2	cover	squad-42	3	bot-136
251485	bot-138	bravo	C44rb4312	element+latches	9.88	15.89	258	1.26	0.04	3.92	1	cover	squad-42	4	bot-136
251485	bot-142	bravo	G44rm3322	tick	5.55	18.05	217	0.00	0.00		0		squad-42	1	bot-136
251502	bot-147	alpha	A00r-4410	state	20.44	16.56	347	2.24	0.11		12	patrol	squad-44	0	bot-147
251535	bot-113	alpha	P00r-4320	tick	-3.40	-1.31	352	0.00	0.00		0		squad-26	1	bot-126
251535	bot-147	alpha	A00r-441G	latches	20.44	16.56	340	0.02	0.00		0		squad-44	0	bot-147
251552	bot-126	alpha	S44rm3310	score	-3.49	11.90	18	1.83	0.20	9.65	3	seek	squad-26	0	bot-126
251552	bot-128	alpha	G44rm3322	score	-1.46	9.51	55	2.90	0.04		0		squad-26	2	bot-126
251552	bot-130	alpha	H44mm42D0	score	-8.76	7.75	35	0.00	0.00		0		squad-26	5	bot-126
251552	bot-137	alpha	C44rb3412	score	-2.81	10.73	152	2.52	0.24	6.89	2	cover	squad-26	3	bot-126
251552	bot-139	alpha	S44mm2310	score	-5.08	7.75	199	1.62	0.16	18.17	3	seek	squad-26	6	bot-126
251552	bot-144	alpha	S44rm3420	score	-4.15	12.72	36	1.18	0.14	7.18	2	seek	squad-26	4	bot-126
251568	bot-146	bravo	C44rb4412	state	5.27	19.36	219	0.18	0.02		0		squad-42	2	bot-136
251585	bot-136	bravo	H44rb3220	element	4.14	19.84	277	0.00	0.00		0		squad-42	0	bot-136
251585	bot-144	alpha	A44rm3420	state	-4.14	12.74	36	1.29	0.02	7.16	2	seek	squad-26	4	bot-126
251585	bot-146	bravo	G44rb4412	state	5.29	19.35	216	1.15	0.02	0.40	1	cover	squad-42	2	bot-136
251585	bot-147	alpha	A00r-4410	latches	20.44	16.56	337	0.00	0.00		0		squad-44	0	bot-147
251602	bot-136	bravo	H44rm322G	element+latches	4.14	19.84	276	0.00	0.00		0		squad-42	0	bot-136
251602	bot-144	alpha	A44rm342G	latches	-4.14	12.74	39	0.00	0.00		0		squad-26	4	bot-126
251685	bot-135	bravo	S32r-4410	state+latches	-6.65	-15.11	60	1.33	0.23		0		squad-27	1	bot-125
251685	bot-136	bravo	H44rm332G	health	4.14	19.84	270	0.00	0.00		0		squad-42	0	bot-136
251835	bot-126	alpha	S33r-3310	tier+score+element	-3.24	12.15	49	0.94	0.36	9.33	3	seek	squad-26	0	bot-126
251835	bot-128	alpha	G33r-3322	tier+score+element	-1.45	9.55	74	0.00	0.04		0		squad-26	2	bot-126
251835	bot-130	alpha	H33m-42D0	tier+score+element	-8.76	7.75	13	0.00	0.00		0		squad-26	5	bot-126
251835	bot-136	bravo	H44rm3320	latches	4.14	19.84	258	0.00	0.00		0		squad-42	0	bot-136
251835	bot-137	alpha	C33r-3412	tier+score+element	-2.59	10.30	130	1.33	0.48	6.64	1	cover	squad-26	3	bot-126
251835	bot-139	alpha	S33m-2310	tier+score+element	-5.21	7.21	199	2.23	0.55	17.62	3	seek	squad-26	6	bot-126
251835	bot-144	alpha	S33r-3420	state+tier+score+element+latches	-4.15	12.72	39	0.00	0.02		0		squad-26	4	bot-126
251918	bot-136	bravo	H33r-3320	tier+score+element	4.14	19.84	252	0.00	0.00		0		squad-42	0	bot-136
251918	bot-138	bravo	C33r-4312	tier+score+element	8.52	15.59	258	4.35	1.39	2.53	1	cover	squad-42	4	bot-136
251918	bot-142	bravo	G33r-3322	tier+score+element	5.55	18.05	190	0.00	0.00		0		squad-42	1	bot-136
251918	bot-146	bravo	G33r-4412	tier+score+element	5.55	19.05	267	0.00	0.40		0		squad-42	2	bot-136
251918	bot-148	bravo	C33r-4412	tier+score+element	4.18	11.83	235	4.44	1.50	4.58	2	cover	squad-42	3	bot-136
251952	bot-126	alpha	S32r-3310	score	-3.20	12.24	49	0.90	0.10	9.23	3	seek	squad-26	0	bot-126
251952	bot-128	alpha	G32r-3322	score	-1.45	9.55	65	0.00	0.00		0		squad-26	2	bot-126
251952	bot-130	alpha	H32m-42D0	score	-8.76	7.75	10	0.00	0.00		0		squad-26	5	bot-126
251952	bot-137	alpha	C32r-3412	score	-2.47	10.33	100	0.91	0.12	6.53	1	cover	squad-26	3	bot-126
251952	bot-139	alpha	S32m-2310	score	-5.27	6.95	199	2.24	0.26	17.36	3	seek	squad-26	6	bot-126
251952	bot-144	alpha	S32r-3420	score	-4.11	12.80	48	0.69	0.09	10.92	3	seek	squad-26	4	bot-126
251985	bot-88	bravo	D00r--000	tick	-20.33	-20.65	318	0.00	0.00	2.34	0		squad-27	-1	bot-125
252019	bot-138	bravo	C33r-2312	ammo	8.10	15.49	258	4.27	0.43	2.09	1	cover	squad-42	4	bot-136
252035	bot-128	alpha	C32r-3320	state+latches	-1.45	9.55	60	0.00	0.00		0		squad-26	2	bot-126
252035	bot-148	bravo	A33r-4410	state+latches	3.92	11.47	220	4.47	0.45	4.15	2	cover	squad-42	3	bot-136
252052	bot-128	alpha	G32r-3322	state+latches	-1.45	9.55	60	0.00	0.00		0		squad-26	2	bot-126
252085	bot-130	alpha	H32m-42DG	latches	-8.76	7.75	44	0.00	0.00		0		squad-26	5	bot-126
252085	bot-148	bravo	A33r-441G	latches	3.92	11.47	230	0.00	0.00		0		squad-42	3	bot-136
252168	bot-130	alpha	H32m-43DG	health	-8.76	7.75	66	0.00	0.00		0		squad-26	5	bot-126
252168	bot-133	bravo	S32m-4320	tick	-7.08	-16.08	57	2.45	2.14	26.11	4	seek	squad-27	2	bot-125
252185	bot-144	alpha	A32r-3420	state	-4.03	12.97	49	1.17	0.19	10.74	3	seek	squad-26	4	bot-126
252202	bot-136	bravo	H33r-332G	latches	4.14	19.84	230	0.00	0.00		0		squad-42	0	bot-136
252202	bot-144	alpha	A32r-342G	latches	-4.03	12.97	50	0.00	0.00		0		squad-26	4	bot-126
252252	bot-125	bravo	P32m-3320	tick	-10.01	-20.43	41	0.00	0.00		0		squad-27	0	bot-125
