t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id	target_id	target_dist	vis_gate
0	bot-1	alpha	A00r-441G	initial	-13.93	-23.46	10	3.99		4.94	1	grenade	squad-1	0	bot-1	bot-2	30.12	w
0	bot-2	bravo	A33r-441G	initial	-11.60	6.61	157	4.10		5.30	1	grenade	squad-2	0	bot-2	bot-3	25.07	w
0	bot-3	alpha	A00r-441G	initial	-13.75	-18.43	10	3.99		5.53	1	grenade	squad-1	1	bot-1	bot-2	25.11	w
0	bot-4	bravo	E00r-4110	initial	-7.82	13.17	155	4.13		5.06	1	grenade	squad-2	1	bot-2	bot-3	32.12	w
111	bot-4	bravo	E00r-4119	latches	-7.43	13.60	132	6.12	0.59	5.63	1	flee	squad-2	1	bot-2	bot-3	32.79	w
153	bot-1	alpha	S00r-4410	state+latches	-13.48	-23.86	50	3.76	0.60	4.34	1	grenade	squad-1	0	bot-1	bot-2	30.95	w
171	bot-3	alpha	S00r-4410	state+latches	-13.27	-18.89	53	4.05	0.66	4.87	1	grenade	squad-1	1	bot-1	bot-2	26.02	w
192	bot-2	bravo	S33r-4410	state+latches	-11.05	7.12	110	4.02	0.75	4.55	1	grenade	squad-2	0	bot-2	bot-3	26.05	w
581	bot-4	bravo	E00r-4110	latches	-5.88	15.82	122	4.10	2.70	5.70	1	grenade	squad-2	1	bot-2	bot-3	36.56	w
692	bot-5	alpha	P00r-0410	initial	-14.75	-20.75	0	0.00			0			-1				-
692	bot-6	bravo	P00r-0410	initial	-3.75	5.25	0	0.00			0			-1				-
713	bot-5	alpha	S00r-4410	state+ammo	-14.75	-20.75	0	0.00	0.00		0		squad-1	2	bot-1			-
713	bot-6	bravo	C33r-4410	state+tier+score+ammo	-3.75	5.25	0	0.00	0.00		0		squad-2	2	bot-2			-
740	bot-6	bravo	C33r-4412	latches	-3.73	5.21	12	2.09	0.04	4.68	1	grenade	squad-2	2	bot-2			-
1170	bot-1	alpha	S00r-4410	tick	-11.73	-25.69	109	4.13	2.54	4.12	1	grenade	squad-1	0	bot-1	bot-2	35.79	w
1186	bot-3	alpha	S00r-4410	tick	-10.36	-21.79	119	4.09	4.11	2.99	1	grenade	squad-1	1	bot-1	bot-2	31.91	w
1203	bot-2	bravo	S33r-4410	tick	-8.35	10.14	41	4.56	4.05	4.76	1	grenade	squad-2	0	bot-2	bot-3	31.94	w
1489	bot-2	bravo	S32r-4410	score	-7.64	10.96	41	2.94	1.09	3.67	1	grenade	squad-2	0	bot-2	bot-3	33.25	w
1489	bot-6	bravo	C32r-4412	score	-1.59	4.42	103	4.20	2.28	2.92	1	grenade	squad-2	2	bot-2			-
1586	bot-4	bravo	E00r-4110	tick	-3.43	18.27	42	3.79	3.46	4.72	1	grenade	squad-2	1	bot-2	bot-3	41.08	w
1624	bot-2	bravo	S00r-4410	tier+score	-7.41	11.25	38	2.73	0.37	5.10	1	grenade	squad-2	0	bot-2	bot-3	33.75	w
1624	bot-6	bravo	C21r-4412	tier+score	-1.03	4.51	77	4.19	0.57	3.36	1	grenade	squad-2	2	bot-2			-
1720	bot-5	alpha	S00r-4410	tick	-16.74	-23.20	218	4.35	3.16	3.25	1	grenade	squad-1	2	bot-1			-
1720	bot-6	bravo	C00r-4412	tier+score	-0.67	4.61	78	3.53	0.38	2.99	1	grenade	squad-2	2	bot-2			-
1860	bot-4	bravo	E00r-4119	latches	-2.72	18.87	34	4.14	0.93	6.01	4	flee	squad-2	1	bot-2	bot-3	42.02	w
2189	bot-1	alpha	S00r-4410	tick	-8.18	-26.74	114	2.89	3.70	3.75	1	grenade	squad-1	0	bot-1	bot-2	39.39	w
2189	bot-3	alpha	S00r-4410	tick	-6.57	-23.11	101	4.09	4.02	3.38	1	grenade	squad-1	1	bot-1	bot-2	35.81	w
2624	bot-2	bravo	S00r-4410	tick	-5.46	14.26	30	4.54	3.58	3.45	1	grenade	squad-2	0	bot-2	bot-3	37.55	w
2736	bot-5	alpha	S00r-4410	tick	-18.49	-25.54	215	0.00	2.92	0.33	0	grenade	squad-1	2	bot-1			-
2736	bot-6	bravo	C00r-4412	tick	2.03	5.78	62	4.25	2.94	4.21	1	grenade	squad-2	2	bot-2			-
2872	bot-4	bravo	E00r-4119	tick	1.12	19.28	34	5.08	3.87	3.18	2	flee	squad-2	1	bot-2	bot-3	42.98	w
3203	bot-1	alpha	S00r-4410	tick	-5.02	-27.99	115	4.05	3.40	4.16	1	grenade	squad-1	0	bot-1	bot-2	44.19	w
3203	bot-3	alpha	S00r-4410	tick	-2.57	-23.56	94	3.76	4.02	2.83	1	grenade	squad-1	1	bot-1	bot-2	39.77	w
3483	bot-1	alpha	S33r-4410	tier+score	-4.15	-28.42	122	4.54	0.97	37.18	7	seek	squad-1	0	bot-1	bot-2	45.22	f
3483	bot-3	alpha	S33r-4410	tier+score	-1.74	-23.47	78	4.80	0.83	32.84	7	seek	squad-1	1	bot-1	bot-2	40.30	f
3483	bot-4	bravo	E00r-4110	latches	2.11	21.94	34	0.00	2.84		0		squad-2	1	bot-2	bot-3	45.59	w
3483	bot-5	alpha	E00r-4210	state+health	-18.48	-25.54	215	0.00	0.01		0		squad-1	2	bot-1			-
3511	bot-5	alpha	E00r-4219	latches	-18.15	-25.60	215	5.90	0.34	0.91	1	flee	squad-1	2	bot-1			-
3528	bot-3	alpha	A33r-4410	state	-1.88	-23.45	71	4.79	0.13	32.78	7	seek	squad-1	1	bot-1	bot-2	40.32	f
3563	bot-4	bravo	E21r-4110	tier+score	2.11	21.94	34	0.00	0.00		0		squad-2	1	bot-2	bot-3	45.57	w
3639	bot-2	bravo	S00r-4410	tick	-4.13	16.61	17	5.04	2.70	38.09	6	seek	squad-2	0	bot-2	bot-3	40.16	f
3654	bot-5	alpha	E00r-4210	latches	-17.56	-25.69	215	0.00	0.59		0		squad-1	2	bot-1			-
3753	bot-6	bravo	C00r-4412	tick	3.15	6.39	62	0.00	1.28		0		squad-2	2	bot-2			-
3853	bot-3	alpha	A33r-441G	latches	-1.88	-23.42	356	0.00	0.03		0		squad-1	1	bot-1	bot-2	39.33	w
3936	bot-6	bravo	S00r-4410	state+latches	3.15	6.39	62	0.00	0.00		0		squad-2	2	bot-2			-
3986	bot-4	bravo	H21r-4110	state	2.11	21.94	34	0.00	0.00		0		squad-2	1	bot-2	bot-3	45.55	w
4086	bot-3	alpha	S33r-4410	state+latches	-1.88	-23.42	356	0.00	0.00		0		squad-1	1	bot-1	bot-2	38.64	w
4156	bot-5	alpha	H00r-4210	state	-17.57	-25.69	215	0.00	0.01		0		squad-1	2	bot-1			-
4172	bot-6	bravo	A00r-4410	state	2.62	6.38	123	2.22	0.54	29.58	6	seek	squad-2	2	bot-2			-
4336	bot-1	alpha	A33r-4410	state	-7.23	-27.15	305	2.57	3.33	35.33	7	seek	squad-1	0	bot-1	bot-2	41.86	w
4420	bot-6	bravo	A00r-441G	latches	2.62	6.38	174	0.00	0.00		0		squad-2	2	bot-2	bot-1	35.00	w
4436	bot-1	alpha	A33r-441G	latches	-7.23	-27.13	325	0.00	0.02		0		squad-1	0	bot-1	bot-6	35.00	w
4486	bot-5	alpha	H00r-4310	health	-17.57	-25.69	144	0.00	0.00		0		squad-1	2	bot-1			-
4653	bot-2	bravo	S00r-4410	tick	-6.38	13.96	173	2.36	3.47	35.00	6	seek	squad-2	0	bot-2	bot-3	37.33	w
4653	bot-4	bravo	H21r-4210	health	2.11	21.94	139	0.00	0.00		0		squad-2	1	bot-2	bot-3	45.41	w
4653	bot-6	bravo	S00r-4410	state+latches	2.62	6.38	174	0.00	0.00		0		squad-2	2	bot-2	bot-1	34.99	w
4673	bot-1	alpha	S33r-4410	state+latches	-7.23	-27.13	325	0.00	0.00		0		squad-1	0	bot-1	bot-6	34.99	w
5010	bot-6	bravo	S21r-4410	tier+score	2.06	6.38	196	2.06	0.56	34.89	9	seek	squad-2	2	bot-2	bot-1	34.76	w
5071	bot-4	bravo	H00r-4210	tier+score	2.11	21.94	157	0.00	0.00		0		squad-2	1	bot-2	bot-3	45.33	w
5089	bot-3	alpha	S33r-4410	tick	-4.06	-22.95	282	2.41	2.23	40.71	8	seek	squad-1	1	bot-1	bot-2	36.25	w
5089	bot-6	bravo	A21r-4410	state	1.94	6.38	195	2.04	0.12	34.86	9	seek	squad-2	2	bot-2	bot-1	34.70	w
5177	bot-5	alpha	S00r-4310	state	-17.57	-25.69	30	0.00	0.00		0		squad-1	2	bot-1			-
5273	bot-6	bravo	A21r-441G	latches	1.94	6.38	192	0.00	0.00		0		squad-2	2	bot-2	bot-3	29.96	w
5519	bot-6	bravo	S21r-4410	state+latches	1.94	6.38	192	0.00	0.00		0		squad-2	2	bot-2	bot-3	29.96	w
5662	bot-2	bravo	S00r-4410	tick	-7.94	12.12	194	2.52	2.42	32.88	6	seek	squad-2	0	bot-2	bot-3	34.93	w
5678	bot-1	alpha	S33r-4410	tick	-9.30	-26.11	317	2.48	2.31	35.47	7	seek	squad-1	0	bot-1	bot-6	34.35	w
5690	bot-7	alpha	P00m-0420	initial	-13.75	-25.25	0	0.00			0			-1				-
5690	bot-8	bravo	P00m-0420	initial	-6.75	8.25	0	0.00			0			-1				-
5713	bot-7	alpha	C33m-4420	state+tier+score+ammo	-13.75	-25.25	0	0.00	0.00		0		squad-1	3	bot-1			-
5713	bot-8	bravo	S21m-4420	state+tier+score+ammo	-6.75	8.25	0	0.00	0.00		0		squad-2	3	bot-2			-
5742	bot-2	bravo	S21r-4410	tier+score	-8.08	11.95	215	2.53	0.21	32.70	6	seek	squad-2	0	bot-2	bot-3	34.74	w
5742	bot-5	alpha	C33r-4310	state+tier+score	-17.29	-24.71	18	2.15	1.02	30.53	5	seek	squad-1	2	bot-1			-
5742	bot-7	alpha	C33m-4422	latches	-13.81	-25.02	347	4.61	0.24	8.07	2	cover	squad-1	3	bot-1			-
5901	bot-4	bravo	H00r-4310	health	2.11	21.94	233	0.00	0.00		0		squad-2	1	bot-2	bot-3	45.23	w
5901	bot-5	alpha	C33r-4312	latches	-17.00	-24.78	18	3.86	0.31	9.47	6	cover	squad-1	2	bot-1			-
6103	bot-3	alpha	S33r-4410	tick	-6.19	-22.50	3	2.40	2.18	40.36	8	seek	squad-1	1	bot-1	bot-2	34.05	w
6470	bot-1	alpha	S00r-4410	tier+score	-10.82	-25.30	345	2.44	1.72	35.18	7	seek	squad-1	0	bot-1	bot-6	33.46	w
6470	bot-3	alpha	S00r-4410	tier+score	-7.05	-22.31	5	2.40	0.88	40.24	8	seek	squad-1	1	bot-1	bot-2	33.19	w
6470	bot-5	alpha	C00r-4312	tier+score	-15.08	-25.28	41	3.73	1.98	11.45	6	cover	squad-1	2	bot-1			-
6470	bot-7	alpha	C00m-4422	tier+score	-14.52	-22.15	346	4.93	2.95	5.40	2	cover	squad-1	3	bot-1			-
6490	bot-7	alpha	S00m-4420	state+latches	-14.52	-22.15	346	4.93	0.00	5.40	2	cover	squad-1	3	bot-1			-
6514	bot-6	bravo	S00r-4410	tier+score	-0.04	6.30	212	2.61	1.98	29.35	7	seek	squad-2	2	bot-2	bot-3	29.49	w
6546	bot-2	bravo	S00r-4410	tier+score	-9.14	10.68	185	2.02	1.65	31.28	6	seek	squad-2	0	bot-2	bot-3	33.04	w
6546	bot-4	bravo	S00r-4310	state	2.11	21.94	227	0.00	0.00		0		squad-2	1	bot-2	bot-3	45.20	w
6546	bot-8	bravo	S00m-4420	tier+score	-7.77	6.63	173	2.42	1.92	30.08	6	seek	squad-2	3	bot-2			-
7222	bot-5	alpha	S00r-4310	state+latches	-14.15	-23.88	5	4.71	1.68	7.13	2	cover	squad-1	2	bot-1			-
7486	bot-1	alpha	S00r-4410	tick	-12.87	-24.20	24	2.35	2.34	34.93	7	seek	squad-1	0	bot-1	bot-6	31.46	w
7486	bot-3	alpha	S00r-4410	tick	-9.44	-21.81	281	2.37	2.44	40.04	8	seek	squad-1	1	bot-1	bot-2	31.08	w
7503	bot-7	alpha	S00m-4420	tick	-14.41	-19.52	34	2.43	2.64	28.05	6	seek	squad-1	3	bot-1			-
7519	bot-6	bravo	S00r-4410	tick	-2.11	5.21	189	2.32	2.34	28.04	6	seek	squad-2	2	bot-2	bot-3	27.99	w
7553	bot-2	bravo	S00r-4410	tick	-10.44	9.12	186	2.42	2.03	29.56	6	seek	squad-2	0	bot-2	bot-3	30.90	w
7553	bot-4	bravo	S00r-4310	tick	1.44	19.85	201	2.33	2.20	41.48	9	seek	squad-2	1	bot-2	bot-3	43.04	w
7553	bot-8	bravo	S00m-4420	tick	-8.60	5.15	209	1.65	1.69	28.73	6	seek	squad-2	3	bot-2			-
8236	bot-5	alpha	S00r-4310	tick	-14.40	-21.24	11	2.59	2.65	26.99	4	seek	squad-1	2	bot-1			-
8488	bot-1	alpha	S00r-4410	tick	-14.37	-22.42	27	2.23	2.32	33.98	6	seek	squad-1	0	bot-1	bot-6	28.39	w
8488	bot-3	alpha	S00r-4410	tick	-11.05	-20.12	12	2.31	2.34	38.66	7	seek	squad-1	1	bot-1	bot-2	27.03	w
8522	bot-6	bravo	S00r-4410	tick	-4.29	3.93	184	2.48	2.53	26.68	6	seek	squad-2	2	bot-2	bot-3	24.97	w
8522	bot-7	alpha	S00m-4420	tick	-14.32	-17.07	7	2.42	2.45	26.00	6	seek	squad-1	3	bot-1			-
8564	bot-2	bravo	S00r-4410	tick	-10.61	6.69	187	2.41	2.44	27.13	5	seek	squad-2	0	bot-2	bot-3	26.77	w
8564	bot-4	bravo	S00r-4310	tick	0.75	17.97	226	2.46	2.01	39.48	7	seek	squad-2	1	bot-2	bot-3	39.83	w
8564	bot-8	bravo	S00m-4420	tick	-9.71	3.16	168	2.42	2.28	26.97	6	seek	squad-2	3	bot-2			-
9237	bot-5	alpha	S00r-4310	tick	-14.34	-18.77	6	2.40	2.47	24.55	4	seek	squad-1	2	bot-1			-
9503	bot-1	alpha	S00r-4410	tick	-14.37	-19.87	29	2.46	2.55	31.73	5	seek	squad-1	0	bot-1	bot-6	24.43	w
9503	bot-3	alpha	S00r-4410	tick	-12.70	-18.38	316	2.41	2.40	37.35	7	seek	squad-1	1	bot-1	bot-2	23.00	w
9536	bot-6	bravo	S00r-4410	tick	-5.96	2.93	181	1.66	1.95	25.74	6	seek	squad-2	2	bot-2	bot-3	22.33	w
9536	bot-7	alpha	S00m-4420	tick	-14.23	-14.67	40	2.32	2.40	24.06	5	seek	squad-1	3	bot-1			-
9569	bot-2	bravo	S00r-4410	tick	-10.66	4.35	187	2.21	2.34	24.79	5	seek	squad-2	0	bot-2	bot-3	22.78	w
9569	bot-4	bravo	S00r-4310	tick	-1.63	17.59	199	2.21	2.40	38.31	7	seek	squad-2	1	bot-2	bot-3	37.60	w
9569	bot-8	bravo	S00m-4420	tick	-10.83	1.09	209	2.37	2.35	25.22	5	seek	squad-2	3	bot-2			-
10253	bot-5	alpha	S00r-4310	tick	-14.66	-16.37	14	2.40	2.42	22.29	4	seek	squad-1	2	bot-1			-
10519	bot-1	alpha	S00r-4410	tick	-14.67	-17.47	32	2.36	2.42	29.82	5	seek	squad-1	0	bot-1	bot-6	20.56	w
10519	bot-3	alpha	S00r-4410	tick	-14.00	-16.50	17	2.40	2.29	35.90	6	seek	squad-1	1	bot-1	bot-2	18.99	w
10536	bot-6	bravo	S00r-4410	tick	-7.84	1.79	183	2.34	2.20	24.80	6	seek	squad-2	2	bot-2	bot-3	19.30	w
10536	bot-7	alpha	S00m-4420	tick	-14.08	-12.30	3	2.41	2.37	22.20	5	seek	squad-1	3	bot-1			-
10586	bot-2	bravo	S00r-4410	tick	-10.71	2.00	188	2.39	2.35	22.45	5	seek	squad-2	0	bot-2	bot-3	18.72	w
10586	bot-4	bravo	S00r-4310	tick	-3.87	16.87	218	2.56	2.36	36.97	6	seek	squad-2	1	bot-2	bot-3	34.78	w
10586	bot-8	bravo	S00m-4420	tick	-12.00	-1.05	161	2.40	2.44	23.52	5	seek	squad-2	3	bot-2			-
10703	bot-9	alpha	P00r-0410	initial	-16.25	-14.75	0	0.00			0			-1				-
10703	bot-10	bravo	P00r-0410	initial	-11.75	-2.75	0	0.00			0			-1				-
10719	bot-8	bravo	A00m-4420	state	-12.13	-1.29	160	2.40	0.28	23.33	5	seek	squad-2	4	bot-2			-
10719	bot-9	alpha	C00r-4410	state+ammo	-16.25	-14.75	0	0.00	0.00		0		squad-1	3	bot-1			-
10719	bot-10	bravo	S00r-4410	state+ammo	-11.75	-2.75	0	0.00	0.00		0		squad-2	1	bot-2			-
10739	bot-9	alpha	C00r-4412	latches	-16.14	-14.88	9	4.66	0.17	3.87	2	cover	squad-1	3	bot-1	bot-8	14.12	y
11038	bot-5	alpha	C00r-4310	state	-14.51	-14.59	352	2.25	1.78	20.53	3	seek	squad-1	2	bot-1			-
11038	bot-7	alpha	C00m-4420	state	-14.01	-11.14	46	2.38	1.16	21.32	5	seek	squad-1	4	bot-1			-
11058	bot-1	alpha	C00r-4410	state	-14.50	-16.29	33	2.42	1.19	28.74	5	seek	squad-1	0	bot-1	bot-6	18.38	w
11058	bot-5	alpha	C00r-4312	latches	-14.56	-14.44	2	4.37	0.16	8.80	7	cover	squad-1	2	bot-1	bot-10	11.91	y
11058	bot-7	alpha	C00m-4422	latches	-14.01	-11.14	36	0.05	0.00		0		squad-1	4	bot-1	bot-10	8.49	y
11076	bot-1	alpha	C00r-4412	latches	-14.50	-16.29	24	0.00	0.00		0		squad-1	0	bot-1	bot-10	13.65	y
11094	bot-3	alpha	C00r-4410	state	-14.10	-15.19	9	2.36	1.31	34.68	6	seek	squad-1	1	bot-1	bot-2	16.43	w
11094	bot-8	bravo	A00m-442G	latches	-12.13	-1.29	193	0.00	0.00		0		squad-2	4	bot-2	bot-9	15.29	w
11094	bot-10	bravo	C00r-4410	state	-12.65	-2.78	264	2.42	0.90	14.43	3	seek	squad-2	1	bot-2			-
11112	bot-3	alpha	C00r-4412	latches	-14.10	-15.19	7	0.05	0.00		0		squad-1	1	bot-1	bot-10	12.51	y
11112	bot-10	bravo	C00r-4412	latches	-12.50	-2.78	254	4.33	0.15	3.78	2	cover	squad-2	1	bot-2	bot-7	8.49	y
11128	bot-1	alpha	C00r-441I	latches	-14.50	-16.29	14	0.00	0.00		0		squad-1	0	bot-1	bot-10	13.66	w
11128	bot-3	alpha	C00r-441I	latches	-14.10	-15.19	7	0.00	0.00		0		squad-1	1	bot-1	bot-10	12.52	w
11153	bot-5	alpha	C00r-431I	latches	-14.67	-14.03	4	4.49	0.42	8.66	7	cover	squad-1	2	bot-1	bot-10	11.58	w
11153	bot-7	alpha	C00m-442I	latches	-14.01	-11.14	18	0.00	0.00		0		squad-1	4	bot-1	bot-10	8.52	w
11153	bot-9	alpha	C00r-441I	latches	-15.32	-16.55	18	4.54	1.86	2.45	2	cover	squad-1	3	bot-1	bot-10	13.98	w
11153	bot-10	bravo	C00r-441I	latches	-12.32	-2.78	244	4.22	0.18	3.60	2	cover	squad-2	1	bot-2	bot-7	8.52	w
11336	bot-8	bravo	S00m-4420	state+latches	-12.13	-1.29	193	0.00	0.00		0		squad-2	4	bot-2	bot-9	16.08	w
11354	bot-8	bravo	A00m-4420	state	-12.14	-1.31	196	1.32	0.02	15.26	3	seek	squad-2	4	bot-2	bot-9	16.12	w
11371	bot-1	alpha	C00r-4412	latches	-14.50	-16.29	14	0.00	0.00		0		squad-1	0	bot-1	bot-10	13.83	w
11371	bot-3	alpha	C00r-4412	latches	-14.10	-15.19	7	0.00	0.00		0		squad-1	1	bot-1	bot-10	12.68	w
11388	bot-5	alpha	C00r-4312	latches	-14.84	-12.97	352	4.59	1.07	8.49	7	cover	squad-1	2	bot-1	bot-10	10.82	w
11388	bot-7	alpha	C00m-4422	latches	-14.01	-11.14	18	0.00	0.01		0		squad-1	4	bot-1	bot-10	8.75	w
11388	bot-9	alpha	C00r-4412	latches	-14.63	-17.33	79	4.58	1.03	1.76	2	cover	squad-1	3	bot-1	bot-10	14.88	w
11388	bot-10	bravo	C00r-4412	latches	-11.31	-2.80	183	4.43	1.01	2.60	2	cover	squad-2	1	bot-2	bot-7	8.75	w
11536	bot-6	bravo	S00r-4410	tick	-9.73	0.31	171	2.40	2.39	23.70	5	seek	squad-2	3	bot-2	bot-3	16.15	w
11603	bot-2	bravo	S00r-4410	tick	-11.54	-0.20	186	2.37	2.35	20.17	4	seek	squad-2	0	bot-2	bot-3	15.26	w
11603	bot-4	bravo	S00r-4310	tick	-5.57	15.03	194	2.16	2.50	34.76	6	seek	squad-2	2	bot-2	bot-3	31.44	w
11719	bot-2	bravo	A00r-4410	state	-11.68	-0.40	207	2.40	0.24	19.96	4	seek	squad-2	0	bot-2	bot-3	15.04	w
11753	bot-9	alpha	G00r-4412	state	-13.09	-17.37	71	4.58	1.54	0.41	1	cover	squad-1	3	bot-1	bot-10	15.01	w
11886	bot-4	bravo	A00r-4310	state	-5.96	14.60	215	2.22	0.58	34.25	6	seek	squad-2	2	bot-2	bot-3	30.92	w
11936	bot-10	bravo	G00r-4412	state	-8.97	-2.89	98	4.61	2.34	0.43	1	cover	squad-2	1	bot-2	bot-7	9.70	w
12369	bot-8	bravo	A00m-4420	tick	-12.14	-1.31	205	0.01	0.00		0		squad-2	4	bot-2	bot-5	8.21	y
12386	bot-1	alpha	C00r-4412	tick	-14.50	-16.29	14	0.00	0.00		0		squad-1	0	bot-1	bot-10	14.25	w
12386	bot-3	alpha	C00r-4412	tick	-14.09	-15.20	7	0.00	0.01		0		squad-1	1	bot-1	bot-10	13.09	w
12403	bot-5	alpha	C00r-4312	tick	-15.65	-8.61	26	3.68	4.44	9.10	7	cover	squad-1	2	bot-1	bot-8	8.16	y
12403	bot-7	alpha	C00m-4422	tick	-14.00	-11.12	18	0.08	0.02		0		squad-1	4	bot-1	bot-10	9.46	w
12436	bot-5	alpha	P00r-4310	state+latches	-15.66	-8.55	26	4.18	0.06	9.13	1	muzzleRecovery	squad-1	2	bot-1	bot-8	8.11	y
12469	bot-8	bravo	C00m-4420	state	-12.14	-1.31	207	0.00	0.00		0		squad-2	4	bot-2	bot-5	8.16	y
12490	bot-8	bravo	C00m-4422	latches	-12.14	-1.31	207	0.00	0.00		0		squad-2	4	bot-2	bot-5	8.26	y
12506	bot-5	alpha	C00r-4310	state	-15.94	-8.64	8	0.00	0.29	8.85	0	muzzleRecovery	squad-1	2	bot-1	bot-8	8.20	y
12523	bot-5	alpha	C00r-4312	latches	-15.93	-8.53	16	2.49	0.11	8.92	7	cover	squad-1	2	bot-1	bot-8	8.21	y
12540	bot-6	bravo	S00r-4410	tick	-10.89	-1.69	163	2.40	2.32	22.08	5	seek	squad-2	3	bot-2	bot-3	13.92	w
12719	bot-2	bravo	A00r-4410	tick	-11.68	-0.39	209	0.02	0.00		0		squad-2	0	bot-2	bot-5	8.70	y
12719	bot-5	alpha	P00r-4310	state+latches	-15.87	-7.99	29	4.17	0.55	9.28	1	muzzleRecovery	squad-1	2	bot-1	bot-8	7.72	y
12753	bot-2	bravo	C00r-4410	state	-11.68	-0.39	208	0.00	0.00		0		squad-2	0	bot-2	bot-5	8.70	y
12771	bot-2	bravo	C00r-4412	latches	-11.68	-0.39	208	0.00	0.00		0		squad-2	0	bot-2	bot-5	8.69	y
12771	bot-9	alpha	G00r-4412	tick	-12.91	-17.00	346	0.00	0.41		0		squad-1	3	bot-1	bot-10	14.37	w
12802	bot-5	alpha	A00r-4310	state	-15.54	-8.13	52	0.00	0.36	9.47	0	muzzleRecovery	squad-1	2	bot-1	bot-8	7.64	y
12903	bot-4	bravo	A00r-4310	tick	-5.96	14.60	203	0.00	0.00		0		squad-2	2	bot-2	bot-5	24.69	y
12903	bot-5	alpha	F00r-4310	state	-15.54	-8.13	27	1.31	0.00		0		squad-1	2	bot-1	bot-8	7.62	y
12903	bot-8	bravo	C10m-4422	tier	-12.14	-1.31	206	0.00	0.00		0		squad-2	4	bot-2	bot-5	7.62	y
12925	bot-2	bravo	C10r-4412	tier	-11.69	-0.39	206	0.03	0.00		0		squad-2	0	bot-2	bot-5	8.67	y
12925	bot-4	bravo	A10r-4310	tier	-5.96	14.60	203	0.00	0.00		0		squad-2	2	bot-2	bot-5	24.69	y
12925	bot-5	alpha	A00r-4310	state	-15.54	-8.14	26	0.30	0.01		0		squad-1	2	bot-1	bot-8	7.62	y
12944	bot-10	bravo	G00r-4412	tick	-8.75	-3.25	205	0.00	0.43		0		squad-2	1	bot-2	bot-7	9.46	w
13005	bot-8	bravo	P10m-4420	state+latches	-12.14	-1.31	206	4.03	0.00		1	muzzleRecovery	squad-2	4	bot-2	bot-5	7.63	y
13031	bot-5	alpha	F00r-4310	state	-15.54	-8.14	26	0.00	0.00		0		squad-1	2	bot-1	bot-8	7.63	y
13031	bot-6	bravo	S21r-4410	tier+score	-11.69	-2.56	167	2.43	1.19	21.52	5	seek	squad-2	3	bot-2	bot-3	12.92	w
13031	bot-8	bravo	P10m-4320	health	-12.23	-1.16	218	4.03	0.18		1	muzzleRecovery	squad-2	4	bot-2	bot-5	7.67	y
13031	bot-10	bravo	G21r-4412	tier+score	-8.75	-3.25	198	0.00	0.00		0		squad-2	1	bot-2	bot-7	9.46	w
13052	bot-2	bravo	C21r-4412	tier+score	-11.69	-0.39	206	0.03	0.00		0		squad-2	0	bot-2	bot-5	8.66	y
13052	bot-5	alpha	A00r-4310	state	-15.54	-8.14	26	0.00	0.00		0		squad-1	2	bot-1	bot-8	7.67	y
13052	bot-7	alpha	A00m-4420	state+latches	-14.00	-11.12	18	0.00	0.00		0		squad-1	4	bot-1	bot-10	9.46	w
13069	bot-8	bravo	U21m-4320	state+tier+score	-12.28	-1.09	223	0.00	0.08		0	muzzleRecovery	squad-2	4	bot-2	bot-5	7.73	y
13155	bot-5	alpha	F00r-4310	state	-15.54	-8.14	25	0.00	0.00		0		squad-1	2	bot-1	bot-8	7.56	y
13155	bot-6	bravo	S32r-4410	tier+score	-11.97	-2.68	199	2.44	0.30	21.51	5	seek	squad-2	3	bot-2	bot-3	12.73	w
13155	bot-8	bravo	E32m-4220	state+tier+score+health	-12.44	-1.31	205	4.02	0.28		0		squad-2	4	bot-2	bot-5	7.56	y
13155	bot-10	bravo	G32r-4412	tier+score	-8.75	-3.25	188	0.00	0.00		0		squad-2	1	bot-2	bot-7	9.46	w
13175	bot-2	bravo	C32r-4412	tier+score	-11.69	-0.39	206	0.03	0.00		1	muzzleRecovery	squad-2	0	bot-2	bot-5	8.65	y
13175	bot-5	alpha	A00r-4310	state	-15.54	-8.14	24	0.00	0.00		0		squad-1	2	bot-1	bot-8	7.50	y
13175	bot-8	bravo	E32m-4229	latches	-12.28	-1.38	205	5.00	0.18	5.21	1	flee	squad-2	4	bot-2	bot-5	7.50	y
13193	bot-1	alpha	C00r-441I	latches	-14.50	-16.29	8	0.00	0.00		0		squad-1	0	bot-1	bot-8	15.08	w
13193	bot-2	bravo	P32r-4410	state+latches	-11.69	-0.39	206	4.08	0.00		1	muzzleRecovery	squad-2	0	bot-2	bot-5	8.65	y
13193	bot-3	alpha	C00r-441I	latches	-14.09	-15.20	7	0.00	0.01		0		squad-1	1	bot-1	bot-8	13.94	w
13212	bot-7	alpha	A00m-442G	latches	-14.00	-11.12	10	0.00	0.00		0		squad-1	4	bot-1	bot-8	9.91	w
13269	bot-2	bravo	A32r-4410	state	-11.69	-0.06	228	0.00	0.34		0	muzzleRecovery	squad-2	0	bot-2	bot-5	8.91	y
13269	bot-5	alpha	F00r-4310	state	-15.54	-8.14	28	0.00	0.00		0		squad-1	2	bot-1	bot-8	7.56	y
13269	bot-5	alpha	F00r-3310	ammo	-15.54	-8.14	29	0.00	0.00		0		squad-1	2	bot-1	bot-8	7.58	y
