t_ms	type	attacker	attacker_team	victim	victim_team	weapon	cause	amount	victim_health	ax	az	vx	vz	dist
533330	damage	bot-358	alpha	bot-323	bravo	cz_805_bren	bullet	24.00	48.04	-60.64	-32.41	-59.31	-24.03	8.48
533365	damage	bot-335	bravo	bot-373	alpha	five_seven	bullet	20.00	80.00	85.96	32.93	93.28	25.63	10.34
533419	damage	bot-376	alpha	bot-345	bravo	m24	bullet	95.00	5.00	-9.26	-17.51	1.33	-26.77	14.07
533522	damage	bot-358	alpha	bot-323	bravo	cz_805_bren	bullet	24.00	24.04	-60.57	-32.25	-59.53	-23.82	8.49
533553	damage	bot-325	bravo	bot-358	alpha	cz_805_bren	bullet	24.00	48.29	-67.24	-26.51	-60.56	-32.23	8.80
533553	damage	bot-361	bravo	bot-362	alpha	five_seven	bullet	20.00	52.15	35.02	32.03	44.87	38.07	11.56
533707	damage	bot-325	bravo	bot-358	alpha	cz_805_bren	bullet	24.00	24.29	-67.24	-26.51	-60.41	-32.33	8.97
533707	damage	bot-361	bravo	bot-362	alpha	five_seven	bullet	20.00	32.15	34.98	32.07	45.41	38.23	12.12
533743	damage	bot-256	bravo	bot-374	alpha	cz_805_bren	bullet	24.00	76.00	46.75	34.49	68.47	29.09	22.38
533780	damage	bot-331	bravo	bot-374	alpha	cz_805_bren	bullet	24.00	52.00	66.88	-2.02	68.52	29.23	31.29
533780	damage	bot-339	bravo	bot-362	alpha	cz_805_bren	bullet	24.00	8.15	17.23	26.51	45.71	38.40	30.86
533849	damage	bot-325	bravo	bot-358	alpha	cz_805_bren	bullet	24.00	0.29	-67.24	-26.52	-60.14	-32.52	9.30
533849	damage	bot-347	bravo	bot-338	alpha	cz_805_bren	bullet	24.00	48.06	78.58	-35.85	74.06	-31.43	6.33
533849	damage	bot-351	bravo	bot-376	alpha	five_seven	bullet	20.00	80.00	-17.67	-15.87	-9.28	-17.54	8.56
533849	kill	bot-361	bravo	bot-362	alpha	five_seven	bullet	20.00	0.00	34.93	32.11	46.03	38.58	12.85
533881	damage	bot-384	alpha	bot-323	bravo	cz_805_bren	bullet	24.00	0.04	-55.58	-41.87	-60.73	-22.70	19.85
533915	damage	bot-331	bravo	bot-374	alpha	cz_805_bren	bullet	24.00	28.00	66.90	-2.02	68.69	29.76	31.83
533996	kill	bot-325	bravo	bot-358	alpha	cz_805_bren	bullet	24.00	0.00	-67.24	-26.54	-59.63	-32.95	9.96
533996	damage	bot-347	bravo	bot-338	alpha	cz_805_bren	bullet	24.00	24.06	78.58	-35.87	73.92	-31.23	6.58
534031	kill	bot-384	alpha	bot-323	bravo	cz_805_bren	bullet	24.00	0.00	-55.62	-41.96	-61.27	-22.15	20.60
534066	damage	bot-331	bravo	bot-374	alpha	cz_805_bren	bullet	24.00	4.00	66.93	-2.01	68.86	30.42	32.49
534066	damage	bot-335	bravo	bot-373	alpha	five_seven	bullet	20.00	60.00	85.72	32.60	92.91	26.07	9.72
534066	kill	bot-371	alpha	bot-345	bravo	cz_805_bren	bullet	24.00	0.00	22.53	-37.42	3.63	-25.81	22.18
534066	damage	bot-373	alpha	bot-335	bravo	five_seven	bullet	20.00	52.85	92.91	26.07	85.70	32.60	9.73
534133	damage	bot-366	alpha	bot-325	bravo	cz_805_bren	bullet	24.00	48.18	-74.28	-24.64	-67.24	-26.55	7.29
534178	kill	bot-341	bravo	bot-368	alpha	m24	bullet	95.00	0.00	37.06	-15.41	22.77	-43.08	31.14
534178	damage	bot-369	bravo	bot-378	alpha	cz_805_bren	bullet	24.00	76.00	-87.74	26.84	-59.15	12.20	32.12
534276	damage	bot-347	bravo	bot-338	alpha	cz_805_bren	bullet	24.00	0.06	78.58	-35.89	73.21	-30.37	7.71
534328	damage	bot-366	alpha	bot-325	bravo	cz_805_bren	bullet	24.00	24.18	-74.29	-24.67	-67.01	-26.75	7.56
534374	damage	bot-325	bravo	bot-372	alpha	cz_805_bren	bullet	24.00	76.00	-67.01	-26.75	-47.59	-21.81	20.04
534374	kill	bot-331	bravo	bot-374	alpha	cz_805_bren	bullet	24.00	0.00	66.99	-2.00	69.17	31.99	34.05
534374	damage	bot-369	bravo	bot-378	alpha	cz_805_bren	bullet	24.00	52.00	-87.63	26.95	-59.45	12.25	31.79
534374	damage	bot-375	alpha	bot-325	bravo	cz_805_bren	bullet	24.00	0.18	-84.56	-19.11	-66.95	-26.80	19.22
534526	damage	bot-359	bravo	bot-364	alpha	five_seven	bullet	20.00	52.37	34.22	45.46	31.58	7.46	38.09
534526	damage	bot-369	bravo	bot-378	alpha	cz_805_bren	bullet	24.00	28.00	-87.62	26.96	-59.27	12.04	32.03
534526	kill	bot-375	alpha	bot-325	bravo	cz_805_bren	bullet	24.00	0.00	-84.51	-19.09	-66.52	-27.22	19.74
534654	kill	bot-347	bravo	bot-338	alpha	cz_805_bren	bullet	24.00	0.00	78.59	-35.95	71.87	-30.18	8.86
534654	damage	bot-369	bravo	bot-378	alpha	cz_805_bren	bullet	24.00	4.00	-87.62	26.96	-58.87	11.99	32.41
534705	damage	bot-359	bravo	bot-364	alpha	five_seven	bullet	20.00	32.37	34.21	45.46	31.93	7.83	37.70
534768	kill	bot-369	bravo	bot-378	alpha	cz_805_bren	bullet	24.00	0.00	-87.62	26.96	-58.45	11.95	32.80
534902	damage	bot-359	bravo	bot-364	alpha	five_seven	bullet	20.00	12.37	34.21	45.46	32.32	8.21	37.30
535094	kill	bot-359	bravo	bot-364	alpha	five_seven	bullet	20.00	0.00	34.21	45.46	32.79	8.71	36.78
535190	damage	bot-349	bravo	bot-376	alpha	cz_805_bren	bullet	24.00	56.00	-24.19	-9.65	-8.75	-17.01	17.10
535252	damage	bot-365	bravo	bot-352	alpha	cz_805_bren	bullet	24.00	76.00	3.07	-9.86	30.45	-3.63	28.08
535300	damage	bot-349	bravo	bot-376	alpha	cz_805_bren	bullet	24.00	32.00	-24.19	-9.65	-8.55	-17.43	17.46
535343	damage	bot-385	alpha	bot-256	bravo	five_seven	bullet	20.00	52.22	68.75	28.00	43.71	34.75	25.93
535389	damage	bot-365	bravo	bot-352	alpha	cz_805_bren	bullet	24.00	52.00	3.07	-9.86	30.92	-3.84	28.49
535527	damage	bot-365	bravo	bot-352	alpha	cz_805_bren	bullet	24.00	28.00	3.07	-9.86	31.30	-3.85	28.86
535527	damage	bot-385	alpha	bot-256	bravo	five_seven	bullet	20.00	32.22	68.75	28.00	43.07	35.37	26.72
535632	damage	bot-349	bravo	bot-376	alpha	cz_805_bren	bullet	24.00	8.00	-24.17	-9.66	-7.89	-18.75	18.64
535677	damage	bot-365	bravo	bot-352	alpha	cz_805_bren	bullet	24.00	4.00	3.07	-9.86	31.77	-3.86	29.32
535907	kill	bot-365	bravo	bot-352	alpha	cz_805_bren	bullet	24.00	0.00	3.07	-9.86	32.35	-3.87	29.89
536347	damage	bot-332	alpha	bot-386	bravo	cz_805_bren	bullet	24.00	76.00	-6.64	26.33	-0.15	29.35	7.16
536347	damage	bot-361	bravo	bot-370	alpha	m24	bullet	95.00	5.00	37.22	32.34	13.43	14.30	29.86
536403	kill	bot-339	bravo	bot-370	alpha	cz_805_bren	bullet	24.00	0.00	16.97	23.82	13.31	14.07	10.41
536707	damage	bot-331	bravo	bot-385	alpha	cz_805_bren	bullet	24.00	76.00	67.19	-1.74	67.23	28.76	30.50
536870	damage	bot-331	bravo	bot-385	alpha	cz_805_bren	bullet	24.00	52.00	67.19	-1.74	66.94	28.91	30.65
537011	damage	bot-331	bravo	bot-385	alpha	cz_805_bren	bullet	24.00	28.00	67.19	-1.74	66.92	29.65	31.39
537181	damage	bot-331	bravo	bot-385	alpha	cz_805_bren	bullet	24.00	4.00	67.19	-1.74	66.89	30.37	32.11
537181	kill	bot-349	bravo	bot-376	alpha	cz_805_bren	bullet	24.00	0.00	-23.42	-9.89	-6.36	-21.81	20.81
537306	kill	bot-331	bravo	bot-385	alpha	cz_805_bren	bullet	24.00	0.00	67.19	-1.74	66.87	30.91	32.65
537943	damage	bot-349	bravo	bot-372	alpha	cz_805_bren	bullet	24.00	52.00	-23.46	-9.98	-53.40	-23.41	32.82
538099	damage	bot-349	bravo	bot-372	alpha	cz_805_bren	bullet	24.00	28.00	-23.45	-9.97	-53.94	-22.98	33.15
538149	damage	bot-339	bravo	bot-332	alpha	cz_805_bren	bullet	24.00	76.00	15.17	24.00	-5.21	23.81	20.38
538484	damage	bot-369	bravo	bot-375	alpha	cz_805_bren	bullet	24.00	76.00	-82.56	23.17	-77.70	-22.49	45.92
538820	damage	bot-384	alpha	bot-349	bravo	cz_805_bren	bullet	24.00	67.36	-54.89	-41.35	-23.69	-10.23	44.07
538880	damage	bot-339	bravo	bot-332	alpha	cz_805_bren	bullet	24.00	52.00	14.77	24.05	-4.99	25.84	19.85
538936	damage	bot-369	bravo	bot-375	alpha	cz_805_bren	bullet	24.00	52.00	-82.59	23.22	-76.78	-22.94	46.53
539206	damage	bot-369	bravo	bot-375	alpha	cz_805_bren	bullet	24.00	28.00	-82.57	23.24	-77.45	-23.74	47.25
539372	damage	bot-332	alpha	bot-386	bravo	cz_805_bren	bullet	24.00	52.00	-6.08	27.15	0.82	23.85	7.65
539432	damage	bot-386	bravo	bot-332	alpha	cz_805_bren	bullet	24.00	28.00	0.95	23.66	-6.39	27.44	8.26
539664	damage	bot-353	bravo	bot-332	alpha	cz_805_bren	bullet	24.00	4.00	10.08	16.84	-6.84	27.88	20.20
539664	kill	bot-386	bravo	bot-332	alpha	cz_805_bren	bullet	24.00	0.00	1.36	23.08	-6.84	27.88	9.50
540044	damage	bot-355	bravo	bot-372	alpha	cz_805_bren	bullet	24.00	6.70	-56.60	18.77	-58.01	-19.70	38.50
540044	damage	bot-367	bravo	bot-387	alpha	five_seven	bullet	20.00	80.00	40.74	11.01	29.74	10.53	11.01
540098	damage	bot-384	alpha	bot-349	bravo	cz_805_bren	bullet	24.00	43.36	-54.78	-41.10	-24.03	-10.59	43.32
540159	kill	bot-355	bravo	bot-372	alpha	cz_805_bren	bullet	24.00	0.00	-56.60	18.78	-58.01	-19.70	38.51
540223	damage	bot-367	bravo	bot-387	alpha	five_seven	bullet	20.00	60.00	40.74	11.01	29.74	10.54	11.01
540583	damage	bot-384	alpha	bot-349	bravo	cz_805_bren	bullet	24.00	19.36	-54.83	-41.15	-22.88	-9.91	44.68
540717	kill	bot-384	alpha	bot-349	bravo	cz_805_bren	bullet	24.00	0.00	-54.83	-41.15	-22.40	-9.75	45.14
541772	damage	bot-256	bravo	bot-387	alpha	cz_805_bren	bullet	24.00	36.00	34.35	43.45	31.61	5.04	38.50
541916	damage	bot-256	bravo	bot-387	alpha	cz_805_bren	bullet	24.00	12.00	34.35	43.45	31.64	4.72	38.82
542036	kill	bot-256	bravo	bot-387	alpha	cz_805_bren	bullet	24.00	0.00	34.35	43.45	31.62	4.71	38.83
544550	damage	bot-371	alpha	bot-365	bravo	cz_805_bren	bullet	24.00	76.00	30.26	-45.28	8.37	-17.84	35.10
544827	damage	bot-371	alpha	bot-365	bravo	cz_805_bren	bullet	24.00	52.00	30.26	-45.28	8.36	-17.76	35.17
545201	damage	bot-351	bravo	bot-384	alpha	five_seven	bullet	20.00	80.00	-6.32	-22.07	-50.39	-36.74	46.46
545356	damage	bot-351	bravo	bot-384	alpha	five_seven	bullet	20.00	60.00	-6.32	-22.07	-50.10	-36.46	46.09
545613	damage	bot-355	bravo	bot-383	alpha	cz_805_bren	bullet	24.00	76.00	-56.61	13.45	-66.00	-30.98	45.42
545673	damage	bot-335	bravo	bot-389	alpha	five_seven	bullet	20.00	80.00	91.54	23.76	69.84	-12.47	42.23
545673	damage	bot-343	bravo	bot-389	alpha	five_seven	bullet	20.00	60.00	71.92	-30.25	69.84	-12.47	17.90
545673	damage	bot-357	bravo	bot-389	alpha	cz_805_bren	bullet	24.00	36.00	93.76	24.67	69.84	-12.47	44.17
545882	damage	bot-335	bravo	bot-389	alpha	five_seven	bullet	20.00	16.00	91.54	23.76	69.74	-12.25	42.09
545882	kill	bot-343	bravo	bot-389	alpha	five_seven	bullet	20.00	0.00	71.92	-30.25	69.74	-12.25	18.13
546301	damage	bot-377	alpha	bot-369	bravo	five_seven	bullet	20.00	80.00	-70.80	-34.36	-80.03	14.33	49.56
