t_ms	type	attacker	attacker_team	victim	victim_team	weapon	cause	amount	victim_health	ax	az	vx	vz	dist
10333	damage	bot-544	alpha	bot-559	bravo	cz_805_bren	bullet	24.00	76.00	-22.75	4.25	-7.95	-3.48	16.70
10333	damage	bot-558	alpha	bot-559	bravo	five_seven	bullet	20.00	56.00	-6.84	21.53	-7.95	-3.48	25.03
11202	damage	bot-489	alpha	bot-559	bravo	m1911	bullet	33.00	23.00	16.01	7.22	-10.87	-6.37	30.12
11864	damage	bot-529	alpha	bot-559	bravo	five_seven	bullet	20.00	3.00	13.96	-1.88	-12.70	-8.20	27.40
12029	kill	bot-529	alpha	bot-559	bravo	five_seven	bullet	20.00	0.00	13.96	-1.89	-12.69	-8.19	27.38
13287	damage	bot-497	alpha	bot-561	bravo	five_seven	bullet	20.00	80.00	16.79	8.42	-15.58	-2.66	34.21
13440	damage	bot-561	bravo	bot-533	alpha	cz_805_bren	bullet	24.00	76.00	-15.58	-2.66	-20.11	-6.79	6.13
13586	damage	bot-497	alpha	bot-561	bravo	five_seven	bullet	20.00	60.00	16.79	8.42	-15.58	-2.66	34.21
13586	damage	bot-561	bravo	bot-533	alpha	cz_805_bren	bullet	24.00	52.00	-15.58	-2.66	-20.10	-6.79	6.13
13714	damage	bot-561	bravo	bot-533	alpha	cz_805_bren	bullet	24.00	28.00	-16.01	-3.24	-20.22	-6.79	5.51
13944	damage	bot-497	alpha	bot-561	bravo	five_seven	bullet	20.00	40.00	16.79	8.42	-16.29	-3.64	35.21
13944	damage	bot-561	bravo	bot-533	alpha	cz_805_bren	bullet	24.00	4.00	-16.29	-3.64	-20.37	-6.78	5.15
14121	kill	bot-561	bravo	bot-533	alpha	cz_805_bren	bullet	24.00	0.00	-16.37	-3.77	-20.48	-6.78	5.09
14476	damage	bot-563	bravo	bot-544	alpha	cz_805_bren	bullet	24.00	76.00	-17.17	0.67	-22.75	4.25	6.63
14703	damage	bot-489	alpha	bot-563	bravo	m1911	bullet	33.00	67.00	16.01	7.22	-16.41	-0.09	33.23
14931	damage	bot-563	bravo	bot-544	alpha	cz_805_bren	bullet	24.00	52.00	-15.95	-0.58	-22.75	4.25	8.34
15080	damage	bot-489	alpha	bot-563	bravo	m1911	bullet	33.00	34.00	16.01	7.22	-15.47	-0.31	32.37
15437	damage	bot-489	alpha	bot-563	bravo	m1911	bullet	33.00	1.00	16.01	7.22	-17.11	-1.14	34.16
15552	kill	bot-497	alpha	bot-563	bravo	five_seven	bullet	20.00	0.00	16.44	8.03	-17.70	-1.57	35.46
16431	damage	bot-564	bravo	bot-509	alpha	five_seven	bullet	20.00	52.19	14.24	15.26	17.72	17.47	4.12
16629	damage	bot-564	bravo	bot-509	alpha	five_seven	bullet	20.00	32.19	14.24	15.26	18.42	18.31	5.17
16688	damage	bot-479	alpha	bot-564	bravo	cz_805_bren	bullet	24.00	76.00	-10.41	-16.24	14.24	15.26	40.00
16688	damage	bot-509	alpha	bot-564	bravo	cz_805_bren	bullet	24.00	52.00	18.42	18.31	14.24	15.26	5.17
16840	damage	bot-561	bravo	bot-550	alpha	cz_805_bren	bullet	24.00	76.00	-22.79	-6.41	-25.90	-11.03	5.57
17013	damage	bot-546	alpha	bot-561	bravo	five_seven	bullet	20.00	20.00	-20.06	-13.83	-23.14	-6.44	8.01
17094	kill	bot-521	alpha	bot-561	bravo	five_seven	bullet	20.00	0.00	-20.40	-20.23	-23.31	-6.45	14.08
17094	damage	bot-564	bravo	bot-509	alpha	five_seven	bullet	20.00	12.19	14.24	13.59	19.79	19.98	8.46
17434	damage	bot-495	alpha	bot-564	bravo	cz_805_bren	bullet	24.00	28.00	10.64	-5.84	14.25	11.84	18.04
17798	damage	bot-495	alpha	bot-564	bravo	cz_805_bren	bullet	24.00	4.00	10.64	-5.84	14.03	11.20	17.37
17962	kill	bot-495	alpha	bot-564	bravo	cz_805_bren	bullet	24.00	0.00	10.65	-5.84	13.60	10.63	16.73
18403	damage	bot-271	alpha	bot-566	bravo	cz_805_bren	bullet	24.00	76.00	4.24	-14.64	-3.74	10.42	26.30
18739	damage	bot-271	alpha	bot-566	bravo	cz_805_bren	bullet	24.00	52.00	4.24	-14.64	-3.66	11.64	27.45
18913	damage	bot-271	alpha	bot-566	bravo	cz_805_bren	bullet	24.00	28.00	4.24	-14.64	-3.48	12.31	28.04
19100	damage	bot-566	bravo	bot-562	alpha	m1911	bullet	33.00	23.06	-3.29	12.99	0.07	21.74	9.38
19279	damage	bot-271	alpha	bot-566	bravo	cz_805_bren	bullet	24.00	4.00	4.24	-14.64	-3.09	13.68	29.26
19479	kill	bot-566	bravo	bot-562	alpha	m1911	bullet	33.00	0.00	-2.90	14.38	0.16	21.53	7.78
19659	kill	bot-271	alpha	bot-566	bravo	cz_805_bren	bullet	24.00	0.00	4.24	-14.64	-2.80	15.10	30.57
20264	damage	bot-497	alpha	bot-568	bravo	five_seven	bullet	20.00	80.00	15.68	7.75	8.25	18.25	12.87
20405	damage	bot-497	alpha	bot-568	bravo	five_seven	bullet	20.00	60.00	15.68	7.75	8.25	18.25	12.87
20556	damage	bot-497	alpha	bot-568	bravo	five_seven	bullet	20.00	40.00	15.68	7.75	7.67	18.66	13.53
20739	damage	bot-497	alpha	bot-568	bravo	five_seven	bullet	20.00	20.00	15.68	7.75	6.80	19.27	14.55
20962	damage	bot-568	bravo	bot-569	alpha	cz_805_bren	bullet	24.00	76.00	5.92	19.89	15.09	21.70	9.35
21157	kill	bot-565	alpha	bot-568	bravo	cz_805_bren	bullet	24.00	0.00	22.87	15.55	5.07	20.49	18.47
22486	damage	bot-495	alpha	bot-570	bravo	cz_805_bren	bullet	24.00	76.00	7.79	-2.70	12.93	25.47	28.64
22703	damage	bot-567	alpha	bot-570	bravo	five_seven	bullet	20.00	56.00	-2.09	21.18	12.93	25.47	15.63
22910	damage	bot-567	alpha	bot-570	bravo	five_seven	bullet	20.00	36.00	-2.09	21.18	12.74	25.60	15.48
22975	damage	bot-570	bravo	bot-509	alpha	cz_805_bren	bullet	24.00	41.29	12.68	25.67	21.68	20.19	10.54
23119	damage	bot-567	alpha	bot-570	bravo	five_seven	bullet	20.00	16.00	-2.09	21.18	12.55	25.75	15.34
23119	damage	bot-570	bravo	bot-509	alpha	cz_805_bren	bullet	24.00	19.09	12.55	25.75	21.68	20.19	10.69
23238	kill	bot-570	bravo	bot-509	alpha	cz_805_bren	bullet	24.00	0.00	12.42	25.84	21.68	20.19	10.85
23306	kill	bot-497	alpha	bot-570	bravo	five_seven	bullet	20.00	0.00	14.81	8.92	12.36	25.88	17.14
24504	damage	bot-571	bravo	bot-572	alpha	five_seven	bullet	20.00	80.00	-9.74	2.74	-7.86	7.58	5.19
24620	damage	bot-537	alpha	bot-571	bravo	five_seven	bullet	20.00	80.00	-15.86	-8.16	-9.74	2.74	12.50
24719	damage	bot-571	bravo	bot-572	alpha	five_seven	bullet	20.00	60.00	-9.74	2.74	-7.95	7.48	5.06
24833	damage	bot-537	alpha	bot-571	bravo	five_seven	bullet	20.00	60.00	-15.84	-8.16	-9.74	2.74	12.49
26469	damage	bot-497	alpha	bot-573	bravo	five_seven	bullet	20.00	80.00	14.79	9.63	4.75	2.72	12.18
26531	damage	bot-537	alpha	bot-573	bravo	five_seven	bullet	20.00	60.00	-15.13	-7.11	4.75	2.72	22.18
26610	damage	bot-479	alpha	bot-573	bravo	cz_805_bren	bullet	24.00	36.00	-7.82	-10.07	4.98	2.94	18.24
26610	damage	bot-497	alpha	bot-573	bravo	five_seven	bullet	20.00	16.00	14.79	9.63	4.98	2.94	11.88
26691	kill	bot-529	alpha	bot-573	bravo	five_seven	bullet	20.00	0.00	14.89	0.80	5.20	3.16	9.97
28475	damage	bot-489	alpha	bot-574	bravo	five_seven	bullet	20.00	80.00	15.37	2.24	-1.69	-1.91	17.56
28475	damage	bot-497	alpha	bot-574	bravo	five_seven	bullet	20.00	60.00	13.89	10.73	-1.69	-1.91	20.07
28679	damage	bot-521	alpha	bot-574	bravo	five_seven	bullet	20.00	40.00	-18.93	-8.41	-2.17	-1.41	18.16
28757	damage	bot-544	alpha	bot-574	bravo	cz_805_bren	bullet	24.00	16.00	-16.28	14.26	-2.42	-1.16	20.73
28828	kill	bot-489	alpha	bot-574	bravo	five_seven	bullet	20.00	0.00	15.38	2.23	-2.67	-0.90	18.32
30592	damage	bot-539	alpha	bot-575	bravo	m24	bullet	95.00	5.00	-9.75	-15.75	14.24	14.76	38.81
30870	kill	bot-487	alpha	bot-575	bravo	cz_805_bren	bullet	24.00	0.00	-8.77	-19.26	14.31	15.47	41.70
32870	damage	bot-576	bravo	bot-467	alpha	five_seven	bullet	20.00	54.71	-14.96	-4.17	-19.45	9.98	14.85
33009	damage	bot-529	alpha	bot-576	bravo	five_seven	bullet	20.00	80.00	18.73	-0.35	-14.97	-4.16	33.91
33009	damage	bot-544	alpha	bot-576	bravo	cz_805_bren	bullet	24.00	56.00	-14.91	12.36	-14.97	-4.16	16.52
33009	damage	bot-546	alpha	bot-576	bravo	five_seven	bullet	20.00	36.00	-17.34	-5.42	-14.97	-4.16	2.68
33159	damage	bot-544	alpha	bot-576	bravo	cz_805_bren	bullet	24.00	12.00	-14.91	12.36	-15.16	-4.37	16.73
33159	kill	bot-546	alpha	bot-576	bravo	five_seven	bullet	20.00	0.00	-17.60	-5.63	-15.16	-4.37	2.74
37027	damage	bot-497	alpha	bot-577	bravo	five_seven	bullet	20.00	80.00	21.86	20.45	25.59	14.73	6.82
37257	damage	bot-497	alpha	bot-577	bravo	five_seven	bullet	20.00	60.00	21.97	20.58	25.23	15.17	6.32
37739	damage	bot-497	alpha	bot-577	bravo	five_seven	bullet	20.00	40.00	22.19	20.80	26.01	14.02	7.78
37739	damage	bot-577	bravo	bot-497	alpha	five_seven	bullet	20.00	36.21	26.01	14.02	22.25	20.85	7.80
38040	damage	bot-497	alpha	bot-577	bravo	five_seven	bullet	20.00	20.00	22.31	20.91	26.68	13.78	8.36
38256	damage	bot-565	alpha	bot-578	bravo	cz_805_bren	bullet	24.00	76.00	26.75	9.40	26.07	15.70	6.33
38462	damage	bot-565	alpha	bot-578	bravo	cz_805_bren	bullet	24.00	52.00	26.75	8.76	26.09	15.69	6.97
38848	kill	bot-565	alpha	bot-577	bravo	cz_805_bren	bullet	24.00	0.00	26.75	6.83	26.75	9.87	3.05
39840	kill	bot-560	alpha	bot-578	bravo	m24	bullet	95.00	0.00	-14.69	22.77	20.89	21.14	35.62
41232	damage	bot-580	bravo	bot-544	alpha	five_seven	bullet	20.00	52.64	-26.25	-4.23	-14.62	9.93	18.33
41450	damage	bot-529	alpha	bot-580	bravo	five_seven	bullet	20.00	80.00	10.50	-2.73	-26.25	-4.23	36.78
43390	damage	bot-487	alpha	bot-581	bravo	cz_805_bren	bullet	24.00	76.00	-1.45	-6.80	15.74	-5.77	17.22
43555	damage	bot-487	alpha	bot-581	bravo	cz_805_bren	bullet	24.00	52.00	-1.45	-6.80	15.74	-5.77	17.22
43703	damage	bot-487	alpha	bot-581	bravo	cz_805_bren	bullet	24.00	28.00	-1.45	-6.80	16.73	-5.76	18.20
45239	damage	bot-479	alpha	bot-582	bravo	cz_805_bren	bullet	24.00	76.00	-3.78	-8.06	6.26	5.24	16.66
45796	kill	bot-487	alpha	bot-582	bravo	cz_805_bren	bullet	24.00	0.00	2.09	-7.21	7.93	4.08	12.71
46921	damage	bot-487	alpha	bot-579	bravo	cz_805_bren	bullet	24.00	76.00	2.46	-7.16	19.10	10.99	24.62
47100	damage	bot-479	alpha	bot-584	bravo	cz_805_bren	bullet	24.00	76.00	-2.52	-7.10	20.17	-4.98	22.79
47100	damage	bot-487	alpha	bot-579	bravo	cz_805_bren	bullet	24.00	52.00	2.46	-7.16	19.10	10.99	24.62
47228	damage	bot-479	alpha	bot-584	bravo	cz_805_bren	bullet	24.00	52.00	-2.52	-7.10	19.52	-5.08	22.13
47228	damage	bot-487	alpha	bot-579	bravo	cz_805_bren	bullet	24.00	28.00	2.46	-7.16	19.17	11.24	24.85
47452	damage	bot-495	alpha	bot-584	bravo	cz_805_bren	bullet	24.00	28.00	-5.08	-7.15	20.32	-5.47	25.46
47452	damage	bot-584	bravo	bot-565	alpha	cz_805_bren	bullet	24.00	76.00	20.32	-5.47	26.67	2.58	10.25
47655	damage	bot-271	alpha	bot-584	bravo	cz_805_bren	bullet	24.00	4.00	-7.39	-7.11	20.64	-5.36	28.09
47655	kill	bot-479	alpha	bot-584	bravo	cz_805_bren	bullet	24.00	0.00	-2.52	-7.10	20.64	-5.36	23.23
49007	damage	bot-546	alpha	bot-586	bravo	five_seven	bullet	20.00	80.00	-21.00	-8.57	-4.25	-6.75	16.85
49148	damage	bot-546	alpha	bot-586	bravo	five_seven	bullet	20.00	60.00	-21.01	-8.57	-4.25	-6.75	16.85
49193	damage	bot-583	alpha	bot-586	bravo	cz_805_bren	bullet	24.00	36.00	0.90	-13.33	-3.97	-6.96	8.02
49291	damage	bot-546	alpha	bot-586	bravo	five_seven	bullet	20.00	16.00	-21.01	-8.57	-3.48	-7.33	17.57
49291	kill	bot-565	alpha	bot-586	bravo	cz_805_bren	bullet	24.00	0.00	26.21	2.14	-3.48	-7.33	31.16
51118	damage	bot-546	alpha	bot-587	bravo	five_seven	bullet	20.00	80.00	-18.96	-8.07	6.83	-3.17	26.25
51420	damage	bot-565	alpha	bot-587	bravo	cz_805_bren	bullet	24.00	56.00	25.67	1.76	5.68	-4.07	20.82
51725	damage	bot-493	alpha	bot-587	bravo	cz_805_bren	bullet	24.00	32.00	11.20	-5.77	4.68	-3.06	7.06
51725	damage	bot-585	alpha	bot-587	bravo	five_seven	bullet	20.00	12.00	5.29	-7.58	4.68	-3.06	4.57
51863	kill	bot-479	alpha	bot-587	bravo	cz_805_bren	bullet	24.00	0.00	8.92	-5.79	4.16	-2.56	5.76
57175	damage	bot-541	alpha	bot-591	bravo	cz_805_bren	bullet	24.00	76.00	10.20	0.35	12.80	12.78	12.70
57409	damage	bot-497	alpha	bot-591	bravo	five_seven	bullet	20.00	56.00	15.85	14.69	13.17	11.83	3.92
57778	damage	bot-546	alpha	bot-591	bravo	five_seven	bullet	20.00	36.00	-10.69	-7.52	13.78	9.91	30.05
57944	damage	bot-546	alpha	bot-591	bravo	five_seven	bullet	20.00	16.00	-10.69	-7.52	13.99	9.25	29.84
58071	kill	bot-550	alpha	bot-591	bravo	m24	bullet	95.00	0.00	-17.62	-5.24	14.20	8.57	34.68
60298	damage	bot-546	alpha	bot-579	bravo	five_seven	bullet	20.00	52.60	-5.86	-12.09	19.00	10.70	33.72
61218	kill	bot-592	bravo	bot-572	alpha	m24	bullet	95.00	0.00	-16.32	17.67	-3.79	-12.66	32.82
61431	damage	bot-497	alpha	bot-594	bravo	five_seven	bullet	20.00	80.00	12.67	15.17	-1.07	-16.94	34.93
61572	damage	bot-497	alpha	bot-594	bravo	five_seven	bullet	20.00	60.00	12.67	15.17	-1.07	-16.94	34.93
61572	damage	bot-539	alpha	bot-594	bravo	five_seven	bullet	20.00	40.00	4.33	-5.25	-1.07	-16.94	12.88
61572	damage	bot-594	bravo	bot-546	alpha	cz_805_bren	bullet	24.00	8.81	-1.07	-16.94	-5.82	-12.07	6.80
61808	kill	bot-594	bravo	bot-546	alpha	cz_805_bren	bullet	24.00	0.00	-0.05	-17.96	-5.80	-12.06	8.23
62015	damage	bot-594	bravo	bot-585	alpha	cz_805_bren	bullet	24.00	76.00	0.73	-18.74	-3.23	-6.00	13.34
63340	damage	bot-583	alpha	bot-594	bravo	cz_805_bren	bullet	24.00	16.00	-8.56	-9.28	4.18	-22.14	18.11
63499	kill	bot-583	alpha	bot-594	bravo	cz_805_bren	bullet	24.00	0.00	-8.57	-9.27	4.19	-22.14	18.12
63686	damage	bot-560	alpha	bot-596	bravo	m1911	bullet	33.00	67.00	-22.95	12.75	-21.02	13.34	2.02
64027	damage	bot-560	alpha	bot-596	bravo	m1911	bullet	33.00	34.00	-23.32	12.75	-21.02	13.34	2.37
64101	damage	bot-593	alpha	bot-590	bravo	cz_805_bren	bullet	24.00	76.00	13.14	7.10	23.25	5.25	10.28
64257	damage	bot-593	alpha	bot-590	bravo	cz_805_bren	bullet	24.00	52.00	13.14	7.11	23.25	5.25	10.28
64423	damage	bot-560	alpha	bot-596	bravo	m1911	bullet	33.00	1.00	-23.47	12.44	-20.76	13.05	2.78
65859	kill	bot-479	alpha	bot-596	bravo	cz_805_bren	bullet	24.00	0.00	13.12	-2.83	-18.82	11.97	35.21
65929	damage	bot-560	alpha	bot-592	bravo	m1911	bullet	33.00	38.48	-23.11	12.72	-20.73	20.77	8.40
66011	damage	bot-592	bravo	bot-560	alpha	m1911	bullet	33.00	38.85	-20.48	21.00	-23.42	12.41	9.08
66273	damage	bot-560	alpha	bot-592	bravo	m1911	bullet	33.00	5.48	-23.55	11.72	-19.71	21.69	10.68
66273	damage	bot-599	alpha	bot-598	bravo	five_seven	bullet	20.00	80.00	-20.76	2.99	-20.61	13.62	10.63
66425	damage	bot-599	alpha	bot-598	bravo	five_seven	bullet	20.00	60.00	-20.76	2.99	-20.59	13.96	10.97
66626	damage	bot-599	alpha	bot-598	bravo	five_seven	bullet	20.00	40.00	-20.76	2.99	-21.18	14.68	11.70
66790	damage	bot-495	alpha	bot-598	bravo	cz_805_bren	bullet	24.00	16.00	-9.69	-3.72	-21.24	14.93	21.94
66790	kill	bot-599	alpha	bot-598	bravo	five_seven	bullet	20.00	0.00	-20.76	2.99	-21.31	15.22	12.24
72072	damage	bot-593	alpha	bot-579	bravo	cz_805_bren	bullet	24.00	48.86	14.75	5.45	18.21	11.03	6.57
72156	damage	bot-495	alpha	bot-604	bravo	cz_805_bren	bullet	24.00	76.00	-10.52	-3.97	-5.76	-10.84	8.35
72324	damage	bot-495	alpha	bot-604	bravo	cz_805_bren	bullet	24.00	52.00	-10.51	-3.96	-5.76	-10.83	8.35
72324	damage	bot-585	alpha	bot-604	bravo	five_seven	bullet	20.00	32.00	-10.01	-8.25	-5.76	-10.83	4.98
72388	damage	bot-604	bravo	bot-495	alpha	cz_805_bren	bullet	24.00	71.79	-5.78	-10.88	-10.51	-3.96	8.38
72448	damage	bot-495	alpha	bot-604	bravo	cz_805_bren	bullet	24.00	8.00	-10.51	-3.96	-5.81	-10.94	8.41
72536	damage	bot-604	bravo	bot-495	alpha	cz_805_bren	bullet	24.00	47.79	-5.82	-11.00	-10.51	-3.96	8.46
72613	kill	bot-495	alpha	bot-604	bravo	cz_805_bren	bullet	24.00	0.00	-10.51	-3.96	-5.86	-11.07	8.50
77781	damage	bot-567	alpha	bot-610	bravo	five_seven	bullet	20.00	80.00	-8.63	-9.84	-7.26	-25.24	15.46
77977	damage	bot-567	alpha	bot-610	bravo	five_seven	bullet	20.00	60.00	-8.63	-9.84	-7.29	-25.11	15.32
78226	damage	bot-567	alpha	bot-610	bravo	five_seven	bullet	20.00	40.00	-8.63	-9.84	-7.44	-25.17	15.37
78226	damage	bot-589	bravo	bot-497	alpha	cz_805_bren	bullet	24.00	48.80	17.25	9.75	10.74	-1.68	13.16
78356	kill	bot-569	alpha	bot-610	bravo	m24	bullet	95.00	0.00	-1.61	10.21	-7.52	-25.19	35.89
78356	damage	bot-589	bravo	bot-497	alpha	cz_805_bren	bullet	24.00	24.80	17.25	9.75	10.61	-2.03	13.52
81357	damage	bot-590	bravo	bot-593	alpha	cz_805_bren	bullet	24.00	76.00	17.99	5.55	15.25	7.75	3.51
82032	damage	bot-613	alpha	bot-614	bravo	five_seven	bullet	20.00	80.00	22.04	22.32	21.25	15.75	6.62
82258	damage	bot-613	alpha	bot-614	bravo	five_seven	bullet	20.00	60.00	22.04	22.32	21.25	15.75	6.62
82258	damage	bot-614	bravo	bot-613	alpha	five_seven	bullet	20.00	80.00	21.25	15.75	22.04	22.32	6.62
82362	damage	bot-608	bravo	bot-588	alpha	m1911	bullet	33.00	67.00	-6.88	22.29	-2.20	8.75	14.33
83150	damage	bot-614	bravo	bot-613	alpha	five_seven	bullet	20.00	60.00	18.24	14.85	22.04	22.32	8.38
83894	damage	bot-613	alpha	bot-614	bravo	five_seven	bullet	20.00	40.00	24.10	24.27	15.47	14.26	13.22
84042	damage	bot-613	alpha	bot-614	bravo	five_seven	bullet	20.00	20.00	24.88	25.01	14.85	13.39	15.34
84381	damage	bot-583	alpha	bot-615	bravo	cz_805_bren	bullet	24.00	76.00	-12.24	-18.24	14.75	9.13	38.44
84446	damage	bot-521	alpha	bot-615	bravo	five_seven	bullet	20.00	56.00	-4.42	-12.78	14.74	9.06	29.05
84446	damage	bot-554	alpha	bot-615	bravo	cz_805_bren	bullet	24.00	32.00	-3.75	-13.75	14.74	9.06	29.36
84513	damage	bot-583	alpha	bot-615	bravo	cz_805_bren	bullet	24.00	8.00	-12.23	-18.24	14.73	9.14	38.42
84571	kill	bot-554	alpha	bot-615	bravo	cz_805_bren	bullet	24.00	0.00	-3.75	-13.75	14.72	9.22	29.48
84662	damage	bot-612	bravo	bot-599	alpha	cz_805_bren	bullet	24.00	48.26	-19.25	-21.25	-22.71	-11.40	10.44
84732	damage	bot-590	bravo	bot-593	alpha	cz_805_bren	bullet	24.00	52.00	17.25	6.10	15.25	7.75	2.59
84732	damage	bot-599	alpha	bot-612	bravo	five_seven	bullet	20.00	80.00	-22.71	-11.40	-19.25	-21.25	10.44
84808	damage	bot-612	bravo	bot-599	alpha	cz_805_bren	bullet	24.00	24.26	-19.25	-21.25	-22.62	-11.33	10.48
84878	damage	bot-599	alpha	bot-612	bravo	five_seven	bullet	20.00	60.00	-22.62	-11.33	-19.25	-21.25	10.48
84878	damage	bot-613	alpha	bot-608	bravo	five_seven	bullet	20.00	80.00	26.68	26.68	-7.93	22.71	34.83
84954	kill	bot-554	alpha	bot-614	bravo	cz_805_bren	bullet	24.00	0.00	-3.75	-13.75	13.80	10.36	29.82
85032	damage	bot-599	alpha	bot-612	bravo	five_seven	bullet	20.00	40.00	-22.51	-11.26	-19.13	-21.37	10.66
85117	damage	bot-611	alpha	bot-608	bravo	cz_805_bren	bullet	24.00	56.00	17.51	14.31	-7.91	22.71	26.77
85117	damage	bot-612	bravo	bot-599	alpha	cz_805_bren	bullet	24.00	0.26	-19.08	-21.42	-22.45	-11.18	10.78
85215	damage	bot-599	alpha	bot-612	bravo	five_seven	bullet	20.00	20.00	-22.45	-11.18	-19.02	-21.48	10.86
85299	damage	bot-611	alpha	bot-608	bravo	cz_805_bren	bullet	24.00	32.00	17.51	14.31	-8.08	22.70	26.93
85375	kill	bot-599	alpha	bot-612	bravo	five_seven	bullet	20.00	0.00	-22.34	-11.13	-18.90	-21.60	11.02
85455	damage	bot-611	alpha	bot-608	bravo	cz_805_bren	bullet	24.00	8.00	17.51	14.31	-8.25	22.70	27.09
85598	kill	bot-611	alpha	bot-608	bravo	cz_805_bren	bullet	24.00	0.00	17.51	14.31	-8.41	22.70	27.24
85996	damage	bot-611	alpha	bot-592	bravo	cz_805_bren	bullet	24.00	48.87	17.51	14.31	-13.56	26.57	33.40
86314	damage	bot-611	alpha	bot-592	bravo	cz_805_bren	bullet	24.00	24.87	17.51	14.31	-13.82	26.34	33.56
86440	damage	bot-611	alpha	bot-592	bravo	cz_805_bren	bullet	24.00	0.87	17.51	14.31	-13.95	26.23	33.65
