t_ms	type	attacker	attacker_team	victim	victim_team	weapon	cause	amount	victim_health	ax	az	vx	vz	dist
7807	kill	bot-189	alpha	bot-268	bravo	cz_805_bren	bullet	24.00	0.00	11.02	48.05	32.69	76.76	35.98
8354	damage	bot-289	bravo	bot-287	alpha	cz_805_bren	bullet	24.00	48.36	-41.11	22.29	-25.86	68.22	48.40
8571	damage	bot-291	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	76.00	-29.21	12.84	-68.16	-17.25	49.22
8709	damage	bot-291	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	52.00	-29.21	12.84	-68.00	-17.11	49.01
8867	damage	bot-291	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	28.00	-29.21	12.84	-68.49	-17.70	49.76
9102	damage	bot-289	bravo	bot-290	alpha	cz_805_bren	bullet	24.00	76.00	-41.11	22.29	-26.00	69.91	49.97
9268	damage	bot-289	bravo	bot-290	alpha	cz_805_bren	bullet	24.00	52.00	-41.11	22.29	-26.00	69.91	49.97
9761	damage	bot-189	alpha	bot-246	bravo	cz_805_bren	bullet	24.00	39.11	11.29	48.80	35.06	70.91	32.47
9810	damage	bot-259	alpha	bot-246	bravo	cz_805_bren	bullet	24.00	15.11	41.75	67.75	35.27	70.63	7.09
10163	kill	bot-259	alpha	bot-246	bravo	cz_805_bren	bullet	24.00	0.00	41.75	67.75	36.07	69.88	6.07
10536	damage	bot-289	bravo	bot-275	alpha	cz_805_bren	bullet	24.00	31.06	-41.01	22.48	1.45	46.14	48.61
10711	damage	bot-289	bravo	bot-275	alpha	cz_805_bren	bullet	24.00	7.06	-41.01	22.48	1.45	46.14	48.61
10842	kill	bot-289	bravo	bot-275	alpha	cz_805_bren	bullet	24.00	0.00	-41.01	22.48	1.45	46.14	48.61
10904	damage	bot-284	bravo	bot-251	alpha	cz_805_bren	bullet	24.00	26.18	16.06	18.33	21.00	43.83	25.97
11078	damage	bot-284	bravo	bot-251	alpha	cz_805_bren	bullet	24.00	2.18	16.04	18.34	20.65	43.45	25.52
11224	kill	bot-284	bravo	bot-251	alpha	cz_805_bren	bullet	24.00	0.00	16.04	18.34	20.30	43.07	25.09
12118	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	80.00	49.42	78.48	65.79	59.52	25.05
12300	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	60.00	49.42	78.48	65.79	59.52	25.05
12693	damage	bot-284	bravo	bot-247	alpha	cz_805_bren	bullet	24.00	48.34	16.60	19.36	-12.12	29.46	30.45
12867	damage	bot-284	bravo	bot-247	alpha	cz_805_bren	bullet	24.00	24.34	16.60	19.36	-12.45	29.86	30.89
12993	damage	bot-284	bravo	bot-247	alpha	cz_805_bren	bullet	24.00	0.34	16.61	19.37	-12.63	30.05	31.13
12993	damage	bot-292	alpha	bot-289	bravo	cz_805_bren	bullet	24.00	56.00	-66.16	-18.65	-40.29	22.90	48.95
13308	damage	bot-292	alpha	bot-289	bravo	cz_805_bren	bullet	24.00	32.00	-66.16	-18.65	-40.68	22.44	48.34
14179	damage	bot-259	alpha	bot-266	bravo	cz_805_bren	bullet	24.00	22.60	39.55	68.82	16.38	90.18	31.51
14508	damage	bot-259	alpha	bot-266	bravo	cz_805_bren	bullet	24.00	2.20	39.54	68.82	16.38	90.19	31.51
14661	kill	bot-259	alpha	bot-266	bravo	cz_805_bren	bullet	24.00	0.00	39.54	68.82	16.38	90.19	31.51
15481	kill	bot-284	bravo	bot-247	alpha	cz_805_bren	bullet	24.00	0.00	14.79	20.40	-15.89	34.44	33.74
16528	damage	bot-289	bravo	bot-292	alpha	cz_805_bren	bullet	24.00	76.00	-42.65	21.47	-63.35	-14.69	41.67
16695	damage	bot-289	bravo	bot-292	alpha	cz_805_bren	bullet	24.00	52.00	-42.65	21.47	-63.11	-14.36	41.25
16858	damage	bot-289	bravo	bot-292	alpha	cz_805_bren	bullet	24.00	28.00	-42.65	21.47	-63.43	-14.68	41.69
17115	damage	bot-262	bravo	bot-189	alpha	m1911	bullet	33.00	62.33	18.17	32.20	13.96	55.43	23.61
17535	damage	bot-262	bravo	bot-189	alpha	m1911	bullet	33.00	29.33	18.17	32.20	14.12	55.06	23.21
17907	kill	bot-262	bravo	bot-189	alpha	m1911	bullet	33.00	0.00	18.17	32.20	13.83	55.36	23.55
18650	damage	bot-292	alpha	bot-293	bravo	cz_805_bren	bullet	24.00	76.00	-67.62	-18.62	-40.91	17.94	45.27
18650	damage	bot-293	bravo	bot-292	alpha	cz_805_bren	bullet	24.00	4.00	-40.91	17.94	-67.62	-18.89	45.49
18790	kill	bot-293	bravo	bot-292	alpha	cz_805_bren	bullet	24.00	0.00	-40.91	17.94	-67.81	-19.37	46.00
19228	damage	bot-281	alpha	bot-286	bravo	five_seven	bullet	20.00	80.00	-68.32	-18.41	-44.68	23.14	47.81
19416	damage	bot-281	alpha	bot-286	bravo	five_seven	bullet	20.00	60.00	-68.32	-18.41	-44.83	23.53	48.07
19694	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	52.60	54.87	72.15	65.79	59.52	16.70
19779	damage	bot-262	bravo	bot-290	alpha	m1911	bullet	33.00	39.70	18.06	34.36	-20.00	66.41	49.76
19779	damage	bot-281	alpha	bot-286	bravo	five_seven	bullet	20.00	40.00	-68.32	-18.41	-44.17	24.26	49.03
19866	damage	bot-295	bravo	bot-294	alpha	five_seven	bullet	20.00	80.00	-44.21	16.37	-68.68	-22.18	45.66
20058	damage	bot-295	bravo	bot-294	alpha	five_seven	bullet	20.00	60.00	-44.21	16.37	-68.44	-21.85	45.25
20256	damage	bot-295	bravo	bot-294	alpha	five_seven	bullet	20.00	40.00	-44.21	16.37	-68.86	-22.12	45.70
20728	damage	bot-289	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	71.02	-43.59	20.40	-70.33	-19.36	47.91
20900	damage	bot-289	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	47.02	-43.59	20.40	-70.20	-19.34	47.82
21388	damage	bot-293	bravo	bot-281	alpha	cz_805_bren	bullet	24.00	76.00	-40.55	17.86	-69.43	-21.32	48.68
21737	damage	bot-262	bravo	bot-259	alpha	m1911	bullet	33.00	34.32	17.88	35.05	32.19	75.43	42.84
21737	damage	bot-293	bravo	bot-281	alpha	cz_805_bren	bullet	24.00	52.00	-40.55	17.86	-69.60	-21.29	48.76
21924	damage	bot-293	bravo	bot-281	alpha	cz_805_bren	bullet	24.00	28.00	-40.55	17.86	-69.98	-21.63	49.25
22126	damage	bot-262	bravo	bot-259	alpha	m1911	bullet	33.00	1.32	17.88	35.05	33.04	75.96	43.62
22683	damage	bot-297	bravo	bot-283	alpha	cz_805_bren	bullet	24.00	48.43	-36.80	25.72	-47.19	51.84	28.11
23055	damage	bot-297	bravo	bot-283	alpha	cz_805_bren	bullet	24.00	24.43	-36.80	25.72	-47.19	51.84	28.11
23180	damage	bot-297	bravo	bot-283	alpha	cz_805_bren	bullet	24.00	0.43	-36.80	25.72	-47.34	51.98	28.31
23400	damage	bot-279	alpha	bot-295	bravo	cz_805_bren	bullet	24.00	76.00	-69.43	-24.01	-45.05	15.00	46.00
23400	damage	bot-295	bravo	bot-279	alpha	five_seven	bullet	20.00	27.02	-45.05	15.00	-69.43	-24.01	46.00
23587	damage	bot-295	bravo	bot-279	alpha	five_seven	bullet	20.00	7.92	-45.05	15.00	-69.43	-24.00	45.99
25448	damage	bot-262	bravo	bot-240	alpha	m1911	bullet	33.00	58.88	17.87	35.59	34.23	71.85	39.78
25599	damage	bot-293	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	1.92	-41.11	17.05	-69.37	-23.88	49.74
25796	damage	bot-262	bravo	bot-240	alpha	m1911	bullet	33.00	25.88	17.87	35.59	34.28	72.61	40.49
26176	kill	bot-262	bravo	bot-240	alpha	m1911	bullet	33.00	0.00	17.87	35.59	34.37	73.62	41.46
26634	kill	bot-293	bravo	bot-279	alpha	cz_805_bren	bullet	24.00	0.00	-41.01	17.10	-69.38	-23.86	49.82
26744	damage	bot-295	bravo	bot-296	alpha	five_seven	bullet	20.00	80.00	-45.43	14.02	-70.01	-23.58	44.92
27170	damage	bot-262	bravo	bot-290	alpha	m1911	bullet	33.00	39.10	17.83	35.64	-17.01	69.89	48.86
29169	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	52.40	60.68	66.03	66.25	57.75	9.98
29383	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	32.40	60.68	66.03	66.34	57.61	10.15
29383	damage	bot-287	alpha	bot-293	bravo	cz_805_bren	bullet	24.00	52.00	-28.18	60.72	-41.60	16.00	46.69
29616	damage	bot-262	bravo	bot-245	alpha	m1911	bullet	33.00	41.07	17.62	35.89	31.43	73.04	39.63
29616	damage	bot-287	alpha	bot-293	bravo	cz_805_bren	bullet	24.00	28.00	-28.18	60.72	-41.71	15.89	46.83
29811	damage	bot-287	alpha	bot-293	bravo	cz_805_bren	bullet	24.00	4.00	-28.18	60.72	-42.07	15.52	47.29
29902	kill	bot-296	alpha	bot-293	bravo	five_seven	bullet	20.00	0.00	-69.75	-23.41	-42.45	15.18	47.27
30002	damage	bot-262	bravo	bot-245	alpha	m1911	bullet	33.00	8.07	17.62	35.89	32.08	73.82	40.59
30369	kill	bot-262	bravo	bot-245	alpha	m1911	bullet	33.00	0.00	17.62	35.89	32.57	74.44	41.34
32678	kill	bot-301	bravo	bot-287	alpha	m24	bullet	95.00	0.00	-30.79	22.71	-28.96	59.60	36.93
32905	damage	bot-294	alpha	bot-291	bravo	cz_805_bren	bullet	24.00	76.00	-76.08	-30.48	-53.56	-2.87	35.64
34619	damage	bot-284	bravo	bot-259	alpha	cz_805_bren	bullet	24.00	48.26	16.33	41.69	34.91	78.66	41.37
34829	damage	bot-284	bravo	bot-259	alpha	cz_805_bren	bullet	24.00	24.26	16.33	41.69	35.03	78.78	41.53
35079	damage	bot-295	bravo	bot-300	alpha	five_seven	bullet	20.00	80.00	-46.42	9.16	-76.05	-30.99	49.90
35079	damage	bot-300	alpha	bot-295	bravo	cz_805_bren	bullet	24.00	52.00	-76.05	-30.99	-46.42	9.16	49.90
36321	damage	bot-289	bravo	bot-296	alpha	cz_805_bren	bullet	24.00	56.00	-49.62	7.17	-67.92	-21.38	33.91
36972	damage	bot-294	alpha	bot-291	bravo	cz_805_bren	bullet	24.00	52.00	-76.38	-29.48	-53.79	-2.21	35.41
37590	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	52.00	65.01	60.82	68.56	52.77	8.80
37705	damage	bot-298	alpha	bot-303	bravo	cz_805_bren	bullet	24.00	76.00	58.87	81.91	61.75	60.26	21.84
38157	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	32.00	65.05	60.75	68.19	52.22	9.09
38157	damage	bot-284	bravo	bot-290	alpha	cz_805_bren	bullet	24.00	48.24	16.66	42.52	-21.93	74.21	49.94
38317	kill	bot-262	bravo	bot-259	alpha	m1911	bullet	33.00	0.00	18.44	42.44	39.53	83.52	46.17
38410	damage	bot-242	alpha	bot-254	bravo	m1911	bullet	33.00	39.50	68.05	52.01	65.05	60.75	9.24
39545	damage	bot-242	alpha	bot-303	bravo	m1911	bullet	33.00	43.00	66.77	49.78	61.71	59.23	10.73
40133	damage	bot-242	alpha	bot-303	bravo	m1911	bullet	33.00	10.00	65.90	48.72	62.23	60.87	12.70
40504	kill	bot-242	alpha	bot-303	bravo	m1911	bullet	33.00	0.00	65.30	48.03	62.44	61.88	14.14
41394	damage	bot-297	bravo	bot-283	alpha	cz_805_bren	bullet	24.00	48.27	-30.70	19.04	-46.43	58.17	42.17
41594	damage	bot-297	bravo	bot-283	alpha	cz_805_bren	bullet	24.00	24.27	-30.70	19.04	-46.51	58.25	42.28
41685	damage	bot-254	bravo	bot-242	alpha	five_seven	bullet	20.00	12.00	62.47	63.52	67.47	45.56	18.64
47483	damage	bot-262	bravo	bot-290	alpha	five_seven	bullet	20.00	42.00	10.09	45.13	-20.94	76.31	43.99
47483	damage	bot-299	bravo	bot-290	alpha	cz_805_bren	bullet	24.00	18.00	-39.90	32.16	-21.13	76.49	48.14
47641	kill	bot-262	bravo	bot-290	alpha	five_seven	bullet	20.00	0.00	10.09	45.13	-21.13	76.49	44.25
48974	damage	bot-295	bravo	bot-300	alpha	m1911	bullet	33.00	47.00	-42.74	10.15	-70.02	-23.91	43.64
52266	damage	bot-242	alpha	bot-307	bravo	m1911	bullet	33.00	67.00	69.98	43.12	61.50	53.50	13.40
52614	damage	bot-242	alpha	bot-307	bravo	m1911	bullet	33.00	34.00	69.98	43.12	61.64	53.36	13.20
53536	kill	bot-242	alpha	bot-307	bravo	m24	bullet	95.00	0.00	69.98	43.12	60.21	54.71	15.15
54497	damage	bot-295	bravo	bot-281	alpha	m1911	bullet	33.00	39.10	-43.15	9.88	-73.56	-12.09	37.52
54846	damage	bot-295	bravo	bot-281	alpha	m1911	bullet	33.00	6.10	-43.15	9.88	-73.99	-12.30	37.99
55145	damage	bot-281	alpha	bot-291	bravo	five_seven	bullet	20.00	52.70	-74.49	-12.53	-46.07	4.95	33.37
62787	damage	bot-295	bravo	bot-300	alpha	m1911	bullet	33.00	62.80	-44.42	4.48	-64.81	-31.40	41.27
63131	damage	bot-295	bravo	bot-300	alpha	m1911	bullet	33.00	29.80	-44.42	4.48	-64.77	-31.86	41.65
68064	damage	bot-294	alpha	bot-289	bravo	cz_805_bren	bullet	24.00	69.85	-76.82	-26.95	-56.48	-4.59	30.23
68241	damage	bot-294	alpha	bot-289	bravo	cz_805_bren	bullet	24.00	45.85	-76.82	-26.95	-56.61	-4.75	30.03
68443	damage	bot-294	alpha	bot-289	bravo	cz_805_bren	bullet	24.00	21.85	-76.82	-26.95	-56.48	-4.53	30.27
68672	kill	bot-294	alpha	bot-289	bravo	cz_805_bren	bullet	24.00	0.00	-76.82	-26.95	-56.34	-4.29	30.54
