t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id
0	bot-164	bravo	D00r--000	initial	-19.85	-22.73	349	0.00		4.72	0		squad-27	-1	bot-234
0	bot-196	alpha	P00m-3420	initial	6.75	5.69	246	0.03			0		squad-26	0	bot-196
0	bot-205	alpha	P00m-34D0	initial	13.60	-0.00	91	0.00			0		squad-26	3	bot-196
0	bot-226	alpha	P32m-3320	initial	-17.49	-14.00	19	2.40		1.31	1	muzzleRecovery	squad-26	4	bot-196
0	bot-233	alpha	D00r--000	initial	-24.19	-11.77	38	0.00			0		squad-26	-1	bot-196
0	bot-234	bravo	S00r-4410	initial	-16.99	-19.62	295	0.58		1.61	1	seek	squad-27	0	bot-234
0	bot-235	alpha	D00r--000	initial	-24.15	-10.37	50	0.00			0		squad-26	-1	bot-196
0	bot-236	bravo	S00r-4410	initial	-16.72	-20.14	315	2.30		2.42	1	seek	squad-27	1	bot-234
0	bot-237	alpha	P32r-2204	initial	-16.21	-13.72	57	0.00			0		squad-26	5	bot-196
0	bot-238	bravo	S00r-4420	initial	-17.53	-21.48	49	1.32		1.58	1	seek	squad-27	2	bot-234
0	bot-240	bravo	C21m-44B2	initial	-21.64	-10.11	133	1.83		6.08	2	cover	squad-27	5	bot-234
0	bot-242	bravo	D00r--000	initial	-20.65	-20.25	345	0.00		7.08	0		squad-27	-1	bot-234
0	bot-243	alpha	D00r--000	initial	-20.07	-8.81	28	0.00		4.69	0		squad-26	-1	bot-196
0	bot-244	bravo	S00r-4410	initial	-17.38	-20.90	120	1.32		1.08	1	seek	squad-27	3	bot-234
0	bot-245	bravo	C21r-R312	initial	-13.96	-0.16	90	1.94		8.85	2	cover	squad-27	6	bot-234
0	bot-246	alpha	G33r-4412	initial	-0.40	3.05	300	0.78			0		squad-26	1	bot-196
0	bot-247	bravo	S00m-4320	initial	-18.75	-19.42	39	0.23		1.26	1	seek	squad-27	7	bot-234
0	bot-248	bravo	C00r-4312	initial	-16.32	-2.52	186	3.17		2.84	2	cover	squad-27	4	bot-234
0	bot-249	alpha	D00m--000	initial	-9.56	9.09	210	0.00		3.73	0		squad-26	-1	bot-196
0	bot-250	alpha	P00r-4410	initial	18.77	-7.66	279	0.00			0		squad-26	2	bot-196
92	bot-226	alpha	T32m-3320	state	-17.29	-14.00	40	0.00	0.20	1.11	0	muzzleRecovery	squad-26	4	bot-196
108	bot-246	alpha	G32r-4412	score	-0.41	3.05	309	0.52	0.01		0		squad-26	1	bot-196
175	bot-226	alpha	M32m-3320	state	-17.29	-14.00	19	0.00	0.00	1.11	0		squad-26	4	bot-196
192	bot-240	bravo	C00m-44B2	tier+score	-21.45	-10.43	122	1.83	0.37	5.72	2	cover	squad-27	5	bot-234
192	bot-245	bravo	C00r-R312	tier+score	-13.99	-0.48	89	1.21	0.32	8.54	2	cover	squad-27	6	bot-234
225	bot-226	alpha	M32m-2320	ammo	-17.01	-14.05	6	4.11	0.28	2.06	1	medic	squad-26	4	bot-196
410	bot-226	alpha	T32m-2320	state	-16.44	-14.11	4	0.10	0.57	1.50	0		squad-26	4	bot-196
476	bot-246	alpha	C32r-4412	state	-0.52	3.12	295	0.60	0.13		0		squad-26	1	bot-196
493	bot-246	alpha	G32r-4412	state	-0.51	3.12	295	0.59	0.01		0		squad-26	1	bot-196
577	bot-248	bravo	P00r-4310	state+latches	-15.32	-1.40	185	4.69	1.51	1.44	1	muzzleRecovery	squad-27	4	bot-234
644	bot-248	bravo	C00r-4310	state	-15.63	-1.43	202	0.00	0.31	1.74	0	muzzleRecovery	squad-27	4	bot-234
661	bot-248	bravo	C00r-4312	latches	-15.57	-1.37	194	2.46	0.09	2.51	1	cover	squad-27	4	bot-234
677	bot-245	bravo	C10r-R312	tier	-14.12	-1.01	88	1.29	0.55	8.03	2	cover	squad-27	6	bot-234
694	bot-226	alpha	P32m-2320	state	-16.44	-14.11	4	2.40	0.00	1.50	1	muzzleRecovery	squad-26	4	bot-196
845	bot-248	bravo	P00r-4310	state+latches	-15.46	-1.17	186	1.63	0.23	2.28	1	muzzleRecovery	squad-27	4	bot-234
861	bot-245	bravo	P10r-R310	state+latches	-14.11	-1.16	88	4.69	0.15	7.88	1	muzzleRecovery	squad-27	6	bot-234
878	bot-245	bravo	C10r-R310	state	-14.17	-1.10	83	0.00	0.08	7.95	0	muzzleRecovery	squad-27	6	bot-234
895	bot-245	bravo	C10r-R312	latches	-14.14	-1.15	88	1.83	0.06	7.89	2	cover	squad-27	6	bot-234
945	bot-240	bravo	C00m-34B2	ammo	-20.66	-11.76	113	3.42	1.56	4.25	1	muzzleRecovery	squad-27	5	bot-234
961	bot-226	alpha	M32m-2320	state	-16.97	-13.78	328	0.00	0.63	2.03	0	muzzleRecovery	squad-26	4	bot-196
961	bot-237	alpha	P32r-4204	ammo	-16.10	-13.62	351	0.00	0.15		0		squad-26	5	bot-196
961	bot-240	bravo	P00m-34B0	state+latches	-20.66	-11.76	113	3.15	0.00	4.25	1	muzzleRecovery	squad-27	5	bot-234
995	bot-248	bravo	U00r-4310	state	-15.26	-1.05	147	0.00	0.23	2.07	0	muzzleRecovery	squad-27	4	bot-234
1012	bot-164	bravo	D00r--000	tick	-19.85	-22.73	349	0.00	0.00	4.72	0		squad-27	-1	bot-234
1012	bot-196	alpha	P00m-3420	tick	6.91	5.69	117	0.09	0.16		0		squad-26	0	bot-196
1012	bot-205	alpha	P00m-34D0	tick	13.58	-0.00	91	0.00	0.01		0		squad-26	3	bot-196
1012	bot-234	bravo	S00r-4410	tick	-17.92	-19.85	326	0.85	0.96	1.04	1	seek	squad-27	0	bot-234
1012	bot-236	bravo	S00r-4410	tick	-16.66	-19.50	309	0.23	0.64	2.08	1	seek	squad-27	1	bot-234
1012	bot-238	bravo	S00r-4420	tick	-16.25	-21.56	95	1.32	1.28	0.68	1	seek	squad-27	2	bot-234
1012	bot-244	bravo	S00r-4410	tick	-16.48	-20.37	4	1.32	1.05	0.42	1	seek	squad-27	3	bot-234
1012	bot-247	bravo	S00m-4320	tick	-18.79	-19.38	42	0.07	0.06	1.25	1	seek	squad-27	7	bot-234
1012	bot-250	alpha	P00r-4410	tick	18.77	-7.66	279	0.00	0.00		0		squad-26	2	bot-196
1062	bot-226	alpha	T32m-2320	state	-16.59	-13.88	353	4.37	0.40	2.18	1	medic	squad-26	4	bot-196
1079	bot-240	bravo	C00m-34B0	state	-20.54	-12.16	143	0.00	0.41	3.84	0	muzzleRecovery	squad-27	5	bot-234
1095	bot-240	bravo	C00m-34B2	latches	-20.52	-12.31	134	4.58	0.15	3.69	1	cover	squad-27	5	bot-234
1129	bot-226	alpha	M32m-2320	state	-16.59	-13.88	4	0.00	0.00	2.18	1	medic	squad-26	4	bot-196
1263	bot-226	alpha	M32m-1320	ammo	-16.10	-13.95	0	4.49	0.49	1.72	1	muzzleRecovery	squad-26	4	bot-196
1279	bot-226	alpha	P32m-1320	state	-16.11	-13.97	0	4.08	0.02	1.74	1	muzzleRecovery	squad-26	4	bot-196
1313	bot-248	bravo	U00r-431G	latches	-16.19	-2.08	179	3.86	1.39	1.12	1	pursue	squad-27	4	bot-234
1329	bot-226	alpha	P32m-132G	latches	-15.84	-13.98	18	4.08	0.27	1.49	1	muzzleRecovery	squad-26	4	bot-196
1363	bot-226	alpha	M32m-132G	state	-15.77	-13.97	22	0.00	0.07	1.42	0	muzzleRecovery	squad-26	4	bot-196
1363	bot-226	alpha	M32m-R32G	ammo	-15.70	-13.99	26	4.49	0.07	0.93	1	medic	squad-26	4	bot-196
1380	bot-226	alpha	M00m-R32G	tier+score	-15.63	-14.00	31	4.49	0.08	0.87	1	medic	squad-26	4	bot-196
1380	bot-237	alpha	P00r-4204	tier+score	-15.90	-13.38	319	0.00	0.31		0		squad-26	5	bot-196
1497	bot-226	alpha	T00m-R32G	state	-15.19	-13.91	56	4.49	0.44	0.52	1	medic	squad-26	4	bot-196
1497	bot-246	alpha	G32r-4412	tick	-0.40	3.06	214	0.89	0.13		0		squad-26	1	bot-196
1513	bot-237	alpha	P00r-2204	ammo	-15.90	-13.38	311	0.00	0.00		0		squad-26	5	bot-196
1547	bot-248	bravo	S00r-4310	state+latches	-16.13	-2.54	179	2.01	0.46	0.66	1	pursue	squad-27	4	bot-234
1564	bot-226	alpha	T00m-R320	latches	-15.19	-13.91	35	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
1564	bot-248	bravo	U00r-4310	state	-16.13	-2.57	177	1.77	0.03	11.38	3	seek	squad-27	4	bot-234
1580	bot-237	alpha	A00r-2200	state+latches	-15.90	-13.38	315	0.00	0.00		0		squad-26	5	bot-196
1647	bot-240	bravo	C00m-24B2	ammo	-20.11	-14.91	71	4.65	2.64	1.05	1	muzzleRecovery	squad-27	5	bot-234
1664	bot-240	bravo	P00m-24B0	state+latches	-20.11	-14.91	71	3.97	0.00	1.05	1	muzzleRecovery	squad-27	5	bot-234
1714	bot-240	bravo	U00m-24B0	state	-20.05	-14.72	58	0.00	0.20	1.23	0	muzzleRecovery	squad-27	5	bot-234
1781	bot-226	alpha	T00m-R310	packs	-15.19	-13.91	355	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
1898	bot-245	bravo	C10r-R312	tick	-14.28	-2.54	85	2.02	1.39	6.55	2	cover	squad-27	6	bot-234
1965	bot-237	alpha	A00r-2300	health	-15.90	-13.38	9	0.00	0.00		0		squad-26	5	bot-196
2015	bot-164	bravo	D00r--000	tick	-19.85	-22.73	349	0.00	0.00	4.72	0		squad-27	-1	bot-234
2015	bot-196	alpha	P00m-3420	tick	6.87	5.69	219	0.23	0.04		0		squad-26	0	bot-196
2015	bot-205	alpha	P00m-34D0	tick	13.58	-0.00	91	0.00	0.00		0		squad-26	3	bot-196
2015	bot-234	bravo	S00r-4410	tick	-18.25	-19.88	294	1.01	0.32	0.97	1	seek	squad-27	0	bot-234
2015	bot-236	bravo	S00r-4410	tick	-16.75	-19.48	301	0.20	0.09	1.99	1	seek	squad-27	1	bot-234
2015	bot-238	bravo	S00r-4420	tick	-16.95	-21.11	303	1.32	0.83	1.20	1	seek	squad-27	2	bot-234
2015	bot-244	bravo	S00r-4410	tick	-17.58	-20.11	280	1.33	1.13	0.88	1	seek	squad-27	3	bot-234
2015	bot-247	bravo	S00m-4320	tick	-18.78	-19.39	38	0.11	0.01	1.25	1	seek	squad-27	7	bot-234
2015	bot-250	alpha	P00r-4410	tick	18.77	-7.66	279	0.00	0.00		0		squad-26	2	bot-196
2048	bot-247	bravo	P00m-4320	state	-18.78	-19.39	41	0.12	0.00	1.25	1	seek	squad-27	7	bot-234
2065	bot-246	alpha	C32r-4412	state	-0.45	3.09	242	0.08	0.07		0		squad-26	1	bot-196
2149	bot-226	alpha	T00m-R31G	latches	-15.19	-13.91	351	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
2149	bot-248	bravo	U00r-431G	latches	-16.18	-2.67	175	0.05	0.12		0		squad-27	4	bot-234
2166	bot-226	alpha	T00m-R310	latches	-15.19	-13.91	355	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
2166	bot-250	alpha	A00r-4410	state	18.77	-7.66	279	0.00	0.00		0		squad-26	2	bot-196
2183	bot-205	alpha	S00m-34D0	state	13.58	-0.00	91	0.00	0.00		0		squad-26	3	bot-196
2183	bot-245	bravo	C00r-R312	tier	-14.25	-3.26	83	3.24	0.72	5.84	2	cover	squad-27	6	bot-234
2216	bot-248	bravo	U00r-4310	latches	-16.18	-2.69	175	0.00	0.01		0		squad-27	4	bot-234
2300	bot-248	bravo	U00r-431G	latches	-16.19	-2.68	175	0.21	0.01		0		squad-27	4	bot-234
2350	bot-245	bravo	C00r-R31I	latches	-14.20	-3.85	86	3.79	0.60	5.25	2	cover	squad-27	6	bot-234
2383	bot-245	bravo	A00r-R310	state+latches	-14.20	-3.92	91	3.90	0.07	5.19	2	cover	squad-27	6	bot-234
2400	bot-250	alpha	A00r-441G	latches	18.77	-7.66	276	0.00	0.00		0		squad-26	2	bot-196
2417	bot-245	bravo	A00r-R31G	latches	-14.20	-3.92	96	0.00	0.00		0		squad-27	6	bot-234
2534	bot-248	bravo	S00r-4310	state+latches	-16.20	-2.71	175	0.88	0.03	0.45	1	pursue	squad-27	4	bot-234
2550	bot-248	bravo	U00r-4310	state	-16.20	-2.74	174	1.79	0.03	11.28	2	seek	squad-27	4	bot-234
2634	bot-250	alpha	S00r-4410	state+latches	18.77	-7.66	276	0.00	0.00		0		squad-26	2	bot-196
2651	bot-245	bravo	S00r-R310	state+latches	-14.20	-3.91	96	0.00	0.01		0		squad-27	6	bot-234
2667	bot-246	alpha	S32r-4410	state+latches	-0.34	3.08	242	0.00	0.12		0		squad-26	1	bot-196
2718	bot-240	bravo	U00m-24B0	tick	-22.92	-15.52	73	2.41	2.99	1.76	1	pursue	squad-27	5	bot-234
2718	bot-245	bravo	C00r-R310	state	-14.15	-3.89	99	0.87	0.06	36.13	6	seek	squad-27	6	bot-234
2734	bot-245	bravo	C00r-R312	latches	-14.15	-3.83	92	1.50	0.05	4.39	1	cover	squad-27	6	bot-234
2734	bot-246	alpha	A32r-4410	state	-0.37	3.08	259	0.63	0.03	15.21	8	seek	squad-26	1	bot-196
2751	bot-237	alpha	F00r-2300	state	-15.90	-13.38	10	0.00	0.00		0		squad-26	5	bot-196
2751	bot-245	bravo	E00r-R21G	state+health+latches	-14.15	-3.83	92	1.50	0.00		0		squad-27	6	bot-234
2751	bot-246	alpha	A32r-441G	latches	-0.37	3.08	256	0.00	0.00		0		squad-26	1	bot-196
2751	bot-248	bravo	U21r-4310	tier+score	-16.32	-3.43	174	3.38	0.70	10.61	2	seek	squad-27	4	bot-234
2768	bot-237	alpha	A00r-2300	state	-15.90	-13.38	10	0.00	0.00		0		squad-26	5	bot-196
2768	bot-245	bravo	E21r-R21P	tier+score+latches	-14.12	-3.81	92	1.23	0.04	7.10	1	flee	squad-27	6	bot-234
2818	bot-226	alpha	T00m-4310	ammo	-15.19	-13.91	354	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
2851	bot-245	bravo	E21r-421P	ammo	-14.05	-3.73	92	1.28	0.11	6.99	1	flee	squad-27	6	bot-234
2868	bot-226	alpha	T00m-431G	latches	-15.19	-13.91	358	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
2868	bot-237	alpha	A00r-2400	health	-15.90	-13.38	11	0.00	0.00		0		squad-26	5	bot-196
2868	bot-246	alpha	C32r-441G	state	-0.35	3.07	256	0.39	0.02		0		squad-26	1	bot-196
2868	bot-248	bravo	U21r-431G	latches	-16.39	-3.26	174	0.00	0.18		0		squad-27	4	bot-234
2885	bot-246	alpha	C32r-441I	latches	-0.34	3.07	256	0.20	0.01		0		squad-26	1	bot-196
2902	bot-226	alpha	T00m-4310	latches	-15.19	-13.91	7	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
2902	bot-237	alpha	F00r-2400	state	-15.90	-13.38	11	0.00	0.00		0		squad-26	5	bot-196
2902	bot-245	bravo	E32r-411P	tier+score+health	-13.94	-3.62	92	3.63	0.15	6.84	1	flee	squad-27	6	bot-234
2902	bot-248	bravo	U32r-431G	tier+score	-16.43	-3.25	174	1.10	0.04		0		squad-27	4	bot-234
2918	bot-237	alpha	A00r-2400	state	-15.90	-13.38	11	0.00	0.00		0		squad-26	5	bot-196
2952	bot-250	alpha	A00r-4410	state	18.30	-7.50	276	2.32	0.50	32.44	6	seek	squad-26	2	bot-196
2985	bot-245	bravo	E32r-4119	latches	-13.68	-3.37	96	4.61	0.36	6.47	1	flee	squad-27	6	bot-234
2985	bot-246	alpha	C32r-4412	latches	-0.34	3.02	249	1.57	0.05	2.47	1	cover	squad-26	1	bot-196
3019	bot-164	bravo	D00r--000	tick	-19.85	-22.73	349	0.00	0.00	4.72	0		squad-27	-1	bot-234
3019	bot-196	alpha	P00m-3420	tick	6.73	5.69	243	0.05	0.14		0		squad-26	0	bot-196
3019	bot-234	bravo	S00r-4410	tick	-18.08	-19.54	20	0.20	0.38	0.60	1	seek	squad-27	0	bot-234
3019	bot-236	bravo	S00r-4410	tick	-16.74	-19.45	309	0.12	0.03	1.98	1	seek	squad-27	1	bot-234
3019	bot-238	bravo	S00r-4420	tick	-16.59	-21.29	38	1.32	0.40	1.06	1	seek	squad-27	2	bot-234
3019	bot-244	bravo	S00r-4410	tick	-16.68	-20.71	135	1.32	1.08	1.04	1	seek	squad-27	3	bot-234
3052	bot-237	alpha	F00r-2400	state	-15.90	-13.38	13	0.00	0.00		0		squad-26	5	bot-196
3052	bot-245	bravo	E33r-4019	score+health	-13.44	-3.15	98	4.93	0.32	6.15	1	flee	squad-27	6	bot-234
3052	bot-247	bravo	P00m-4320	tick	-18.79	-19.44	53	0.14	0.05		0		squad-27	7	bot-234
3052	bot-248	bravo	U33r-431G	score	-16.45	-3.24	174	0.00	0.02		0		squad-27	4	bot-234
3069	bot-237	alpha	A00r-2400	state	-15.90	-13.38	13	0.00	0.00		0		squad-26	5	bot-196
3102	bot-248	bravo	C33r-4310	state+latches	-16.45	-3.24	174	0.00	0.00		0		squad-27	4	bot-234
3119	bot-205	alpha	A00m-34D0	state	11.08	0.32	257	2.44	2.53	23.62	4	seek	squad-26	3	bot-196
3119	bot-248	bravo	C33r-4312	latches	-16.40	-3.13	165	3.62	0.12	4.42	2	cover	squad-27	4	bot-234
3136	bot-237	alpha	A00r-R40G	ammo+latches	-15.90	-13.38	14	0.00	0.00		0		squad-26	5	bot-196
3169	bot-226	alpha	T00m-431G	latches	-15.19	-13.91	15	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
3269	bot-250	alpha	A00r-441G	latches	18.30	-7.50	279	0.00	0.00		0		squad-26	2	bot-196
3370	bot-237	alpha	S00r-R404	state+latches	-15.90	-13.38	14	0.00	0.00		0		squad-26	5	bot-196
3403	bot-226	alpha	T00m-4310	latches	-15.19	-13.91	42	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
3403	bot-246	alpha	C00r-4412	tier+score	-0.40	1.24	232	6.25	1.78	0.70	1	cover	squad-26	1	bot-196
3420	bot-245	bravo	E33r-2019	ammo	-11.99	-1.78	80	5.76	2.00	4.15	1	flee	squad-27	6	bot-234
3470	bot-246	alpha	G00r-441I	state+latches	-0.41	1.00	245	4.77	0.25	0.45	1	cover	squad-26	1	bot-196
3504	bot-250	alpha	S00r-4410	state+latches	18.30	-7.50	279	0.00	0.00		0		squad-26	2	bot-196
3571	bot-226	alpha	S00m-4310	state	-15.19	-13.91	30	0.00	0.00	0.52	1	medic	squad-26	4	bot-196
3604	bot-246	alpha	A00r-441G	state+latches	-0.45	0.55	273	0.00	0.45		0		squad-26	1	bot-196
3688	bot-251	alpha	P00r-0410	initial	-3.95	10.05	0	0.00			0			-1	
3704	bot-246	alpha	S00r-4410	state+latches	-0.45	0.55	273	0.00	0.00		0		squad-26	1	bot-196
3704	bot-248	bravo	C33r-0312	ammo	-15.47	-1.30	43	1.58	2.06	2.39	1	cover	squad-27	4	bot-234
3704	bot-251	alpha	C32r-4410	state+tier+score+ammo	-3.95	10.05	0	0.00	0.00		0		squad-88	0	bot-251
3722	bot-240	bravo	U00m-24B0	tick	-24.14	-15.86	73	0.00	1.26		0		squad-27	5	bot-234
3722	bot-251	alpha	C32r-4412	latches	-3.96	10.07	0	0.04	0.02		0		squad-88	0	bot-251
3938	bot-205	alpha	A00m-34DG	latches	11.07	0.32	270	0.00	0.01		0		squad-26	3	bot-196
3955	bot-250	alpha	A00r-4410	state	17.52	-7.25	288	2.43	0.82	30.35	6	seek	squad-26	2	bot-196
4033	bot-164	bravo	D00r--000	tick	-19.85	-22.73	349	0.00	0.00	4.72	0		squad-27	-1	bot-234
4033	bot-196	alpha	P00m-3420	tick	6.80	5.69	92	0.00	0.07		0		squad-26	0	bot-196
4033	bot-234	bravo	S00r-4410	tick	-18.01	-19.54	5	0.09	0.07	0.59	1	seek	squad-27	0	bot-234
4033	bot-236	bravo	S00r-4410	tick	-16.84	-19.51	303	0.49	0.12	1.93	1	seek	squad-27	1	bot-234
4033	bot-238	bravo	S00r-4420	tick	-16.67	-21.16	313	1.32	0.16	1.76	1	seek	squad-27	2	bot-234
4033	bot-244	bravo	S00r-4410	tick	-15.98	-20.04	14	1.31	0.97	0.59	1	seek	squad-27	3	bot-234
4060	bot-237	alpha	S00r-R400	latches	-15.90	-13.36	339	1.32	0.02	10.19	2	seek	squad-26	5	bot-196
4060	bot-247	bravo	P00m-4320	tick	-18.79	-19.45	53	0.01	0.01		0		squad-27	7	bot-234
4091	bot-245	bravo	E00r-2019	tier+score	-9.20	0.83	30	5.13	3.81	0.34	1	flee	squad-27	6	bot-234
4125	bot-245	bravo	E00r-2010	latches	-9.20	0.83	30	0.00	0.00		0		squad-27	6	bot-234
4175	bot-205	alpha	S00m-34D0	state+latches	11.07	0.32	270	0.00	0.00		0		squad-26	3	bot-196
4241	bot-246	alpha	C32r-4410	state+tier+score	-0.40	1.34	269	1.24	0.79	12.06	3	seek	squad-26	1	bot-196
4258	bot-246	alpha	C33r-4412	score+latches	-0.40	1.34	269	0.00	0.00		0		squad-26	1	bot-196
4258	bot-248	bravo	C33r-4312	ammo	-15.62	-1.54	45	4.44	0.29	7.50	3	cover	squad-27	4	bot-234
4258	bot-251	alpha	C33r-4312	score+health	-3.96	10.07	356	0.00	0.00		0		squad-88	0	bot-251
4275	bot-196	alpha	C33m-3420	state+tier+score	6.81	5.69	102	0.06	0.01		0		squad-26	0	bot-196
4292	bot-196	alpha	C33m-3422	latches	6.81	5.69	102	0.00	0.00		0		squad-26	0	bot-196
4358	bot-248	bravo	A33r-4310	state+latches	-15.85	-1.85	45	4.52	0.39	7.24	3	cover	squad-27	4	bot-234
4375	bot-196	alpha	S33m-3420	state+latches	6.81	5.69	102	0.00	0.00		0		squad-26	0	bot-196
4408	bot-246	alpha	C44rm4412	tier+score+element	-0.38	1.31	269	0.21	0.04		0		squad-26	1	bot-196
4408	bot-251	alpha	E34r-4210	state+score+health+latches	-3.96	10.07	321	0.04	0.00		0		squad-26	3	bot-196
4425	bot-196	alpha	S44mm3420	tier+score+element	6.81	5.69	85	0.00	0.00		0		squad-26	0	bot-196
4425	bot-251	alpha	E34r-4219	latches	-3.84	10.18	321	4.72	0.16	6.56	1	flee	squad-26	3	bot-196
4558	bot-246	alpha	C45rm4412	score	-0.37	1.30	269	0.01	0.01		0		squad-26	1	bot-196
4558	bot-251	alpha	E35r-4119	score+health	-3.39	10.61	321	4.37	0.62	5.94	1	flee	squad-26	3	bot-196
4575	bot-196	alpha	S45mm3420	score	6.81	5.69	46	0.00	0.00		0		squad-26	0	bot-196
4575	bot-226	alpha	S00m-4310	tick	-14.26	-11.75	11	1.93	2.35	6.92	2	seek	squad-26	5	bot-196
4591	bot-237	alpha	S00r-4400	ammo	-15.51	-12.41	30	2.35	1.03	9.17	2	seek	squad-26	6	bot-196
4641	bot-245	bravo	H00r-2010	state	-9.20	0.83	31	0.00	0.00		0		squad-27	6	bot-234
4641	bot-245	bravo	H00r-2110	health	-9.20	0.83	28	0.00	0.00		0		squad-27	6	bot-234
4708	bot-246	alpha	C35r-4412	tier+element	-0.37	1.30	269	0.00	0.00		0		squad-26	1	bot-196
4725	bot-240	bravo	U00m-24B0	tick	-24.14	-15.86	67	0.00	0.00		0		squad-27	5	bot-234
4808	bot-244	bravo	P00r-4410	state	-16.53	-19.52	281	0.98	0.76	0.42	1	seek	squad-27	3	bot-234
4808	bot-248	bravo	A33r-0310	ammo	-15.97	-1.81	45	0.00	0.12		0		squad-27	4	bot-234
4859	bot-205	alpha	S33m-34D0	tier+score	9.64	0.45	275	2.41	1.44	17.20	4	seek	squad-26	4	bot-196
4875	bot-248	bravo	C33r-0310	state	-15.97	-1.81	45	0.00	0.00		0		squad-27	4	bot-234
4892	bot-246	alpha	C45rm4412	tier+element	-0.37	1.30	269	0.00	0.00		0		squad-26	1	bot-196
4892	bot-248	bravo	C33r-0312	latches	-15.99	-1.84	45	1.19	0.04	7.27	3	cover	squad-27	4	bot-234
4909	bot-250	alpha	A00r-441G	latches	17.52	-7.25	287	0.00	0.01		0		squad-26	2	bot-196
5009	bot-245	bravo	H00r-211G	latches	-9.20	0.83	312	0.00	0.00		0		squad-27	6	bot-234
5042	bot-164	bravo	D00r--000	tick	-19.85	-22.73	349	0.00	0.00	4.72	0		squad-27	-1	bot-234
5042	bot-234	bravo	S00r-4410	tick	-18.07	-19.54	13	0.03	0.06	0.60	1	seek	squad-27	0	bot-234
5042	bot-236	bravo	S00r-4410	tick	-17.31	-19.09	310	0.52	0.63	1.31	1	seek	squad-27	1	bot-234
5042	bot-238	bravo	S00r-4420	tick	-17.75	-20.52	294	0.53	1.25	0.61	1	seek	squad-27	2	bot-234
5076	bot-247	bravo	P00m-4320	tick	-18.79	-19.46	53	0.00	0.01		0		squad-27	7	bot-234
5143	bot-250	alpha	S00r-4410	state+latches	17.51	-7.26	287	0.12	0.00		0		squad-26	2	bot-196
5193	bot-237	alpha	A00r-4400	state	-15.19	-11.28	32	1.44	1.17	8.04	2	seek	squad-26	6	bot-196
5243	bot-237	alpha	C00r-4400	state	-15.19	-11.28	21	0.00	0.00		0		squad-26	6	bot-196
5243	bot-245	bravo	H00r-2110	latches	-9.20	0.83	263	0.00	0.00		0		squad-27	6	bot-234
5260	bot-196	alpha	S33m-3420	tier+score+element	6.81	5.69	256	0.00	0.00		0		squad-26	0	bot-196
5260	bot-237	alpha	C00r-440I	latches	-15.23	-11.31	15	1.52	0.05	6.49	3	cover	squad-26	6	bot-196
5260	bot-246	alpha	C33r-4412	tier+score+element	-0.37	1.30	269	0.00	0.00		0		squad-26	1	bot-196
5260	bot-251	alpha	E00r-4119	tier+score	-1.86	12.03	321	1.84	2.09	3.85	1	flee	squad-26	3	bot-196
5327	bot-248	bravo	A33r-0310	state+latches	-16.27	-2.95	44	4.34	1.14	6.27	3	cover	squad-27	4	bot-234
5360	bot-248	bravo	A33r-4310	ammo	-16.30	-2.94	44	0.66	0.03		0		squad-27	4	bot-234
5461	bot-250	alpha	F00r-4410	state	17.05	-7.07	287	2.33	0.50	27.71	5	seek	squad-26	2	bot-196
5477	bot-250	alpha	A00r-441G	state+latches	17.05	-7.07	287	0.03	0.00		0		squad-26	2	bot-196
5494	bot-237	alpha	C00r-4402	latches	-15.63	-11.54	324	4.66	0.47	6.07	3	cover	squad-26	6	bot-196
5578	bot-226	alpha	S00m-4310	tick	-13.92	-10.42	4	1.07	1.37	5.56	2	seek	squad-26	5	bot-196
5661	bot-238	bravo	P00r-4420	state	-17.82	-20.33	315	0.53	0.21	0.40	1	seek	squad-27	2	bot-234
5712	bot-237	alpha	S00r-4400	state+latches	-16.44	-12.01	273	4.61	0.93	5.28	3	cover	squad-26	6	bot-196
5712	bot-250	alpha	S00r-4410	state+latches	17.05	-7.07	287	0.00	0.00		0		squad-26	2	bot-196
5728	bot-240	bravo	U00m-24B0	tick	-23.86	-15.68	63	2.72	0.33	0.73	1	pursue	squad-27	5	bot-234
5745	bot-245	bravo	H00r-2210	health	-9.20	0.83	164	0.00	0.00		0		squad-27	6	bot-234
5762	bot-237	alpha	A00r-4400	state	-16.41	-11.91	286	2.05	0.10	8.03	2	seek	squad-26	6	bot-196
5762	bot-248	bravo	A32r-4310	score	-16.38	-2.93	44	0.00	0.08		0		squad-27	4	bot-234
5778	bot-237	alpha	A00r-440G	latches	-16.40	-11.91	289	0.12	0.00		0		squad-26	6	bot-196
5812	bot-244	bravo	P00r-4410	tick	-16.53	-19.58	281	0.00	0.06		0		squad-27	3	bot-234
