t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode
3370	bot-710	alpha	P21r-4410	state+latches	4.76	20.19	225	3.90	1.10	2.58	1	muzzleRecovery
3470	bot-710	alpha	A21r-4410	state	4.39	20.12	250	0.00	0.38	2.90	0	muzzleRecovery
3570	bot-710	alpha	F21r-4410	state	4.39	20.12	225	0.00	0.00		0	
3570	bot-710	alpha	F21r-3410	ammo	4.39	20.12	223	0.00	0.00		0	
3570	bot-712	bravo	A34r-4410	score	-10.42	13.00	64	0.00	0.01		0	
3586	bot-683	bravo	E33r-3220	score+health+latches	-0.78	14.68	43	4.82	1.93	7.29	1	flee
3586	bot-685	bravo	S33r-4420	score	-2.38	1.96	42	2.45	1.06	14.88	5	seek
3586	bot-698	bravo	S33r-3320	score	1.35	9.06	50	2.38	1.04	6.17	4	seek
3586	bot-706	bravo	M33m-4320	state+score	-0.88	2.74	22	2.45	1.03	14.37	4	seek
3586	bot-708	bravo	S33r-4420	score	0.44	7.18	18	2.42	1.06	8.30	4	seek
3586	bot-710	alpha	A21r-3410	state	4.39	20.12	223	0.00	0.00		0	
3603	bot-683	bravo	E33r-3229	latches	-0.83	14.62	43	4.94	0.08	7.20	1	flee
3620	bot-709	alpha	E32m-3220	tier+score	9.75	15.99	215	0.03	0.01		0	
3620	bot-710	alpha	A32r-3310	tier+score+health	4.39	20.12	224	0.00	0.00		0	
3620	bot-711	alpha	S32r-4410	tier+score	7.80	18.11	257	2.23	1.95	21.15	3	seek
3620	bot-712	bravo	F34r-4410	state	-10.42	13.00	64	0.00	0.00		0	
3636	bot-712	bravo	A34r-4410	state	-10.42	13.00	64	0.00	0.00		0	
3697	bot-710	alpha	F32r-3310	state	4.39	20.12	224	0.00	0.00		0	
3697	bot-712	bravo	A35r-4410	score	-10.42	13.00	64	0.02	0.01		0	
3712	bot-683	bravo	E44rm3129	tier+score+element+health	-1.22	14.24	44	5.00	0.54	6.66	1	flee
3712	bot-685	bravo	S44rm4420	tier+score+element	-2.23	2.24	42	2.50	0.31	14.58	5	seek
3712	bot-698	bravo	S44rm3320	tier+score+element	1.52	9.30	50	2.37	0.30	5.88	4	seek
3712	bot-706	bravo	M44mm4320	tier+score+element	-1.15	3.57	345	6.15	0.87	11.11	3	medic
3712	bot-708	bravo	S44rm4420	tier+score+element	0.56	7.46	18	2.41	0.30	7.99	3	seek
3712	bot-710	alpha	A32r-3310	state	4.39	20.12	224	0.00	0.00		0	
3712	bot-712	bravo	A34r-4410	score	-10.42	13.00	64	0.00	0.00		0	
3725	bot-696	bravo	A10r-332G	latches	-17.12	4.70	54	0.00	0.01		0	
3760	bot-710	alpha	D00r--000	state+tier+score+ammo+health+packs	4.39	20.12	224	0.00	0.00		0	
3770	bot-666	bravo	D00r--000	tick	14.67	9.27	16	0.00	0.00	8.49	0	
3770	bot-683	bravo	E44rm3120	latches	-1.34	14.14	44	5.05	0.16	6.93	2	flee
3770	bot-696	bravo	S10r-3320	state+latches	-17.12	4.70	54	0.00	0.00		0	
3770	bot-709	alpha	E36m-3120	score+health	9.75	15.99	215	0.00	0.00		0	
3770	bot-711	alpha	E36r-4210	state+score+health	7.50	18.12	249	2.23	0.30		0	
3770	bot-712	bravo	S34r-4410	state	-10.42	13.00	64	0.00	0.00		0	
3788	bot-683	bravo	E44rm3129	latches	-1.29	14.22	44	5.07	0.09	6.84	2	flee
3788	bot-696	bravo	P10r-3320	state	-17.10	4.71	55	1.18	0.02	26.53	3	seek
3788	bot-711	alpha	E36r-4219	latches	7.62	18.23	249	5.21	0.17	6.89	1	flee
3788	bot-712	bravo	P34r-4410	state	-10.41	13.00	66	0.93	0.01	15.87	2	seek
3843	bot-709	alpha	H36m-3120	state	9.75	15.99	215	0.00	0.00		0	
4022	bot-520	alpha	P00r-4320	tick	-10.11	-18.25	336	0.76	0.92	3.22	1	grenade
4022	bot-536	alpha	P00r-3320	tick	-10.61	-18.70	2	0.00	0.09		0	
4022	bot-565	alpha	P00r-3310	tick	-11.60	-16.78	328	0.00	0.40		0	
4022	bot-656	alpha	P00r-4410	tick	-12.22	-20.94	53	0.00	0.00		0	
4022	bot-658	alpha	P00m-4420	tick	-16.74	-20.33	90	0.00	0.00		0	
4022	bot-688	bravo	G00r-4322	tick	-19.89	-14.65	137	0.00	0.83		0	
4180	bot-696	bravo	P00r-3320	tier	-16.45	4.66	76	2.22	0.65	9.95	2	squad
4180	bot-712	bravo	P34r-0410	ammo	-10.26	12.24	160	2.49	0.77	8.36	2	squad
4215	bot-712	bravo	S44rm0410	state+tier+element	-10.26	12.24	160	2.49	0.00	8.36	2	squad
4331	bot-688	bravo	S00r-4320	state+latches	-19.89	-14.65	160	0.00	0.00		0	
4453	bot-709	alpha	H36m-3220	health	9.75	15.99	283	0.00	0.00		0	
4490	bot-712	bravo	A44rm0410	state	-9.77	12.55	85	1.88	0.58	16.16	2	seek
4632	bot-712	bravo	A44rm041G	latches	-9.77	12.55	67	0.00	0.01		0	
4716	bot-685	bravo	S44rm4420	tick	-1.03	4.41	45	2.61	2.49	12.17	5	seek
4716	bot-698	bravo	S44rm3320	tick	3.25	10.69	35	2.38	2.21	3.67	2	seek
4716	bot-706	bravo	M44mm4320	tick	-2.36	9.48	4	5.85	6.03	7.75	1	medic
4716	bot-708	bravo	S44rm4420	tick	1.78	9.44	64	2.35	2.33	5.76	2	seek
4732	bot-712	bravo	A44rm441G	ammo	-9.77	12.55	67	0.00	0.00		0	
4802	bot-683	bravo	E44rm3129	tick	1.66	18.50	71	5.18	5.20	1.97	2	flee
4802	bot-711	alpha	E36r-4219	tick	11.30	21.83	251	5.21	5.15	1.74	1	flee
4883	bot-712	bravo	S44rm4410	state+latches	-9.77	12.55	67	0.00	0.00		0	
4983	bot-712	bravo	S45rm4410	score	-9.66	12.61	55	1.05	0.12	21.90	3	seek
5003	bot-683	bravo	E45rm3029	score+health	2.54	18.89	69	5.10	0.96	1.02	1	flee
5003	bot-685	bravo	S45rm4420	score	-0.68	5.03	46	2.47	0.71	11.49	5	seek
5003	bot-698	bravo	S45rm3320	score	3.64	11.26	53	2.43	0.70	3.00	2	seek
5003	bot-706	bravo	M45mm4320	score	-1.70	11.03	23	5.98	1.69	7.83	3	medic
5003	bot-708	bravo	S45rm4420	score	2.39	9.73	20	2.33	0.68	5.36	2	seek
5036	bot-520	alpha	P00r-4320	tick	-11.01	-17.86	306	0.88	0.98	3.63	1	grenade
5036	bot-536	alpha	P00r-3320	tick	-10.61	-18.70	2	0.00	0.00		0	
5036	bot-565	alpha	P00r-3310	tick	-12.36	-16.35	301	0.00	0.87		0	
5036	bot-656	alpha	P00r-4410	tick	-12.22	-20.94	53	0.00	0.00		0	
5036	bot-658	alpha	P00m-4420	tick	-16.74	-20.33	90	0.00	0.00		0	
5103	bot-711	alpha	P36r-4210	state+latches	12.37	22.87	247	0.00	1.48		0	
5103	bot-683	bravo	D00r--000	state+tier+score+element+ammo+packs+latches	3.05	18.97	67	0.00	0.51	0.51	1	flee
5103	bot-712	bravo	S47rm4410	score	-9.55	12.69	67	1.86	0.14	21.77	3	seek
5123	bot-680	bravo	D00r--000	tick	-6.58	8.17	45	0.00	0.00	5.31	0	
5123	bot-685	bravo	S47rm4420	score	-0.53	5.30	46	2.60	0.30	11.20	5	seek
5123	bot-698	bravo	S47rm3320	score	3.81	11.50	55	2.49	0.29	2.72	2	seek
5123	bot-706	bravo	M47mm4320	score	-1.43	11.67	23	4.64	0.69	8.52	2	medic
5123	bot-708	bravo	S47rm4420	score	2.64	9.85	5	2.35	0.28	5.21	2	seek
5123	bot-711	alpha	E36r-4210	state	12.37	22.87	247	0.20	0.00		0	
5140	bot-706	bravo	S47mm4320	state	-1.43	11.67	23	4.64	0.00	8.52	2	medic
5175	bot-712	bravo	A47rb4410	state+element	-9.46	12.75	67	1.93	0.10	21.67	3	seek
5190	bot-696	bravo	P00r-3320	tick	-14.34	5.52	38	2.31	2.28	11.13	2	squad
5206	bot-711	alpha	E36r-421G	latches	12.37	22.87	245	0.00	0.00		0	
5206	bot-712	bravo	A47rm441G	element+latches	-9.46	12.75	65	0.00	0.00		0	
5286	bot-712	bravo	A47rm041G	ammo	-9.46	12.74	65	0.00	0.00		0	
5326	bot-709	alpha	H35m-3220	score	9.75	15.99	215	0.00	0.00		0	
5326	bot-711	alpha	E35r-421G	score	12.37	22.87	245	0.00	0.00		0	
5346	bot-688	bravo	S00r-4320	tick	-19.90	-15.10	162	2.39	0.45	3.00	2	seek
5453	bot-711	alpha	E35r-4210	latches	12.37	22.86	245	0.00	0.00		0	
5453	bot-712	bravo	S47rm0414	state+latches	-9.46	12.74	65	0.00	0.00		0	
5504	bot-685	bravo	S47rm1420	ammo	-0.06	6.13	48	2.48	0.96	10.29	5	seek
5554	bot-688	bravo	C00r-4320	state	-19.91	-15.56	158	2.40	0.46	2.58	2	seek
5554	bot-709	alpha	H35m-3320	health	9.75	15.99	217	0.00	0.00		0	
5573	bot-688	bravo	C00r-432I	latches	-19.92	-15.39	149	4.57	0.17	1.51	2	cover
5637	bot-711	alpha	H35r-4210	state	12.37	22.86	245	0.00	0.00		0	
5703	bot-712	bravo	S47rm0410	latches	-9.45	12.75	89	0.96	0.01	24.29	3	seek
5726	bot-706	bravo	M47mm4320	state	-0.19	11.00	119	2.39	1.40	6.60	3	seek
5820	bot-688	bravo	C00r-4322	latches	-19.94	-14.26	85	4.60	1.13	0.58	2	cover
5840	bot-712	bravo	S47rm4410	ammo	-9.34	12.83	65	1.04	0.14	24.16	3	seek
5873	bot-688	bravo	G00r-4322	state	-19.80	-14.17	76	4.54	0.17	0.42	1	cover
6037	bot-520	alpha	P00r-4320	tick	-11.32	-17.14	346	0.94	0.79		0	
6037	bot-536	alpha	P00r-3320	tick	-10.61	-18.70	2	0.00	0.00		0	
6037	bot-565	alpha	P00r-3310	tick	-13.85	-16.06	288	2.40	1.52	0.90	1	squad
6037	bot-656	alpha	P00r-4410	tick	-12.22	-20.94	53	0.00	0.00		0	
6037	bot-658	alpha	P00m-4420	tick	-16.74	-20.33	90	0.00	0.00		0	
6054	bot-685	bravo	S47rmR420	ammo	0.61	7.29	30	2.42	1.34	9.02	5	seek
6070	bot-712	bravo	A47rb4410	state+element	-9.07	13.01	65	1.87	0.33	23.83	3	seek
