t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id
2826	bot-7	bravo	S32m-4420	score	-9.12	12.79	295	1.17	0.11	13.61	6	seek	squad-2	2	bot-2
2942	bot-5	alpha	S00r-4410	state+latches	-20.29	20.60	156	2.99	0.54		0		squad-1	2	bot-1
3026	bot-3	alpha	C00r-3412	tick	-16.63	23.44	147	0.00	0.01		0		squad-1	1	bot-1
3076	bot-7	bravo	A32m-4420	state	-9.38	12.79	295	1.17	0.26	13.37	6	seek	squad-2	2	bot-2
3142	bot-2	bravo	C32r-4412	state	-6.05	13.32	272	0.00	0.77		0		squad-2	0	bot-2
3176	bot-5	alpha	C00r-4410	state	-19.89	20.30	150	2.06	0.50	8.93	3	seek	squad-1	2	bot-1
3192	bot-5	alpha	C00r-4412	latches	-19.82	20.20	142	3.62	0.12	8.18	3	cover	squad-1	2	bot-1
3342	bot-2	bravo	G32r-4412	state	-6.02	12.97	231	1.61	0.34	0.43	1	cover	squad-2	0	bot-2
3543	bot-5	alpha	A00r-4410	state+latches	-19.38	19.29	123	2.82	1.01	7.32	3	cover	squad-1	2	bot-1
3626	bot-8	alpha	P00m-4420	tick	-22.01	21.18	232	0.02	0.32		0		squad-1	3	bot-1
3642	bot-7	bravo	A32m-442G	latches	-9.37	12.79	303	0.00	0.01		0		squad-2	2	bot-2
3659	bot-5	alpha	A00r-441G	latches	-19.38	19.30	123	1.02	0.01		0		squad-1	2	bot-1
3692	bot-1	alpha	S00r-3410	tick	-20.60	19.31	163	1.99	1.68	3.93	2	seek	squad-1	0	bot-1
3826	bot-6	bravo	G32r-4412	tick	-17.94	14.55	19	0.07	0.05		0		squad-2	1	bot-2
3892	bot-5	alpha	S00r-4410	state+latches	-19.37	19.31	123	0.00	0.02		0		squad-1	2	bot-1
3892	bot-7	bravo	S32m-4420	state+latches	-9.36	12.78	303	0.01	0.01		0		squad-2	2	bot-2
4043	bot-3	alpha	C00r-3412	tick	-16.62	23.45	147	0.00	0.01		0		squad-1	1	bot-1
4143	bot-7	bravo	A32m-4420	state	-9.50	12.81	283	0.83	0.14	11.29	3	seek	squad-2	2	bot-2
4159	bot-5	alpha	C00r-4410	state	-19.21	19.07	128	1.92	0.29	14.65	4	seek	squad-1	2	bot-1
4176	bot-5	alpha	C00r-4412	latches	-19.15	18.97	123	3.69	0.12	7.04	2	cover	squad-1	2	bot-1
4326	bot-7	bravo	F32m-4420	state	-9.49	12.81	301	0.00	0.01		0		squad-2	2	bot-2
4326	bot-8	alpha	P21m-4420	tier+score	-21.64	21.51	279	3.71	0.49	2.79	1	squad	squad-1	3	bot-1
4343	bot-1	alpha	S21r-3410	tier+score	-19.73	18.25	171	1.17	1.37	2.72	1	seek	squad-1	0	bot-1
4343	bot-2	bravo	G32r-4412	tick	-5.95	12.55	279	0.00	0.43		0		squad-2	0	bot-2
4343	bot-3	alpha	C21r-3412	tier+score	-16.62	23.46	147	0.00	0.01		0		squad-1	1	bot-1
4343	bot-5	alpha	C21r-4312	tier+score+health	-18.85	18.43	121	3.66	0.61	6.58	2	cover	squad-1	2	bot-1
4343	bot-7	bravo	A32m-4420	state	-9.49	12.81	301	0.00	0.00		0		squad-2	2	bot-2
4476	bot-7	bravo	F32m-4420	state	-9.49	12.81	299	0.00	0.00		0		squad-2	2	bot-2
4476	bot-8	alpha	M32m-4420	state+tier+score	-21.59	21.58	248	0.02	0.08		0		squad-1	3	bot-1
4492	bot-1	alpha	C32r-3410	state+tier+score	-19.71	18.09	143	1.28	0.17	2.55	1	seek	squad-1	0	bot-1
4492	bot-3	alpha	C32r-3412	tier+score	-16.62	23.46	147	0.00	0.00		0		squad-1	1	bot-1
4492	bot-5	alpha	E32r-4210	state+tier+score+health+latches	-18.70	17.96	129	3.79	0.50		0		squad-1	2	bot-1
4492	bot-7	bravo	A32m-4420	state	-9.49	12.81	299	0.00	0.00		0		squad-2	2	bot-2
4509	bot-1	alpha	C32r-3412	latches	-19.69	18.04	136	1.46	0.05	2.66	2	cover	squad-1	0	bot-1
4509	bot-5	alpha	E32r-4219	latches	-18.77	18.12	137	5.20	0.17	6.11	1	flee	squad-1	2	bot-1
4626	bot-6	bravo	G32r-441I	latches	-18.41	14.53	356	0.73	0.47		0		squad-2	1	bot-2
4626	bot-7	bravo	F32m-4420	state	-9.49	12.81	302	0.00	0.00		0		squad-2	2	bot-2
4626	bot-8	alpha	M33m-4420	score	-21.43	21.37	214	1.64	0.26	4.36	1	medic	squad-1	3	bot-1
4642	bot-1	alpha	C33r-3412	score	-19.65	17.86	117	1.45	0.19	2.77	2	cover	squad-1	0	bot-1
4642	bot-3	alpha	C33r-3412	score	-16.62	23.46	147	0.00	0.01		0		squad-1	1	bot-1
4642	bot-5	alpha	E33r-4119	score+health	-19.01	18.78	163	5.81	0.71	5.51	1	flee	squad-1	2	bot-1
4642	bot-7	bravo	A32m-4420	state	-9.49	12.81	302	0.00	0.00		0		squad-2	2	bot-2
4759	bot-6	bravo	G32r-4412	latches	-18.41	14.53	344	0.73	0.00		0		squad-2	1	bot-2
4776	bot-7	bravo	F32m-4420	state	-9.49	12.81	303	0.00	0.00		0		squad-2	2	bot-2
4776	bot-8	alpha	M44mm4420	tier+score+element	-21.07	20.97	179	5.74	0.53	2.31	1	medic	squad-1	3	bot-1
4792	bot-1	alpha	C44rb3412	tier+score+element	-19.29	18.12	122	4.72	0.45	2.35	1	cover	squad-1	0	bot-1
4792	bot-3	alpha	C44rm3412	tier+score+element	-16.62	23.46	147	0.00	0.00		0		squad-1	1	bot-1
4792	bot-5	alpha	E44rb4019	tier+score+element+health	-19.46	19.43	124	5.25	0.79	4.77	1	flee	squad-1	2	bot-1
4792	bot-7	bravo	A32m-4420	state	-9.49	12.81	303	0.00	0.00		0		squad-2	2	bot-2
4843	bot-2	bravo	C32r-4412	state	-6.05	13.32	245	0.00	0.77		0		squad-2	0	bot-2
4859	bot-1	alpha	E44rb3410	state+latches	-19.10	18.26	135	4.77	0.24	2.12	1	cover	squad-1	0	bot-1
4876	bot-1	alpha	E44rb3411	latches	-18.98	18.38	144	4.85	0.16	2.66	1	flee	squad-1	0	bot-1
4876	bot-8	alpha	T44mm4420	state	-20.71	20.66	157	5.74	0.48	1.84	1	medic	squad-1	3	bot-1
4892	bot-5	alpha	E44rb4119	health	-19.84	19.77	124	4.58	0.51	4.27	1	flee	squad-1	2	bot-1
4909	bot-5	alpha	E44rm411P	element+latches	-19.90	19.81	124	4.47	0.07	4.19	1	flee	squad-1	2	bot-1
4943	bot-6	bravo	G32r-441I	latches	-18.41	14.53	350	0.76	0.00		0		squad-2	1	bot-2
4959	bot-1	alpha	E44rm341H	element+latches	-18.74	18.72	161	5.09	0.42	2.24	1	flee	squad-1	0	bot-1
4976	bot-1	alpha	E44rb3411	element+latches	-18.69	18.79	157	5.14	0.09	2.16	1	flee	squad-1	0	bot-1
5043	bot-2	bravo	G32r-4412	state	-6.02	12.97	204	1.61	0.34	0.43	1	cover	squad-2	0	bot-2
5143	bot-5	alpha	E44rm4119	latches	-20.75	19.92	124	3.61	0.85	3.44	1	flee	squad-1	2	bot-1
5179	bot-6	bravo	G32r-4412	latches	-18.41	14.53	314	0.41	0.00		0		squad-2	1	bot-2
5251	bot-7	bravo	A32m-442G	latches	-9.49	12.81	310	0.00	0.00		0		squad-2	2	bot-2
5267	bot-1	alpha	E44rm341H	element+latches	-17.78	20.08	130	5.27	1.58	0.58	1	flee	squad-1	0	bot-1
5349	bot-1	alpha	C44rm341G	state+latches	-17.61	20.32	130	2.36	0.30		0		squad-1	0	bot-1
5366	bot-1	alpha	C44rb341I	element+latches	-17.59	20.29	139	1.37	0.04	8.72	3	cover	squad-1	0	bot-1
5450	bot-2	bravo	C32r-4410	state+latches	-5.95	12.55	288	0.00	0.43		0		squad-2	0	bot-2
5466	bot-2	bravo	S32r-4410	state	-5.95	12.55	288	0.00	0.00		0		squad-2	0	bot-2
5500	bot-7	bravo	S32m-4420	state+latches	-9.49	12.81	310	0.00	0.00		0		squad-2	2	bot-2
5500	bot-8	alpha	M44mm4420	state	-20.71	20.67	160	0.00	0.00	1.84	1	medic	squad-1	3	bot-1
5517	bot-1	alpha	C44rb3412	latches	-17.61	19.99	160	2.14	0.30	8.43	3	cover	squad-1	0	bot-1
5550	bot-9	bravo	P00r-0410	initial	-2.45	7.05	0	0.00			0			-1	
5550	bot-10	alpha	P00r-0410	initial	-19.45	19.05	0	0.00			0			-1	
5567	bot-3	alpha	C44rb3412	element	-16.62	23.46	147	0.00	0.00		0		squad-1	2	bot-1
5567	bot-7	bravo	A32m-4420	state	-9.52	12.81	296	0.55	0.03	10.80	3	seek	squad-2	3	bot-2
5567	bot-8	alpha	M44mb4420	element	-20.99	20.67	173	3.75	0.29	1.24	1	medic	squad-1	4	bot-1
5567	bot-9	bravo	C32r-4410	state+tier+score+ammo	-2.45	7.05	0	0.00	0.00		0		squad-2	2	bot-2
5567	bot-10	alpha	S44rm4410	state+tier+score+element+ammo	-19.45	19.05	0	0.00	0.00		0		squad-1	1	bot-1
5583	bot-9	bravo	A32r-4410	state	-2.52	6.98	356	5.06	0.11	8.03	1	cover	squad-2	2	bot-2
5634	bot-7	bravo	F32m-4420	state	-9.51	12.81	310	0.47	0.01		0		squad-2	3	bot-2
5634	bot-7	bravo	F32m-3420	ammo	-9.51	12.81	310	0.19	0.00		0		squad-2	3	bot-2
5650	bot-6	bravo	C32r-4410	state+latches	-17.93	14.51	314	0.39	0.49		0		squad-2	1	bot-2
5650	bot-7	bravo	A32m-3420	state	-9.51	12.81	310	0.19	0.00		0		squad-2	3	bot-2
5667	bot-6	bravo	C32r-4412	latches	-17.87	14.52	321	1.68	0.06	0.92	1	cover	squad-2	1	bot-2
5700	bot-3	alpha	C44rb3410	latches	-16.62	23.46	147	0.00	0.00		0		squad-1	2	bot-1
5717	bot-3	alpha	C44rb3412	latches	-16.62	23.46	147	0.00	0.00		0		squad-1	2	bot-1
5734	bot-10	alpha	A44rm4410	state	-19.41	18.84	43	1.62	0.21	12.96	3	seek	squad-1	1	bot-1
5784	bot-7	bravo	F32m-3420	state	-9.51	12.81	309	0.00	0.00		0		squad-2	3	bot-2
5801	bot-7	bravo	P32m-3420	state	-9.51	12.81	309	1.00	0.00		1	muzzleRecovery	squad-2	3	bot-2
5818	bot-1	alpha	P44rb3414	state+latches	-17.69	19.39	129	4.33	0.60	7.85	1	muzzleRecovery	squad-1	0	bot-1
5851	bot-5	alpha	E44rm4110	latches	-23.31	21.84	124	3.16	3.20		0		squad-1	3	bot-1
5902	bot-1	alpha	A44rb3410	state+latches	-17.82	19.73	107	0.00	0.36	8.12	0	muzzleRecovery	squad-1	0	bot-1
5918	bot-6	bravo	G32r-4412	state	-17.34	14.52	12	5.04	0.53	0.39	1	cover	squad-2	1	bot-2
5968	bot-7	bravo	A32m-3420	state	-9.65	12.72	275	0.00	0.16		0	muzzleRecovery	squad-2	3	bot-2
6018	bot-1	alpha	F44rb3410	state	-17.82	19.73	131	0.00	0.00		0		squad-1	0	bot-1
6035	bot-1	alpha	A44rb3410	state	-17.82	19.73	131	0.00	0.00		0		squad-1	0	bot-1
6136	bot-1	alpha	F44rb3410	state	-17.80	19.76	131	0.06	0.04		0		squad-1	0	bot-1
6136	bot-7	bravo	F32m-3420	state	-9.64	12.72	309	0.00	0.00		0		squad-2	3	bot-2
6136	bot-8	alpha	M45mb4420	score	-21.43	20.65	126	0.00	0.44		0		squad-1	4	bot-1
6136	bot-10	alpha	A45rm4410	score	-19.40	18.86	125	0.00	0.02		0		squad-1	1	bot-1
6153	bot-1	alpha	F44rb3310	health	-17.80	19.76	131	0.03	0.00		1	muzzleRecovery	squad-1	0	bot-1
6153	bot-1	alpha	P44rb3314	state+latches	-17.80	19.76	131	0.98	0.00		1	muzzleRecovery	squad-1	0	bot-1
6153	bot-3	alpha	C45rb3412	score	-16.54	23.48	142	4.23	0.07	2.17	1	grenade	squad-1	2	bot-1
6153	bot-5	alpha	E45rm4110	score	-23.39	21.83	128	3.97	0.08	1.32	1	grenade	squad-1	3	bot-1
6153	bot-7	bravo	A32m-3420	state	-9.64	12.72	311	0.00	0.00		0		squad-2	3	bot-2
6253	bot-2	bravo	A32r-4410	state	-7.19	12.52	272	3.69	1.25	5.46	1	grenade	squad-2	0	bot-2
6253	bot-8	alpha	M45mm442G	element+latches	-21.57	20.46	156	2.28	0.23	4.86	1	grenade	squad-1	4	bot-1
6253	bot-9	bravo	F32r-4410	state	-2.53	6.97	310	0.00	0.01		0		squad-2	2	bot-2
6253	bot-10	alpha	C46rm4410	state+score	-19.19	18.57	145	3.63	0.36	3.06	1	grenade	squad-1	1	bot-1
6270	bot-1	alpha	P44rb3214	health	-17.74	19.67	155	0.98	0.11		0		squad-1	0	bot-1
6270	bot-1	alpha	E46rb3210	state+score+latches	-17.74	19.67	155	0.98	0.00		0		squad-1	0	bot-1
6270	bot-3	alpha	C46rb3412	score	-16.08	23.61	112	4.05	0.48	1.69	1	grenade	squad-1	2	bot-1
6270	bot-5	alpha	E46rm4110	score	-23.78	21.56	158	4.19	0.48	0.84	1	grenade	squad-1	3	bot-1
6270	bot-8	alpha	M46mm442G	score	-21.59	20.43	160	2.38	0.04	4.82	1	grenade	squad-1	4	bot-1
6270	bot-9	bravo	A32r-4410	state	-2.53	6.97	310	0.00	0.00		0		squad-2	2	bot-2
6270	bot-10	alpha	C46rm4412	latches	-19.12	18.47	145	3.64	0.12	2.94	1	grenade	squad-1	1	bot-1
6360	bot-5	alpha	H46rm4110	state	-24.02	21.37	177	4.23	0.31	0.53	1	grenade	squad-1	3	bot-1
6376	bot-9	bravo	F32r-4410	state	-2.53	6.97	310	0.00	0.00		0		squad-2	2	bot-2
6393	bot-9	bravo	A32r-4410	state	-2.49	6.92	306	4.03	0.07	4.22	1	grenade	squad-2	2	bot-2
6474	bot-2	bravo	A32r-441G	latches	-6.59	11.90	211	4.09	0.87	4.59	1	grenade	squad-2	0	bot-2
6474	bot-7	bravo	A32m-342G	latches	-8.79	11.92	225	3.35	1.17	4.74	1	grenade	squad-2	3	bot-2
6503	bot-1	alpha	E46rm321G	element+latches	-18.55	20.24	218	4.04	0.99	4.11	1	grenade	squad-1	0	bot-1
6503	bot-2	bravo	C32r-441G	state	-6.59	11.90	211	4.09	0.00	4.59	1	grenade	squad-2	0	bot-2
6503	bot-7	bravo	A32m-3420	latches	-8.71	11.85	217	3.42	0.10	4.64	1	grenade	squad-2	3	bot-2
6503	bot-8	alpha	M46mm4420	latches	-21.99	19.89	216	3.35	0.67	4.15	1	grenade	squad-1	4	bot-1
6520	bot-2	bravo	C32r-441I	latches	-6.46	11.76	199	4.12	0.19	4.40	1	grenade	squad-2	0	bot-2
6520	bot-7	bravo	A32m-342G	latches	-8.67	11.81	213	3.47	0.06	4.59	1	grenade	squad-2	3	bot-2
6609	bot-9	bravo	A00r-4410	tier+score	-1.92	6.13	247	4.25	0.97	3.25	1	grenade	squad-2	2	bot-2
6676	bot-1	alpha	E46rm321P	latches	-19.17	20.65	252	4.80	0.74	4.50	2	flee	squad-1	0	bot-1
6704	bot-9	bravo	A00r-441G	latches	-1.67	5.81	222	4.34	0.41	2.84	1	grenade	squad-2	2	bot-2
6704	bot-10	alpha	A46rm4410	state+latches	-18.91	18.01	180	4.09	0.51	5.01	1	grenade	squad-1	1	bot-1
6724	bot-2	bravo	C32r-4412	latches	-5.87	11.15	147	4.12	0.84	4.97	1	grenade	squad-2	0	bot-2
6743	bot-1	alpha	E46rm3219	latches	-19.47	20.78	252	4.90	0.33	4.17	2	flee	squad-1	0	bot-1
6759	bot-7	bravo	S32m-3420	state+latches	-8.08	11.24	155	4.10	0.82	5.18	1	grenade	squad-2	3	bot-2
6826	bot-5	alpha	H46rm4210	health	-24.21	21.30	165	0.00	0.20	0.79	1	grenade	squad-1	3	bot-1
6909	bot-8	alpha	T46mm4420	state	-23.74	20.54	284	5.86	1.87	0.89	1	medic	squad-1	4	bot-1
6926	bot-6	bravo	G32r-4412	tick	-16.93	14.53	314	0.57	0.41		0		squad-2	1	bot-2
6942	bot-9	bravo	S00r-4410	state+latches	-1.61	4.92	186	4.05	0.89	3.38	1	grenade	squad-2	2	bot-2
7059	bot-10	alpha	C46rm4410	state	-18.90	18.01	123	0.00	0.01		0		squad-1	1	bot-1
7076	bot-10	alpha	C46rm4412	latches	-18.93	17.88	122	4.41	0.14	6.02	2	cover	squad-1	1	bot-1
7276	bot-3	alpha	C46rb3412	tick	-15.18	23.92	57	0.00	0.96		0		squad-1	2	bot-1
7293	bot-3	alpha	C46rm3412	element	-15.18	23.92	57	0.00	0.00		0		squad-1	2	bot-1
7309	bot-7	bravo	A32m-3420	state	-7.95	11.11	222	3.06	0.18	4.57	1	grenade	squad-2	3	bot-2
7326	bot-1	alpha	E45rm3219	score	-22.08	21.90	252	5.07	2.84	1.38	2	flee	squad-1	0	bot-1
7326	bot-3	alpha	C45rm3412	score	-15.18	23.92	57	0.00	0.00		0		squad-1	2	bot-1
7326	bot-5	alpha	H45rm4210	score	-24.21	21.30	145	0.00	0.00	0.79	1	grenade	squad-1	3	bot-1
7326	bot-8	alpha	T45mm4420	score	-23.76	20.57	172	0.00	0.04	0.86	1	medic	squad-1	4	bot-1
7326	bot-10	alpha	C45rm4412	score	-19.20	16.68	135	4.57	1.22	4.80	2	cover	squad-1	1	bot-1
7373	bot-5	alpha	H45rm4310	health	-24.21	21.30	142	0.00	0.00	0.79	1	grenade	squad-1	3	bot-1
7476	bot-1	alpha	E44rm3219	score	-22.84	22.02	252	5.44	0.77	0.61	1	flee	squad-1	0	bot-1
7476	bot-3	alpha	C44rm3412	score	-15.18	23.92	57	0.00	0.00		0		squad-1	2	bot-1
7476	bot-5	alpha	H44rm4310	score	-24.21	21.30	134	0.00	0.00	0.79	1	grenade	squad-1	3	bot-1
7476	bot-8	alpha	T44mm4420	score	-23.76	20.57	155	0.00	0.00	0.86	1	medic	squad-1	4	bot-1
7476	bot-10	alpha	E44rm4410	state+score+latches	-19.32	16.11	125	4.59	0.59	4.21	2	cover	squad-1	1	bot-1
7507	bot-10	alpha	E44rm4411	latches	-19.34	16.34	125	4.45	0.23	3.42	2	flee	squad-1	1	bot-1
7582	bot-1	alpha	E44rm3210	latches	-23.21	22.10	252	2.00	0.38		0		squad-1	0	bot-1
7582	bot-10	alpha	E44rm441H	latches	-19.35	16.68	129	4.55	0.34	3.20	2	flee	squad-1	1	bot-1
7599	bot-6	bravo	A32r-441G	state+latches	-16.95	14.55	354	0.00	0.03		0		squad-2	1	bot-2
7599	bot-10	alpha	E44rm4411	latches	-19.36	16.76	125	4.56	0.08	3.15	2	flee	squad-1	1	bot-1
7626	bot-1	alpha	E33r-3210	tier+score+element	-23.24	22.14	252	0.62	0.04		0		squad-1	0	bot-1
7626	bot-3	alpha	C33r-3412	tier+score+element	-15.18	23.92	57	0.00	0.00		0		squad-1	2	bot-1
7626	bot-5	alpha	H33r-4310	tier+score+element	-24.21	21.30	122	0.00	0.00	0.79	1	grenade	squad-1	3	bot-1
7626	bot-8	alpha	T33m-4420	tier+score+element	-23.76	20.57	166	0.00	0.00	0.86	1	medic	squad-1	4	bot-1
7626	bot-10	alpha	E33r-4411	tier+score+element	-19.36	16.88	118	4.57	0.13	3.08	2	flee	squad-1	1	bot-1
7676	bot-1	alpha	E33r-3310	health	-23.25	22.15	252	0.29	0.01		0		squad-1	0	bot-1
7726	bot-2	bravo	C32r-4412	tick	-7.48	11.78	293	3.54	1.72	3.23	1	grenade	squad-2	0	bot-2
7776	bot-1	alpha	E32r-3310	score	-23.25	22.16	252	0.02	0.01		0		squad-1	0	bot-1
7776	bot-3	alpha	C32r-3412	score	-15.18	23.92	57	0.00	0.00		0		squad-1	2	bot-1
7776	bot-5	alpha	H32r-4310	score	-24.21	21.30	114	0.00	0.00	0.79	1	grenade	squad-1	3	bot-1
7776	bot-8	alpha	T32m-4420	score	-23.76	20.57	176	0.00	0.00	0.86	1	medic	squad-1	4	bot-1
7776	bot-10	alpha	E32r-4411	score	-19.40	17.57	117	4.58	0.68	2.73	2	flee	squad-1	1	bot-1
7809	bot-7	bravo	A32m-342G	latches	-9.53	12.49	308	3.69	2.09	4.98	1	grenade	squad-2	3	bot-2
7809	bot-10	alpha	E32r-441H	latches	-19.41	17.72	117	4.60	0.15	2.68	2	flee	squad-1	1	bot-1
7826	bot-10	alpha	E32r-4411	latches	-19.41	17.79	117	4.59	0.08	2.65	2	flee	squad-1	1	bot-1
7844	bot-6	bravo	S32r-4410	state+latches	-16.95	14.55	354	0.00	0.00		0		squad-2	1	bot-2
7909	bot-5	alpha	S32r-4314	state+latches	-24.21	21.30	105	0.00	0.00	0.79	1	grenade	squad-1	3	bot-1
7942	bot-9	bravo	S00r-4410	tick	-3.79	2.01	227	3.95	3.63	4.33	1	grenade	squad-2	2	bot-2
7959	bot-2	bravo	C00r-4412	tier+score	-8.29	12.18	297	4.15	0.91	4.11	1	grenade	squad-2	0	bot-2
7959	bot-6	bravo	S00r-4410	tier+score	-17.04	14.52	330	0.77	0.10	5.81	3	seek	squad-2	1	bot-2
7959	bot-7	bravo	A00m-342G	tier+score	-9.82	12.71	308	2.00	0.37	4.61	1	grenade	squad-2	3	bot-2
7976	bot-2	bravo	C00r-441I	latches	-8.35	12.21	297	4.14	0.07	4.04	1	grenade	squad-2	0	bot-2
7976	bot-5	alpha	S32r-4310	latches	-24.22	21.29	103	0.77	0.01	20.07	4	seek	squad-1	3	bot-1
