t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode	squad_id	squad_rank	leader_id
59629	bot-28	alpha	A10r-3410	state	-16.51	0.74	183	0.00	0.00		0		squad-10	0	bot-28
59642	bot-3	alpha	S34r-2310	state	-14.13	21.49	131	0.00	0.00		0		squad-1	2	bot-21
59642	bot-3	alpha	P34r-2310	state	-14.13	21.49	131	0.00	0.00		0		squad-1	2	bot-21
59657	bot-3	alpha	S34r-2310	state	-14.13	21.49	130	0.00	0.00		0		squad-1	2	bot-21
59657	bot-3	alpha	P34r-2310	state	-14.13	21.49	130	0.00	0.00		0		squad-1	2	bot-21
59679	bot-3	alpha	S34r-2310	state	-14.13	21.49	128	0.00	0.00		0		squad-1	2	bot-21
59679	bot-3	alpha	P34r-2310	state	-14.13	21.49	128	0.00	0.00		0		squad-1	2	bot-21
59696	bot-3	alpha	S34r-2310	state	-14.13	21.49	127	0.00	0.00		0		squad-1	2	bot-21
59696	bot-3	alpha	P34r-2310	state	-14.13	21.49	127	0.00	0.00		0		squad-1	2	bot-21
59696	bot-16	alpha	G00m-43B2	tick	-9.95	1.05	300	0.00	0.43		0		squad-1	4	bot-21
59710	bot-3	alpha	S34r-2310	state	-14.13	21.49	125	0.00	0.00		0		squad-1	2	bot-21
59710	bot-3	alpha	P34r-2310	state	-14.13	21.49	125	0.00	0.00		0		squad-1	2	bot-21
59710	bot-26	bravo	E39r-3110	latches	-17.06	-7.02	4	4.41	0.16	6.94	1	flee	squad-8	0	bot-26
59728	bot-3	alpha	S34r-2310	state	-14.13	21.49	124	0.00	0.00		0		squad-1	2	bot-21
59728	bot-3	alpha	P34r-2310	state	-14.13	21.49	124	0.00	0.00		0		squad-1	2	bot-21
59728	bot-14	alpha	S37r-2320	score	-9.69	23.65	97	1.00	0.15	20.80	7	seek	squad-1	1	bot-21
59728	bot-21	alpha	E39r-4120	latches	-0.73	17.28	78	0.00	0.80		0		squad-1	0	bot-21
59728	bot-26	bravo	E39r-3119	latches	-17.12	-7.07	4	4.44	0.08	6.86	1	flee	squad-8	0	bot-26
59728	bot-28	alpha	F10r-3410	state	-16.51	0.74	184	0.00	0.00		0		squad-10	0	bot-28
59744	bot-3	alpha	S34r-2310	state	-14.13	21.49	123	0.00	0.00		0		squad-1	2	bot-21
59744	bot-3	alpha	P34r-2310	state	-14.13	21.49	123	0.00	0.00		0		squad-1	2	bot-21
59744	bot-26	bravo	E39r-3019	health	-17.17	-7.12	4	4.17	0.07	6.79	1	flee	squad-8	0	bot-26
59744	bot-28	alpha	A10r-3410	state	-16.51	0.74	184	0.00	0.00		0		squad-10	0	bot-28
59762	bot-3	alpha	S34r-2310	state	-14.13	21.49	122	0.00	0.00		0		squad-1	2	bot-21
59762	bot-3	alpha	P34r-2310	state	-14.13	21.49	122	0.00	0.00		0		squad-1	2	bot-21
59762	bot-27	bravo	A39r-441G	latches	-11.16	-6.24	24	0.00	0.00		0		squad-8	1	bot-26
59782	bot-3	alpha	S34r-2310	state	-14.13	21.49	120	0.00	0.00		0		squad-1	2	bot-21
59782	bot-3	alpha	P34r-2310	state	-14.13	21.49	120	0.00	0.00		0		squad-1	2	bot-21
59793	bot-3	alpha	S34r-2310	state	-14.13	21.49	119	0.00	0.00		0		squad-1	2	bot-21
59793	bot-3	alpha	P34r-2310	state	-14.13	21.49	119	0.00	0.00		0		squad-1	2	bot-21
59811	bot-3	alpha	S34r-2310	state	-14.13	21.49	118	0.00	0.00		0		squad-1	2	bot-21
59811	bot-3	alpha	P34r-2310	state	-14.13	21.49	118	0.00	0.00		0		squad-1	2	bot-21
59811	bot-28	alpha	A10r-3310	health	-16.51	0.74	186	0.00	0.00		0		squad-10	0	bot-28
59828	bot-3	alpha	S34r-2310	state	-14.13	21.49	116	0.00	0.00		0		squad-1	2	bot-21
59828	bot-3	alpha	P34r-2310	state	-14.13	21.49	116	0.00	0.00		0		squad-1	2	bot-21
59828	bot-5	alpha	S33r-4420	tier+score	-7.27	1.18	235	1.12	0.01	8.12	4	seek	squad-1	3	bot-21
59828	bot-16	alpha	G33m-43B2	tier+score	-9.95	1.05	291	0.01	0.00		0		squad-1	4	bot-21
59844	bot-3	alpha	S34r-2310	state	-14.13	21.49	115	0.00	0.00		0		squad-1	2	bot-21
59844	bot-3	alpha	P34r-2310	state	-14.13	21.49	115	0.00	0.00		0		squad-1	2	bot-21
59844	bot-28	alpha	F10r-3310	state	-16.51	0.74	186	0.00	0.00		0		squad-10	0	bot-28
59844	bot-28	alpha	P10r-2310	state+ammo	-16.51	0.74	187	0.00	0.00		0		squad-10	0	bot-28
59844	bot-26	bravo	D00r--000	state+tier+score+ammo+packs+latches	-17.48	-7.43	6	0.00	0.44	6.36	1	flee	squad-8	0	bot-26
59858	bot-3	alpha	S34r-2310	state	-14.13	21.49	114	0.00	0.00		0		squad-1	2	bot-21
59858	bot-3	alpha	P34r-2310	state	-14.13	21.49	114	0.00	0.00		0		squad-1	2	bot-21
59858	bot-28	alpha	S10r-4310	state+ammo	-16.51	0.74	187	0.00	0.00		0		squad-10	0	bot-28
59875	bot-3	alpha	S34r-2310	state	-14.13	21.49	113	0.00	0.00		0		squad-1	2	bot-21
59875	bot-3	alpha	P34r-2310	state	-14.13	21.49	113	0.00	0.00		0		squad-1	2	bot-21
59893	bot-3	alpha	S34r-2310	state	-14.13	21.49	111	0.00	0.00		0		squad-1	2	bot-21
59893	bot-3	alpha	P34r-2310	state	-14.13	21.49	111	0.00	0.00		0		squad-1	2	bot-21
59911	bot-3	alpha	S34r-2310	state	-14.13	21.49	110	0.00	0.00		0		squad-1	2	bot-21
59911	bot-3	alpha	P34r-2310	state	-14.13	21.49	110	0.00	0.00		0		squad-1	2	bot-21
59935	bot-3	alpha	S34r-2310	state	-14.13	21.49	109	0.00	0.00		0		squad-1	2	bot-21
59935	bot-3	alpha	P34r-2310	state	-14.13	21.49	109	0.00	0.00		0		squad-1	2	bot-21
59949	bot-3	alpha	S34r-2310	state	-14.13	21.49	107	0.00	0.00		0		squad-1	2	bot-21
59949	bot-3	alpha	P34r-2310	state	-14.13	21.49	107	0.00	0.00		0		squad-1	2	bot-21
59959	bot-3	alpha	S34r-2310	state	-14.13	21.49	106	0.00	0.00		0		squad-1	2	bot-21
59959	bot-3	alpha	P34r-2310	state	-14.13	21.49	106	0.00	0.00		0		squad-1	2	bot-21
59974	bot-3	alpha	S34r-2310	state	-14.13	21.49	105	0.00	0.00		0		squad-1	2	bot-21
59974	bot-3	alpha	P34r-2310	state	-14.13	21.49	105	0.00	0.00		0		squad-1	2	bot-21
59990	bot-3	alpha	S34r-2310	state	-14.13	21.49	104	0.00	0.00		0		squad-1	2	bot-21
59990	bot-3	alpha	P34r-2310	state	-14.13	21.49	104	0.00	0.00		0		squad-1	2	bot-21
60009	bot-3	alpha	S34r-2310	state	-14.13	21.49	102	0.00	0.00		0		squad-1	2	bot-21
60009	bot-3	alpha	P34r-2310	state	-14.13	21.49	102	0.00	0.00		0		squad-1	2	bot-21
60009	bot-27	bravo	S39r-4410	state+latches	-11.16	-6.24	24	0.00	0.00		0		squad-8	0	
60033	bot-3	alpha	C34r-2310	state	-14.13	21.49	101	0.00	0.00		0		squad-1	2	bot-21
60051	bot-3	alpha	S34r-2310	state	-14.13	21.49	99	0.00	0.00		0		squad-1	2	bot-21
60051	bot-3	alpha	P34r-2310	state	-14.13	21.49	99	0.00	0.00		0		squad-1	2	bot-21
60063	bot-3	alpha	S34r-2310	state	-14.13	21.49	98	0.00	0.00		0		squad-1	2	bot-21
60063	bot-3	alpha	P34r-2310	state	-14.13	21.49	98	0.00	0.00		0		squad-1	2	bot-21
60075	bot-3	alpha	S34r-2310	state	-14.13	21.49	97	0.00	0.00		0		squad-1	2	bot-21
60075	bot-3	alpha	P34r-2310	state	-14.13	21.49	97	0.00	0.00		0		squad-1	2	bot-21
60090	bot-3	alpha	S34r-2310	state	-14.13	21.49	96	0.00	0.00		0		squad-1	2	bot-21
60090	bot-3	alpha	P34r-2310	state	-14.13	21.49	96	0.00	0.00		0		squad-1	2	bot-21
60112	bot-3	alpha	S34r-2310	state	-14.13	21.49	95	0.00	0.00		0		squad-1	2	bot-21
60112	bot-3	alpha	P34r-2310	state	-14.13	21.49	95	0.00	0.00		0		squad-1	2	bot-21
60126	bot-3	alpha	S34r-2310	state	-14.13	21.49	93	0.00	0.00		0		squad-1	2	bot-21
60126	bot-3	alpha	P34r-2310	state	-14.13	21.49	93	0.00	0.00		0		squad-1	2	bot-21
60140	bot-3	alpha	S34r-2310	state	-14.13	21.49	92	0.00	0.00		0		squad-1	2	bot-21
60140	bot-3	alpha	P34r-2310	state	-14.13	21.49	92	0.00	0.00		0		squad-1	2	bot-21
60157	bot-3	alpha	S34r-2310	state	-14.13	21.49	91	0.00	0.00		0		squad-1	2	bot-21
60157	bot-3	alpha	P34r-2310	state	-14.13	21.49	91	0.00	0.00		0		squad-1	2	bot-21
60174	bot-3	alpha	S34r-2310	state	-14.13	21.49	90	0.00	0.00		0		squad-1	2	bot-21
60174	bot-3	alpha	P34r-2310	state	-14.13	21.49	90	0.00	0.00		0		squad-1	2	bot-21
60190	bot-3	alpha	S34r-2310	state	-14.13	21.49	88	0.00	0.00		0		squad-1	2	bot-21
60190	bot-3	alpha	P34r-2310	state	-14.13	21.49	88	0.00	0.00		0		squad-1	2	bot-21
60207	bot-3	alpha	S34r-2310	state	-14.13	21.49	87	0.00	0.00		0		squad-1	2	bot-21
60207	bot-3	alpha	P34r-2310	state	-14.13	21.49	87	0.00	0.00		0		squad-1	2	bot-21
60224	bot-3	alpha	S32r-2310	state+score	-14.13	21.49	86	0.00	0.00		0		squad-1	2	bot-21
60224	bot-3	alpha	P32r-2310	state	-14.13	21.49	86	0.00	0.00		0		squad-1	2	bot-21
60224	bot-5	alpha	S21r-4420	tier+score	-7.27	1.16	169	0.19	0.01	8.12	3	seek	squad-1	3	bot-21
60224	bot-14	alpha	S35r-2320	score	-8.97	22.90	95	2.50	1.04	20.04	6	seek	squad-1	1	bot-21
60224	bot-16	alpha	G21m-43B2	tier+score	-9.95	1.05	260	0.00	0.00		0		squad-1	4	bot-21
60224	bot-21	alpha	E48rm4120	tier+score+element	-0.73	17.29	78	0.08	0.00		0		squad-1	0	bot-21
60224	bot-25	alpha	M38m-44B0	score	0.77	18.11	42	5.57	3.30	1.48	1	medic	squad-1	5	bot-21
60224	bot-27	bravo	S38r-4410	score	-10.98	-6.00	24	1.31	0.31	25.13	5	seek	squad-8	0	
60240	bot-3	alpha	S32r-2310	state	-14.13	21.49	84	0.00	0.00		0		squad-1	2	bot-21
60240	bot-3	alpha	P32r-2310	state	-14.13	21.49	84	0.00	0.00		0		squad-1	2	bot-21
60240	bot-14	alpha	S45rm2320	tier+element	-8.95	22.86	94	2.46	0.04	20.02	6	seek	squad-1	1	bot-21
60240	bot-21	alpha	H48rm4120	state	-0.73	17.29	78	0.08	0.00		0		squad-1	0	bot-21
60257	bot-3	alpha	S32r-2310	state	-14.13	21.49	83	0.00	0.00		0		squad-1	2	bot-21
60257	bot-3	alpha	P32r-2310	state	-14.13	21.49	83	0.00	0.00		0		squad-1	2	bot-21
60257	bot-27	bravo	A38r-4410	state	-10.96	-5.96	24	2.38	0.04	25.10	5	seek	squad-8	0	
60257	bot-28	alpha	S21r-4310	tier+score	-15.86	0.31	190	3.15	0.78	9.45	4	seek	squad-10	0	bot-28
60274	bot-3	alpha	S32r-2310	state	-14.13	21.49	82	0.00	0.00		0		squad-1	2	bot-21
60274	bot-3	alpha	P32r-2310	state	-14.13	21.49	82	0.00	0.00		0		squad-1	2	bot-21
60290	bot-3	alpha	S32r-2310	state	-14.13	21.49	80	0.00	0.00		0		squad-1	2	bot-21
60290	bot-3	alpha	P32r-2310	state	-14.13	21.49	80	0.00	0.00		0		squad-1	2	bot-21
60290	bot-27	bravo	A38r-441G	latches	-10.96	-5.96	24	0.00	0.00		0		squad-8	0	
60307	bot-3	alpha	S32r-2310	state	-14.13	21.49	79	0.00	0.00		0		squad-1	2	bot-21
60307	bot-3	alpha	P32r-2310	state	-14.13	21.49	79	0.00	0.00		0		squad-1	2	bot-21
60325	bot-3	alpha	S32r-2310	state	-14.13	21.49	78	0.00	0.00		0		squad-1	2	bot-21
60325	bot-3	alpha	P32r-2310	state	-14.13	21.49	78	0.00	0.00		0		squad-1	2	bot-21
60340	bot-3	alpha	S32r-2310	state	-14.13	21.49	76	0.00	0.00		0		squad-1	2	bot-21
60340	bot-3	alpha	P32r-2310	state	-14.13	21.49	76	0.00	0.00		0		squad-1	2	bot-21
60362	bot-3	alpha	S32r-2310	state	-14.13	21.49	75	0.00	0.00		0		squad-1	2	bot-21
60362	bot-3	alpha	P32r-2310	state	-14.13	21.49	75	0.00	0.00		0		squad-1	2	bot-21
60376	bot-3	alpha	S32r-2310	state	-14.13	21.49	74	0.00	0.00		0		squad-1	2	bot-21
60376	bot-3	alpha	P32r-2310	state	-14.13	21.49	74	0.00	0.00		0		squad-1	2	bot-21
60376	bot-27	bravo	A38r-4410	latches	-10.96	-5.96	21	0.01	0.00		0		squad-8	0	
60396	bot-3	alpha	S32r-2310	state	-14.13	21.49	73	0.00	0.00		0		squad-1	2	bot-21
60396	bot-3	alpha	P32r-2310	state	-14.13	21.49	73	0.00	0.00		0		squad-1	2	bot-21
60411	bot-3	alpha	S32r-2310	state	-14.13	21.49	71	0.00	0.00		0		squad-1	2	bot-21
60411	bot-3	alpha	P32r-2310	state	-14.13	21.49	71	0.00	0.00		0		squad-1	2	bot-21
60411	bot-25	alpha	M48mm44B0	tier+element	0.02	17.80	27	4.30	0.81	0.68	1	medic	squad-1	5	bot-21
60428	bot-3	alpha	S32r-2310	state	-14.13	21.49	70	0.00	0.00		0		squad-1	2	bot-21
60428	bot-3	alpha	P32r-2310	state	-14.13	21.49	70	0.00	0.00		0		squad-1	2	bot-21
60444	bot-1	alpha	D00r--000	tick	-19.31	14.01	96	0.00	0.00	6.86	0		squad-1	-1	bot-21
60444	bot-3	alpha	S32r-2310	state	-14.13	21.49	68	0.00	0.00		0		squad-1	2	bot-21
60444	bot-3	alpha	P32r-2310	state	-14.13	21.49	68	0.00	0.00		0		squad-1	2	bot-21
60459	bot-3	alpha	S32r-2310	state	-14.13	21.49	67	0.00	0.00		0		squad-1	2	bot-21
60459	bot-3	alpha	P32r-2310	state	-14.13	21.49	67	0.00	0.00		0		squad-1	2	bot-21
60476	bot-3	alpha	S32r-2310	state	-14.13	21.49	66	0.00	0.00		0		squad-1	2	bot-21
60476	bot-3	alpha	P32r-2310	state	-14.13	21.49	66	0.00	0.00		0		squad-1	2	bot-21
60493	bot-3	alpha	S32r-2310	state	-14.13	21.49	65	0.00	0.00		0		squad-1	2	bot-21
60493	bot-3	alpha	P32r-2310	state	-14.13	21.49	65	0.00	0.00		0		squad-1	2	bot-21
60509	bot-3	alpha	S32r-2310	state	-14.13	21.49	63	0.00	0.00		0		squad-1	2	bot-21
60509	bot-3	alpha	P32r-2310	state	-14.13	21.49	63	0.00	0.00		0		squad-1	2	bot-21
60528	bot-3	alpha	S32r-2310	state	-14.13	21.49	62	0.00	0.00		0		squad-1	2	bot-21
60528	bot-3	alpha	P32r-2310	state	-14.13	21.49	62	0.00	0.00		0		squad-1	2	bot-21
60543	bot-3	alpha	S32r-2310	state	-14.13	21.49	61	0.00	0.00		0		squad-1	2	bot-21
60543	bot-3	alpha	P32r-2310	state	-14.13	21.49	61	0.00	0.00		0		squad-1	2	bot-21
60562	bot-3	alpha	S32r-2310	state	-14.13	21.49	60	0.00	0.00		0		squad-1	2	bot-21
60562	bot-3	alpha	P32r-2310	state	-14.13	21.49	60	0.00	0.00		0		squad-1	2	bot-21
60562	bot-18	bravo	P00r-3310	tick	16.62	22.91	198	2.55	0.30	1.71	1	squad	squad-2	1	bot-17
60582	bot-3	alpha	S32r-2310	state	-14.13	21.49	58	0.00	0.00		0		squad-1	2	bot-21
60582	bot-3	alpha	P32r-2310	state	-14.13	21.49	58	0.00	0.00		0		squad-1	2	bot-21
60582	bot-17	bravo	P00r-4410	tick	13.06	20.32	239	1.70	1.94	2.33	2	packseek	squad-2	0	bot-17
60605	bot-3	alpha	S32r-2310	state	-14.13	21.49	56	0.00	0.00		0		squad-1	2	bot-21
60605	bot-3	alpha	P32r-2310	state	-14.13	21.49	56	0.00	0.00		0		squad-1	2	bot-21
60616	bot-3	alpha	S32r-2310	state	-14.13	21.49	55	0.00	0.00		0		squad-1	2	bot-21
60616	bot-3	alpha	P32r-2310	state	-14.13	21.49	55	0.00	0.00		0		squad-1	2	bot-21
60635	bot-3	alpha	S32r-2310	state	-14.13	21.49	54	0.00	0.00		0		squad-1	2	bot-21
60635	bot-3	alpha	P32r-2310	state	-14.13	21.49	54	0.00	0.00		0		squad-1	2	bot-21
60651	bot-3	alpha	S32r-2310	state	-14.13	21.49	52	0.00	0.00		0		squad-1	2	bot-21
60651	bot-3	alpha	P32r-2310	state	-14.13	21.49	52	0.00	0.00		0		squad-1	2	bot-21
60673	bot-3	alpha	S32r-2310	state	-14.13	21.49	51	0.00	0.00		0		squad-1	2	bot-21
60673	bot-3	alpha	P32r-2310	state	-14.13	21.49	51	0.00	0.00		0		squad-1	2	bot-21
60673	bot-29	bravo	P00m-0420	initial	0.55	14.55	0	0.00			0			-1	
60673	bot-30	alpha	P00r-0410	initial	-13.45	-1.45	0	0.00			0			-1	
60690	bot-3	alpha	S32r-2310	state	-14.13	21.49	49	0.00	0.00		0		squad-1	2	bot-21
60690	bot-3	alpha	P32r-2310	state	-14.13	21.49	49	0.00	0.00		0		squad-1	2	bot-21
60690	bot-21	alpha	E48rb4120	state+element	-0.84	17.23	77	0.00	0.12		0		squad-1	0	bot-21
60690	bot-27	bravo	E38r-4410	state	-10.96	-5.96	5	0.00	0.00		0		squad-8	0	
60690	bot-28	alpha	S21r-4320	packs	-15.54	-0.81	195	2.00	1.16	8.67	3	seek	squad-10	0	bot-28
60690	bot-29	bravo	S00m-4420	state+ammo	0.55	14.55	0	0.00	0.00		0		squad-8	1	
60690	bot-30	alpha	S21r-4410	state+tier+score+ammo	-13.45	-1.45	0	0.00	0.00		0		squad-10	1	bot-28
60713	bot-3	alpha	S32r-2310	state	-14.13	21.49	48	0.00	0.00		0		squad-1	2	bot-21
60713	bot-3	alpha	P32r-2310	state	-14.13	21.49	48	0.00	0.00		0		squad-1	2	bot-21
60713	bot-14	alpha	C45rm2320	state	-8.35	21.95	90	2.39	1.09	19.40	6	seek	squad-1	1	bot-21
60713	bot-21	alpha	E48rb4129	latches	-0.89	17.19	85	1.63	0.06	7.21	3	flee	squad-1	0	bot-21
60713	bot-27	bravo	E38r-4411	latches	-10.91	-6.01	357	1.47	0.06	3.47	1	flee	squad-8	0	
60736	bot-3	alpha	S32r-2310	state	-14.13	21.49	46	0.00	0.00		0		squad-1	2	bot-21
60736	bot-3	alpha	P32r-2310	state	-14.13	21.49	46	0.00	0.00		0		squad-1	2	bot-21
60736	bot-14	alpha	C45rm2322	latches	-8.35	21.78	102	3.81	0.17	9.18	7	cover	squad-1	1	bot-21
60736	bot-29	bravo	C00m-4420	state	0.46	14.59	10	1.36	0.10	9.72	7	seek	squad-8	1	
60736	bot-30	alpha	A21r-4410	state	-13.55	-1.41	350	0.81	0.10	4.66	4	seek	squad-10	1	bot-28
60755	bot-3	alpha	S32r-2310	state	-14.13	21.49	45	0.00	0.00		0		squad-1	2	bot-21
60755	bot-3	alpha	P32r-2310	state	-14.13	21.49	45	0.00	0.00		0		squad-1	2	bot-21
60755	bot-29	bravo	C00m-4422	latches	0.38	14.51	359	2.51	0.11	5.69	9	cover	squad-8	1	
60772	bot-3	alpha	S32r-2310	state	-14.13	21.49	43	0.00	0.00		0		squad-1	2	bot-21
60772	bot-3	alpha	P32r-2310	state	-14.13	21.49	43	0.00	0.00		0		squad-1	2	bot-21
60789	bot-3	alpha	S32r-2310	state	-14.13	21.49	42	0.00	0.00		0		squad-1	2	bot-21
60789	bot-3	alpha	P32r-2310	state	-14.13	21.49	42	0.00	0.00		0		squad-1	2	bot-21
60810	bot-3	alpha	S32r-2310	state	-14.13	21.49	40	0.00	0.00		0		squad-1	2	bot-21
60810	bot-3	alpha	P32r-2310	state	-14.13	21.49	40	0.00	0.00		0		squad-1	2	bot-21
60828	bot-3	alpha	S32r-2310	state	-14.13	21.49	39	0.00	0.00		0		squad-1	2	bot-21
60828	bot-3	alpha	P32r-2310	state	-14.13	21.49	39	0.00	0.00		0		squad-1	2	bot-21
60852	bot-3	alpha	S32r-2310	state	-14.13	21.49	37	0.00	0.00		0		squad-1	2	bot-21
60852	bot-3	alpha	P32r-2310	state	-14.13	21.49	37	0.00	0.00		0		squad-1	2	bot-21
60865	bot-3	alpha	C32r-2310	state	-14.13	21.49	36	0.00	0.00		0		squad-1	2	bot-21
60880	bot-3	alpha	S32r-2310	state	-14.13	21.49	34	0.00	0.00		0		squad-1	2	bot-21
60880	bot-3	alpha	P32r-2310	state	-14.13	21.49	34	0.00	0.00		0		squad-1	2	bot-21
60904	bot-3	alpha	S32r-2310	state	-14.13	21.49	35	0.00	0.00		0		squad-1	2	bot-21
60904	bot-3	alpha	P32r-2310	state	-14.13	21.49	35	0.00	0.00		0		squad-1	2	bot-21
60923	bot-3	alpha	S32r-2310	state	-14.13	21.49	37	0.00	0.00		0		squad-1	2	bot-21
60923	bot-3	alpha	P32r-2310	state	-14.13	21.49	37	0.00	0.00		0		squad-1	2	bot-21
60938	bot-3	alpha	S32r-2310	state	-14.13	21.49	39	0.00	0.00		0		squad-1	2	bot-21
60938	bot-3	alpha	P32r-2310	state	-14.13	21.49	39	0.00	0.00		0		squad-1	2	bot-21
60957	bot-3	alpha	S32r-2310	state	-14.13	21.49	40	0.00	0.00		0		squad-1	2	bot-21
60957	bot-3	alpha	P32r-2310	state	-14.13	21.49	40	0.00	0.00		0		squad-1	2	bot-21
60976	bot-3	alpha	S32r-2310	state	-14.13	21.49	41	0.00	0.00		0		squad-1	2	bot-21
60976	bot-3	alpha	P32r-2310	state	-14.13	21.49	41	0.00	0.00		0		squad-1	2	bot-21
60995	bot-3	alpha	S32r-2310	state	-14.13	21.49	43	0.00	0.00		0		squad-1	2	bot-21
60995	bot-3	alpha	P32r-2310	state	-14.13	21.49	43	0.00	0.00		0		squad-1	2	bot-21
61020	bot-3	alpha	S32r-2310	state	-14.13	21.49	44	0.00	0.00		0		squad-1	2	bot-21
61020	bot-3	alpha	P32r-2310	state	-14.13	21.49	44	0.00	0.00		0		squad-1	2	bot-21
61038	bot-3	alpha	S32r-2310	state	-14.13	21.49	46	0.00	0.00		0		squad-1	2	bot-21
61038	bot-3	alpha	P32r-2310	state	-14.13	21.49	46	0.00	0.00		0		squad-1	2	bot-21
61061	bot-3	alpha	S32r-2310	state	-14.13	21.49	48	0.00	0.00		0		squad-1	2	bot-21
61061	bot-3	alpha	P32r-2310	state	-14.13	21.49	48	0.00	0.00		0		squad-1	2	bot-21
61080	bot-3	alpha	S32r-2310	state	-14.13	21.49	50	0.00	0.00		0		squad-1	2	bot-21
61080	bot-3	alpha	P32r-2310	state	-14.13	21.49	50	0.00	0.00		0		squad-1	2	bot-21
61106	bot-3	alpha	S32r-2310	state	-14.13	21.49	51	0.00	0.00		0		squad-1	2	bot-21
61106	bot-3	alpha	P32r-2310	state	-14.13	21.49	51	0.00	0.00		0		squad-1	2	bot-21
61106	bot-16	alpha	S21m-43B0	state+latches	-11.95	1.14	184	0.55	2.00		0		squad-1	4	bot-21
61106	bot-29	bravo	A00m-4420	state+latches	-0.33	13.62	357	4.15	1.14	6.54	9	cover	squad-8	1	
61134	bot-3	alpha	S32r-2310	state	-14.13	21.49	53	0.00	0.00		0		squad-1	2	bot-21
61134	bot-3	alpha	P32r-2310	state	-14.13	21.49	53	0.00	0.00		0		squad-1	2	bot-21
61156	bot-3	alpha	S32r-2310	state	-14.13	21.49	55	0.00	0.00		0		squad-1	2	bot-21
61156	bot-3	alpha	P32r-2310	state	-14.13	21.49	55	0.00	0.00		0		squad-1	2	bot-21
61177	bot-3	alpha	S32r-2310	state	-14.13	21.49	57	0.00	0.00		0		squad-1	2	bot-21
61177	bot-3	alpha	P32r-2310	state	-14.13	21.49	57	0.00	0.00		0		squad-1	2	bot-21
61196	bot-3	alpha	S32r-2310	state	-14.13	21.49	58	0.00	0.00		0		squad-1	2	bot-21
61196	bot-3	alpha	P32r-2310	state	-14.13	21.49	58	0.00	0.00		0		squad-1	2	bot-21
61196	bot-28	alpha	S32r-4320	tier+score	-15.97	-1.54	227	1.61	0.86	7.81	2	seek	squad-10	0	bot-28
61196	bot-30	alpha	A32r-4310	tier+score+health	-13.55	-1.41	41	0.00	0.01		0		squad-10	1	bot-28
61225	bot-3	alpha	S32r-2310	state	-14.13	21.49	60	0.00	0.00		0		squad-1	2	bot-21
61225	bot-3	alpha	P32r-2310	state	-14.13	21.49	60	0.00	0.00		0		squad-1	2	bot-21
61225	bot-5	alpha	S32r-4420	tier+score	-7.28	1.17	235	0.42	0.01	8.11	3	seek	squad-1	3	bot-21
61225	bot-14	alpha	A45rm2320	state+latches	-8.41	19.83	128	4.57	1.94	9.07	7	cover	squad-1	1	bot-21
61225	bot-16	alpha	C32m-43B0	state+tier+score	-12.21	1.22	214	2.42	0.27	4.60	3	seek	squad-1	4	bot-21
61225	bot-29	bravo	A10m-4420	tier	-0.34	13.63	353	0.02	0.01		0		squad-8	1	
61243	bot-3	alpha	S32r-2310	state	-14.13	21.49	62	0.00	0.00		0		squad-1	2	bot-21
61243	bot-3	alpha	P32r-2310	state	-14.13	21.49	62	0.00	0.00		0		squad-1	2	bot-21
61243	bot-16	alpha	C32m-43B2	latches	-12.02	1.24	202	4.04	0.19	2.08	1	cover	squad-1	4	bot-21
61262	bot-3	alpha	S32r-2310	state	-14.13	21.49	64	0.00	0.00		0		squad-1	2	bot-21
61262	bot-3	alpha	P32r-2310	state	-14.13	21.49	64	0.00	0.00		0		squad-1	2	bot-21
61279	bot-3	alpha	S32r-2310	state	-14.13	21.49	65	0.00	0.00		0		squad-1	2	bot-21
61279	bot-3	alpha	P32r-2310	state	-14.13	21.49	65	0.00	0.00		0		squad-1	2	bot-21
61298	bot-3	alpha	S32r-2310	state	-14.13	21.49	66	0.00	0.00		0		squad-1	2	bot-21
61298	bot-3	alpha	P32r-2310	state	-14.13	21.49	66	0.00	0.00		0		squad-1	2	bot-21
61316	bot-3	alpha	S32r-2310	state	-14.13	21.49	68	0.00	0.00		0		squad-1	2	bot-21
61316	bot-3	alpha	P32r-2310	state	-14.13	21.49	68	0.00	0.00		0		squad-1	2	bot-21
61316	bot-28	alpha	S33r-4320	score	-16.11	-1.66	227	1.48	0.18	7.64	2	seek	squad-10	0	bot-28
61316	bot-30	alpha	E33r-4210	state+score+health	-13.55	-1.41	41	0.00	0.00		0		squad-10	1	bot-28
61332	bot-3	alpha	S32r-2310	state	-14.13	21.49	69	0.00	0.00		0		squad-1	2	bot-21
61332	bot-3	alpha	P32r-2310	state	-14.13	21.49	69	0.00	0.00		0		squad-1	2	bot-21
61332	bot-5	alpha	S33r-4420	score	-7.27	1.16	235	0.15	0.01	8.12	3	seek	squad-1	3	bot-21
61332	bot-16	alpha	C33m-43B2	score	-11.63	1.23	179	4.62	0.39	1.69	1	cover	squad-1	4	bot-21
61332	bot-30	alpha	E33r-4219	latches	-13.54	-1.39	41	0.68	0.02	1.44	2	flee	squad-10	1	bot-28
61357	bot-3	alpha	P00r-2310	tier+score	-14.13	21.49	71	0.00	0.00		0		squad-1	2	bot-21
61357	bot-14	alpha	A00r-2320	tier+score+element	-8.41	19.83	128	0.00	0.00		0		squad-1	1	bot-21
