t_ms	type	attacker	attacker_team	victim	victim_team	weapon	cause	amount	victim_health	ax	az	vx	vz	dist
19903	damage	bot-212	bravo	bot-222	alpha	cz_805_bren	bullet	24.00	52.00	10.84	26.86	20.28	23.78	9.93
20020	damage	bot-212	bravo	bot-222	alpha	cz_805_bren	bullet	24.00	28.00	10.53	27.19	20.41	23.89	10.42
20096	kill	bot-222	alpha	bot-212	bravo	m1911	bullet	33.00	0.00	20.50	23.97	10.26	27.49	10.82
26146	damage	bot-224	bravo	bot-223	alpha	five_seven	bullet	20.00	80.00	-14.72	30.53	-17.36	10.44	20.26
26500	damage	bot-113	bravo	bot-223	alpha	cz_805_bren	bullet	24.00	56.00	-32.79	33.21	-18.05	10.81	26.81
26570	damage	bot-223	alpha	bot-180	bravo	cz_805_bren	bullet	24.00	48.11	-17.81	10.72	-15.08	8.67	3.42
26631	damage	bot-113	bravo	bot-223	alpha	cz_805_bren	bullet	24.00	32.00	-32.79	33.21	-17.57	10.63	27.23
26682	damage	bot-224	bravo	bot-223	alpha	five_seven	bullet	20.00	12.00	-14.77	30.38	-17.09	10.44	20.08
26837	kill	bot-224	bravo	bot-223	alpha	five_seven	bullet	20.00	0.00	-14.80	30.38	-16.61	10.26	20.20
29395	damage	bot-196	bravo	bot-225	alpha	five_seven	bullet	20.00	80.00	-25.67	-4.24	-3.51	4.27	23.74
29561	damage	bot-196	bravo	bot-225	alpha	five_seven	bullet	20.00	60.00	-25.67	-4.23	-3.59	4.54	23.75
29742	damage	bot-196	bravo	bot-225	alpha	five_seven	bullet	20.00	40.00	-25.67	-4.21	-3.08	4.23	24.11
29821	damage	bot-225	alpha	bot-180	bravo	cz_805_bren	bullet	24.00	48.23	-2.87	4.11	-14.66	8.18	12.47
30103	damage	bot-196	bravo	bot-225	alpha	five_seven	bullet	20.00	20.00	-25.67	-4.20	-1.77	3.48	25.10
30103	damage	bot-225	alpha	bot-180	bravo	cz_805_bren	bullet	24.00	24.23	-1.77	3.48	-15.04	9.25	14.47
30314	kill	bot-196	bravo	bot-225	alpha	five_seven	bullet	20.00	0.00	-25.67	-4.20	-1.33	3.22	25.44
38153	kill	bot-222	alpha	bot-200	bravo	m24	bullet	95.00	0.00	16.84	19.54	-26.53	-28.57	64.78
41377	damage	bot-196	bravo	bot-226	alpha	five_seven	bullet	20.00	80.00	-15.96	-2.84	9.49	15.59	31.42
41598	damage	bot-196	bravo	bot-226	alpha	five_seven	bullet	20.00	60.00	-15.96	-2.84	9.50	15.59	31.43
41960	damage	bot-196	bravo	bot-226	alpha	five_seven	bullet	20.00	40.00	-15.96	-2.84	10.19	16.00	32.23
42201	damage	bot-196	bravo	bot-226	alpha	five_seven	bullet	20.00	20.00	-15.96	-2.84	10.44	16.39	32.66
43741	damage	bot-226	alpha	bot-228	bravo	five_seven	bullet	20.00	80.00	11.58	18.42	7.49	14.21	5.87
43992	damage	bot-226	alpha	bot-228	bravo	five_seven	bullet	20.00	60.00	11.82	18.89	7.19	14.18	6.60
44395	damage	bot-221	bravo	bot-229	alpha	cz_805_bren	bullet	24.00	76.00	-8.42	-5.82	-1.77	9.80	16.98
44510	damage	bot-196	bravo	bot-229	alpha	five_seven	bullet	20.00	56.00	-15.96	-2.66	-1.77	9.80	18.88
44510	damage	bot-221	bravo	bot-229	alpha	cz_805_bren	bullet	24.00	32.00	-8.42	-5.82	-1.77	9.80	16.98
44649	kill	bot-208	bravo	bot-229	alpha	m24	bullet	95.00	0.00	-18.04	21.04	-1.77	9.80	19.78
46065	damage	bot-221	bravo	bot-222	alpha	cz_805_bren	bullet	24.00	48.77	-7.96	-5.84	15.17	13.56	30.19
46226	damage	bot-221	bravo	bot-222	alpha	cz_805_bren	bullet	24.00	24.77	-7.96	-5.84	15.69	13.18	30.34
46226	damage	bot-227	alpha	bot-152	bravo	five_seven	bullet	20.00	63.47	-7.42	-26.67	-1.52	-33.34	8.91
46294	damage	bot-196	bravo	bot-222	alpha	five_seven	bullet	20.00	4.77	-15.89	-2.93	15.88	13.03	35.56
46388	damage	bot-227	alpha	bot-152	bravo	five_seven	bullet	20.00	43.47	-7.42	-26.67	-1.52	-33.34	8.91
46440	kill	bot-196	bravo	bot-222	alpha	five_seven	bullet	20.00	0.00	-15.89	-2.93	16.05	12.87	35.64
46562	damage	bot-227	alpha	bot-152	bravo	five_seven	bullet	20.00	23.47	-7.42	-26.67	-0.94	-33.58	9.48
46769	damage	bot-227	alpha	bot-152	bravo	five_seven	bullet	20.00	3.47	-7.42	-26.67	-0.53	-33.74	9.87
46923	kill	bot-227	alpha	bot-152	bravo	five_seven	bullet	20.00	0.00	-7.42	-26.67	0.10	-33.99	10.50
49471	damage	bot-113	bravo	bot-230	alpha	cz_805_bren	bullet	24.00	76.00	-32.79	33.21	-31.61	16.35	16.90
49593	damage	bot-113	bravo	bot-230	alpha	cz_805_bren	bullet	24.00	52.00	-32.79	33.21	-31.56	16.14	17.12
51726	damage	bot-226	alpha	bot-231	bravo	five_seven	bullet	20.00	80.00	12.91	18.96	15.68	-27.89	46.94
51871	damage	bot-226	alpha	bot-231	bravo	five_seven	bullet	20.00	60.00	12.91	18.96	15.64	-27.70	46.74
52028	damage	bot-226	alpha	bot-231	bravo	five_seven	bullet	20.00	40.00	12.91	18.96	15.77	-27.72	46.77
54237	damage	bot-113	bravo	bot-226	alpha	cz_805_bren	bullet	24.00	48.26	-32.79	33.21	12.58	17.53	48.00
54357	damage	bot-113	bravo	bot-226	alpha	cz_805_bren	bullet	24.00	24.26	-32.79	33.21	12.72	17.40	48.17
54747	damage	bot-227	alpha	bot-221	bravo	m24	bullet	95.00	5.00	-0.03	-32.41	-2.31	1.08	33.56
55047	damage	bot-221	bravo	bot-232	alpha	cz_805_bren	bullet	24.00	76.00	-2.65	1.49	8.85	11.32	15.12
55255	damage	bot-232	alpha	bot-228	bravo	five_seven	bullet	20.00	75.14	8.85	11.32	3.11	3.06	10.06
55464	damage	bot-232	alpha	bot-228	bravo	five_seven	bullet	20.00	55.14	8.85	11.32	3.15	2.89	10.17
55535	kill	bot-226	alpha	bot-221	bravo	five_seven	bullet	20.00	0.00	16.11	14.42	-3.73	3.06	22.87
55666	damage	bot-232	alpha	bot-228	bravo	five_seven	bullet	20.00	35.14	8.85	11.32	2.68	3.26	10.15
55781	damage	bot-113	bravo	bot-230	alpha	five_seven	bullet	20.00	52.16	-32.79	33.21	-27.40	12.43	21.47
55853	damage	bot-232	alpha	bot-228	bravo	five_seven	bullet	20.00	15.14	8.85	11.32	2.45	3.40	10.18
55927	damage	bot-113	bravo	bot-230	alpha	five_seven	bullet	20.00	32.16	-32.79	33.21	-27.38	11.92	21.97
56068	kill	bot-232	alpha	bot-228	bravo	five_seven	bullet	20.00	0.00	8.85	11.32	2.16	3.44	10.34
56263	damage	bot-113	bravo	bot-230	alpha	five_seven	bullet	20.00	12.16	-32.79	33.21	-27.35	10.68	23.18
56413	kill	bot-113	bravo	bot-230	alpha	five_seven	bullet	20.00	0.00	-32.79	33.21	-27.30	9.96	23.89
56544	damage	bot-232	alpha	bot-198	bravo	five_seven	bullet	20.00	80.00	8.88	11.28	-16.54	-28.35	47.08
57005	damage	bot-113	bravo	bot-232	alpha	five_seven	bullet	20.00	56.00	-32.79	33.21	8.88	11.28	47.08
57005	damage	bot-180	bravo	bot-227	alpha	m24	bullet	95.00	5.00	-2.26	11.25	-0.01	-32.43	43.74
57161	damage	bot-232	alpha	bot-198	bravo	five_seven	bullet	20.00	60.00	9.01	11.16	-16.54	-28.35	47.05
57334	damage	bot-113	bravo	bot-232	alpha	five_seven	bullet	20.00	36.00	-32.79	33.21	9.30	10.88	47.65
57403	damage	bot-224	bravo	bot-232	alpha	five_seven	bullet	20.00	16.00	-2.87	9.92	9.52	10.68	12.41
57538	kill	bot-113	bravo	bot-232	alpha	five_seven	bullet	20.00	0.00	-32.79	33.21	9.73	10.49	48.21
59971	damage	bot-204	bravo	bot-226	alpha	five_seven	bullet	20.00	21.35	32.74	9.90	22.57	11.86	10.35
60169	damage	bot-204	bravo	bot-226	alpha	five_seven	bullet	20.00	4.05	32.74	9.89	22.57	11.86	10.36
60290	damage	bot-227	alpha	bot-234	bravo	five_seven	bullet	20.00	80.00	3.96	-34.37	1.62	-30.42	4.59
60350	kill	bot-204	bravo	bot-226	alpha	five_seven	bullet	20.00	0.00	32.75	9.87	22.57	11.86	10.37
60486	damage	bot-227	alpha	bot-234	bravo	five_seven	bullet	20.00	60.00	3.95	-34.37	1.81	-30.55	4.38
60663	damage	bot-180	bravo	bot-233	alpha	m24	bullet	95.00	5.00	-2.01	11.08	10.46	-22.12	35.47
60663	damage	bot-227	alpha	bot-234	bravo	five_seven	bullet	20.00	40.00	3.97	-34.37	1.43	-30.18	4.90
60824	damage	bot-227	alpha	bot-234	bravo	five_seven	bullet	20.00	20.00	3.95	-34.37	0.91	-29.65	5.61
60947	kill	bot-234	bravo	bot-227	alpha	cz_805_bren	bullet	24.00	0.00	0.59	-29.35	3.93	-34.37	6.02
61688	kill	bot-208	bravo	bot-233	alpha	m24	bullet	95.00	0.00	-6.94	18.94	10.87	-24.75	47.18
65869	damage	bot-136	bravo	bot-235	alpha	m24	bullet	95.00	5.00	34.45	-2.92	-25.98	-28.78	65.73
69781	damage	bot-113	bravo	bot-237	alpha	five_seven	bullet	20.00	80.00	-32.79	33.21	-31.70	5.72	27.52
69981	damage	bot-113	bravo	bot-237	alpha	five_seven	bullet	20.00	60.00	-32.79	33.21	-31.52	6.05	27.19
70182	damage	bot-113	bravo	bot-237	alpha	five_seven	bullet	20.00	40.00	-32.79	33.21	-31.11	5.75	27.51
72644	damage	bot-236	bravo	bot-237	alpha	five_seven	bullet	20.00	20.00	-16.11	5.48	-25.50	3.04	9.71
72914	kill	bot-236	bravo	bot-237	alpha	five_seven	bullet	20.00	0.00	-16.11	5.48	-24.97	2.98	9.21
77793	damage	bot-239	alpha	bot-204	bravo	five_seven	bullet	20.00	56.00	19.73	24.11	15.94	11.45	13.21
82176	damage	bot-239	alpha	bot-204	bravo	five_seven	bullet	20.00	36.00	19.59	24.35	16.99	7.47	17.08
82417	damage	bot-239	alpha	bot-204	bravo	five_seven	bullet	20.00	16.90	19.61	24.36	16.99	7.47	17.09
82694	kill	bot-239	alpha	bot-204	bravo	five_seven	bullet	20.00	0.00	19.62	24.37	16.99	7.47	17.10
85812	damage	bot-239	alpha	bot-196	bravo	five_seven	bullet	20.00	52.41	18.89	23.54	8.25	10.11	17.13
85959	damage	bot-239	alpha	bot-196	bravo	five_seven	bullet	20.00	32.41	18.90	23.54	8.42	10.15	16.99
85959	kill	bot-241	alpha	bot-136	bravo	cz_805_bren	bullet	24.00	0.00	30.55	-9.91	25.99	-7.70	5.06
86148	damage	bot-239	alpha	bot-196	bravo	five_seven	bullet	20.00	12.41	18.90	23.54	8.66	10.34	16.71
86303	kill	bot-239	alpha	bot-196	bravo	five_seven	bullet	20.00	0.00	18.91	23.54	9.03	10.49	16.37
91742	damage	bot-236	bravo	bot-240	alpha	five_seven	bullet	20.00	80.00	-17.84	-4.23	-5.77	-1.44	12.39
91900	damage	bot-236	bravo	bot-240	alpha	five_seven	bullet	20.00	60.00	-17.84	-4.23	-5.89	-1.26	12.31
92046	damage	bot-236	bravo	bot-240	alpha	five_seven	bullet	20.00	40.00	-17.84	-4.23	-5.36	-1.26	12.83
92181	damage	bot-238	bravo	bot-240	alpha	m1911	bullet	33.00	7.00	-17.77	1.94	-5.11	-1.35	13.08
95288	damage	bot-236	bravo	bot-245	alpha	five_seven	bullet	20.00	80.00	-15.82	-3.65	-4.33	28.46	34.10
95450	damage	bot-236	bravo	bot-245	alpha	five_seven	bullet	20.00	60.00	-15.82	-3.65	-4.33	28.34	33.99
95608	damage	bot-236	bravo	bot-245	alpha	five_seven	bullet	20.00	40.00	-15.82	-3.65	-4.20	28.46	34.14
95771	damage	bot-236	bravo	bot-245	alpha	five_seven	bullet	20.00	20.00	-15.82	-3.65	-3.93	28.67	34.43
95930	kill	bot-236	bravo	bot-245	alpha	five_seven	bullet	20.00	0.00	-15.82	-3.65	-3.53	29.00	34.88
96910	damage	bot-113	bravo	bot-235	alpha	five_seven	bullet	20.00	52.08	-16.43	20.64	-21.81	-16.73	37.76
98303	damage	bot-236	bravo	bot-243	alpha	five_seven	bullet	20.00	80.00	-14.32	-2.93	23.98	-6.56	38.47
98486	damage	bot-236	bravo	bot-243	alpha	five_seven	bullet	20.00	60.00	-14.32	-2.92	24.04	-6.59	38.54
100445	damage	bot-236	bravo	bot-247	alpha	five_seven	bullet	20.00	80.00	-13.72	-2.87	-2.84	18.02	23.55
100611	damage	bot-236	bravo	bot-247	alpha	five_seven	bullet	20.00	60.00	-13.72	-2.87	-2.76	18.00	23.58
100779	damage	bot-236	bravo	bot-247	alpha	five_seven	bullet	20.00	40.00	-13.72	-2.87	-2.71	17.99	23.59
100997	damage	bot-236	bravo	bot-247	alpha	five_seven	bullet	20.00	20.00	-13.72	-2.87	-2.62	17.97	23.61
101181	kill	bot-236	bravo	bot-247	alpha	five_seven	bullet	20.00	0.00	-13.72	-2.87	-2.35	17.92	23.70
104463	damage	bot-243	alpha	bot-238	bravo	cz_805_bren	bullet	24.00	62.02	29.05	-11.01	-17.22	2.81	48.29
104598	damage	bot-243	alpha	bot-238	bravo	cz_805_bren	bullet	24.00	38.02	29.05	-11.01	-17.22	2.81	48.29
104714	damage	bot-243	alpha	bot-238	bravo	cz_805_bren	bullet	24.00	14.02	29.05	-11.01	-17.28	2.76	48.33
117574	damage	bot-253	alpha	bot-248	bravo	five_seven	bullet	20.00	80.00	-32.43	-4.19	-13.30	-5.53	19.18
117676	damage	bot-243	alpha	bot-248	bravo	cz_805_bren	bullet	24.00	56.00	19.88	-4.72	-13.30	-5.53	33.19
117787	damage	bot-253	alpha	bot-248	bravo	five_seven	bullet	20.00	36.00	-32.43	-4.19	-13.37	-5.40	19.10
117982	damage	bot-243	alpha	bot-248	bravo	cz_805_bren	bullet	24.00	12.00	19.88	-4.72	-13.45	-5.35	33.33
117982	damage	bot-246	bravo	bot-240	alpha	five_seven	bullet	20.00	52.77	-2.24	16.67	3.43	-2.83	20.31
117982	kill	bot-253	alpha	bot-248	bravo	five_seven	bullet	20.00	0.00	-32.43	-4.19	-13.67	-5.28	18.80
118241	damage	bot-246	bravo	bot-240	alpha	five_seven	bullet	20.00	32.77	-2.24	16.67	3.54	-2.98	20.48
118444	damage	bot-246	bravo	bot-240	alpha	five_seven	bullet	20.00	12.77	-2.24	16.67	3.58	-3.03	20.55
118666	kill	bot-246	bravo	bot-240	alpha	five_seven	bullet	20.00	0.00	-2.24	16.67	3.58	-3.02	20.54
120756	damage	bot-180	bravo	bot-254	alpha	m1911	bullet	33.00	67.00	13.46	23.92	10.75	20.75	4.17
120756	damage	bot-254	alpha	bot-180	bravo	m1911	bullet	33.00	39.29	10.75	20.75	13.61	24.08	4.40
121183	damage	bot-208	bravo	bot-249	alpha	m24	bullet	95.00	5.00	-16.98	9.62	20.13	-9.38	41.69
121481	damage	bot-255	bravo	bot-251	alpha	five_seven	bullet	20.00	80.00	29.28	-11.26	23.45	-13.06	6.10
121774	damage	bot-251	alpha	bot-208	bravo	cz_805_bren	bullet	24.00	48.12	23.45	-13.06	-16.96	9.66	46.36
121774	damage	bot-255	bravo	bot-251	alpha	five_seven	bullet	20.00	60.00	29.28	-11.26	23.45	-13.06	6.10
121934	damage	bot-255	bravo	bot-251	alpha	five_seven	bullet	20.00	40.00	29.28	-11.26	23.39	-13.01	6.14
122620	damage	bot-254	alpha	bot-224	bravo	m1911	bullet	33.00	39.03	9.16	18.87	20.10	27.42	13.89
122739	damage	bot-255	bravo	bot-251	alpha	five_seven	bullet	20.00	20.00	29.30	-11.28	22.26	-11.86	7.07
123777	damage	bot-253	alpha	bot-242	bravo	five_seven	bullet	20.00	62.71	-28.48	-4.19	6.59	11.80	38.55
124656	damage	bot-253	alpha	bot-242	bravo	five_seven	bullet	20.00	42.71	-28.42	-4.19	6.56	11.62	38.39
124861	damage	bot-253	alpha	bot-242	bravo	five_seven	bullet	20.00	22.71	-28.42	-4.19	6.65	11.61	38.47
125637	kill	bot-255	bravo	bot-251	alpha	five_seven	bullet	20.00	0.00	27.39	-13.85	18.87	-9.71	9.48
126011	kill	bot-252	bravo	bot-249	alpha	cz_805_bren	bullet	24.00	0.00	-18.57	11.94	20.09	-13.14	46.08
126397	damage	bot-255	bravo	bot-241	alpha	five_seven	bullet	20.00	52.07	27.29	-13.98	15.25	-5.51	14.73
126617	damage	bot-255	bravo	bot-241	alpha	five_seven	bullet	20.00	32.07	27.29	-13.98	14.94	-5.64	14.90
126877	damage	bot-255	bravo	bot-241	alpha	five_seven	bullet	20.00	12.07	27.29	-13.98	14.48	-5.84	15.18
127245	damage	bot-252	bravo	bot-243	alpha	cz_805_bren	bullet	24.00	48.28	-18.44	11.74	14.69	-6.82	37.97
127357	damage	bot-252	bravo	bot-243	alpha	cz_805_bren	bullet	24.00	24.28	-18.44	11.74	14.78	-7.10	38.18
128404	damage	bot-243	alpha	bot-252	bravo	cz_805_bren	bullet	24.00	76.00	14.89	-9.08	-18.28	11.57	39.08
138338	damage	bot-258	alpha	bot-255	bravo	five_seven	bullet	20.00	80.00	25.07	-6.80	20.92	-12.36	6.94
138484	damage	bot-258	alpha	bot-255	bravo	five_seven	bullet	20.00	60.00	25.07	-6.80	21.00	-12.26	6.81
138628	damage	bot-258	alpha	bot-255	bravo	five_seven	bullet	20.00	40.00	25.07	-6.80	20.77	-12.34	7.01
138807	damage	bot-258	alpha	bot-255	bravo	five_seven	bullet	20.00	20.00	25.07	-6.80	20.54	-12.43	7.23
138950	kill	bot-258	alpha	bot-255	bravo	five_seven	bullet	20.00	0.00	25.07	-6.80	20.32	-12.50	7.42
140175	damage	bot-252	bravo	bot-243	alpha	cz_805_bren	bullet	24.00	48.75	-11.76	10.42	15.91	-11.00	34.98
140428	damage	bot-252	bravo	bot-243	alpha	cz_805_bren	bullet	24.00	24.75	-11.76	10.42	15.91	-11.00	34.98
140696	damage	bot-252	bravo	bot-243	alpha	cz_805_bren	bullet	24.00	0.75	-11.76	10.42	15.91	-11.00	34.98
140909	kill	bot-252	bravo	bot-243	alpha	cz_805_bren	bullet	24.00	0.00	-11.76	10.42	15.91	-11.00	34.98
143612	damage	bot-253	alpha	bot-246	bravo	five_seven	bullet	20.00	80.00	-32.98	-6.24	-10.49	5.80	25.51
143758	damage	bot-246	bravo	bot-253	alpha	five_seven	bullet	20.00	52.43	-10.49	5.80	-32.96	-6.25	25.50
144254	damage	bot-259	alpha	bot-244	bravo	five_seven	bullet	20.00	42.70	-11.51	-31.42	1.83	-31.79	13.34
145105	damage	bot-244	bravo	bot-259	alpha	cz_805_bren	bullet	24.00	8.02	2.27	-31.80	-10.95	-31.91	13.22
145105	damage	bot-259	alpha	bot-244	bravo	five_seven	bullet	20.00	22.70	-10.95	-31.91	2.48	-31.79	13.43
145672	kill	bot-244	bravo	bot-259	alpha	cz_805_bren	bullet	24.00	0.00	2.68	-31.78	-10.47	-32.17	13.16
146050	damage	bot-258	alpha	bot-250	bravo	five_seven	bullet	20.00	79.11	23.49	-6.31	-19.83	-2.05	43.52
146804	damage	bot-244	bravo	bot-261	alpha	cz_805_bren	bullet	24.00	76.00	3.12	-32.82	-17.24	-15.42	26.78
146804	damage	bot-246	bravo	bot-261	alpha	five_seven	bullet	20.00	56.00	-10.87	5.63	-17.24	-15.42	21.99
146964	damage	bot-246	bravo	bot-261	alpha	five_seven	bullet	20.00	36.00	-10.87	5.63	-17.27	-15.65	22.22
147149	damage	bot-246	bravo	bot-261	alpha	five_seven	bullet	20.00	16.00	-10.87	5.63	-17.29	-15.88	22.46
147327	kill	bot-246	bravo	bot-261	alpha	five_seven	bullet	20.00	0.00	-10.87	5.63	-17.32	-16.12	22.69
153547	damage	bot-253	alpha	bot-250	bravo	five_seven	bullet	20.00	75.08	-32.69	-6.45	-24.62	-1.29	9.57
153699	damage	bot-253	alpha	bot-250	bravo	five_seven	bullet	20.00	55.08	-32.69	-6.45	-24.62	-1.29	9.57
153847	damage	bot-253	alpha	bot-250	bravo	five_seven	bullet	20.00	35.08	-32.69	-6.45	-24.59	-1.30	9.59
154012	damage	bot-253	alpha	bot-250	bravo	five_seven	bullet	20.00	15.08	-32.69	-6.45	-24.39	-1.61	9.60
154750	damage	bot-253	alpha	bot-252	bravo	five_seven	bullet	20.00	56.00	-32.61	-6.23	-2.64	7.80	33.10
155513	damage	bot-252	bravo	bot-241	alpha	cz_805_bren	bullet	24.00	46.50	-0.91	6.43	9.11	-6.98	16.74
155826	damage	bot-242	bravo	bot-253	alpha	cz_805_bren	bullet	24.00	48.50	6.44	11.19	-32.53	-6.12	42.64
156655	damage	bot-242	bravo	bot-263	alpha	cz_805_bren	bullet	24.00	76.00	6.44	11.19	-25.36	-26.26	49.13
157115	damage	bot-252	bravo	bot-263	alpha	cz_805_bren	bullet	24.00	52.00	4.23	7.32	-26.53	-25.24	44.79
157200	damage	bot-242	bravo	bot-263	alpha	cz_805_bren	bullet	24.00	28.00	6.44	11.19	-26.66	-25.26	49.23
159848	damage	bot-256	alpha	bot-246	bravo	cz_805_bren	bullet	24.00	48.06	-23.72	6.37	-16.48	10.08	8.14
160016	damage	bot-256	alpha	bot-246	bravo	cz_805_bren	bullet	24.00	24.06	-24.05	6.30	-15.82	9.84	8.96
163559	damage	bot-258	alpha	bot-192	bravo	m1911	bullet	33.00	39.29	6.24	-5.82	6.68	12.17	18.00
164100	damage	bot-263	alpha	bot-264	bravo	five_seven	bullet	20.00	80.00	-32.78	-32.28	4.35	-31.23	37.14
164248	damage	bot-263	alpha	bot-264	bravo	five_seven	bullet	20.00	60.00	-32.78	-32.28	3.95	-31.23	36.74
164399	damage	bot-263	alpha	bot-264	bravo	five_seven	bullet	20.00	40.00	-32.78	-32.28	4.08	-31.45	36.87
164562	damage	bot-263	alpha	bot-264	bravo	five_seven	bullet	20.00	20.00	-32.78	-32.28	4.27	-31.59	37.06
164710	kill	bot-263	alpha	bot-264	bravo	five_seven	bullet	20.00	0.00	-32.78	-32.28	4.42	-31.74	37.20
165532	damage	bot-258	alpha	bot-192	bravo	m1911	bullet	33.00	6.29	7.07	-5.82	3.09	14.09	20.30
166294	damage	bot-252	bravo	bot-235	alpha	cz_805_bren	bullet	24.00	26.40	-6.11	5.75	-27.98	-23.81	36.77
166413	damage	bot-244	bravo	bot-266	alpha	cz_805_bren	bullet	24.00	76.00	-4.29	-32.65	-1.26	-33.25	3.09
166573	damage	bot-244	bravo	bot-266	alpha	cz_805_bren	bullet	24.00	52.00	-4.76	-32.19	-1.26	-33.25	3.66
166707	damage	bot-244	bravo	bot-266	alpha	cz_805_bren	bullet	24.00	28.00	-5.29	-31.69	-0.95	-33.42	4.67
166707	damage	bot-252	bravo	bot-235	alpha	cz_805_bren	bullet	24.00	2.40	-6.10	5.75	-28.85	-24.70	38.01
166833	damage	bot-244	bravo	bot-266	alpha	cz_805_bren	bullet	24.00	4.00	-5.58	-31.41	-0.43	-33.68	5.63
166833	kill	bot-252	bravo	bot-235	alpha	cz_805_bren	bullet	24.00	0.00	-6.10	5.75	-29.26	-25.11	38.59
166961	kill	bot-244	bravo	bot-266	alpha	cz_805_bren	bullet	24.00	0.00	-6.00	-30.99	0.14	-33.96	6.82
167282	damage	bot-262	alpha	bot-267	bravo	cz_805_bren	bullet	24.00	76.00	-18.42	24.04	-22.70	19.17	6.49
167788	damage	bot-262	alpha	bot-267	bravo	cz_805_bren	bullet	24.00	52.00	-18.73	24.07	-21.51	18.92	5.86
