t_ms	bot_id	team	code	changed_slots	x	z	yaw_deg	speed	moved	goal_dist	path_len	path_mode
0	bot-115	alpha	P00r-4320	initial	-10.31	-15.52	122	0.20			0	
0	bot-116	alpha	P00m-2100	initial	-18.33	-20.69	43	0.00			0	
0	bot-137	alpha	P00r-4310	initial	-11.96	-18.33	118	0.00			0	
0	bot-140	alpha	P00r-4310	initial	-10.30	-19.85	289	0.00			0	
0	bot-146	alpha	P00r-4310	initial	-17.54	-19.14	293	0.00			0	
0	bot-149	alpha	P00r-4310	initial	-13.84	-21.39	94	0.00			0	
0	bot-181	bravo	P00r-3420	initial	-12.97	13.34	132	2.57			10	patrol
0	bot-186	bravo	P00r-4420	initial	-15.78	-1.41	78	0.73		18.31	6	squad
0	bot-201	bravo	P00r-4420	initial	-5.53	-12.52	144	0.00			0	
0	bot-206	bravo	P00m-33E0	initial	-16.31	-1.62	51	1.24		13.93	7	squad
0	bot-213	bravo	P00m-2320	initial	-5.58	-13.55	144	0.00			0	
0	bot-214	bravo	P00r-3320	initial	0.02	-11.38	244	0.00			0	
0	bot-225	bravo	D00r--000	initial	17.67	20.40	135	0.00		4.76	0	
0	bot-226	alpha	D00r--000	initial	24.15	5.80	324	0.00			0	
0	bot-227	bravo	P00m-3420	initial	-16.42	-2.41	130	0.42		14.66	8	squad
0	bot-228	alpha	P00m-4420	initial	-11.13	-18.83	158	0.00			0	
0	bot-229	bravo	P00r-4320	initial	-17.25	-1.66	318	0.00			0	
0	bot-230	alpha	P00r-4310	initial	-3.50	-17.83	177	0.00			0	
1012	bot-115	alpha	P00r-4320	tick	-10.67	-15.50	356	0.16	0.37		0	
1012	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
1012	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
1012	bot-140	alpha	P00r-4310	tick	-10.31	-19.85	289	0.00	0.01		0	
1012	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
1012	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
1012	bot-181	bravo	P00r-3420	tick	-11.01	11.59	145	2.53	2.62		9	patrol
1012	bot-186	bravo	P00r-4420	tick	-15.52	-1.20	50	0.22	0.33	14.78	4	squad
1012	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
1012	bot-206	bravo	P00m-33E0	tick	-15.99	-1.53	25	0.56	0.32	13.82	6	squad
1012	bot-213	bravo	P00m-2320	tick	-5.58	-13.55	144	0.00	0.00		0	
1012	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
1012	bot-227	bravo	P00m-3420	tick	-16.40	-2.45	92	0.00	0.05		0	
1012	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
1012	bot-229	bravo	P00r-4320	tick	-17.14	-1.62	355	0.18	0.12	27.58	6	squad
1012	bot-230	alpha	P00r-4310	tick	-3.50	-17.83	177	0.00	0.00		0	
2014	bot-115	alpha	P00r-4320	tick	-10.46	-15.51	88	0.40	0.22		0	
2014	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
2014	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
2014	bot-140	alpha	P00r-4310	tick	-10.31	-19.85	289	0.00	0.00		0	
2014	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
2014	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
2014	bot-181	bravo	P00r-3420	tick	-10.83	9.56	165	2.04	2.04		8	patrol
2014	bot-186	bravo	P00r-4420	tick	-15.29	-1.07	19	0.24	0.27	14.22	3	squad
2014	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
2014	bot-206	bravo	P00m-33E0	tick	-15.96	-1.53	45	0.00	0.03		0	
2014	bot-213	bravo	P00m-2320	tick	-5.58	-13.55	144	0.00	0.00		0	
2014	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
2014	bot-227	bravo	P00m-3420	tick	-16.35	-2.30	97	0.13	0.17	27.26	7	squad
2014	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
2014	bot-229	bravo	P00r-4320	tick	-17.03	-1.64	25	0.00	0.11		0	
2014	bot-230	alpha	P00r-4310	tick	-3.50	-17.83	177	0.00	0.00		0	
3017	bot-115	alpha	P00r-4320	tick	-10.39	-15.80	187	0.17	0.29		0	
3017	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
3017	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
3017	bot-140	alpha	P00r-4310	tick	-10.30	-19.85	289	0.00	0.01		0	
3017	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
3017	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
3017	bot-181	bravo	P00r-3420	tick	-11.05	7.29	181	2.49	2.27		8	patrol
3017	bot-186	bravo	P00r-4420	tick	-14.52	-0.01	39	2.23	1.31	12.02	2	squad
3017	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
3017	bot-206	bravo	P00m-33E0	tick	-15.78	-1.41	60	0.38	0.22	14.20	8	squad
3017	bot-213	bravo	P00m-2320	tick	-5.58	-13.55	144	0.00	0.00		0	
3017	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
3017	bot-227	bravo	P00m-3420	tick	-16.39	-2.42	140	0.16	0.13	18.17	9	squad
3017	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
3017	bot-229	bravo	P00r-4320	tick	-16.31	-1.63	25	0.66	0.72	24.39	5	squad
3017	bot-230	alpha	P00r-4310	tick	-3.50	-17.83	177	0.00	0.00		0	
4021	bot-115	alpha	P00r-4320	tick	-10.39	-15.98	214	0.35	0.19		0	
4021	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
4021	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
4021	bot-140	alpha	P00r-4310	tick	-10.30	-19.85	289	0.00	0.00		0	
4021	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
4021	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
4021	bot-181	bravo	P00r-3420	tick	-11.29	4.70	213	2.43	2.61		8	patrol
4021	bot-186	bravo	P00r-4420	tick	-13.05	1.84	46	2.17	2.36	6.05	2	squad
4021	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
4021	bot-206	bravo	P00m-33E0	tick	-15.54	-1.23	28	0.59	0.30	16.77	3	squad
4021	bot-213	bravo	P00m-2320	tick	-5.58	-13.55	144	0.00	0.00		0	
4021	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
4021	bot-227	bravo	P00m-3420	tick	-16.57	-2.15	358	2.95	0.33	22.30	8	squad
4021	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
4021	bot-229	bravo	P00r-4320	tick	-16.04	-1.53	100	0.89	0.29	24.10	6	squad
4021	bot-230	alpha	P00r-4310	tick	-3.50	-17.83	177	0.00	0.00		0	
5038	bot-115	alpha	P00r-4320	tick	-10.42	-16.01	58	0.34	0.03		0	
5038	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
5038	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
5038	bot-140	alpha	P00r-4310	tick	-10.30	-19.85	289	0.00	0.00		0	
5038	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
5038	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
5038	bot-181	bravo	P00r-3420	tick	-11.77	2.36	218	2.41	2.39		7	patrol
5038	bot-186	bravo	P00r-4420	tick	-12.04	3.88	28	2.54	2.28	1.71	1	squad
5038	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
5038	bot-206	bravo	P00m-33E0	tick	-15.48	-1.17	46	0.16	0.09	14.95	4	squad
5038	bot-213	bravo	P00m-2320	tick	-5.58	-13.55	144	0.00	0.00		0	
5038	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
5038	bot-227	bravo	P00m-3420	tick	-16.71	-1.76	297	1.38	0.41	20.66	6	squad
5038	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
5038	bot-229	bravo	P00r-4320	tick	-15.94	-1.52	52	0.27	0.10	22.49	4	squad
5038	bot-230	alpha	P00r-4310	tick	-3.50	-17.87	181	0.00	0.04		0	
6048	bot-115	alpha	P00r-4320	tick	-10.42	-16.00	119	0.29	0.01		0	
6048	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
6048	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
6048	bot-140	alpha	P00r-4310	tick	-10.29	-19.84	293	0.00	0.01		0	
6048	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
6048	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
6048	bot-181	bravo	P00r-3420	tick	-13.44	0.89	206	2.13	2.22		7	patrol
6048	bot-186	bravo	P00r-4420	tick	-10.47	2.81	151	2.40	1.90	1.99	1	squad
6048	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
6048	bot-206	bravo	P00m-33E0	tick	-15.10	-0.93	75	1.30	0.45	9.54	8	squad
6048	bot-213	bravo	P00m-2320	tick	-5.58	-13.55	144	0.00	0.00		0	
6048	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
6048	bot-227	bravo	P00m-3420	tick	-16.17	-2.05	99	2.42	0.60	13.56	10	squad
6048	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
6048	bot-229	bravo	P00r-4320	tick	-15.82	-1.36	349	0.00	0.21		0	
6048	bot-230	alpha	P00r-4310	tick	-3.49	-17.95	179	0.00	0.09		0	
7070	bot-115	alpha	P00r-4320	tick	-10.46	-16.03	175	0.30	0.05		0	
7070	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
7070	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
7070	bot-140	alpha	P00r-4310	tick	-10.29	-19.84	293	0.00	0.00		0	
7070	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
7070	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
7070	bot-181	bravo	P00r-3420	tick	-14.52	-0.53	226	2.19	1.79		5	patrol
7070	bot-186	bravo	P00r-4420	tick	-10.35	1.99	214	2.39	0.83	2.47	1	squad
7070	bot-201	bravo	P00r-4420	tick	-5.53	-12.52	144	0.00	0.00		0	
7070	bot-206	bravo	P00m-33E0	tick	-14.71	0.64	26	2.41	1.62	9.12	1	squad
7070	bot-213	bravo	P00m-2320	tick	-5.16	-13.06	61	1.13	0.64		0	
7070	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
7070	bot-227	bravo	P00m-3420	tick	-16.16	-1.87	117	0.20	0.18	16.45	4	squad
7070	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
7070	bot-229	bravo	P00r-4320	tick	-15.80	-1.40	23	0.64	0.04	18.65	3	squad
7070	bot-230	alpha	P00r-4310	tick	-3.49	-17.95	179	0.00	0.00		0	
8080	bot-115	alpha	P00r-4320	tick	-10.41	-15.79	348	0.31	0.25		0	
8080	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
8080	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
8080	bot-140	alpha	P00r-4310	tick	-10.29	-19.85	293	0.00	0.00		0	
8080	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
8080	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
8080	bot-181	bravo	P00r-3420	tick	-15.55	-1.64	255	2.75	1.50		5	patrol
8080	bot-186	bravo	P00r-4420	tick	-10.91	1.54	253	2.29	0.72	2.86	2	squad
8080	bot-201	bravo	P00r-4420	tick	-5.54	-12.47	144	0.00	0.05		0	
8080	bot-206	bravo	P00m-33E0	tick	-13.94	1.23	300	2.61	0.97	6.97	1	squad
8080	bot-213	bravo	P00m-2320	tick	-5.24	-13.00	61	0.00	0.10		0	
8080	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
8080	bot-227	bravo	P00m-3420	tick	-16.40	-2.05	138	0.96	0.31	15.39	4	squad
8080	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
8080	bot-229	bravo	P00r-4320	tick	-16.08	-1.52	95	1.37	0.30	17.51	4	squad
8080	bot-230	alpha	P00r-4310	tick	-3.49	-17.95	179	0.00	0.00		0	
9093	bot-115	alpha	P00r-4320	tick	-10.32	-15.52	73	0.39	0.28		0	
9093	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
9093	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
9093	bot-140	alpha	P00r-4310	tick	-10.29	-19.85	293	0.00	0.00		0	
9093	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
9093	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
9093	bot-181	bravo	P00r-3420	tick	-16.96	-3.28	213	2.47	2.17		4	patrol
9093	bot-186	bravo	P00r-4420	tick	-10.67	1.48	204	2.41	0.25	4.16	4	squad
9093	bot-201	bravo	P00r-4420	tick	-5.54	-12.47	144	0.00	0.00		0	
9093	bot-206	bravo	P00m-33E0	tick	-12.69	1.53	141	2.79	1.29	7.56	3	squad
9093	bot-213	bravo	P00m-2320	tick	-5.24	-13.00	61	0.00	0.00		0	
9093	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
9093	bot-227	bravo	P00m-3420	tick	-16.37	-1.69	39	2.26	0.36	9.21	3	squad
9093	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
9093	bot-229	bravo	P00r-4320	tick	-15.87	-1.47	56	0.07	0.21	15.73	4	squad
9093	bot-230	alpha	P00r-4310	tick	-3.49	-17.95	179	0.00	0.00		0	
10113	bot-115	alpha	P00r-4320	tick	-10.48	-15.64	228	0.45	0.20		0	
10113	bot-116	alpha	P00m-2100	tick	-18.33	-20.69	43	0.00	0.00		0	
10113	bot-137	alpha	P00r-4310	tick	-11.96	-18.33	118	0.00	0.00		0	
10113	bot-140	alpha	P00r-4310	tick	-10.29	-19.85	293	0.00	0.00		0	
10113	bot-146	alpha	P00r-4310	tick	-17.54	-19.14	293	0.00	0.00		0	
10113	bot-149	alpha	P00r-4310	tick	-13.84	-21.39	94	0.00	0.00		0	
10113	bot-181	bravo	P00r-3420	tick	-17.78	-5.64	191	2.50	2.50		4	patrol
10113	bot-186	bravo	P00r-4420	tick	-11.94	1.31	252	1.80	1.29	6.00	4	squad
10113	bot-201	bravo	P00r-4420	tick	-5.54	-12.47	144	0.00	0.00		0	
10113	bot-206	bravo	P00m-33E0	tick	-13.00	2.48	27	0.88	0.99	2.13	1	squad
10113	bot-213	bravo	P00m-2320	tick	-5.24	-13.00	61	0.00	0.00		0	
10113	bot-214	bravo	P00r-3320	tick	0.02	-11.38	244	0.00	0.00		0	
10113	bot-227	bravo	P00m-3420	tick	-16.21	-1.83	136	0.12	0.20	10.45	9	squad
10113	bot-228	alpha	P00m-4420	tick	-11.13	-18.83	158	0.00	0.00		0	
